N	2gram	Propp_Isto	Morfolog
146	на него	3	4
147	есть и	6	4
148	подобных случаях	2	4
149	тем что	11	4
150	д но	2	4
151	еще не	13	4
152	из них	2	4
153	трудные задачи	13	4
154	но в	7	4
155	на котором	3	4
156	но все	5	4
157	что его	2	4
158	следующим образом	4	4
159	сказка о	2	4
160	как и	8	4
161	оно может	3	4
162	а если	3	4
163	змея и	8	4
164	уже не	8	4
165	этот вопрос	3	4
166	что сказка	7	4
167	с сватовством	3	4
168	трудных задач	10	4
169	задачи в	5	4
170	героя а	3	4
171	и наоборот	2	4
172	в некоторых	2	4
173	никто не	2	4
174	в пропасть	3	4
175	от того	4	4
176	мы уже	10	4
177	его самого	2	4
178	раз он	2	3
179	он убивается	2	3
180	первый взгляд	5	3
181	в таких	3	3
182	можно указать	4	3
183	время как	4	3
184	утверждать что	3	3
185	но эти	3	3
186	мы должны	7	3
187	у яги	2	3
188	в сказках	4	3
189	но как	4	3
190	здесь не	4	3
191	трудной задачи	2	3
192	в которой	2	3
193	а на	2	3
194	из другой	2	3
195	такие случаи	3	3
196	что это	6	3
197	трудную задачу	2	3
198	спасается от	2	3
199	и у	3	3
200	но есть	5	3
201	друг друга	2	3
202	если бы	3	3
203	в виде	5	3
204	на первый	6	3
205	кроме того	6	3
206	связана с	4	3
207	и тем	4	3
208	та же	5	3
209	же можно	4	3
210	сам он	3	3
211	имеется в	4	3
212	не в	12	3
213	для того	2	3
214	героя и	5	3
215	для героя	3	3
216	и при	2	3
217	с этой	7	3
218	у нас	4	3
219	все задачи	3	3
220	к месту	2	3
221	в один	2	3
222	к ней	3	3
223	или с	2	3
224	женится на	2	3
225	того что	7	3
226	здесь мы	11	3
227	так например	5	3
228	для этой	2	3
229	ее в	3	3
230	к нему	8	3
231	сказка знает	4	3
232	они не	4	3
233	на то	5	3
234	ни в	4	3
235	что такое	2	3
236	если это	2	3
237	с того	5	3
238	но мы	3	3
239	не происходит	3	3
240	с собой	7	3
241	что при	3	3
242	заметим что	2	3
243	по воздуху	2	3
244	но для	3	3
245	а по	2	3
246	случай мы	6	3
247	здесь же	3	3
248	задачи на	2	3
249	в начале	2	3
250	и что	15	3
251	то время	4	3
252	и по	7	3
253	и его	11	3
254	только в	10	3
255	в ином	18	3
256	и есть	2	3
257	и только	4	3
258	приводят к	2	3
259	что эти	4	3
260	все еще	2	3
261	в этой	2	3
262	по всему	3	3
263	с его	4	3
264	несколько случаев	2	2
265	на новые	3	2
266	в одну	3	2
267	данном случае	7	2
268	и когда	2	2
269	например на	2	2
270	самого себя	2	2
271	в очень	3	2
272	героя т	2	2
273	коня и	5	2
274	герой подвергается	3	2
275	герой не	4	2
276	если они	4	2
277	не от	3	2
278	в каких	2	2
279	в данном	8	2
280	мы пока	2	2
281	из этих	6	2
282	том как	3	2
283	от него	6	2
284	дочь и	5	2
285	одной стороны	12	2
286	к другой	2	2
287	дело не	5	2
288	у нее	3	2
289	ответ на	6	2
290	а потом	4	2
291	с золотыми	2	2
292	герой в	2	2
293	к себе	4	2
294	в другом	2	2
295	царя и	2	2
296	ее отца	2	2
297	и даже	3	2
298	и тот	3	2
299	или менее	3	2
300	что она	6	2
301	царь не	2	2
302	когда герой	4	2
303	в середине	2	2
304	после чего	5	2
305	что именно	2	2
306	превращается в	10	2
307	на героя	2	2
308	бегство и	2	2
309	в частности	3	2
310	этого не	2	2
311	на друга	2	2
312	ничем не	2	2
313	их на	2	2
314	колодец и	2	2
315	это положение	2	2
316	право на	5	2
317	что иное	2	2
318	на вопрос	5	2
319	что ни	2	2
320	в чем	5	2
321	не знает	2	2
322	с одной	12	2
323	всех других	2	2
324	должна быть	3	2
325	в свое	3	2
326	друг на	2	2
327	но вот	2	2
328	а с	3	2
329	и более	2	2
330	вопрос не	2	2
331	не с	2	2
332	увидим что	2	2
333	можно сделать	2	2
334	отсюда видно	6	2
335	одной из	4	2
336	не по	2	2
337	а царевна	2	2
338	на этот	4	2
339	с тем	8	2
340	вытекает из	2	2
341	не так	4	2
342	этим она	2	2
343	не имеет	6	2
344	такой случай	5	2
345	но так	4	2
346	вообще не	4	2
347	где оно	2	2
348	таких случаев	3	2
349	во сне	2	2
350	она не	3	2
351	д в	3	2
352	брак и	2	2
353	он может	4	2
354	или наоборот	2	2
355	более или	3	2
356	их в	3	2
357	ни одной	2	2
358	но с	2	2
359	в различных	3	2
360	ту же	3	2
361	тех случаях	7	2
362	что там	2	2
363	оно не	2	2
364	за ночь	5	2
365	три ночи	2	2
366	на той	2	2
367	но они	4	2
368	в которых	2	2
369	однако все	2	2
370	время боя	4	2
371	этим же	2	2
372	однако в	2	2
373	ином царстве	6	2
374	с героем	3	2
375	если он	5	2
376	но здесь	5	2
377	для нас	8	2
378	очень много	2	2
379	что мы	3	2
380	эти задачи	7	2
381	что же	2	2
382	точно так	2	2
383	к королю	2	2
384	царевны и	2	2
385	что этот	4	2
386	в одной	3	2
387	всяком случае	3	2
388	дочь царя	2	2
389	и больше	3	2
390	должны быть	4	2
391	к другому	2	2
392	когда в	3	2
393	незадолго до	2	2
394	тогда как	4	2
395	ответить на	2	2
396	сказке о	6	2
397	все это	9	2
398	следует брак	3	2
399	она в	4	2
400	в основе	2	2
401	у него	16	2
402	как будто	4	2
403	героя герой	3	2
404	случаях когда	7	2
405	на поиски	2	2
406	и царевны	2	2
407	например в	6	2
408	уже видели	3	2
409	можно сказать	3	2
410	но оно	3	2
411	из его	2	2
412	и сказка	2	2
413	в одном	2	2
414	типична для	2	2
415	во всяком	3	2
416	она его	3	2
417	без всякого	2	2
418	от отца	5	2
419	в лесу	3	2
420	того как	5	2
