N	2gram	Tiupa_Anal	Hudozhes
220	эстетического субъекта	3	3
221	о литературе	3	3
222	картины мира	2	3
223	ритмического ряда	12	3
224	общения людей	2	3
225	тем не	3	3
226	в культуре	3	3
227	а именно	3	3
228	субъекта и	4	3
229	из этих	2	3
230	связи с	2	3
231	и на	10	3
232	кадров внутреннего	4	3
233	тому как	5	3
234	ценностного центра	2	3
235	если бы	6	3
236	в той	8	3
237	не будет	3	3
238	другого в	3	3
239	текст и	2	3
240	бенвенист ритм	3	3
241	как раз	5	3
242	с точки	6	3
243	и адресата	2	3
244	и того	5	3
245	подобно тому	5	3
246	художественное произведение	5	3
247	или даже	3	3
248	себя и	5	3
249	как говорит	3	3
250	своей эстетической	2	3
251	с этой	2	3
252	в связи	2	3
253	текст в	3	3
254	таким образом	5	3
255	в таком	5	3
256	и сам	4	3
257	есть в	4	3
258	в которой	3	3
259	никто не	3	3
260	однако при	3	3
261	в рассказе	2	3
262	и составляет	2	3
263	была бы	4	3
264	как правило	7	3
265	этом смысле	3	3
266	в пределах	11	3
267	в одном	3	3
268	художественного целого	15	3
269	литературы как	2	3
270	с одной	7	3
271	перед лицом	6	3
272	текста в	18	3
273	человеческого я	3	3
274	человека к	4	3
275	я героя	3	3
276	имеет место	6	3
277	и состоит	5	3
278	никогда не	4	2
279	с легкой	2	2
280	самим собою	2	2
281	вокруг я	2	2
282	творческий акт	2	2
283	о том	11	2
284	одной из	2	2
285	рассказ о	3	2
286	в литературе	4	2
287	жизни но	3	2
288	как в	3	2
289	повествования а	2	2
290	одно из	2	2
291	другого я	2	2
292	и наоборот	3	2
293	говоря и	3	2
294	ее в	2	2
295	могла бы	3	2
296	тому что	2	2
297	и потому	2	2
298	внутреннее я	3	2
299	коммуникативное событие	6	2
300	то в	2	2
301	читателем в	2	2
302	высказывания и	3	2
303	об искусстве	2	2
304	вследствие этого	5	2
305	человеческого бытия	2	2
306	своего текста	2	2
307	столь же	7	2
308	в чем	2	2
309	нас самих	2	2
310	или в	2	2
311	строго говоря	3	2
312	в творческом	3	2
313	вступает в	4	2
314	именно в	6	2
315	художественного мира	4	2
316	о жизни	3	2
317	все эти	3	2
318	этого текста	2	2
319	тем более	2	2
320	легкой руки	2	2
321	личности к	2	2
322	времени в	4	2
323	не всегда	4	2
324	с иными	2	2
325	о себе	2	2
326	не все	3	2
327	героя как	2	2
328	вслед за	3	2
329	времени и	7	2
330	или иных	3	2
331	с их	2	2
332	должен быть	6	2
333	за пределы	6	2
334	коем случае	2	2
335	совпадает с	6	2
336	дело не	5	2
337	уже говорилось	5	2
338	этой точки	2	2
339	не как	2	2
340	с самим	3	2
341	литературной нормы	2	2
342	может выступать	3	2
343	отличается от	3	2
344	и соответственно	5	2
345	может служить	3	2
346	из которых	4	2
347	эстетического адресата	2	2
348	не сами	2	2
349	и по	2	2
350	данный момент	2	2
351	между собой	2	2
352	диалога согласия	2	2
353	всякий раз	3	2
354	он и	3	2
355	я не	2	2
356	в известном	2	2
357	тех или	3	2
358	отнюдь не	22	2
359	при наличии	3	2
360	один из	4	2
361	эстетической природы	2	2
362	собственно говоря	6	2
363	и неизбыточности	3	2
364	на котором	3	2
365	произведении искусства	3	2
366	текста так	2	2
367	по себе	6	2
368	не вполне	2	2
369	речь идет	2	2
370	несмотря на	5	2
371	лирического героя	2	2
372	таком случае	5	2
373	ведет к	3	2
374	и рецептивная	2	2
375	по бахтину	2	2
376	совокупность факторов	2	2
377	роль в	3	2
378	коммуникативным событием	2	2
379	на этом	4	2
380	в данный	2	2
381	равной степени	2	2
382	внешнем мире	2	2
383	события в	2	2
384	текста наиболее	3	2
385	и больше	2	2
386	мира в	2	2
387	все это	2	2
388	с ними	2	2
389	между двумя	7	2
390	художественная реальность	9	2
391	в сторону	6	2
392	бы не	3	2
393	о его	5	2
394	к внутреннему	3	2
395	из этого	2	2
396	что и	5	2
397	принадлежит только	2	2
398	в коем	2	2
399	истории литературы	4	2
400	во внутренней	2	2
401	определенным образом	2	2
402	то ни	3	2
403	эстетической деятельности	4	2
404	от своего	3	2
405	эстетическое переживание	4	2
406	ни одно	2	2
407	художественного высказывания	3	2
408	могут оказаться	2	2
409	ни было	4	2
410	в равной	4	2
411	и особенно	4	2
412	одним из	3	2
413	не просто	2	2
414	художественную реальность	2	2
415	субъект и	2	2
416	к своему	2	2
417	или напротив	3	2
418	мире и	2	2
419	по мысли	3	2
420	текста не	3	2
421	в случае	7	2
422	а затем	3	2
423	жизни однако	2	2
424	самом деле	3	2
425	художественное целое	2	2
426	случае не	2	2
427	объектной организацией	2	2
428	я как	2	2
429	ясно говорит	2	2
430	и более	5	2
431	диалогическим углом	2	2
432	этого слова	10	2
433	в нашем	3	2
434	в этой	12	2
435	в организации	2	2
436	а с	3	2
437	иной эстетической	2	2
438	и неизбыточность	2	2
439	в кадры	2	2
440	из виду	3	2
441	с ним	6	2
442	что может	2	2
443	превращается в	3	2
444	который в	3	2
445	для обозначения	2	2
446	в какой	3	2
447	вовсе не	4	2
448	в аспекте	4	2
449	как система	6	2
450	заключается в	2	2
451	имеем дело	7	2
452	том и	2	2
453	основе своей	2	2
454	эстетической реальности	3	2
455	во внешнем	4	2
456	на основе	3	2
457	у него	5	2
458	известном смысле	2	2
459	бы то	3	2
460	первой части	2	2
461	не с	8	2
462	при всей	4	2
463	здесь не	2	2
