N	2gram	Losev_Prob	Hudozhes
167	известной степени	2	3
168	но он	3	3
169	в системе	3	3
170	никогда не	8	2
171	о том	25	2
172	для понимания	2	2
173	языкового знака	9	2
174	в литературе	4	2
175	в каком	7	2
176	одна из	4	2
177	как в	5	2
178	чтобы не	3	2
179	для такого	2	2
180	и др	2	2
181	между которыми	2	2
182	тот кто	2	2
183	одно из	2	2
184	и это	13	2
185	ее в	2	2
186	тому что	6	2
187	и потому	3	2
188	от всех	2	2
189	таковы например	2	2
190	то в	6	2
191	в самой	3	2
192	еще и	9	2
193	знаков в	2	2
194	в чем	3	2
195	что такое	23	2
196	или в	5	2
197	именно в	5	2
198	но как	11	2
199	все эти	15	2
200	теории литературы	3	2
201	было и	2	2
202	таких случаях	2	2
203	тем более	13	2
204	времени в	2	2
205	не все	4	2
206	образом и	3	2
207	оно не	6	2
208	или иных	2	2
209	что она	8	2
210	за пределы	6	2
211	быть и	5	2
212	известного рода	3	2
213	совпадает с	2	2
214	для которого	4	2
215	однако все	2	2
216	только и	5	2
217	не как	2	2
218	но она	3	2
219	с самим	3	2
220	значения и	11	2
221	так же	12	2
222	отличается от	2	2
223	об этом	10	2
224	этого термина	8	2
225	из которых	2	2
226	другим и	2	2
227	и по	3	2
228	между собой	5	2
229	он и	8	2
230	тех или	5	2
231	отнюдь не	15	2
232	один из	7	2
233	собственно говоря	4	2
234	в них	8	2
235	по себе	20	2
236	мышления и	6	2
237	не вполне	4	2
238	сама по	6	2
239	речь идет	2	2
240	вопрос что	2	2
241	несмотря на	6	2
242	в комедии	2	2
243	есть как	2	2
244	таком случае	14	2
245	роль в	2	2
246	тем или	4	2
247	пушкина что	2	2
248	слова и	5	2
249	и больше	2	2
250	мира в	2	2
251	все это	11	2
252	бы не	4	2
253	которого он	2	2
254	о его	2	2
255	из этого	2	2
256	числе и	2	2
257	что и	2	2
258	это тоже	4	2
259	в значительной	2	2
260	определенным образом	4	2
261	то ни	3	2
262	к нашему	2	2
263	и особенно	4	2
264	в одно	5	2
265	одним из	2	2
266	не просто	30	2
267	и может	2	2
268	к своему	2	2
269	только о	8	2
270	в случае	5	2
271	делает его	2	2
272	самом деле	10	2
273	знаковая система	2	2
274	случае не	6	2
275	и более	4	2
276	в нашем	3	2
277	в этой	14	2
278	но только	3	2
279	значение знака	2	2
280	с ним	4	2
281	что может	4	2
282	для обозначения	4	2
283	этих двух	2	2
284	и который	3	2
285	вовсе не	60	2
286	заключается в	2	2
287	если мы	16	2
288	бы то	2	2
289	при условии	5	2
290	здесь не	9	2
