N	2gram	Losev_Dial	Istorich
220	не знает	4	12
221	что не	8	12
222	и вот	13	11
223	же мы	5	11
224	от этого	5	11
225	е в	4	11
226	никто не	4	11
227	если он	2	11
228	точки зрения	43	11
229	хотя и	9	11
230	в этот	3	11
231	миф о	4	11
232	иное как	6	11
233	имеется в	5	11
234	же в	2	11
235	у меня	2	11
236	ясно что	16	11
237	этого не	2	11
238	я не	11	11
239	не что	6	11
240	но оно	2	11
241	должны быть	7	11
242	что же	12	10
243	в ее	5	10
244	известно что	4	10
245	но если	11	10
246	он может	2	10
247	только одна	3	10
248	говорит о	5	10
249	что эта	2	10
250	но как	3	10
251	есть только	13	10
252	если не	3	10
253	их не	3	10
254	он и	3	10
255	не мог	3	10
256	однако это	2	10
257	но так	2	10
258	а если	5	10
259	то не	2	10
260	ни в	20	10
261	о чем	2	10
262	в это	4	10
263	не было	6	10
264	а она	3	10
265	себя в	3	10
266	не можем	3	10
267	и к	5	10
268	а как	2	9
269	он должен	3	9
270	сюда же	2	9
271	в истории	7	9
272	в основе	6	9
273	если это	2	9
274	это так	2	9
275	из этого	3	9
276	она в	3	9
277	в себя	4	9
278	не могут	6	9
279	это и	12	9
280	тогда когда	9	9
281	когда она	4	9
282	зависимости от	4	9
283	зависит от	4	9
284	по воздуху	2	9
285	но для	3	9
286	жизни и	8	9
287	что на	3	9
288	не будет	5	9
289	на первый	4	9
290	или же	3	9
291	только на	8	9
292	в чем	11	9
293	не видно	2	9
294	вот почему	3	9
295	с его	7	9
296	также не	3	9
297	в течение	4	9
298	и так	2	9
299	целый ряд	3	9
300	тем самым	3	8
301	не имеют	2	8
302	только тогда	7	8
303	одно из	8	8
304	для этого	3	8
305	только что	7	8
306	вообще не	3	8
307	именно в	5	8
308	что такое	25	8
309	тому как	5	8
310	во всяком	5	8
311	превратился в	2	8
312	есть ли	8	8
313	солнца и	2	8
314	есть еще	4	8
315	это значит	29	8
316	говорят что	3	8
317	в жизни	4	8
318	подобно тому	5	8
319	но она	4	8
320	и потому	6	8
321	и другое	2	8
322	оказывается что	5	8
323	что его	5	8
324	в зависимости	3	8
325	тут же	3	8
326	та же	5	8
327	в целях	4	8
328	и из	2	8
329	меня в	2	8
330	от того	9	8
331	или по	4	8
332	можно сказать	5	8
333	независимо от	3	8
334	значит что	29	8
335	она и	3	8
336	это тоже	2	8
337	на нем	3	8
338	конечно не	6	8
339	на самом	2	7
340	руки и	2	7
341	в конце	2	7
342	состоит из	2	7
343	и о	9	7
344	а только	2	7
345	однако что	2	7
346	не то	3	7
347	этот момент	2	7
348	тех же	2	7
349	и часто	3	7
350	вплоть до	2	7
351	эти два	3	7
352	есть не	11	7
353	когда мы	3	7
354	тому что	5	7
355	а то	2	7
356	и когда	4	7
357	что я	3	7
358	если мы	5	7
359	всяком случае	3	7
360	по его	2	7
361	как на	6	7
362	ее и	2	7
363	совершенно не	6	7
364	и при	4	7
365	был бы	2	7
366	уже и	3	7
367	можно только	5	7
368	думать что	3	7
369	не есть	95	7
370	самом деле	7	7
371	по которому	3	7
372	что оно	9	7
373	на них	2	7
374	о ней	3	7
375	для него	4	7
376	в каких	2	7
377	этого явления	2	6
378	именно так	2	6
379	для того	4	6
380	отличие от	2	6
381	можно ли	6	6
382	на ту	2	6
383	нет ничего	14	6
384	от отца	5	6
385	себе не	3	6
386	таких примеров	2	6
387	равно как	2	6
388	были бы	2	6
389	не потому	2	6
390	ничем не	7	6
391	этой точки	4	6
392	же он	2	6
393	не объясняет	2	6
394	что все	16	6
395	этот миф	3	6
396	и уже	5	6
397	от его	2	6
398	от себя	5	6
399	той же	6	6
400	заметить что	2	6
401	быть и	7	6
402	то в	5	6
403	его как	6	6
404	даже не	8	6
405	а я	3	6
406	не на	7	6
407	говорят о	2	6
408	или как	3	6
409	также и	6	6
410	но что	11	6
411	и становится	2	6
412	он дает	2	6
413	его от	2	6
414	мог бы	2	6
415	меня и	2	6
416	только о	4	6
417	и тогда	6	6
418	тому же	2	6
419	это конечно	2	6
420	если я	2	6
421	к чему	2	6
422	все его	2	6
423	же и	2	6
424	отношения к	4	6
425	в область	2	5
426	в каком	9	5
427	что данный	2	5
428	это уже	2	5
429	тоже не	2	5
430	а когда	2	5
431	этого мы	2	5
432	как нечто	2	5
433	только как	7	5
434	никак не	3	5
435	или не	10	5
436	бы быть	2	5
437	это было	5	5
438	она всегда	4	5
439	в своих	3	5
440	эти две	5	5
441	из себя	3	5
442	как таковой	6	5
443	или иное	4	5
444	к отцу	2	5
445	вот как	2	5
446	по своему	2	5
447	мира и	3	5
448	особого рода	3	5
449	что если	5	5
450	это же	3	5
451	бы в	5	5
452	с ее	10	5
453	думают что	3	5
454	чтобы быть	5	5
455	о котором	4	5
456	несмотря на	2	5
457	очень мало	2	5
458	но даже	4	5
459	в виду	12	5
460	от своего	2	5
461	в один	2	5
462	знает что	2	5
463	в религии	6	5
464	отличается от	9	5
465	д и	8	5
466	д в	2	5
467	оно не	7	5
468	или другого	3	5
469	или она	2	5
470	или иначе	2	5
471	мы и	4	5
472	без всякого	2	5
473	и может	2	5
474	да и	4	5
475	и мы	6	5
476	как о	6	5
477	в таком	15	5
478	можно утверждать	2	5
479	можно назвать	3	5
480	но когда	2	5
481	не говорит	6	5
482	однако не	2	5
483	есть явление	6	4
484	всегда только	2	4
485	бы его	2	4
486	людей и	2	4
487	нисколько не	4	4
488	и во	3	4
489	в который	3	4
490	и вообще	7	4
491	в древней	2	4
492	все время	4	4
493	тем более	5	4
494	быть только	2	4
495	ни с	4	4
496	себя и	3	4
497	в глубине	3	4
498	чем в	2	4
499	а что	6	4
500	есть момент	2	4
501	где же	4	4
502	в разных	2	4
503	тела и	3	4
504	или вообще	3	4
505	и больше	5	4
506	что миф	10	4
507	не от	2	4
508	в результате	7	4
509	на стадии	2	4
510	теперь мы	4	4
511	что есть	6	4
512	сами по	3	4
513	если же	8	4
514	но его	3	4
515	не существует	10	4
516	как раз	11	4
517	и миф	3	4
518	что было	2	4
519	что уже	3	4
520	человека и	2	4
521	или нет	8	4
522	и формы	2	4
523	не содержит	3	4
524	ноги и	2	4
525	так или	2	4
526	но вот	3	4
527	содержит в	2	4
528	как не	4	4
529	иметь в	3	4
530	нас в	3	4
531	отнюдь не	16	4
532	с точки	25	4
533	от нее	3	4
534	все в	3	4
535	что их	2	4
536	а это	2	4
537	еще и	2	4
538	с которой	2	4
539	содержится в	3	4
540	миф и	5	4
541	нет никаких	3	4
542	только то	2	4
543	ни к	3	4
544	есть в	4	4
545	исходит из	2	4
546	в самом	9	4
547	того кто	4	4
548	но на	2	4
549	не могу	2	4
550	так чтобы	4	4
551	быть не	3	4
552	что именно	10	4
553	как же	9	3
554	он будет	3	3
555	выше и	2	3
556	это как	3	3
557	на основании	3	3
558	просто как	3	3
559	обычно не	2	3
560	точка зрения	5	3
561	этого он	2	3
562	рождение ребенка	4	3
563	утверждают что	3	3
564	того есть	2	3
565	при таком	2	3
566	и та	4	3
567	так то	5	3
568	же она	3	3
569	нет ни	5	3
570	понимать как	4	3
571	себе что	2	3
572	идет речь	4	3
573	в третий	2	3
574	по смыслу	2	3
575	духа и	2	3
576	о себе	2	3
577	на другую	5	3
578	и также	2	3
579	чтобы не	4	3
580	она должна	3	3
581	с тех	2	3
582	я могу	2	3
583	как таковое	5	3
584	он всегда	3	3
585	была бы	5	3
586	одна и	3	3
587	именно как	3	3
588	чего не	7	3
589	мы находим	5	3
590	всегда есть	5	3
591	что даже	2	3
592	и я	3	3
593	бы то	3	3
594	только мы	3	3
595	в особом	2	3
596	в противоположность	3	3
597	должно быть	7	3
598	из нее	2	3
599	к другому	2	3
600	из другого	2	3
601	из двух	4	3
602	из того	2	3
603	как к	2	3
604	и вне	3	3
605	всего в	2	3
606	что можно	2	3
607	то ни	4	3
608	религии но	2	3
609	становится и	2	3
610	оказалось что	2	3
611	что нужно	2	3
612	но зато	2	3
613	но то	3	3
614	неотделим от	4	3
615	и нет	9	3
616	требует чтобы	2	3
617	все равно	5	3
618	ему все	2	3
619	только не	10	3
620	раз и	3	3
621	но еще	2	3
622	и делает	2	3
623	оно есть	4	3
624	в науке	3	3
625	едва ли	2	3
626	божества и	2	3
627	только он	2	3
628	а мы	3	3
629	почему же	3	3
630	даже и	9	3
631	но тут	2	3
632	тогда и	2	3
633	как таковая	5	3
634	явление но	2	3
635	и ноги	2	3
636	и той	4	3
637	больше чем	2	3
638	даже если	3	3
639	выйти за	3	3
640	само по	8	3
641	тех пор	3	3
642	исходит от	2	3
643	солнце и	2	3
644	этого мифа	2	3
645	имеем дело	2	3
646	не о	6	2
647	и смерть	3	2
648	действительно есть	3	2
649	к ее	2	2
650	легко заметить	2	2
651	на другое	5	2
652	делится на	4	2
653	не мешает	3	2
654	живое существо	2	2
655	мифа не	2	2
656	и во-вторых	2	2
657	от своих	2	2
658	все вещи	4	2
659	вопрос об	3	2
660	миф не	19	2
661	все на	5	2
662	ее от	2	2
663	и ничего	5	2
664	с другим	2	2
665	изменения и	3	2
666	мы всегда	2	2
667	можно говорить	2	2
668	есть уже	2	2
669	вопрос в	2	2
670	как миф	6	2
671	первый план	4	2
672	и всякий	4	2
673	в глубину	2	2
674	ничего специфически	3	2
675	мифом и	3	2
676	но я	2	2
677	не зная	2	2
678	одной и	4	2
679	эти факты	3	2
680	помнить что	2	2
681	убежден в	2	2
682	жизнь в	2	2
683	на себе	4	2
684	быть в	4	2
685	это будет	6	2
686	себя как	3	2
687	вещи и	3	2
688	мы понимаем	3	2
689	нет или	2	2
690	в сущности	10	2
691	то ясно	3	2
692	как например	2	2
693	или другими	2	2
694	же это	4	2
695	если она	4	2
696	обе стороны	2	2
697	мало того	2	2
698	сама по	11	2
699	то или	4	2
700	не говорят	3	2
701	жизнь и	9	2
702	при всем	5	2
703	в мире	2	2
704	что знание	3	2
705	как с	2	2
706	совпадает с	2	2
707	и можно	5	2
708	или оно	3	2
709	перестает быть	2	2
710	он есть	7	2
711	только одно	4	2
712	есть душа	2	2
713	мифа в	3	2
714	и следовательно	2	2
715	тому чтобы	3	2
716	и этого	2	2
717	в процессе	2	2
718	можно и	6	2
719	если его	2	2
720	и прежде	6	2
721	таком случае	11	2
722	может и	3	2
723	абстрактное понятие	9	2
724	именно это	2	2
725	мы хотим	2	2
726	в христианстве	3	2
727	по одному	3	2
728	из самых	3	2
729	одно и	6	2
730	е не	4	2
731	себе а	2	2
732	виду что	2	2
733	это дает	2	2
734	отца и	2	2
735	было ни	2	2
736	такое понимание	2	2
737	или иных	2	2
738	чтобы она	3	2
739	истории не	2	2
740	сам по	6	2
741	и жизни	8	2
742	у вас	2	2
743	знания и	2	2
744	и об	2	2
745	что для	5	2
746	только теперь	2	2
747	есть нечто	26	2
748	не видим	2	2
749	ни за	2	2
750	и где	2	2
751	того или	6	2
752	только потому	4	2
753	нет никакого	10	2
754	и тех	2	2
755	не забудем	2	2
756	то о	2	2
757	как таковые	2	2
758	действительно не	2	2
759	место в	2	2
760	что с	2	2
761	случае не	4	2
762	от этих	2	2
763	есть просто	7	2
764	это или	2	2
765	на свете	8	2
766	не нужно	2	2
767	каких именно	2	2
768	от другого	2	2
769	как я	2	2
770	с полной	3	2
771	как целое	3	2
772	ничего общего	2	2
773	следовательно не	2	2
774	все совершенно	2	2
775	от одного	2	2
776	а для	2	2
777	же должны	2	2
778	она была	3	2
779	нет и	5	2
780	не должно	2	2
781	свою собственную	2	2
782	вы не	9	2
783	знание и	4	2
784	же именно	3	2
785	целое и	2	2
786	в культе	2	2
787	оно совершенно	2	2
788	говорить о	13	2
789	исходят из	2	2
790	природы и	4	2
791	чем же	3	2
792	не значит	5	2
793	учение о	11	2
794	е что	8	2
