N	2gram	Propp_Isto	Mirosoze
272	и то	3	3
273	и эта	5	3
274	то это	7	3
275	к этому	5	3
276	конечно не	2	3
277	об этом	7	3
278	то чтобы	2	3
279	в иной	3	3
280	находится в	2	3
281	превращается в	10	3
282	от всех	2	3
283	есть та	2	3
284	для нас	8	3
285	из него	3	3
286	во всех	8	3
287	он также	3	3
288	не видел	2	3
289	в ином	18	3
290	не с	2	3
291	на этот	4	3
292	царства в	3	3
293	он может	4	3
294	не вполне	5	3
295	но для	3	3
296	в одном	2	3
297	со своей	2	3
298	всяком случае	3	3
299	нет ни	2	3
300	показывает как	3	3
301	земли и	3	3
302	и после	2	3
303	но с	2	3
304	там в	3	2
305	это означает	3	2
306	его пути	2	2
307	в действительности	2	2
308	его к	2	2
309	если в	3	2
310	не имеют	3	2
311	и новые	2	2
312	мир не	2	2
313	оказывается что	3	2
314	ином мире	12	2
315	за собой	2	2
316	со своим	4	2
317	этого не	2	2
318	а как	2	2
319	и других	2	2
320	способность к	2	2
321	же можно	4	2
322	был ли	2	2
323	от своего	2	2
324	к своему	4	2
325	после этого	8	2
326	они должны	3	2
327	у народов	6	2
328	нас не	2	2
329	во многих	2	2
330	в иное	6	2
331	от них	2	2
332	которые в	3	2
333	не находит	2	2
334	не менее	5	2
335	дальше и	2	2
336	того же	3	2
337	тем самым	3	2
338	я знаю	2	2
339	с того	5	2
340	к самому	2	2
341	этот случай	16	2
342	это он	2	2
343	имеет своего	3	2
344	и сам	3	2
345	на той	2	2
346	этот мотив	8	2
347	не столько	4	2
348	же не	2	2
349	и возвращается	2	2
350	есть еще	4	2
351	есть царство	2	2
352	когда она	2	2
353	то не	5	2
354	связи с	3	2
355	связаны с	4	2
356	е в	2	2
357	и ее	6	2
358	во время	7	2
359	и они	2	2
360	много в	2	2
361	мы хотели	2	2
362	их в	3	2
363	между двумя	2	2
364	относится к	2	2
365	ее как	2	2
366	что если	2	2
367	когда мы	2	2
368	в свои	3	2
369	происходит в	3	2
370	его как	2	2
371	у нее	3	2
372	и часто	2	2
373	если я	2	2
374	чтобы получить	2	2
375	ее в	3	2
376	можно сделать	2	2
377	не будут	2	2
378	быть признаны	2	2
379	и о	2	2
380	не по	2	2
381	но они	4	2
382	на западе	2	2
383	можно найти	3	2
384	вообще не	4	2
385	с другой	20	2
386	их не	3	2
387	что такое	2	2
388	что я	2	2
389	которой он	3	2
390	если не	4	2
391	он и	3	2
392	что за	3	2
393	что мы	3	2
394	по себе	2	2
395	и действительно	4	2
396	же что	2	2
397	ней нет	2	2
398	он на	3	2
399	что во	2	2
400	она в	4	2
401	но эта	2	2
402	знаю что	3	2
