N	2gram	Nazirov_Tv	Problemy
156	романов достоевского	8	8
157	уже в	5	8
158	как к	2	8
159	одним из	6	8
160	это и	4	8
161	и о	2	8
162	того что	3	8
163	произведений достоевского	2	8
164	самого достоевского	4	8
165	а что	2	8
166	же не	2	8
167	с ними	3	8
168	и до	2	8
169	и от	8	8
170	все время	3	8
171	и он	4	8
172	достоевского нет	3	8
173	в человеке	4	8
174	был бы	3	8
175	о том	9	8
176	и у	3	8
177	герои достоевского	8	8
178	в диалоге	2	8
179	из них	4	8
180	яков петрович	2	8
181	же и	2	8
182	его к	2	7
183	от него	2	7
184	в этих	2	7
185	но эта	3	7
186	с которым	2	7
187	в их	5	7
188	в виде	4	7
189	и со	2	7
190	в виду	3	7
191	и др	2	7
192	это я	2	7
193	его и	2	7
194	в процессе	3	7
195	только на	2	7
196	он с	2	7
197	себя как	2	7
198	героя с	2	7
199	что все	4	7
200	что они	3	7
201	например в	3	7
202	тот же	3	7
203	сказать что	3	7
204	настасьи филипповны	5	7
205	в жизни	3	7
206	что она	5	7
207	мысли и	5	7
208	т д	10	7
209	и их	2	7
210	такой же	4	7
211	во всех	2	7
212	на этот	3	7
213	не было	3	7
214	уже говорили	2	7
215	в себя	3	7
216	достоевский не	7	6
217	достоевского это	7	6
218	отличие от	3	6
219	а с	4	6
220	макар девушкин	2	6
221	не менее	8	6
222	но эти	3	6
223	стремится к	3	6
224	на его	4	6
225	достоевского с	12	6
226	у тургенева	2	6
227	себя в	3	6
228	во время	2	6
229	и здесь	2	6
230	но зато	3	6
231	одна из	5	6
232	с этим	2	6
233	в начале	2	6
234	время не	2	6
235	превращается в	2	6
236	и вот	2	6
237	него в	2	6
238	но ведь	2	6
239	человека как	2	6
240	человек и	2	6
241	друг друга	2	6
242	в отличие	3	6
243	и только	2	6
244	в этой	7	6
245	в своих	8	6
246	этот вопрос	4	6
247	в которых	3	6
248	жизни и	3	6
249	в основе	3	6
250	не мог	3	6
251	достоевского мы	2	5
252	крайней мере	4	5
253	когда я	2	5
254	не во	2	5
255	творчество достоевского	6	5
256	к которому	3	5
257	том же	3	5
258	достоевского к	5	5
259	была бы	2	5
260	говорили что	2	5
261	со всеми	3	5
262	здесь мы	2	5
263	тому что	2	5
264	того же	2	5
265	на себя	2	5
266	в чем	4	5
267	однако в	3	5
268	один из	5	5
269	в такой	2	5
270	меня не	2	5
271	настасья филипповна	4	5
272	ибо в	2	5
273	мы не	3	5
274	бедных людях	5	5
275	в ее	3	5
276	в мир	2	5
277	в бедных	5	5
278	его как	2	5
279	в глаза	2	5
280	записок из	4	5
281	то есть	16	5
282	мира в	2	5
283	та же	4	5
284	но у	5	5
285	в исповеди	2	5
286	он ни	3	5
287	где он	2	5
288	героев и	4	5
289	по крайней	4	5
290	авторского сознания	2	5
291	на протяжении	3	5
292	человека с	2	5
293	ни на	3	5
294	я бы	3	5
295	тому же	2	5
296	именно в	6	5
297	когда он	4	5
298	что ты	2	5
299	не могу	2	5
300	я и	3	5
301	в ней	2	5
302	вместе с	4	5
303	тем не	2	4
304	нет ни	3	4
305	достоевского он	2	4
306	слова не	2	4
307	в направлении	2	4
308	и лишь	2	4
309	в духе	6	4
310	он боится	2	4
311	этот принцип	2	4
312	б м	2	4
313	которого он	2	4
314	в одно	2	4
315	это как	4	4
316	не то	2	4
317	только с	3	4
318	но только	3	4
319	тоже не	2	4
320	не значит	2	4
321	и без	2	4
322	по мере	2	4
323	что оно	2	4
324	то это	2	4
325	переходит в	2	4
326	для автора	4	4
327	протяжении всего	2	4
328	связи с	2	4
329	он был	2	4
330	в первом	3	4
331	во всей	2	4
332	не знал	2	4
333	эти слова	3	4
334	в первой	4	4
335	к миру	2	4
336	то в	2	4
337	что с	2	4
338	в литературе	4	4
339	это в	3	4
340	особенно в	3	4
341	в которой	5	4
342	с ее	3	4
343	но этот	2	4
344	в свете	3	4
345	своего собственного	2	4
346	только что	2	4
347	автора в	2	4
348	об этом	4	4
349	с этой	4	4
350	времени и	4	4
351	в рассказе	4	4
352	жизнь и	2	4
353	сами по	2	4
354	героев в	2	4
355	еще более	3	4
356	по достоевскому	3	4
357	и если	3	4
358	не есть	2	4
359	героя к	2	4
360	со своим	2	4
361	если не	4	4
362	еще в	3	4
363	личности в	3	4
364	его романов	5	4
365	здесь нет	2	4
366	за собой	4	4
367	данном случае	2	3
368	в записках	7	3
369	или даже	2	3
370	во времени	3	3
371	братьях карамазовых	7	3
372	тут и	3	3
373	и отчасти	3	3
374	человека и	6	3
375	иван карамазов	9	3
376	мира достоевского	6	3
377	человека но	3	3
378	достоевского является	2	3
379	это все	2	3
380	в основном	9	3
381	от ее	2	3
382	мы знаем	2	3
383	своего рода	7	3
384	в повести	5	3
385	и среди	2	3
386	в братьях	6	3
387	он говорит	3	3
388	может служить	2	3
389	что этот	2	3
390	и человек	3	3
391	романного мира	3	3
392	что на	3	3
393	настоящее время	2	3
394	и та	2	3
395	между собой	2	3
396	кто же	2	3
397	нуждается в	2	3
398	всего романа	2	3
399	а затем	5	3
400	и мир	3	3
401	и по	5	3
402	можно сказать	2	3
403	ее в	3	3
404	мы видим	3	3
405	одной из	7	3
406	в данном	2	3
407	мышкина и	2	3
408	и еще	2	3
409	дело в	4	3
410	человек как	3	3
411	по преимуществу	4	3
412	в пространстве	2	3
413	значение в	2	3
414	так вот	2	3
415	а может	2	3
416	не является	3	3
417	то все	2	3
418	чем у	2	3
419	в изображении	2	3
420	и есть	2	3
421	у нас	2	3
422	себе не	3	3
423	что его	4	3
424	связан с	4	3
425	карамазова и	2	3
426	несколько раз	2	3
427	но уже	2	3
428	со своими	2	3
429	с иваном	3	3
430	так ли	2	3
431	романа и	4	3
432	в устах	2	3
433	жизнь в	2	3
434	которой он	2	3
435	свое лицо	2	3
436	сводится к	2	3
437	говорит о	3	3
438	уже после	2	3
439	в один	3	3
440	в таком	4	3
441	ту же	4	3
442	достоевского всегда	2	3
443	своих героев	5	3
444	в книге	3	2
445	все более	2	2
446	сам себе	3	2
447	пространстве а	2	2
448	романы достоевского	3	2
449	м энгельгардт	2	2
450	из всех	5	2
451	братьев карамазовых	4	2
452	указывает на	2	2
453	записках из	6	2
454	вот в	2	2
455	но она	2	2
456	к этому	4	2
457	очень важно	2	2
458	с героями	2	2
459	не был	4	2
460	и других	5	2
461	свою очередь	2	2
462	одном из	2	2
463	а во	2	2
464	в настоящем	2	2
465	в образе	4	2
466	стремление достоевского	2	2
467	надо было	2	2
468	не так	5	2
469	в душе	4	2
470	нем и	2	2
471	это уже	7	2
472	на том	2	2
473	что достоевский	10	2
474	как она	2	2
475	мы наблюдаем	2	2
476	с большим	3	2
477	по природе	6	2
478	личности не	2	2
479	характер в	2	2
480	весь роман	2	2
481	в прямом	2	2
482	отнюдь не	9	2
483	для них	2	2
484	же как	3	2
485	мир по	2	2
486	раскольников и	2	2
487	социальной действительности	2	2
488	проникает в	2	2
489	он живет	2	2
490	себя но	2	2
491	на ней	2	2
492	в россии	5	2
493	ли это	2	2
494	идей и	2	2
495	не все	2	2
496	в роман	3	2
497	человек с	2	2
498	во второй	3	2
499	тон рассказа	2	2
500	не нужно	2	2
501	в этот	3	2
502	было в	2	2
503	он писал	2	2
504	что идея	2	2
505	известно что	4	2
506	что как	2	2
507	образ человека	2	2
508	в статье	2	2
509	в качестве	2	2
510	в истории	2	2
511	и другие	4	2
512	не столько	4	2
513	отказаться от	4	2
514	к ней	3	2
515	сюжета в	2	2
516	с одной	2	2
517	второй части	2	2
518	перед тем	2	2
519	не имеет	2	2
520	не случайно	6	2
521	подхода к	3	2
522	от всех	2	2
523	не к	2	2
524	что для	3	2
525	столь же	2	2
526	своего я	2	2
527	жизни не	2	2
528	в свою	8	2
529	главного героя	3	2
530	в преступлении	12	2
531	во что	2	2
532	на первом	2	2
533	роль в	2	2
534	во многом	8	2
535	в литературной	2	2
536	в стороне	2	2
537	и того	2	2
538	только как	2	2
539	и должно	2	2
540	достоевского для	2	2
541	и иван	2	2
542	меня в	2	2
543	собой в	2	2
544	романа это	2	2
545	всегда с	3	2
546	и тут	2	2
547	как достоевский	2	2
548	отсюда же	2	2
