N	2gram	Voloshinov	FransuaR
105	от всех	2	15
106	мы не	3	14
107	в данном	2	14
108	и по	3	14
109	в чем	2	14
110	в котором	3	14
111	в жизни	5	13
112	более того	2	13
113	его к	2	13
114	на все	2	13
115	в основном	2	13
116	только на	3	13
117	одной стороны	2	13
118	подчеркнуть что	2	13
119	литературы и	4	12
120	в пределах	3	12
121	и ее	3	12
122	те же	2	12
123	в атмосфере	2	12
124	место в	2	12
125	можно сказать	5	12
126	другой стороны	2	12
127	но этот	2	12
128	в творчестве	3	12
129	все время	6	11
130	и более	3	11
131	из этого	3	11
132	формы и	3	11
133	уже не	4	11
134	и что	2	11
135	слова и	6	11
136	и так	2	11
137	данном случае	2	10
138	в процессе	6	10
139	его как	2	10
140	выражение в	2	10
141	по отношению	11	10
142	да и	3	10
143	еще раз	2	9
144	что не	4	9
145	относится к	2	9
146	это как	3	9
147	как это	2	9
148	и то	2	9
149	отношению к	11	9
150	для нас	7	9
151	как к	3	9
152	в формах	2	9
153	до известной	2	9
154	но конечно	2	9
155	жизнью и	2	9
156	известной степени	2	9
157	конечно в	2	9
158	мы можем	2	9
159	с этой	2	8
160	если бы	9	8
161	нуждается в	3	8
162	ведь и	3	8
163	перестает быть	2	8
164	не менее	3	8
165	и те	2	8
166	тому же	2	8
167	точку зрения	2	7
168	точка зрения	3	7
169	и та	2	7
170	искусства и	2	7
171	к ним	2	7
172	на него	2	7
173	эти моменты	2	7
174	и оценки	2	7
175	в настоящее	2	7
176	нет ничего	2	7
177	настоящее время	2	7
178	в некоторых	3	7
179	могут быть	2	6
180	к его	2	6
181	и следовательно	5	6
182	хотя бы	5	6
183	и слово	2	6
184	от того	4	6
185	имеем в	2	6
186	не остается	2	6
187	в корне	2	6
188	и пр	3	6
189	тогда когда	2	5
190	но мы	2	5
191	быть только	2	5
192	должна быть	5	5
193	когда он	3	5
194	значения и	2	5
195	что мы	5	5
196	из него	2	5
197	и дает	2	5
198	с другими	2	5
199	сливается с	2	5
200	что слово	2	5
201	имеет в	3	5
202	словом и	2	5
203	ко всем	2	5
204	и самое	2	5
205	ни было	4	5
206	смысл и	2	5
207	автора и	2	5
208	форму и	2	5
209	же самое	2	5
210	бы не	2	5
211	себя и	2	5
212	стороны и	2	5
213	слово в	3	5
214	мы в	2	5
215	независимо от	2	5
216	мы имеем	2	5
217	не к	3	5
218	он должен	3	4
219	дело с	2	4
220	вещи и	2	4
221	на это	2	4
222	если же	2	4
223	точек зрения	3	4
224	слово это	2	4
225	но для	3	4
226	и притом	2	4
227	эти и	2	4
228	находит свое	3	4
229	не так	2	4
230	делает его	2	4
231	быть и	3	4
232	одно и	2	4
233	оно не	2	4
234	со всех	2	4
235	и вполне	2	4
236	и значение	2	4
237	можно найти	2	4
238	ни на	2	4
239	по себе	3	4
240	в каком	3	3
241	опираясь на	2	3
242	бы оно	2	3
243	она не	2	3
244	лежит на	2	3
245	в художественном	3	3
246	для других	2	3
247	и совершенно	2	3
248	в поэзии	3	3
249	бы то	3	3
250	имеет место	2	3
251	метод в	2	3
252	слова но	2	3
253	как форма	2	3
254	между собой	2	3
255	то ни	3	3
256	на материале	2	3
257	от этой	2	3
258	нашем примере	7	3
259	ясно что	3	3
260	может стать	2	3
261	тем как	2	3
262	и уже	3	3
263	речи в	2	3
264	не есть	2	3
265	мы все	4	3
266	этих двух	2	3
267	как же	2	2
268	действия и	2	2
269	бы мы	3	2
270	тесную связь	2	2
271	и подобные	2	2
272	так называемой	3	2
273	за его	2	2
274	несколько подробнее	2	2
275	подобные им	2	2
276	произведение и	2	2
277	к слову	2	2
278	в такой	3	2
279	нечто само	2	2
280	в какой	2	2
281	совпадает с	2	2
282	ее и	3	2
283	общего с	2	2
284	можем сказать	2	2
285	из общей	2	2
286	отражает в	3	2
287	свое выражение	4	2
288	но зато	2	2
289	нас и	2	2
290	которые мы	2	2
291	самое слово	2	2
292	почти исключительно	2	2
293	героев и	2	2
294	как только	2	2
295	и является	4	2
296	выражение и	2	2
297	они ни	2	2
298	со словом	2	2
