N	2gram	Bakhtin_Pr	Problema
125	в них	5	19
126	как в	4	19
127	этом смысле	3	19
128	того чтобы	2	18
129	в ее	4	18
130	в этих	2	18
131	не было	2	18
132	в ней	4	18
133	и здесь	2	17
134	совершенно не	7	17
135	во всех	11	17
136	художественного произведения	11	16
137	далеко не	5	16
138	как это	2	16
139	случае не	2	16
140	в чем	2	15
141	здесь в	2	15
142	и более	2	15
143	в частности	2	15
144	что не	4	15
145	что все	2	14
146	за пределы	12	14
147	в дальнейшем	3	14
148	искусства и	3	14
149	в котором	2	14
150	с другими	3	14
151	то ни	3	14
152	только при	2	13
153	дело в	2	13
154	в других	4	13
155	в их	10	13
156	действительности и	3	13
157	мы имеем	2	13
158	в области	11	13
159	или иного	2	13
160	мы в	3	13
161	не будем	3	12
162	на первый	2	12
163	в другом	2	12
164	с одной	3	12
165	в самой	2	12
166	в целом	3	12
167	что это	2	12
168	в начале	2	12
169	и во	2	11
170	в нашей	2	11
171	в истории	2	11
172	вообще не	7	11
173	в таких	2	11
174	о которых	2	11
175	не могут	2	11
176	одной стороны	3	11
177	и у	2	11
178	бы то	3	11
179	по поводу	2	11
180	без всякой	2	11
181	к нему	10	11
182	в искусстве	12	11
183	не имеют	2	10
184	отличается от	2	10
185	быть только	5	10
186	слова и	3	10
187	ни с	2	10
188	художественного творчества	12	10
189	то или	2	10
190	что оно	2	10
191	относится к	4	10
192	бы не	2	10
193	и которые	2	10
194	художественное произведение	8	10
195	со всеми	3	10
196	действительности но	2	10
197	из которых	2	10
198	или как	3	9
199	здесь мы	2	9
200	она не	2	9
201	в художественном	20	9
202	в тех	3	9
203	и наконец	6	9
204	не вполне	2	9
205	в своих	2	9
206	нет и	3	9
207	о котором	2	9
208	не нужно	5	9
209	и другие	2	9
210	и искусства	2	9
211	мы здесь	4	8
212	не все	2	8
213	входит в	8	8
214	к его	2	8
215	том как	2	8
216	здесь нет	2	8
217	и он	2	8
218	и при	2	8
219	ни было	3	8
220	во всем	2	8
221	мы будем	3	8
222	конечно не	5	8
223	как только	3	8
224	и весь	2	8
225	и значение	2	7
226	может иметь	5	7
227	одной из	3	7
228	в основе	5	7
229	его как	3	7
230	с самим	2	7
231	в значительной	2	7
232	все они	5	7
233	чем не	2	7
234	в какой	2	7
235	оно не	3	7
236	или иное	2	7
237	не на	5	7
238	была бы	2	7
239	этой области	2	7
240	не можем	2	7
241	но отнюдь	7	6
242	можно только	6	6
243	на него	3	6
244	ни к	2	6
245	предмета и	2	6
246	как таковой	2	6
247	которую мы	3	6
248	первый план	2	6
249	не знает	3	6
250	но с	3	6
251	не всегда	6	6
252	только как	6	6
253	по существу	2	6
254	могут быть	5	6
255	содержания и	6	6
256	с его	2	6
257	но она	2	6
258	независимо от	13	6
259	особенно в	2	6
260	перестает быть	4	6
261	в него	2	6
262	этом отношении	2	6
263	природы и	3	6
264	к своему	2	6
265	не к	6	6
266	отношения к	6	6
267	в слове	3	6
268	в область	3	5
269	слова но	3	5
270	не больше	3	5
271	одна из	2	5
272	отношение к	10	5
273	и прежде	5	5
274	он должен	2	5
275	нами в	2	5
276	художественное творчество	7	5
277	анализа и	2	5
278	но зато	2	5
279	как такового	3	5
280	лишь в	2	5
281	сказать и	3	5
282	себе не	2	5
283	в известной	3	5
284	все что	3	5
285	какой мере	2	5
286	я не	2	5
287	что эта	2	5
288	в каких	2	5
289	в предмете	4	5
290	между тем	7	5
291	и вся	2	5
292	его не	2	5
293	там где	6	5
294	только по	4	5
295	к этому	2	5
296	должно быть	5	5
297	себя в	2	5
298	действительности в	2	5
299	человека в	2	5
300	в пределах	6	5
301	они не	3	5
302	поэтому в	2	5
303	в каждом	2	5
304	как его	3	5
305	от него	3	4
306	для нее	8	4
307	должен быть	2	4
308	а как	3	4
309	отличие от	5	4
310	себя и	3	4
311	художественном произведении	5	4
312	не могли	2	4
313	дает нам	2	4
314	вопроса о	3	4
315	конечно и	4	4
316	или точнее	2	4
317	ни одна	2	4
318	можно говорить	2	4
319	выше в	2	4
320	есть чисто	6	4
321	которых мы	4	4
322	и должны	2	4
323	не обходится	2	4
324	коем случае	2	4
325	в корне	2	4
326	тем как	5	4
327	дело с	6	4
328	только его	3	4
329	значение но	2	4
330	и те	2	4
331	других областях	2	4
332	и др	8	4
333	войти в	2	4
334	например в	3	4
335	себя самого	4	4
336	мы увидим	3	4
337	в коем	2	4
338	и пр	2	4
339	в свою	2	4
340	метафора и	2	4
341	но они	4	4
342	о значении	4	4
343	представляется нам	2	4
344	значение слова	4	4
345	имеем дело	3	4
346	том же	2	3
347	может и	4	3
348	от ее	2	3
349	языка как	2	3
350	в более	4	3
351	в отличие	5	3
352	произведение в	6	3
353	нуждается в	2	3
354	должна быть	4	3
355	он может	2	3
356	столь же	2	3
357	только там	2	3
358	и должно	3	3
359	и других	2	3
360	с помощью	7	3
361	чем в	2	3
362	конечно можно	2	3
363	но можно	2	3
364	помнить что	3	3
365	не во	2	3
366	слово и	2	3
367	относится и	2	3
368	оно было	2	3
369	здесь совершенно	3	3
370	в романе	4	3
371	в россии	2	3
372	от них	2	3
373	нем и	2	3
374	для науки	2	3
375	не входит	10	3
376	на ее	3	3
377	с ними	4	3
378	а к	2	3
379	формы и	5	3
380	самим собою	2	3
381	это отношение	2	3
382	в эстетике	2	3
383	на этом	2	3
384	можем говорить	2	3
385	и именно	2	3
386	чтобы его	2	3
387	языка в	3	3
388	для познания	5	3
389	место в	8	3
390	форме и	2	3
391	в плане	7	2
392	к действительности	3	2
393	не совпадает	2	2
394	она может	3	2
395	не нуждается	2	2
396	является как	2	2
397	момента в	2	2
398	искусства но	4	2
399	случае мы	2	2
400	за последние	2	2
401	в м	6	2
402	его чисто	5	2
403	точка зрения	3	2
404	содержание и	2	2
405	можно и	2	2
406	и художественного	3	2
407	этот момент	2	2
408	и эта	2	2
409	искусства не	3	2
410	есть выражение	2	2
411	понимать только	2	2
412	за его	3	2
413	эти моменты	2	2
414	от всех	4	2
415	до степени	2	2
416	искусства в	2	2
417	на почве	3	2
418	работ по	3	2
419	и отдельных	2	2
420	на фоне	3	2
421	не дает	2	2
422	андрея болконского	2	2
423	таком положении	2	2
424	понять его	4	2
425	указанных нами	2	2
426	по отношению	21	2
427	представлять себе	4	2
428	слово в	2	2
429	т п	13	2
430	может стать	3	2
431	для понимания	2	2
432	узком смысле	2	2
433	другой же	2	2
434	музыкального произведения	3	2
435	в едином	2	2
436	других искусствах	2	2
437	основе своей	3	2
438	смысле мы	2	2
439	большинстве случаев	5	2
440	на них	3	2
441	ивана карамазова	2	2
442	познания и	30	2
443	известной степени	4	2
444	художественных произведений	2	2
445	ли мы	3	2
446	научное значение	2	2
447	произведения как	8	2
448	души и	2	2
449	имеет дело	9	2
450	единство и	2	2
451	следовательно не	2	2
452	отношению к	19	2
453	лишь как	4	2
454	не с	4	2
455	теории искусства	2	2
456	в определенный	2	2
457	человек в	2	2
458	слова в	7	2
459	у в	3	2
460	должны быть	4	2
461	и содержания	3	2
462	цели и	2	2
463	произведения и	2	2
464	их и	2	2
465	содержания но	3	2
466	произведения в	5	2
467	совпадает с	2	2
468	есть его	3	2
469	форму и	2	2
470	своим предметом	4	2
471	на основе	6	2
