N	2gram	Bakhtin_Pr	Tvorches
181	лишь в	2	3
182	не является	3	3
183	человека как	2	3
184	для того	2	3
185	у нас	2	3
186	себе не	2	3
187	со всеми	3	3
188	не с	4	3
189	нет и	3	3
190	в себя	2	3
191	и к	3	3
192	на этом	2	3
193	несмотря на	3	3
194	и что	2	3
195	характера и	2	3
196	или в	2	3
197	и только	4	3
198	данном случае	4	2
199	в таких	2	2
200	быть понята	2	2
201	не могут	2	2
202	слова не	3	2
203	но как	2	2
204	в тех	3	2
205	нас за	3	2
206	быть поняты	2	2
207	не во	2	2
208	есть не	2	2
209	должен быть	2	2
210	я должен	2	2
211	а как	3	2
212	относится и	2	2
213	в современной	2	2
214	здесь нет	2	2
215	но отнюдь	7	2
216	нем и	2	2
217	может и	4	2
218	без всякой	2	2
219	она не	2	2
220	была бы	2	2
221	точка зрения	3	2
222	в художественном	20	2
223	нуждается в	2	2
224	того чтобы	2	2
225	познания и	30	2
226	было бы	8	2
227	связи с	2	2
228	в связи	2	2
229	в двух	2	2
230	рядом с	5	2
231	входят в	3	2
232	проникает в	2	2
233	к миру	3	2
234	здесь мы	2	2
235	по поводу	2	2
236	и вообще	2	2
237	но она	2	2
238	не могли	2	2
239	в данном	4	2
240	с другими	3	2
241	в нашей	2	2
242	а к	2	2
243	души и	2	2
244	во всех	11	2
245	высшей степени	5	2
246	с самим	2	2
247	не нужно	5	2
248	тем не	3	2
249	мир в	2	2
250	художественное произведение	8	2
251	этой области	2	2
252	и о	5	2
253	ни к	2	2
254	с одной	3	2
255	культуры и	3	2
256	и должно	3	2
257	действительности но	2	2
258	не имеет	9	2
259	от всех	4	2
260	ни в	11	2
261	столь же	2	2
262	и здесь	2	2
263	человек в	2	2
264	все что	3	2
265	представляется нам	2	2
266	в произведении	4	2
267	входит в	8	2
268	к его	2	2
269	произведения в	5	2
270	на мир	2	2
271	только как	6	2
272	в высшей	5	2
273	как его	3	2
274	этот момент	2	2
275	не к	6	2
276	не дает	2	2
277	ибо в	2	2
278	это отношение	2	2
279	ясно что	3	2
