N	2gram	Vygotskiy_	Vvedenie
385	принять во	3	2
386	жизни и	2	2
387	тем или	2	2
388	тогда как	3	2
389	которая как	2	2
390	из него	3	2
391	из истории	2	2
392	мы не	6	2
393	в тех	2	2
394	не иначе	3	2
395	что они	8	2
396	до того	4	2
397	стоит в	5	2
398	по самой	4	2
399	это есть	5	2
400	как только	4	2
401	все равно	2	2
402	должна быть	7	2
403	случае не	2	2
404	во всем	2	2
405	этого слова	3	2
406	из его	2	2
407	по существу	5	2
408	этих двух	4	2
409	во втором	2	2
410	учение о	3	2
411	мы уже	4	2
412	к таким	2	2
413	понятия в	11	2
414	с помощью	32	2
