N	2gram	Bakhtin_Pr	Formalny
304	в отличие	4	5
305	то это	3	5
306	что не	3	5
307	можно сказать	2	5
308	слов и	2	5
309	хотя и	5	5
310	бы и	6	5
311	да и	2	5
312	произведения не	2	5
313	в рамки	3	5
314	то в	2	5
315	как например	2	5
316	художественной воли	4	5
317	то и	3	5
318	в мире	7	5
319	какой бы	2	5
320	и эта	2	5
321	высказывания и	3	5
322	его как	5	5
323	перестает быть	4	5
324	значение в	2	5
325	с этой	2	5
326	в условиях	2	5
327	для нас	2	5
328	к нему	11	5
329	непосредственно в	2	5
330	то он	3	5
331	слово как	5	5
332	ни на	3	5
333	не имеет	2	5
334	подхода к	2	5
335	в самой	9	5
336	в котором	7	5
337	слова в	12	5
338	а лишь	3	5
339	в отношении	5	5
340	приводит к	8	5
341	этом смысле	12	5
342	настоящего времени	2	5
343	тому как	3	5
344	и со	4	5
345	правда в	2	5
346	и что	5	5
347	же в	2	5
348	социальных оценок	2	5
349	таким же	3	5
350	как на	4	5
351	друг другу	3	5
352	в нашем	2	5
353	однако не	3	5
354	вопрос о	3	5
355	или даже	2	4
356	и следовательно	7	4
357	и сами	3	4
358	наконец в	4	4
359	является в	2	4
360	одним из	7	4
361	слово в	10	4
362	б м	4	4
363	конце концов	7	4
364	он должен	2	4
365	как он	3	4
366	но именно	3	4
367	героя в	7	4
368	должна была	4	4
369	конкретного высказывания	2	4
370	изображения и	6	4
371	в романе	12	4
372	до настоящего	2	4
373	на котором	3	4
374	о нем	15	4
375	он в	3	4
376	самый предмет	2	4
377	идет о	5	4
378	лучшем случае	2	4
379	того же	3	4
380	подходит к	2	4
381	так чтобы	7	4
382	здесь в	2	4
383	или в	7	4
384	самого начала	2	4
385	и во	3	4
386	был бы	6	4
387	во всей	3	4
388	глава вторая	2	4
389	одна из	5	4
390	только как	2	4
391	одной плоскости	7	4
392	он является	3	4
393	не значит	4	4
394	но при	4	4
395	только то	3	4
396	нам кажется	7	4
397	бы к	2	4
398	тем не	2	4
399	на него	6	4
400	сама по	5	4
401	целый ряд	2	4
402	как не	9	4
403	нам важно	2	4
404	превращается в	5	4
405	в таком	3	4
406	и о	7	4
407	от одного	2	4
408	все остальное	2	4
409	отношении к	5	4
410	на западе	2	4
411	подобно тому	3	4
412	какую бы	2	4
413	что для	2	4
414	слова как	3	4
415	что такое	2	4
416	глава первая	2	4
417	романа в	4	4
418	этот вопрос	4	4
419	и этим	5	4
420	идеологическое творчество	2	4
421	в лучшем	2	4
422	совпадает с	2	4
423	в литературной	2	4
424	же что	5	4
425	к самому	2	4
426	к другому	6	4
427	что было	6	4
428	является не	2	4
429	в художественной	2	4
430	данного произведения	2	4
431	но эта	5	4
432	все в	3	4
433	мы и	2	4
434	этой действительности	2	4
435	вполне понятно	2	4
436	и если	2	3
437	все они	2	3
438	перед нами	12	3
439	к одному	7	3
440	во все	2	3
441	в плане	6	3
442	для создания	2	3
443	бытия в	3	3
444	к этим	2	3
445	а что	5	3
446	взаимоотношение между	2	3
447	в плоскость	4	3
448	ни были	3	3
449	начала и	2	3
450	бы оно	2	3
451	не всегда	2	3
452	и при	2	3
453	вследствие этого	2	3
454	так что	6	3
455	органическое единство	2	3
456	из возможных	2	3
457	существенно и	3	3
458	к сожалению	2	3
459	со всеми	2	3
460	от них	3	3
461	это последнее	2	3
462	как предмет	4	3
463	но как	4	3
464	речи и	4	3
465	с другом	3	3
466	в чисто	3	3
467	точка зрения	13	3
468	в различных	3	3
469	из одного	8	3
470	оно должно	2	3
471	смысле слова	2	3
472	на его	2	3
473	своеобразие и	2	3
474	ни одного	3	3
475	не была	4	3
476	этом не	2	3
477	мы видим	3	3
478	к своему	2	3
479	себе а	3	3
480	е в	3	3
481	всякое иное	2	3
482	правда это	2	3
483	тот же	2	3
484	кажется что	4	3
485	нашей работы	2	3
486	никак не	4	3
487	слово и	9	3
488	в сознании	3	3
489	время не	3	3
490	лежит в	2	3
491	в словах	4	3
492	дело в	2	3
493	поэтому и	4	3
494	время оно	2	3
495	друг с	4	3
496	во второй	2	3
497	что как	2	3
498	имеет значение	2	3
499	мира в	5	3
500	бы не	2	3
501	все те	3	3
502	на материале	5	3
503	в форме	8	3
504	в контексте	2	3
505	стиля и	5	3
506	от характера	3	3
507	она является	2	3
508	становящемуся ряду	2	3
509	вообще не	2	3
510	поэтому в	3	3
511	на то	5	3
512	он может	4	3
513	во что	2	3
514	когда он	2	3
515	сознания и	8	3
516	и функции	2	3
517	в которых	4	3
518	с начала	2	3
519	или наоборот	2	3
520	значение для	3	3
521	самом произведении	2	3
522	романа и	3	3
523	он пишет	2	3
524	в одном	20	3
525	а именно	2	3
526	пределах одного	6	3
527	весь этот	2	3
528	ту же	2	3
529	идет не	2	3
530	с их	7	3
531	не об	2	3
532	и особенно	2	3
533	но они	2	3
534	построения романа	6	3
535	на их	2	3
536	не дает	3	3
537	художественного творчества	5	3
538	оно является	2	3
539	но он	4	3
540	человека в	8	2
541	лишь одним	2	2
542	здесь с	5	2
543	во времени	3	2
544	в каждой	2	2
545	и сама	2	2
546	человека и	2	2
547	выйти за	2	2
548	мысли в	2	2
549	направлено на	3	2
550	важно не	2	2
551	в другом	3	2
552	совершенно неправильно	2	2
553	не был	2	2
554	но есть	2	2
555	к более	2	2
556	и взаимодействия	2	2
557	не потому	2	2
558	ведь это	4	2
559	авантюрного романа	2	2
560	с нею	2	2
561	были бы	5	2
562	другого человека	7	2
563	относится и	2	2
564	ни одной	2	2
565	что если	3	2
566	что говорит	2	2
567	в кругозор	6	2
568	тем как	5	2
569	не знает	6	2
570	художественного замысла	4	2
571	а с	2	2
572	определение романа	2	2
573	ведь и	4	2
574	мире а	3	2
575	определяет все	3	2
576	то оно	2	2
577	согласиться с	2	2
578	в руках	3	2
579	разобранная нами	2	2
580	на языке	2	2
581	но так	2	2
582	художественного изображения	2	2
583	в точке	2	2
584	всем этим	2	2
585	о мире	7	2
586	ее как	4	2
587	представляется нам	2	2
588	что этот	2	2
589	и само	2	2
590	мира и	7	2
591	романа с	2	2
592	или к	3	2
593	этой точки	2	2
594	и несет	2	2
595	однако в	3	2
596	почти не	3	2
597	как один	2	2
598	же не	4	2
599	том или	2	2
600	в единство	9	2
601	его на	2	2
602	бы уже	2	2
603	тем или	2	2
604	функций в	2	2
605	с ними	2	2
606	находится в	2	2
607	ведь в	2	2
608	у тургенева	6	2
609	элементов в	2	2
610	структуре произведения	2	2
611	в чужом	4	2
612	из его	3	2
613	в первой	3	2
614	жизни а	3	2
615	в структуре	3	2
616	к миру	3	2
617	совершенно иное	3	2
618	также не	2	2
619	для самого	2	2
620	все то	5	2
621	и нет	6	2
622	единство не	2	2
623	него самого	2	2
624	словами в	2	2
625	это в	2	2
626	можно было	3	2
627	ведь мы	2	2
628	обычного типа	5	2
629	что она	7	2
630	себя в	3	2
631	чтобы сделать	2	2
632	установку на	2	2
633	оно ни	2	2
634	нему и	2	2
635	в такие	3	2
636	и входит	2	2
637	лишь на	5	2
638	явления в	2	2
639	именно и	3	2
640	и самое	4	2
641	как если	3	2
642	и вполне	2	2
643	между отдельными	2	2
644	совершенно иной	2	2
645	его идеологического	2	2
646	в речи	3	2
647	даны в	3	2
648	героя и	14	2
649	ее с	2	2
650	времени и	2	2
651	слова с	7	2
652	нами в	3	2
653	самый факт	3	2
654	мы остановимся	3	2
655	все равно	2	2
656	стиль и	2	2
657	только так	2	2
658	именно потому	2	2
659	на этот	4	2
660	и так	2	2
661	конечно и	3	2
662	точке зрения	3	2
663	ведь они	2	2
664	далеко не	7	2
665	всей его	2	2
666	целом ряде	3	2
667	автора и	7	2
668	он говорит	2	2
669	для построения	2	2
670	самом предмете	3	2
671	этот кругозор	2	2
672	жизни не	2	2
673	в другой	4	2
674	у толстого	3	2
675	выражение в	6	2
676	их и	2	2
677	увидим дальше	2	2
678	действительности не	2	2
679	иметь в	2	2
680	чисто художественные	2	2
681	несмотря на	7	2
682	для других	2	2
683	все должно	3	2
684	все что	4	2
685	окружающей действительности	2	2
686	замыкается в	2	2
687	слово у	3	2
688	его именно	2	2
689	иначе и	2	2
690	и явления	2	2
691	единство романа	4	2
692	и есть	3	2
693	переходим к	4	2
694	дело здесь	2	2
695	но с	4	2
696	чем в	3	2
