N	2gram	Vygotskiy_	Dialekti
481	бы все	2	3
482	совершенно ясно	2	3
483	является не	2	3
484	и делает	2	3
485	сущности это	2	3
486	о которых	2	3
487	указывает на	3	3
488	для всех	2	3
489	вслед за	3	3
490	понятия и	11	3
491	в свое	2	3
492	в современной	3	3
493	и требует	2	3
494	в корне	2	3
495	происходит в	3	3
496	к этой	3	3
497	мы это	2	3
498	с которой	2	3
499	лежит в	5	3
500	не умеет	6	3
501	к другому	3	3
502	содержится в	5	3
503	во всей	3	3
504	в сознании	5	3
505	больше чем	6	3
506	своего собственного	3	3
507	и которые	2	3
508	именно это	2	3
509	в какой	8	3
510	только его	2	3
511	сила и	3	3
512	остается только	2	3
513	этот предмет	2	3
514	знаем что	2	3
515	говорили мы	2	3
516	но на	2	3
517	не дает	2	3
518	мы в	2	3
519	что было	2	3
520	между тем	5	3
521	имеем дело	2	3
522	а просто	2	3
523	в область	2	2
524	что ему	2	2
525	совершенно в	3	2
526	с первого	2	2
527	чем его	3	2
528	в голове	2	2
529	не имеют	4	2
530	в тех	2	2
531	и поэтому	2	2
532	наряду с	3	2
533	связанное с	2	2
534	на свою	2	2
535	и других	7	2
536	к выводу	3	2
537	свою очередь	4	2
538	друг от	5	2
539	сейчас мы	2	2
540	представления о	2	2
541	знает что	5	2
542	обычно не	2	2
543	лучшем случае	4	2
544	на его	4	2
545	те же	6	2
546	во втором	2	2
547	существует в	2	2
548	и заключается	2	2
549	по законам	3	2
550	говорим о	2	2
551	оно должно	2	2
552	отличаются от	2	2
553	в процессе	37	2
554	не требует	3	2
555	ни одного	2	2
556	в вопросе	4	2
557	природу как	2	2
558	своей природе	4	2
559	именно то	3	2
560	ответить на	4	2
561	бы чудом	3	2
562	существует только	2	2
563	развития и	21	2
564	является как	2	2
565	относится к	3	2
566	что значит	3	2
567	на их	3	2
568	но который	2	2
569	мы показали	3	2
570	выводу что	3	2
571	и осмысления	2	2
572	только два	3	2
573	слово и	2	2
574	по способу	2	2
575	в систему	2	2
576	их из	2	2
577	собственном смысле	2	2
578	что понятие	5	2
579	слова и	3	2
580	находятся в	3	2
581	в условиях	3	2
582	влиять на	3	2
583	нашего исследования	4	2
584	так если	2	2
585	уже на	3	2
586	что только	3	2
587	определенного рода	2	2
588	понять что	2	2
589	прежде чем	2	2
590	что обе	2	2
591	от друга	5	2
592	этот закон	3	2
593	самого понятия	2	2
594	в такой	5	2
595	этот вопрос	8	2
596	я делаю	2	2
597	еще в	3	2
598	целиком и	2	2
599	существует ли	2	2
600	находится в	2	2
601	друг к	3	2
602	в других	2	2
603	из него	3	2
604	в нашем	5	2
605	чем в	6	2
606	этого вопроса	5	2
607	в различных	3	2
608	которые в	4	2
609	на который	2	2
610	понятие о	3	2
611	он имеет	6	2
612	вопроса о	5	2
613	в обоих	2	2
614	является то	4	2
615	которые мы	2	2
616	остановиться на	3	2
617	к которому	7	2
618	слово в	3	2
619	и основной	2	2
620	на каждой	2	2
621	мы могли	16	2
622	вывод что	2	2
623	показать что	4	2
624	есть совершенно	2	2
625	речь как	2	2
626	на котором	3	2
627	образом в	2	2
628	который мы	2	2
629	эти три	2	2
630	и логической	2	2
631	эти же	3	2
632	на том	4	2
633	с другом	10	2
634	функций и	5	2
635	в лучшем	3	2
636	по самой	4	2
637	представление об	2	2
638	говорит об	2	2
639	между ними	5	2
640	там где	2	2
641	как два	2	2
642	и самый	2	2
643	они являются	2	2
644	своего развития	11	2
645	имеет место	4	2
646	только по	4	2
647	самое слово	2	2
648	и между	7	2
649	но при	2	2
650	более и	3	2
651	на словах	2	2
652	в целом	8	2
653	мы нашли	2	2
654	на одном	2	2
655	на нее	2	2
656	с ней	3	2
657	которые не	5	2
658	что должно	4	2
659	если принять	3	2
660	новые и	3	2
661	к другу	4	2
662	мы увидим	3	2
663	связана с	2	2
664	же невозможно	2	2
665	кто не	2	2
666	может оказаться	2	2
667	и оказывается	3	2
668	понятие как	4	2
669	его и	4	2
670	мысли в	5	2
671	этом вопросе	4	2
672	друг с	10	2
673	на этот	9	2
674	понятие и	2	2
675	раз в	4	2
676	иной чем	2	2
677	в мысли	8	2
678	в наших	2	2
679	к его	4	2
680	или иным	2	2
681	показали что	11	2
682	с которым	2	2
683	на всех	2	2
684	их и	2	2
685	совпадает с	4	2
686	видели уже	2	2
687	но когда	2	2
688	вопросе о	3	2
689	бы что	2	2
690	которая в	3	2
691	как его	2	2
692	этих двух	4	2
693	всегда имеет	2	2
694	чем он	5	2
695	и сами	2	2
696	в системе	4	2
