N	2gram	Voloshinov	StatiiOP
247	ее в	2	5
248	поэтому в	2	5
249	столь же	2	5
250	и если	2	5
251	уже не	2	5
252	конечно не	9	5
253	является не	9	5
254	и только	2	5
255	в слове	13	5
256	этого вопроса	2	4
257	не могут	4	4
258	от его	2	4
259	одна из	6	4
260	в форме	3	4
261	то есть	2	4
262	что оно	3	4
263	и всегда	2	4
264	нет ни	2	4
265	еще в	2	4
266	в романе	2	4
267	не знает	4	4
268	смысле этого	7	4
269	но как	3	4
270	общего с	3	4
271	только с	3	4
272	так или	2	4
273	они не	2	4
274	тех пор	2	4
275	и те	7	4
276	в процессе	31	4
277	мы видим	2	4
278	ничего общего	5	4
279	и тогда	2	4
280	в связи	12	4
281	что было	2	4
282	в первом	3	4
283	этого слова	7	4
284	должны быть	4	4
285	на язык	3	4
286	как мы	26	4
287	относится к	4	4
288	нет в	2	4
289	за пределы	8	4
290	значительной степени	3	4
291	и он	4	4
292	бы и	2	4
293	в значительной	3	4
294	и тот	4	4
295	бы на	2	4
296	только что	2	4
297	как о	2	4
298	и их	2	4
299	и другие	2	4
300	тому же	2	4
301	и так	2	4
302	и речи	4	4
303	языка не	5	4
304	но для	4	4
305	не существует	6	4
306	места в	4	4
307	здесь нет	2	4
308	совпадает с	3	4
309	языка в	17	4
310	в смысле	11	4
311	или в	4	4
312	в таком	8	4
313	в основе	10	4
314	быть не	2	4
315	или иначе	3	4
316	связана с	4	4
317	все более	2	3
318	конечно в	4	3
319	или иной	8	3
320	от него	4	3
321	от того	4	3
322	как к	2	3
323	или же	2	3
324	слово в	5	3
325	тогда когда	2	3
326	и других	3	3
327	так называемая	4	3
328	но именно	4	3
329	к своему	2	3
330	и вся	2	3
331	или менее	3	3
332	быть в	2	3
333	без всякой	2	3
334	к этим	3	3
335	она не	2	3
336	к этой	2	3
337	и как	8	3
338	только при	4	3
339	даже и	2	3
340	не могла	2	3
341	почти не	2	3
342	смысле слова	4	3
343	совсем не	2	3
344	здесь не	2	3
345	не будет	7	3
346	тесно связана	3	3
347	и самый	2	3
348	себя и	2	3
349	и ее	4	3
350	а иногда	2	3
351	этом случае	3	3
352	том числе	3	3
353	почти все	2	3
354	бы то	11	3
355	к его	4	3
356	пр в	4	3
357	бы в	4	3
358	в сознании	2	3
359	и до	4	3
360	от этого	3	3
361	к истории	2	3
362	в данной	5	3
363	бы не	2	3
364	иногда и	3	3
365	формы в	3	3
366	себе отчет	2	3
367	свое выражение	2	3
368	во всей	2	3
369	является в	5	3
370	что во	2	3
371	не значит	2	3
372	для которого	2	3
373	слова в	8	3
374	в свою	6	3
375	но что	2	3
376	он и	2	3
377	от нее	2	3
378	это же	2	3
379	то ни	12	3
380	отчет в	2	3
381	более или	3	3
382	отношения к	2	3
383	не к	3	3
384	одним и	2	3
385	не дает	4	3
386	на основе	4	3
387	с помощью	11	3
388	в системе	3	3
389	но помимо	2	2
390	языка по	2	2
391	это делает	2	2
392	ни о	2	2
393	его к	4	2
394	для всех	2	2
395	бы они	2	2
396	различие между	5	2
397	не имеют	5	2
398	нуждается в	4	2
399	ближайшим образом	2	2
400	является как	3	2
401	в литературе	2	2
402	эти два	2	2
403	каких бы	3	2
404	знака в	6	2
405	в настоящее	6	2
406	ли не	2	2
407	о языке	9	2
408	ни были	2	2
409	выражение в	8	2
410	этого материала	2	2
411	были бы	2	2
412	ни одной	2	2
413	от своего	2	2
414	свою очередь	5	2
415	у них	2	2
416	которое он	2	2
417	и при	3	2
418	зрения в	2	2
419	являются лишь	4	2
420	в какой-то	2	2
421	действительности и	3	2
422	и ни	2	2
423	отличие от	7	2
424	выражения как	2	2
425	мы знаем	7	2
426	мы видели	5	2
427	для понимания	4	2
428	и этот	2	2
429	из сказанного	2	2
430	на этой	6	2
431	а только	2	2
432	ту же	2	2
433	нет это	2	2
434	настоящее время	6	2
435	какой степени	2	2
436	пр но	2	2
437	между собой	3	2
438	в эти	2	2
439	ведь если	5	2
440	с языком	2	2
441	для них	2	2
442	в разных	2	2
443	как слово	5	2
444	на которое	2	2
445	темы и	4	2
446	в зависимости	2	2
447	то как	2	2
448	числе и	3	2
449	той или	5	2
450	на материале	10	2
451	но вот	2	2
452	нет даже	2	2
453	тот же	4	2
454	и иные	2	2
455	но уже	2	2
456	какой бы	4	2
457	и от	6	2
458	в контексте	12	2
459	речи а	2	2
460	к которым	3	2
461	бы он	3	2
462	более и	2	2
463	так сказать	19	2
464	и эта	5	2
465	чтобы понять	3	2
466	по преимуществу	5	2
467	системе в	2	2
468	с ее	2	2
469	этой почве	4	2
470	до тех	2	2
471	чуть ли	2	2
472	зависимости от	4	2
473	и той	2	2
474	превращается в	2	2
475	так называемой	3	2
476	и вот	2	2
477	значения с	2	2
478	и лишь	3	2
479	жизни в	5	2
480	ни было	15	2
481	по мере	6	2
482	слова как	9	2
483	язык в	5	2
484	это положение	2	2
485	каждый раз	3	2
486	в пределах	7	2
487	в отличие	7	2
488	она является	4	2
489	он является	4	2
490	бы это	2	2
491	значение в	5	2
492	далеко не	5	2
493	язык и	2	2
494	него не	2	2
495	он может	3	2
496	целом ряде	2	2
497	языка с	3	2
498	литературной жизни	2	2
499	уже к	2	2
500	но к	2	2
501	к одной	2	2
502	входит в	5	2
503	допустим что	4	2
504	те же	5	2
505	мог бы	2	2
506	как она	2	2
507	с их	2	2
508	чтобы и	2	2
509	именно на	3	2
510	же самое	9	2
511	в живом	2	2
512	жизни но	2	2
513	пор пока	2	2
514	чем же	7	2
515	основных вопросов	2	2
516	быть и	9	2
517	все в	2	2
518	на все	2	2
519	одного слова	2	2
520	первой части	2	2
