N	2gram	Vygotskiy_	Marksizm
136	другой стороны	8	8
137	и даже	4	8
138	мы можем	8	8
139	и их	3	8
140	у нас	7	8
141	на то	27	8
142	в свою	3	8
143	и с	3	8
144	но что	3	8
145	столь же	3	8
146	не было	2	8
147	сводится к	7	8
148	к другому	2	8
149	у него	9	8
150	ясно что	10	8
151	до конца	7	7
152	психологии и	2	7
153	от него	5	7
154	того что	12	7
155	по себе	13	7
156	те же	3	7
157	могут быть	8	7
158	там где	6	7
159	в качестве	2	7
160	в этой	15	7
161	бы в	7	7
162	в этих	3	7
163	далеко не	4	7
164	о том	24	7
165	в котором	5	7
166	оно может	2	7
167	не существует	3	7
168	той же	6	7
169	как раз	19	7
170	не есть	4	6
171	вопрос о	6	6
172	для понимания	3	6
173	мы должны	10	6
174	то есть	16	6
175	в другом	3	6
176	является в	2	6
177	для нашей	2	6
178	одной стороны	15	6
179	здесь же	2	6
180	в какой	5	6
181	все это	8	6
182	должна быть	2	6
183	тот же	5	6
184	и между	4	6
185	из этих	4	6
186	из важнейших	2	6
187	же в	3	6
188	зависимости от	9	6
189	от одного	2	6
190	с одной	15	6
191	смысле слова	2	6
192	между ними	2	6
193	этот вопрос	6	6
194	в корне	2	6
195	в той	3	6
196	тем же	3	6
197	этом отношении	3	5
198	но как	3	5
199	о чем	4	5
200	в конце	10	5
201	от того	6	5
202	понятно что	6	5
203	то мы	2	5
204	в виду	5	5
205	и тем	6	5
206	и вот	7	5
207	совершается в	3	5
208	в особенности	3	5
209	в душе	2	5
210	или в	6	5
211	той или	2	5
212	был бы	8	5
213	в двух	9	5
214	этом случае	2	5
215	да и	4	5
216	себя в	4	5
217	все время	44	5
218	необходимо чтобы	2	5
219	должно быть	6	5
220	ее в	2	5
221	по преимуществу	2	5
222	нами в	2	5
223	формы и	4	5
224	но не	9	5
225	и является	2	5
226	что такое	2	5
227	еще более	2	5
228	на язык	2	5
229	по смыслу	2	5
230	в одном	5	5
231	как на	15	5
232	вместе с	16	5
233	в каких	2	4
234	не могут	4	4
235	к этим	2	4
236	нуждается в	3	4
237	в одной	4	4
238	как он	6	4
239	в тех	3	4
240	все те	3	4
241	эти два	3	4
242	что здесь	3	4
243	едва ли	3	4
244	в области	2	4
245	так что	8	4
246	нас не	2	4
247	и к	5	4
248	оно становится	2	4
249	что все	12	4
250	следующим образом	2	4
251	можно сказать	4	4
252	и действительно	2	4
253	находит свое	2	4
254	и вне	2	4
255	и он	7	4
256	в них	7	4
257	в зависимости	7	4
258	и до	4	4
259	он был	3	4
260	что они	11	4
261	нет и	2	4
262	мы сказали	2	4
263	слов и	2	4
264	относится к	2	4
265	и то	12	4
266	к его	2	4
267	стороны и	5	4
268	какой бы	3	4
269	в которой	4	4
270	что она	10	4
271	только с	3	4
272	говорит что	13	4
273	нем нет	3	4
274	и тот	2	4
275	исходит из	5	4
276	целый ряд	5	4
277	только что	11	4
278	лежащая в	2	4
279	но ведь	2	4
280	не знает	2	4
281	его значение	2	4
282	он является	2	4
283	но все	5	4
284	для его	2	4
285	себя с	2	4
286	из них	7	4
287	мог бы	3	4
288	как она	9	4
289	уже в	7	4
290	несмотря на	5	4
291	жизни и	8	4
292	перед ним	2	4
293	от нее	2	4
294	из этого	7	4
295	это и	7	4
296	именно на	6	4
297	если же	3	4
298	не дает	2	4
299	тем что	8	4
300	перейдем к	2	4
301	даже в	2	3
302	находятся в	4	3
303	были бы	3	3
304	в действительности	2	3
305	не все	3	3
306	но если	3	3
307	должен быть	3	3
308	конце концов	6	3
309	и пытается	2	3
310	и при	3	3
311	в виде	3	3
312	в целом	7	3
313	и та	5	3
314	главным образом	3	3
315	мы говорили	4	3
316	ко всем	2	3
317	с тем	10	3
318	не так	4	3
319	бы на	2	3
320	мы только	3	3
321	как это	16	3
322	мы узнаем	2	3
323	в ту	2	3
324	они не	3	3
325	потому что	48	3
326	даже и	2	3
327	так в	4	3
328	ответ на	5	3
329	что оно	12	3
330	как ни	4	3
331	почти не	2	3
332	с героем	2	3
333	между собой	2	3
334	на них	3	3
335	или вернее	4	3
336	одной и	4	3
337	и др	2	3
338	мы видим	13	3
339	обстоит дело	4	3
340	связаны с	2	3
341	они дают	2	3
342	есть только	3	3
343	значение и	2	3
344	имеет место	3	3
345	и вообще	2	3
346	все то	6	3
347	к которым	3	3
348	могла бы	4	3
349	одно и	3	3
350	ли это	3	3
351	в нашей	5	3
352	но это	2	3
353	можно было	6	3
354	и этот	2	3
355	друг с	6	3
356	сказал что	2	3
357	мы увидим	11	3
358	и той	4	3
359	на первый	2	3
360	человека в	3	3
361	должен был	7	3
362	нет никакой	2	3
363	его и	2	3
364	и о	5	3
365	но они	2	3
366	не могло	2	3
367	на протяжении	2	3
368	не с	2	3
369	на нее	2	3
370	на этот	7	3
371	то он	2	3
372	чтобы понять	3	3
373	и другую	3	3
374	он может	3	3
375	такое понимание	2	3
376	с другом	6	3
377	со стороны	3	3
378	в своих	9	3
379	когда он	10	3
380	в которых	4	3
381	приводит к	2	3
382	из которых	5	3
383	еще в	2	3
384	если он	2	3
385	к жизни	2	3
386	находится в	2	3
387	что эта	8	3
388	и есть	7	3
389	и только	5	3
390	не найдем	2	3
391	первый план	3	3
392	с ним	4	3
393	этих двух	8	3
394	на все	2	3
395	одним и	3	3
396	того как	4	3
397	и других	2	3
398	деле если	2	2
399	в нее	3	2
400	связь и	2	2
401	он должен	8	2
402	во все	4	2
403	ни о	2	2
404	нам придется	4	2
405	указывает на	8	2
406	содержание и	4	2
407	его на	2	2
408	так например	5	2
409	образом в	3	2
410	ни одной	2	2
411	это будет	2	2
412	в состоянии	3	2
413	и поэтому	4	2
414	каждый из	2	2
415	в понимании	2	2
416	иное как	2	2
417	должно было	2	2
418	с той	2	2
419	ли не	2	2
420	происходит как	2	2
421	можно выразить	2	2
422	мы никогда	5	2
423	сами по	2	2
424	всех остальных	2	2
425	уже с	2	2
426	этого материала	2	2
427	к внешнему	2	2
428	от себя	2	2
429	которое он	2	2
430	друг от	2	2
431	в частности	6	2
432	останавливаться на	2	2
433	и вся	4	2
434	норм и	2	2
435	и за	4	2
436	тем как	2	2
437	была бы	4	2
438	же мы	3	2
439	а с	7	2
440	в учении	3	2
441	мы перейдем	2	2
442	согласиться с	2	2
443	о нем	3	2
444	эти три	3	2
445	одна и	2	2
446	же не	2	2
447	и ни	4	2
448	к этой	2	2
449	искусство и	4	2
450	гораздо более	3	2
451	тех пор	2	2
452	могли бы	6	2
453	к самому	3	2
454	в лучшем	3	2
455	не могла	2	2
456	как вещь	2	2
457	которую он	2	2
458	совершенно иначе	3	2
459	не то	4	2
460	то о	2	2
461	на сцене	8	2
462	на его	4	2
463	совсем не	3	2
464	в романе	2	2
465	он делает	2	2
466	в разрешении	2	2
467	же как	4	2
468	на которое	2	2
469	его не	2	2
470	что с	8	2
471	и во	2	2
472	и самый	2	2
473	себя и	3	2
474	заключается в	13	2
475	это значит	2	2
476	никто не	4	2
477	данном случае	4	2
478	мы получим	2	2
479	это возможно	2	2
480	как из	3	2
481	во внешнем	2	2
482	например в	2	2
483	на которые	2	2
484	нет в	2	2
485	когда мы	10	2
486	само по	3	2
487	что самое	6	2
488	в сознании	2	2
489	в собственном	2	2
490	всех этих	3	2
491	это было	4	2
492	отличается от	4	2
493	до тех	2	2
494	и где	2	2
495	сама по	3	2
496	но уже	2	2
497	не что	2	2
498	не просто	6	2
499	мы еще	2	2
500	от друга	2	2
501	значение имеет	2	2
502	из нее	2	2
503	превращается в	2	2
504	та же	6	2
505	это делает	3	2
506	и наконец	5	2
507	совершенно справедливо	4	2
508	героя и	9	2
509	с этой	5	2
510	целом ряде	2	2
511	во время	4	2
512	и другие	3	2
513	говорит он	2	2
514	что его	2	2
515	все остальное	2	2
516	но только	3	2
517	себе и	4	2
518	бы что	2	2
519	на него	4	2
520	дело с	5	2
521	почти все	3	2
522	в жизни	2	2
523	быть не	2	2
524	и так	4	2
525	во всем	3	2
526	что эти	4	2
527	остановимся на	4	2
528	их в	4	2
529	форма является	2	2
530	как они	3	2
531	и если	13	2
532	оно не	2	2
533	эти две	4	2
534	это так	2	2
535	которые он	4	2
536	этом смысле	4	2
537	что мы	12	2
538	мысль и	2	2
539	чтобы показать	2	2
540	мы все	8	2
541	это же	2	2
542	имеет дело	4	2
543	нет ни	4	2
544	противоречий и	2	2
545	по его	5	2
546	тому же	4	2
547	находит себе	5	2
548	жизни но	3	2
549	отношения к	2	2
550	пор пока	2	2
551	в совершенно	6	2
552	ту же	3	2
553	собственном смысле	2	2
554	мы совершенно	4	2
555	и именно	8	2
556	мы и	2	2
557	но он	6	2
