N	2gram	Propp_Isto	slovoVRo
134	стороны и	4	6
135	связан с	5	6
136	он в	4	6
137	именно в	2	6
138	по себе	2	6
139	в одном	2	6
140	мира и	2	6
141	по своим	3	6
142	а как	2	5
143	героя в	3	5
144	только на	2	5
145	не знает	2	5
146	характерно что	2	5
147	не менее	5	5
148	но оно	3	5
149	отношению к	3	5
150	мы не	10	5
151	и по	7	5
152	почти всегда	6	5
153	должен быть	2	5
154	в других	6	5
155	хотя и	3	5
156	в данном	8	5
157	и при	2	5
158	по отношению	3	5
159	для того	2	5
160	должна быть	3	5
161	и более	2	5
162	не с	2	5
163	они не	4	5
164	в дальнейшем	3	5
165	о том	15	5
166	оно может	3	5
167	и этим	7	5
168	уже в	4	5
169	или даже	3	5
170	и сам	3	5
171	как его	2	5
172	но он	4	5
173	вместе с	17	5
174	в различных	3	4
175	так же	6	4
176	его на	2	4
177	но как	4	4
178	и ее	6	4
179	а на	2	4
180	и формы	3	4
181	в другом	2	4
182	что и	13	4
183	что он	29	4
184	не всегда	6	4
185	однако в	2	4
186	в виде	5	4
187	в частности	3	4
188	связано с	7	4
189	того что	7	4
190	мы видели	17	4
191	до сих	4	4
192	но конечно	2	4
193	все его	3	4
194	те же	2	4
195	так в	10	4
196	в чем	5	4
197	тогда когда	3	4
198	не столько	4	4
199	ли он	5	4
200	ибо он	2	4
201	из одного	3	4
202	же как	6	4
203	в прямой	2	4
204	одной из	4	4
205	но эти	3	4
206	но это	5	4
207	его как	2	4
208	дело не	5	4
209	в которой	2	4
210	мы найдем	2	4
211	и как	3	4
212	если бы	3	4
213	вообще не	4	4
214	с этой	7	4
215	и о	2	4
216	сих пор	5	4
217	быть только	2	4
218	формы и	2	4
219	к тому	4	4
220	от его	2	4
221	новые и	3	4
222	в литературе	2	4
223	он может	4	4
224	в другой	3	4
225	из них	2	4
226	из этого	2	4
227	из него	3	4
228	в некоторых	2	4
229	как только	5	4
230	именно на	2	4
231	отношения к	2	4
232	по существу	5	4
233	на первый	6	4
234	данном случае	7	3
235	но она	2	3
236	но эта	2	3
237	в одно	2	3
238	в свое	3	3
239	как это	6	3
240	на котором	3	3
241	в свете	4	3
242	тому что	2	3
243	на том	10	3
244	в более	3	3
245	его с	2	3
246	не его	2	3
247	и те	2	3
248	и исторически	2	3
249	отметить что	2	3
250	и до	2	3
251	было бы	4	3
252	и они	2	3
253	и то	3	3
254	к этому	5	3
255	из этих	6	3
256	от этого	2	3
257	не все	4	3
258	по всей	2	3
259	отличается от	4	3
260	на него	3	3
261	тем что	11	3
262	в связи	3	3
263	и другие	10	3
264	такой же	3	3
265	нами в	2	3
266	не могло	2	3
267	ни с	2	3
268	эта форма	4	3
269	в этой	2	3
270	или наоборот	2	3
271	потому что	13	3
272	все что	4	3
273	и это	9	3
274	в эту	3	3
275	ту сторону	2	3
276	здесь уже	2	3
277	в форме	4	3
278	связана с	4	3
279	и тем	4	3
280	без всякого	2	3
281	и нет	3	3
282	в таких	3	2
283	могло быть	2	2
284	но мы	3	2
285	чаще всего	8	2
286	к себе	4	2
287	он также	3	2
288	и у	3	2
289	и есть	2	2
290	и эти	5	2
291	даже там	2	2
292	как он	11	2
293	ни одной	2	2
294	у них	3	2
295	это как	2	2
296	так что	6	2
297	но по	2	2
298	в один	2	2
299	а его	3	2
300	а с	3	2
301	то что	12	2
302	в руках	2	2
303	эти три	3	2
304	в герое	3	2
305	и оно	2	2
306	к ним	3	2
307	этого не	2	2
308	связь с	7	2
309	в образе	4	2
310	этой точки	3	2
311	что не	3	2
312	и герой	4	2
313	в ее	3	2
314	когда она	2	2
315	мы видим	14	2
316	что они	5	2
317	из самых	2	2
318	могут служить	2	2
319	и свои	2	2
320	на ту	2	2
321	того как	5	2
322	очень часто	3	2
323	время как	4	2
324	это испытание	4	2
325	то и	6	2
326	утверждать что	3	2
327	к которой	2	2
328	независимо от	3	2
329	и что	15	2
330	именно такое	2	2
331	можно было	3	2
332	и эта	5	2
333	что она	6	2
334	с ней	4	2
335	от которого	2	2
336	та же	5	2
337	он был	2	2
338	при изучении	2	2
339	в области	3	2
340	об этом	7	2
341	в жизни	2	2
342	вместе со	2	2
343	тем не	4	2
344	ее с	2	2
345	у нас	4	2
346	как у	2	2
347	а именно	12	2
348	в чужую	2	2
349	к ней	3	2
350	но они	4	2
351	мы можем	11	2
352	не можем	3	2
353	за ним	3	2
354	не видят	2	2
355	на то	5	2
356	от всех	2	2
357	мы увидим	6	2
358	такое понимание	2	2
359	в котором	3	2
360	из его	2	2
361	или иначе	2	2
362	все новые	2	2
363	вступает в	4	2
364	и становится	4	2
365	героя но	3	2
366	в начале	2	2
367	главным образом	3	2
368	и она	3	2
369	развития этого	2	2
370	они же	3	2
371	то время	4	2
372	не просто	3	2
373	только о	2	2
374	и только	4	2
375	этих случаях	18	2
