N	2gram	Vygotskiy_	KulturaY
246	столь же	6	7
247	в котором	5	7
248	когда он	11	7
249	с ним	2	7
250	в одном	4	7
251	сводится к	3	7
252	только как	3	7
253	во внимание	4	7
254	пор пока	2	7
255	в слове	3	7
256	не значит	2	7
257	даже в	2	6
258	слов в	2	6
259	его к	2	6
260	она есть	2	6
261	в себе	6	6
262	нуждается в	3	6
263	как к	2	6
264	говоря о	2	6
265	вообще и	2	6
266	роль в	4	6
267	на этом	3	6
268	были бы	2	6
269	это только	4	6
270	не всегда	2	6
271	п в	2	6
272	внутренняя форма	6	6
273	отличие от	6	6
274	мы знаем	8	6
275	которые в	3	6
276	можно ли	2	6
277	гораздо более	2	6
278	этой точки	7	6
279	в отличие	4	6
280	что оно	4	6
281	в ее	7	6
282	должны быть	6	6
283	что с	5	6
284	не на	2	6
285	что эти	3	6
286	указывает что	4	6
287	как будто	10	6
288	по поводу	3	6
289	что если	7	6
290	только то	3	6
291	то это	3	6
292	за пределы	2	6
293	мы не	15	6
294	отличается от	4	6
295	или в	2	6
296	же время	2	6
297	но только	6	6
298	только что	3	6
299	оно не	2	6
300	приводит к	3	6
301	могли бы	3	6
302	главным образом	3	6
303	то или	3	6
304	или иное	2	6
305	что именно	4	6
306	на основе	2	6
307	тем же	4	6
308	никогда не	13	5
309	в конечном	6	5
310	в отношении	3	5
311	в область	3	5
312	и к	5	5
313	мы должны	4	5
314	относится к	4	5
315	а на	4	5
316	в конце	6	5
317	но если	2	5
318	и у	6	5
319	и при	3	5
320	или менее	3	5
321	так что	8	5
322	по своему	2	5
323	о нем	2	5
324	не так	2	5
325	материал для	4	5
326	более или	3	5
327	учения о	2	5
328	что поэзия	2	5
329	на вопрос	4	5
330	но как	4	5
331	не то	2	5
332	смысле слова	4	5
333	и тогда	3	5
334	отметить что	2	5
335	интерес к	2	5
336	и от	4	5
337	из того	2	5
338	время в	2	5
339	не как	3	5
340	и даже	11	5
341	могло бы	5	5
342	как не	2	5
343	одного и	2	5
344	для нашей	2	5
345	у него	4	5
346	нас в	2	5
347	отношение к	3	5
348	формы в	6	5
349	еще более	2	5
350	есть не	6	5
351	п все	2	5
352	но что	3	5
353	и их	4	5
354	только не	4	5
355	мы в	3	5
356	на примере	5	5
357	точка зрения	6	5
358	только о	3	5
359	и только	5	5
360	мы находим	2	5
361	чем в	2	5
362	к одному	5	4
363	его в	3	4
364	различие между	5	4
365	о чем	2	4
366	в каждом	5	4
367	которых мы	4	4
368	и далее	2	4
369	или же	2	4
370	в науке	2	4
371	точку зрения	3	4
372	что поскольку	2	4
373	быть в	2	4
374	же мы	2	4
375	в такой	2	4
376	подойти к	2	4
377	как нельзя	5	4
378	увидим что	3	4
379	одно из	2	4
380	и все	8	4
381	к нему	3	4
382	к этой	2	4
383	себе и	2	4
384	совершенно ясно	22	4
385	и без	3	4
386	в узком	2	4
387	между ними	2	4
388	однако в	2	4
389	в известном	2	4
390	точно так	6	4
391	есть продукт	2	4
392	которое в	2	4
393	аналогии с	2	4
394	речи с	2	4
395	же как	8	4
396	что даже	3	4
397	почти всегда	3	4
398	на все	6	4
399	иначе говоря	6	4
400	это есть	6	4
401	в известных	3	4
402	уже и	2	4
403	для самого	2	4
404	представление о	6	4
405	себе представить	2	4
406	внутренней формы	3	4
407	то в	2	4
408	по сравнению	3	4
409	утверждать что	9	4
410	ли это	3	4
411	это в	4	4
412	чтобы понять	4	4
413	на это	2	4
414	конечном счете	6	4
415	который не	2	4
416	как можно	3	4
417	и по	7	4
418	этих слов	2	4
419	мы можем	6	4
420	и содержание	3	4
421	мы увидим	4	4
422	как они	2	4
423	такой же	9	4
424	смысл слова	3	4
425	формы и	11	4
426	на деле	11	4
427	том и	4	4
428	иначе как	3	4
429	ни на	3	4
430	не к	2	4
431	что для	5	4
432	или иных	2	4
433	в смысле	3	4
434	будто бы	2	4
435	и это	6	4
436	зрения на	2	4
437	из которых	5	4
438	из них	4	4
439	не понимает	2	4
440	я хочу	2	4
441	поскольку она	2	4
442	сам по	4	4
443	этой области	4	4
444	как только	3	4
445	последнее время	2	4
446	если же	3	4
447	но он	3	4
448	не дает	3	4
449	он все	2	3
450	этого вопроса	2	3
451	что следует	2	3
452	но мы	3	3
453	и следовательно	4	3
454	действия и	4	3
455	случае в	3	3
456	том как	2	3
457	и говорить	2	3
458	в настоящее	2	3
459	иное как	2	3
460	что здесь	2	3
461	с той	2	3
462	наряду с	3	3
463	заключается не	2	3
464	который в	3	3
465	и вместе	2	3
466	конце концов	6	3
467	и эти	2	3
468	и мы	6	3
469	а как	2	3
470	и другие	5	3
471	от себя	4	3
472	том же	4	3
473	на долю	2	3
474	с таким	18	3
475	убедиться в	2	3
476	тем как	2	3
477	показать что	12	3
478	в искусстве	24	3
479	на место	3	3
480	образом в	3	3
481	все время	6	3
482	его и	4	3
483	с общим	2	3
484	в него	4	3
485	в свете	3	3
486	но так	2	3
487	на него	2	3
488	к ним	4	3
489	тому чтобы	3	3
490	с того	2	3
491	легко убедиться	2	3
492	настоящее время	2	3
493	представить себе	5	3
494	на его	3	3
495	именно к	2	3
496	поэзии и	8	3
497	содержания и	3	3
498	тем чтобы	2	3
499	о его	2	3
500	в собственном	4	3
501	и дальше	3	3
502	под влиянием	4	3
503	и может	3	3
504	на котором	2	3
505	значение и	3	3
506	из самых	2	3
507	лучше всего	2	3
508	значение в	2	3
509	принять во	2	3
510	в одну	2	3
511	показывает что	6	3
512	если в	2	3
513	в стихах	2	3
514	говорит что	10	3
515	силу того	3	3
516	нам и	2	3
517	то время	6	3
518	которое мы	2	3
519	случае если	2	3
520	все дело	3	3
521	мысли и	2	3
522	фактов и	2	3
523	чтобы создать	2	3
524	сама по	2	3
525	в первый	3	3
526	та же	4	3
527	в других	3	3
528	таком случае	3	3
529	что его	5	3
530	но даже	4	3
531	только с	2	3
532	что есть	3	3
533	именно потому	3	3
534	что у	8	3
535	тех или	2	3
536	что речь	2	3
537	выходит за	2	3
538	каждой из	3	3
539	мы получаем	4	3
540	если это	2	3
541	и сейчас	4	3
542	на нем	2	3
543	он в	2	3
544	какой мере	3	3
545	знаем что	4	3
546	все что	4	3
547	собственном смысле	3	3
548	или иным	2	3
549	меньше всего	3	3
550	заметить что	3	3
551	быть предметом	2	3
552	же что	2	3
553	к жизни	2	3
554	и уже	2	3
555	эпохи в	3	3
556	то ни	2	3
557	и делает	2	3
558	пока мы	3	3
559	бы то	3	3
560	поэтической речи	2	3
561	мы будем	2	3
562	без всякого	2	3
563	выражения и	2	2
564	во все	2	2
565	таким путем	6	2
566	в действительности	4	2
567	из всех	4	2
568	показывают что	2	2
569	указывал что	2	2
570	и об	2	2
571	понятие о	2	2
572	от него	2	2
573	в одной	3	2
574	приходит к	5	2
575	в состоянии	4	2
576	вот что	2	2
577	различение между	2	2
578	русского футуризма	2	2
579	она должна	2	2
580	в глаза	2	2
581	и той	5	2
582	не что	2	2
583	даже для	2	2
584	у них	2	2
585	когда оно	2	2
586	состоит из	2	2
587	есть нечто	4	2
588	что различие	2	2
589	каждое из	2	2
590	себе не	4	2
591	точно и	4	2
592	одном из	2	2
593	слова то	2	2
594	это все	3	2
595	к своему	2	2
596	как история	2	2
597	и составляет	3	2
598	одной и	6	2
599	мысли а	2	2
600	что иное	2	2
601	у пушкина	4	2
602	когда говорит	5	2
603	что самое	4	2
604	такие же	2	2
605	с а	2	2
606	беда в	2	2
607	говорит он	3	2
608	не составляет	2	2
609	указывает на	6	2
610	он говорит	4	2
611	что этот	3	2
612	связи со	2	2
613	как оно	2	2
614	внешние формы	2	2
615	пушкина мы	2	2
616	ответ на	2	2
617	и те	5	2
618	когда она	6	2
619	в обществе	3	2
620	от смысла	2	2
621	по этому	3	2
622	вот это	2	2
623	его от	2	2
624	тем или	2	2
625	по тому	4	2
626	разница между	3	2
627	жизни и	5	2
628	думать что	3	2
629	раз из	2	2
630	и когда	5	2
631	и до	2	2
632	что вся	2	2
633	ряд таких	3	2
634	данной эпохи	2	2
635	которой мы	2	2
636	в применении	2	2
637	почему именно	2	2
638	только из	9	2
639	мы получим	2	2
640	могут служить	3	2
641	внутреннюю форму	3	2
642	вслед за	10	2
643	учению о	3	2
644	что нужно	2	2
645	очень часто	4	2
646	с этого	2	2
647	одна из	5	2
648	на тех	3	2
649	с совершенно	3	2
650	имеет в	3	2
651	оказывается что	5	2
652	с другими	2	2
653	х годов	5	2
654	лежит в	2	2
655	дело в	2	2
656	рассматриваться как	4	2
657	которые не	3	2
658	и там	2	2
659	совершенно справедливо	5	2
660	обоих этих	3	2
661	применении к	2	2
662	имеет место	2	2
663	и тот	4	2
664	мы найдем	2	2
665	дело с	10	2
666	и часто	2	2
667	исходит из	5	2
668	которая не	2	2
669	только они	2	2
670	ее от	4	2
671	в объяснении	2	2
672	творчества и	3	2
673	почти все	3	2
674	что стоит	2	2
675	не является	5	2
676	ни было	2	2
677	понятно что	3	2
678	самого же	2	2
679	отказаться от	4	2
680	когда они	2	2
681	не означает	2	2
682	отношении к	3	2
683	бы что	2	2
684	и значение	2	2
685	против того	2	2
686	что только	3	2
687	что без	3	2
688	время как	6	2
689	едва ли	5	2
690	я сказал	2	2
691	сами по	4	2
692	в жизни	5	2
693	его жизни	3	2
694	и так	7	2
695	в самых	3	2
696	не будет	4	2
697	точек зрения	3	2
698	это отношение	2	2
699	искусства в	14	2
700	на почве	3	2
701	зависит от	2	2
702	и вообще	3	2
703	который как	2	2
704	справедливо указывает	2	2
705	и содержания	2	2
706	речь и	2	2
707	быть совершенно	2	2
708	звуков в	4	2
709	всякий раз	10	2
710	это можно	3	2
711	что само	2	2
712	не можем	3	2
713	тому как	10	2
714	не знаем	2	2
715	смысле и	2	2
716	к числу	3	2
717	и теперь	2	2
718	чтобы показать	4	2
719	что эта	4	2
720	чем это	2	2
721	большей частью	3	2
722	что основная	3	2
723	поскольку он	2	2
724	поэтического произведения	3	2
725	сравнению с	3	2
726	во всем	5	2
727	в себя	3	2
728	один и	2	2
729	в совершенно	5	2
730	чем же	2	2
731	все в	2	2
732	утверждение что	2	2
733	тем и	2	2
