N	2gram	Losev_Prob	Vvedenie
134	что и	2	5
135	языка в	3	5
136	говорить о	14	5
137	не просто	30	5
138	а не	21	5
139	в первом	2	5
140	но с	2	5
141	хотя и	8	5
142	во всяком	18	5
143	да и	11	4
144	еще и	9	4
145	особого рода	3	4
146	науки а	2	4
147	языке и	4	4
148	в чисто	2	4
149	в результате	6	4
150	мы имеем	3	4
151	о чем	11	4
152	одной стороны	4	4
153	и ее	9	4
154	в области	8	4
155	только что	2	4
156	этом отношении	2	4
157	это только	4	4
158	но ведь	6	4
159	как о	4	4
160	еще не	18	4
161	по крайней	8	4
162	в чем	3	4
163	с одной	4	4
164	заключается в	2	4
165	к тому	5	4
166	но все	5	4
167	чтобы понять	3	4
168	и для	10	4
169	не имеет	8	4
170	только с	3	4
171	так или	7	4
172	в котором	5	4
173	в виде	20	4
174	не вполне	4	4
175	в и	2	4
176	даже и	18	4
177	тогда когда	4	4
178	из них	3	4
179	здесь нет	3	4
180	или иначе	7	4
181	в себе	16	4
182	и заключается	2	4
183	с точки	3	4
184	крайней мере	8	4
185	в своей	8	4
186	как раз	20	4
187	можно сказать	9	4
188	той же	2	4
189	однако не	3	4
190	никогда не	8	3
191	в каком	7	3
192	одна из	4	3
193	отношений между	2	3
194	в отношении	7	3
195	и вообще	13	3
196	что это	4	3
197	только по	2	3
198	на нее	2	3
199	или иной	8	3
200	в своем	7	3
201	и той	4	3
202	а также	6	3
203	с этим	7	3
204	с историей	2	3
205	и этого	2	3
206	так же	12	3
207	как оно	3	3
208	нисколько не	3	3
209	бы и	5	3
210	для этого	5	3
211	что она	8	3
212	не как	2	3
213	в другом	2	3
214	в значительной	2	3
215	в конце	13	3
216	от того	2	3
217	и здесь	8	3
218	сама по	6	3
219	если бы	8	3
220	этого термина	8	3
221	зависимости от	2	3
222	при помощи	21	3
223	в сущности	2	3
224	текста и	5	3
225	в этих	7	3
226	в силу	2	3
227	только на	13	3
228	в частности	5	3
229	себе что	4	3
230	как в	5	3
231	или как	4	3
232	такого рода	20	3
233	что может	4	3
234	в с	2	3
235	текст и	2	3
236	как такового	4	3
237	идет речь	2	3
238	стороны и	3	3
239	вообще не	5	3
240	можно говорить	3	3
241	к нему	5	3
242	на этой	4	3
243	то более	3	3
244	на том	5	3
245	и на	11	3
246	язык и	2	3
247	гораздо более	6	3
248	того же	3	3
249	с понятием	3	3
250	или иных	2	3
251	именно как	7	3
252	в известной	2	3
253	времени в	2	3
254	входит в	4	3
255	и к	2	3
256	вообще и	6	3
257	мы говорим	3	3
258	однако в	2	3
259	из которых	2	3
260	то это	3	3
261	но что	3	3
262	этому поводу	5	3
263	в в	2	3
264	по этому	6	3
265	что же	18	3
266	есть еще	3	3
267	совсем не	9	3
268	здесь не	9	3
269	тех или	5	3
270	же как	2	3
271	и того	5	3
272	говорит о	4	3
273	при этом	8	3
274	он сам	2	3
275	в зависимости	2	3
276	и уже	4	3
277	что с	2	3
278	во внимание	2	3
279	все эти	15	3
280	той или	10	3
281	связи с	8	3
282	и тогда	2	3
283	этой области	5	3
284	и есть	7	3
285	и сам	3	3
286	как будто	6	3
287	же самое	9	3
288	в этой	14	3
289	чем же	2	3
290	по содержанию	3	3
291	направление в	3	3
292	того как	3	3
293	литературы и	5	2
294	в языке	13	2
295	в таких	5	2
296	находятся в	2	2
297	с которыми	4	2
298	ничего не	20	2
299	следовательно и	3	2
300	о которых	6	2
301	у нас	31	2
302	и потому	3	2
303	одно целое	2	2
304	мы должны	5	2
305	во всех	9	2
306	и до	3	2
307	на такие	2	2
308	не совпадает	2	2
309	все время	3	2
310	но как	11	2
311	и сама	2	2
312	же это	3	2
313	тем более	13	2
314	это в	3	2
315	есть только	16	2
316	хотя в	3	2
317	должно быть	3	2
318	каждый из	3	2
319	языка а	2	2
320	бы в	3	2
321	действительности в	3	2
322	само собой	3	2
323	как говорят	3	2
324	время не	2	2
325	не существует	12	2
326	не нужно	6	2
327	которые не	5	2
328	из числа	2	2
329	мысли и	2	2
330	что здесь	4	2
331	мы называем	2	2
332	что оно	4	2
333	что нет	3	2
334	действительности к	2	2
335	чтобы он	2	2
336	конце концов	11	2
337	и те	2	2
338	говоря уже	6	2
339	в связи	7	2
340	подобно тому	2	2
341	казалось бы	11	2
342	одного и	2	2
343	известной мере	2	2
344	что если	5	2
345	слова как	2	2
346	и при	4	2
347	после этого	4	2
348	обратим внимание	2	2
349	когда мы	10	2
350	и чем	2	2
351	так и	17	2
352	к своему	2	2
353	от других	3	2
354	и др	2	2
355	в нечто	2	2
356	прийти к	3	2
357	философии и	4	2
358	и должно	2	2
359	языка как	2	2
360	искусства и	3	2
361	чем больше	4	2
362	и так	2	2
363	значение в	4	2
364	но уже	9	2
365	что к	2	2
366	тому что	6	2
367	на то	12	2
368	если это	2	2
369	можно только	2	2
370	а если	2	2
371	в своих	3	2
372	ни одна	2	2
373	себе и	2	2
374	и без	6	2
375	будто бы	4	2
376	вопрос что	2	2
377	пока не	3	2
378	и с	12	2
379	о них	3	2
380	это заставляет	2	2
381	не говоря	8	2
382	обратить внимание	3	2
383	но это	11	2
384	до наших	3	2
385	же касается	3	2
386	он и	8	2
387	что мы	23	2
388	от которых	2	2
389	мы можем	8	2
390	тому как	3	2
391	точно так	7	2
392	речь идет	2	2
393	несмотря на	6	2
394	ближе к	2	2
395	для них	5	2
396	смысле и	2	2
397	тем или	4	2
398	не было	7	2
399	иной раз	3	2
400	сам по	7	2
401	только после	3	2
402	мы не	6	2
403	в тех	2	2
404	по его	3	2
405	значительной мере	2	2
406	только о	8	2
407	что они	5	2
408	самое же	3	2
409	нами не	4	2
410	значение и	7	2
411	это есть	10	2
412	как только	3	2
413	именно на	3	2
414	все равно	7	2
415	должна быть	2	2
416	случае не	6	2
417	например в	2	2
418	в дальнейшем	5	2
419	если же	4	2
420	и литературы	2	2
421	по существу	2	2
422	оказалось что	3	2
423	этих двух	2	2
424	учение о	5	2
425	мы уже	8	2
426	быть и	5	2
427	этих случаях	4	2
428	но зато	3	2
