N	2gram	Losev_Vlad	FransuaR
397	не столько	4	6
398	еще один	2	6
399	со своими	4	6
400	него и	2	6
401	тем самым	2	5
402	к своему	4	5
403	своей жизни	5	5
404	но мы	3	5
405	в г	2	5
406	почти не	2	5
407	нисколько не	4	5
408	и самого	2	5
409	которую он	6	5
410	тем более	4	5
411	из его	6	5
412	говорит что	4	5
413	и весь	2	5
414	но только	3	5
415	можно говорить	2	5
416	не вполне	3	5
417	когда он	6	5
418	что мы	2	5
419	своего отца	2	5
420	чем в	2	5
421	ему не	2	5
422	для его	2	5
423	в произведении	2	5
424	церкви и	2	5
425	совсем не	7	5
426	приведем еще	2	5
427	с этими	4	5
428	должен был	3	5
429	а за	3	5
430	и стал	3	5
431	которых он	2	5
432	этой книги	3	5
433	всяком случае	8	5
434	он сам	3	5
435	по его	3	5
436	что дело	2	5
437	и сама	2	5
438	но даже	3	5
439	и всегда	4	5
440	года и	3	5
441	не могла	3	5
442	которой мы	3	5
443	тут же	7	5
444	во многих	2	5
445	но уже	3	5
446	и из	5	5
447	с новым	2	5
448	к брату	2	5
449	раз и	4	5
450	который был	4	5
451	то в	6	5
452	на первом	4	5
453	он пишет	5	5
454	с года	4	5
455	он так	2	5
456	вообще в	4	5
457	жизни с	2	5
458	мы имеем	2	5
459	больше чем	2	5
460	было не	2	5
461	об этой	2	5
462	не к	2	5
463	на то	7	5
464	вы не	2	5
465	ему в	4	5
466	и речи	3	5
467	значение для	2	4
468	что этот	4	4
469	эти последние	4	4
470	г в	3	4
471	которой он	7	4
472	я не	8	4
473	о которой	3	4
474	кажется что	3	4
475	говоря о	2	4
476	дело с	2	4
477	к этой	4	4
478	только его	2	4
479	и больше	3	4
480	ее на	3	4
481	на это	2	4
482	именно здесь	2	4
483	что касается	6	4
484	и сейчас	2	4
485	учение о	2	4
486	со своим	5	4
487	что во	2	4
488	и притом	5	4
489	можно судить	8	4
490	что даже	2	4
491	также что	2	4
492	заметить что	2	4
493	ни одного	2	4
494	ли он	2	4
495	в те	12	4
496	свидетельствуют о	4	4
497	второй половине	3	4
498	его жизни	12	4
499	время он	3	4
500	на такой	2	4
501	только не	2	4
502	которая была	2	4
503	в период	6	4
504	что я	5	4
505	них не	2	4
506	один и	2	4
507	у меня	3	4
508	мы и	4	4
509	без всякого	2	4
510	в очень	5	4
511	не раз	5	4
512	есть нечто	2	4
513	и тем	2	4
514	его от	2	4
515	этого времени	3	4
516	отрывок из	2	4
517	о его	7	4
518	к ней	7	4
519	и вполне	4	4
520	кто не	2	4
521	не по	2	4
522	не могло	2	4
523	всего на	4	4
524	знаем что	2	4
525	время и	3	4
526	по себе	3	4
527	году и	2	4
528	в каком	3	3
529	в свой	3	3
530	само собой	2	3
531	которого он	2	3
532	она не	3	3
533	с того	2	3
534	в полной	3	3
535	именно с	2	3
536	его биографии	4	3
537	не что	2	3
538	за что	2	3
539	известно что	2	3
540	иной раз	8	3
541	что иное	2	3
542	после первого	2	3
543	чем не	2	3
544	ни к	2	3
545	будем говорить	2	3
546	интерес и	2	3
547	те времена	7	3
548	чтобы стать	2	3
549	указывает на	2	3
550	которые он	2	3
551	у вас	2	3
552	он всегда	2	3
553	со стороны	5	3
554	после этого	2	3
555	говорит в	2	3
556	разного рода	8	3
557	и совершенно	2	3
558	как вы	2	3
559	при дворе	3	3
560	в которую	2	3
561	бы то	2	3
562	с ней	3	3
563	в первый	2	3
564	него в	4	3
565	что его	8	3
566	время как	3	3
567	был не	3	3
568	не из	2	3
569	платона и	3	3
570	года то	4	3
571	для нее	3	3
572	иное как	2	3
573	в следующем	3	3
574	и тут	2	3
575	от своего	2	3
576	а с	5	3
577	нам в	2	3
578	связи со	2	3
579	вероятно не	2	3
580	даже больше	2	3
581	всю ночь	2	3
582	то ни	2	3
583	в париж	3	3
584	на этих	2	3
585	в годах	6	3
586	о своих	2	3
587	отца и	4	3
588	по своим	3	3
589	том чтобы	4	3
590	которого мы	2	3
591	и всякая	2	3
592	со своей	5	3
593	и весьма	2	3
594	и хотя	3	3
595	ясно что	2	3
596	будто бы	2	3
597	этом смысле	4	3
598	для характеристики	3	3
599	и через	3	3
600	с которой	2	3
601	котором он	2	3
602	в тот	3	3
603	что с	3	3
604	и свое	2	3
605	и мы	6	3
606	то это	4	3
607	уже давно	3	3
608	больше всего	3	3
609	всей своей	2	3
610	него не	4	3
611	не удалось	2	3
612	не есть	4	3
613	после смерти	8	3
614	знания и	3	3
615	то его	2	3
616	природы и	2	3
617	есть для	2	3
618	у которого	3	3
619	этих двух	2	3
620	он все	2	2
621	близкий к	2	2
622	мы должны	3	2
623	ними и	2	2
624	философской мысли	4	2
625	бы мы	2	2
626	то мы	3	2
627	его была	2	2
628	бы его	2	2
629	чего он	2	2
630	мы сейчас	7	2
631	с самим	2	2
632	от нас	2	2
633	на французском	4	2
634	было конечно	2	2
635	никак нельзя	3	2
636	этом же	2	2
637	у его	2	2
638	этому поводу	2	2
639	европы но	2	2
640	ему приходилось	2	2
641	это либо	2	2
642	о своем	3	2
643	не имели	2	2
644	в меру	2	2
645	и я	7	2
646	он уже	7	2
647	с нами	3	2
648	смерти а	2	2
649	к той	2	2
650	всей его	2	2
651	он правда	2	2
652	учения о	3	2
653	что такое	3	2
654	в церковь	2	2
655	если не	4	2
656	года в	9	2
657	дальше в	2	2
658	это можно	3	2
659	видели и	2	2
660	к числу	2	2
661	французском языке	3	2
662	уже после	2	2
663	года он	16	2
664	он жил	3	2
665	была у	2	2
666	еще на	3	2
667	с которыми	2	2
668	было сказано	2	2
669	может только	2	2
670	новым годом	2	2
671	этого не	2	2
672	несколько дней	2	2
673	на свою	3	2
674	не существовало	2	2
675	на вопрос	2	2
676	сейчас увидим	2	2
677	с теми	2	2
678	хотя в	2	2
679	париже и	2	2
680	и действительно	3	2
681	что если	3	2
682	беседует с	2	2
683	под ред	2	2
684	же с	22	2
685	нам кажется	2	2
686	в науке	3	2
687	а главное	2	2
688	на несколько	3	2
689	в самых	2	2
690	почему он	2	2
691	с в	6	2
692	что сам	3	2
693	часто и	2	2
694	однако он	2	2
695	очень мало	2	2
696	того в	2	2
697	была не	3	2
698	и всякой	3	2
699	ним в	3	2
700	моменты его	2	2
701	было для	3	2
702	некоторой степени	3	2
703	но вот	4	2
704	именно к	2	2
705	так у	2	2
706	к которой	2	2
707	была для	4	2
708	только к	3	2
709	это делает	3	2
710	при жизни	4	2
711	всех своих	2	2
712	с каждым	2	2
713	ко времени	2	2
714	с вопросом	2	2
715	никакого отношения	3	2
716	этого последнего	3	2
717	м с	10	2
718	характер но	2	2
719	свою книгу	2	2
720	только после	2	2
721	и своим	2	2
722	мы пока	2	2
723	но зато	2	2
724	теми же	2	2
725	не без	7	2
726	что вы	2	2
727	своего сына	2	2
728	в вопросах	3	2
729	была уже	2	2
730	от всякой	2	2
731	был глубоко	2	2
732	был для	3	2
733	больше того	2	2
734	а из	2	2
735	и отец	2	2
736	некоторое время	3	2
737	не столь	2	2
738	себе представить	2	2
739	бы на	2	2
740	чем у	2	2
741	т ii	6	2
742	что к	3	2
743	и знакомых	2	2
744	до некоторой	2	2
745	а он	2	2
746	книги и	2	2
747	объявил что	2	2
748	в весьма	3	2
749	они мне	2	2
750	также было	2	2
751	но более	2	2
