N	2gram	Tiupa_Anal	formyVre
176	более того	4	6
177	одной стороны	6	6
178	между двумя	7	6
179	в качестве	38	6
180	сказать что	2	6
181	событий и	2	6
182	в начале	3	6
183	особенно в	9	6
184	за пределы	6	6
185	в сущности	10	6
186	не является	3	6
187	только для	3	6
188	нет и	2	6
189	автора и	4	6
190	о том	11	6
191	именно в	6	6
192	все что	3	6
193	бы ни	2	6
194	в сюжете	2	6
195	в таком	5	6
196	не оставляет	2	6
197	о чем	3	5
198	по своей	6	5
199	только на	3	5
200	мире и	2	5
201	так что	3	5
202	одно из	2	5
203	с другими	4	5
204	что все	2	5
205	с ними	2	5
206	в ряду	2	5
207	той или	8	5
208	в этой	12	5
209	одно и	2	5
210	хотя бы	4	5
211	мы имеем	9	5
212	в своей	7	5
213	по преимуществу	4	5
214	тем что	2	5
215	борьбе с	2	5
216	с этой	2	5
217	самим собою	2	5
218	и является	4	5
219	далеко не	6	5
220	вообще не	2	5
221	да и	2	5
222	он может	2	5
223	человек в	3	5
224	или в	2	5
225	той же	4	5
226	даже в	5	4
227	на дорогу	2	4
228	из того	5	4
229	мы должны	2	4
230	от него	2	4
231	по себе	6	4
232	при всей	4	4
233	по отношению	10	4
234	в другом	4	4
235	не был	2	4
236	и т.д	4	4
237	проявляется в	4	4
238	что он	3	4
239	и о	3	4
240	как он	4	4
241	в один	4	4
242	его от	3	4
243	не являются	2	4
244	в тексте	26	4
245	в чем	2	4
246	что не	3	4
247	другой стороны	2	4
248	и те	2	4
249	на его	4	4
250	языка и	2	4
251	а затем	3	4
252	он был	3	4
253	своей собственной	2	4
254	не становится	3	4
255	в данном	6	4
256	тем более	2	4
257	борьба с	3	4
258	эту жизнь	2	4
259	и смерти	4	4
260	все равно	2	4
261	вследствие этого	5	4
262	этом ряду	3	4
263	и более	5	4
264	прежде чем	2	4
265	этом случае	4	4
266	со своей	2	4
267	несмотря на	5	4
268	раз и	2	4
269	иного рода	4	4
270	же самое	3	4
271	в нашем	3	4
272	вопрос о	2	3
273	в соответствии	2	3
274	которые в	3	3
275	его к	3	3
276	но мы	2	3
277	вступает в	4	3
278	вплоть до	2	3
279	ни с	5	3
280	картины мира	2	3
281	подхода к	3	3
282	теми же	2	3
283	и эти	2	3
284	в новом	2	3
285	как это	5	3
286	неотделимо от	2	3
287	как уже	5	3
288	тому что	2	3
289	искусство и	2	3
290	культуры в	2	3
291	все прочие	3	3
292	ему в	3	3
293	что на	3	3
294	для чего	2	3
295	не столько	5	3
296	в аспекте	4	3
297	на этом	4	3
298	того и	5	3
299	в центре	3	3
300	в двух	4	3
301	во внешнем	4	3
302	других людей	2	3
303	если они	2	3
304	бы в	3	3
305	но при	2	3
306	борьбы с	3	3
307	самое время	2	3
308	бы не	3	3
309	совершенно не	2	3
310	его и	3	3
311	сами по	3	3
312	можно сказать	6	3
313	строго говоря	3	3
314	если не	2	3
315	что мы	3	3
316	произведения в	14	3
317	внимание на	3	3
318	в борьбе	2	3
319	и есть	3	3
320	не к	3	3
321	однако не	4	3
322	и внутреннее	2	3
323	не мог	3	3
324	не о	3	2
325	данном случае	3	2
326	целого но	2	2
327	или даже	3	2
328	самим собой	3	2
329	на себя	5	2
330	о жизни	3	2
331	случае в	2	2
332	целостность и	2	2
333	человек и	2	2
334	в полном	2	2
335	одну из	2	2
336	каждый из	3	2
337	если в	3	2
338	этот хронотоп	2	2
339	попадает в	2	2
340	смысла и	3	2
341	вера в	2	2
342	должен быть	6	2
343	ведь это	2	2
344	произведения как	8	2
345	каждом из	2	2
346	героя в	2	2
347	самом деле	3	2
348	на место	3	2
349	литературного произведения	50	2
350	с анализом	2	2
351	что даже	2	2
352	в искусстве	2	2
353	при описании	2	2
354	может иметь	2	2
355	встречи с	3	2
356	к нему	4	2
357	и пространстве	5	2
358	выход из	2	2
359	была бы	4	2
360	разного рода	3	2
361	и та	2	2
362	в состав	3	2
363	в поэзии	2	2
364	о его	5	2
365	этого рода	2	2
366	на котором	3	2
367	никто не	3	2
368	без исключения	2	2
369	этого слова	10	2
370	даже не	2	2
371	мотив смерти	2	2
372	вопрос об	3	2
373	с их	2	2
374	или не	2	2
375	тут же	2	2
376	то в	2	2
377	то и	2	2
378	события в	2	2
379	то он	3	2
380	и тогда	3	2
381	бытия и	2	2
382	его как	3	2
383	собой в	2	2
384	образом не	3	2
385	появляется в	2	2
386	себя в	8	2
387	отличается от	3	2
388	речи в	3	2
389	и тот	2	2
390	себя самого	2	2
391	с людьми	3	2
392	и всего	2	2
393	произведения с	2	2
394	в собственно	2	2
395	себе не	2	2
396	смысл и	3	2
397	к месту	2	2
398	к своему	2	2
399	себя к	2	2
400	нашем случае	3	2
401	за пределами	3	2
402	частности в	2	2
403	о своей	2	2
404	но к	3	2
405	личности и	3	2
406	соответствии с	3	2
407	и стал	2	2
408	тогда когда	3	2
409	здесь совершенно	2	2
410	еще в	4	2
411	времени не	2	2
412	по природе	4	2
413	я не	2	2
414	служит для	2	2
415	говорить о	3	2
416	и особенно	4	2
417	и сам	4	2
418	тому же	6	2
419	природе своей	3	2
420	это именно	2	2
421	в организации	2	2
422	основе своей	2	2
423	и сами	2	2
