N	2gram	Propp_Isto	Dialekti
169	в их	6	10
170	в частности	3	10
171	мы видим	16	10
172	то и	2	10
173	в результате	2	10
174	как будто	7	10
175	в жизни	2	10
176	во всем	3	10
177	если мы	4	10
178	только о	2	10
179	как он	5	9
180	а если	2	9
181	точка зрения	2	9
182	и по	4	9
183	в истории	2	9
184	иметь в	2	9
185	превращается в	4	9
186	не как	3	9
187	имеется в	3	9
188	подобно тому	3	9
189	в этих	17	9
190	и более	3	9
191	в котором	5	9
192	тому как	3	9
193	в одном	8	9
194	и от	2	9
195	была бы	2	9
196	утверждать что	3	9
197	же как	7	9
198	с ними	2	9
199	при этом	6	9
200	и когда	4	9
201	и он	4	9
202	то время	3	9
203	всех этих	4	9
204	бы в	2	9
205	мы можем	7	9
206	как о	2	9
207	на этом	3	9
208	и на	6	9
209	на самом	3	8
210	не на	2	8
211	в дальнейшем	6	8
212	в этой	9	8
213	по одному	2	8
214	и из	2	8
215	она всегда	2	8
216	с одной	8	8
217	но все	9	8
218	что эта	3	8
219	у меня	4	8
220	даже в	5	8
221	в одной	3	8
222	при помощи	2	8
223	один из	10	8
224	вот почему	2	8
225	но она	2	8
226	когда мы	4	8
227	миф о	2	8
228	себя в	2	8
229	как таковая	2	8
230	так то	2	8
231	в разных	2	8
232	тем самым	2	7
233	что здесь	9	7
234	из этих	2	7
235	он должен	3	7
236	а только	3	7
237	что этот	5	7
238	связи с	10	7
239	его как	2	7
240	на первый	2	7
241	тем что	7	7
242	в связи	7	7
243	очень много	10	7
244	эти две	2	7
245	как она	3	7
246	со стороны	3	7
247	не всегда	9	7
248	не знает	7	7
249	точно так	8	7
250	говорят что	5	7
251	зависимости от	3	7
252	и их	4	7
253	как в	7	7
254	это конечно	3	7
255	из которых	3	7
256	так чтобы	3	7
257	то ни	2	7
258	отношения к	2	7
259	но он	5	7
260	еще и	2	6
261	в другом	6	6
262	то мы	6	6
263	может иметь	2	6
264	с тем	13	6
265	они не	8	6
266	более или	5	6
267	того чтобы	3	6
268	в зависимости	3	6
269	себя и	2	6
270	никто не	3	6
271	и они	5	6
272	одна из	4	6
273	для этого	3	6
274	тут же	2	6
275	то не	3	6
276	в которой	2	6
277	по своей	2	6
278	ни к	3	6
279	но они	6	6
280	идет речь	2	6
281	в себя	2	6
282	но с	3	6
283	вместе с	13	6
284	его в	15	6
285	или менее	5	6
286	по существу	7	6
287	о нем	5	6
288	одной стороны	7	6
289	когда она	3	6
290	можно было	8	6
291	того как	6	6
292	показывает что	7	6
293	во всех	3	6
294	дело не	8	6
295	она и	2	6
296	для него	2	6
297	не с	3	6
298	и часто	4	6
299	ее в	7	6
300	мог бы	3	6
301	уже в	2	6
302	но мы	2	5
303	с целью	2	5
304	с той	2	5
305	были бы	2	5
306	точку зрения	3	5
307	тот кто	3	5
308	но так	3	5
309	почти не	4	5
310	же не	3	5
311	а есть	2	5
312	это за	5	5
313	мы еще	4	5
314	и наконец	5	5
315	в целях	3	5
316	сих пор	12	5
317	или на	7	5
318	едва ли	2	5
319	например в	7	5
320	что у	3	5
321	он может	2	5
322	их в	7	5
323	если это	3	5
324	когда он	9	5
325	же что	2	5
326	раз и	3	5
327	из этого	3	5
328	все в	2	5
329	оно и	2	5
330	вплоть до	2	5
331	в это	2	5
332	в области	2	5
333	после этого	5	5
334	в него	2	5
335	это может	2	5
336	и она	4	5
337	просто как	2	5
338	есть еще	3	5
339	в качестве	8	5
340	также не	2	5
341	к этому	2	5
342	к ней	3	5
343	в свете	4	5
344	и другое	2	5
345	и так	3	5
346	их не	3	5
347	зависит от	3	5
348	он и	3	5
349	до сих	11	5
350	бы мы	2	4
351	и эти	4	4
352	а как	2	4
353	же можно	3	4
354	у них	2	4
355	очень мало	2	4
356	мы знаем	10	4
357	на них	2	4
358	видим что	13	4
359	тоже не	2	4
360	заметить что	2	4
361	об этой	2	4
362	здесь в	4	4
363	был бы	4	4
364	что нужно	2	4
365	в состоянии	2	4
366	говорят о	3	4
367	себе а	2	4
368	требует чтобы	2	4
369	сказал что	3	4
370	только для	3	4
371	нас в	2	4
372	то он	2	4
373	чтобы понять	3	4
374	можно говорить	2	4
375	связанные с	3	4
376	ни один	8	4
377	только одна	2	4
378	уже знаем	3	4
379	д все	3	4
380	д но	2	4
381	однако это	3	4
382	главным образом	2	4
383	по смыслу	2	4
384	не содержит	2	4
385	но его	3	4
386	в глубине	2	4
387	мы будем	5	4
388	в каких	3	4
389	что их	3	4
390	том как	3	4
391	у вас	2	4
392	от этих	2	4
393	к мифу	2	4
394	на себя	2	4
395	и вместе	2	4
396	не видно	2	4
397	тогда и	3	4
398	что эти	5	4
399	и миф	2	4
400	то ясно	2	4
401	но уже	3	4
402	бы то	2	4
403	к ним	4	4
404	хотя в	3	4
405	у него	5	4
406	такой же	2	4
407	не по	2	4
408	и должно	3	4
409	и здесь	15	4
410	и этим	3	4
411	будто бы	4	4
412	это время	3	4
413	к чему	4	4
414	видно что	9	4
415	не можем	4	4
416	к жизни	2	4
417	можно назвать	3	4
418	друг друга	2	4
419	же самое	3	4
420	быть не	2	4
421	представление о	3	4
422	возможно что	3	3
423	для нас	17	3
424	от его	2	3
425	именно так	2	3
426	самое что	3	3
427	должен быть	3	3
428	всегда только	2	3
429	уже с	2	3
430	в чистом	2	3
431	нас к	2	3
432	сделать это	3	3
433	к своему	3	3
434	отличие от	3	3
435	всего в	2	3
436	самого начала	4	3
437	а с	4	3
438	много но	2	3
439	одной из	6	3
440	не так	2	3
441	с самого	4	3
442	как один	2	3
443	мы хотим	2	3
444	из видов	3	3
445	религии но	2	3
446	мы получим	2	3
447	тот же	3	3
448	этот момент	3	3
449	здесь не	5	3
450	при таком	2	3
451	по мере	4	3
452	на него	7	3
453	исходит из	3	3
454	самый факт	2	3
455	другой пример	2	3
456	можно судить	2	3
457	в которых	2	3
458	совершенно ясно	3	3
459	является не	2	3
460	в очень	4	3
461	в жертву	2	3
462	указывает на	2	3
463	для всех	2	3
464	вслед за	7	3
465	этот обряд	3	3
466	но есть	3	3
467	этого не	6	3
468	в современной	3	3
469	нас не	3	3
470	происходит в	3	3
471	только через	3	3
472	и оно	2	3
473	только с	4	3
474	к этой	5	3
475	а то	2	3
476	это тоже	6	3
477	с которой	2	3
478	так в	7	3
479	в основу	2	3
480	лежит в	2	3
481	содержится в	2	3
482	во время	5	3
483	во всей	2	3
484	эти факты	2	3
485	с другими	2	3
486	ее на	2	3
487	она или	2	3
488	не более	2	3
489	на природу	2	3
490	ни было	2	3
491	именно это	2	3
492	в какой	4	3
493	нами как	2	3
494	знаем что	9	3
495	в царство	14	3
496	не дает	2	3
497	мы в	4	3
498	в некоторых	4	3
499	и именно	2	3
500	по его	3	3
501	не мог	4	3
502	не знаем	3	3
503	можно найти	2	3
504	однако не	2	3
505	между тем	2	3
506	мы также	3	2
507	в область	4	2
508	как можно	2	2
509	руки и	3	2
510	указать что	2	2
511	становится ясным	2	2
512	тут и	2	2
513	первый взгляд	2	2
514	в тех	4	2
515	должно было	4	2
516	наряду с	6	2
517	в третий	2	2
518	роль в	3	2
519	бы его	2	2
520	ни одной	2	2
521	этого явления	4	2
522	они должны	3	2
523	в древней	2	2
524	представления о	8	2
525	к сожалению	3	2
526	и др	11	2
527	что данный	2	2
528	на его	2	2
529	не могла	2	2
530	ко мне	4	2
531	однако в	2	2
532	в образе	3	2
533	показал как	2	2
534	ли он	3	2
535	то чего	4	2
536	на землю	2	2
537	относится к	2	2
538	также что	2	2
539	уже сейчас	2	2
540	не сами	2	2
541	того есть	2	2
542	дает нам	3	2
543	в эпоху	2	2
544	в нашей	2	2
545	обряда и	3	2
546	обряд и	2	2
547	дело в	3	2
548	бы быть	4	2
549	у нее	4	2
550	мысль о	2	2
551	в некотором	2	2
552	чистом виде	2	2
553	он был	3	2
554	мы сейчас	2	2
555	встречается в	3	2
556	так если	2	2
557	не должен	8	2
558	уже на	2	2
559	он дает	2	2
560	не видят	4	2
561	силу и	2	2
562	все еще	3	2
563	не вполне	3	2
564	в такой	2	2
565	имеем в	4	2
566	этот вопрос	7	2
567	это так	6	2
568	где нет	2	2
569	я буду	4	2
570	вопрос в	2	2
571	еще в	2	2
572	голову и	2	2
573	эта связь	4	2
574	находится в	6	2
575	на своем	2	2
576	в других	3	2
577	только после	3	2
578	а так	2	2
579	чем в	2	2
580	можно указать	2	2
581	этого вопроса	3	2
582	вот как	2	2
583	которые в	3	2
584	имеем и	3	2
585	смерти и	7	2
586	он имеет	2	2
587	в глаза	2	2
588	к которому	5	2
589	мы могли	2	2
590	во многих	2	2
591	связано с	2	2
592	вывод что	2	2
593	показать что	2	2
594	мне не	2	2
595	на котором	5	2
596	образом в	2	2
597	с другом	3	2
598	в понятие	2	2
599	пока не	5	2
600	здесь же	2	2
601	между ними	2	2
602	и говорит	2	2
603	там где	5	2
604	ней и	2	2
605	дерево и	2	2
606	только по	2	2
607	нет в	2	2
608	могла бы	3	2
609	и между	3	2
610	как оно	3	2
611	но дело	2	2
612	в целом	3	2
613	зрения так	2	2
614	мы нашли	3	2
615	с образом	2	2
616	на это	3	2
617	на нее	3	2
618	с ней	2	2
619	на стадии	2	2
620	которые могут	3	2
621	мы увидим	17	2
622	связана с	7	2
623	может оказаться	3	2
624	его и	6	2
625	а для	2	2
626	друг с	4	2
627	бывает что	3	2
628	на этот	2	2
629	и ноги	2	2
630	это одно	2	2
631	в другой	4	2
632	целое и	2	2
633	что например	3	2
634	именно на	2	2
635	же эти	2	2
636	но оно	4	2
637	в пользу	2	2
638	в системе	2	2
