N	2gram	Bakhtin_Fr	Psycholo
198	в тех	5	10
199	в состоянии	3	10
200	в другом	2	10
201	здесь мы	2	10
202	это было	2	10
203	не является	4	10
204	и их	3	10
205	во всем	5	10
206	но как	3	10
207	и у	7	10
208	в их	6	10
209	нам кажется	2	10
210	именно на	2	10
211	ее в	2	10
212	и от	3	10
213	и следовательно	3	9
214	и та	2	9
215	на его	4	9
216	и дальше	2	9
217	и по	3	9
218	под влиянием	3	9
219	мы найдем	2	9
220	на него	2	9
221	и наконец	2	9
222	но все	5	9
223	роль в	6	9
224	и именно	2	9
225	мы будем	4	9
226	о чем	3	9
227	в чем	2	9
228	по своему	9	9
229	в него	2	9
230	так сказать	5	9
231	можно сказать	4	9
232	с ее	3	9
233	в отличие	4	9
234	по его	3	9
235	не к	2	9
236	нам придется	2	8
237	в процессе	2	8
238	из всех	3	8
239	и во	6	8
240	и эта	5	8
241	наряду с	2	8
242	себе и	2	8
243	и более	4	8
244	для выражения	2	8
245	в собственном	4	8
246	представление о	2	8
247	эти два	2	8
248	о нем	4	8
249	в общем	4	8
250	с другом	2	8
251	он в	2	8
252	место в	4	8
253	во время	14	8
254	относится к	4	8
255	по преимуществу	3	8
256	к нему	5	8
257	жизнь и	3	8
258	друг с	2	8
259	и значение	2	8
260	ни на	3	8
261	и вообще	5	8
262	и эти	2	7
263	шекспира и	5	7
264	одно из	7	7
265	здесь в	14	7
266	связи с	5	7
267	еще раз	4	7
268	время в	3	7
269	дело в	2	7
270	себя и	2	7
271	за ним	2	7
272	нашего исследования	2	7
273	что только	2	7
274	которого мы	2	7
275	все что	2	7
276	это можно	2	7
277	же в	4	7
278	в нашем	3	7
279	во все	2	7
280	и действительно	2	7
281	имеет место	2	7
282	но при	2	7
283	мысли и	4	7
284	в особенности	7	7
285	времени и	9	7
286	со всеми	2	7
287	в течение	3	7
288	к жизни	2	7
289	в отношении	7	6
290	в плане	2	6
291	к этим	2	6
292	отношение к	9	6
293	еще более	6	6
294	людей и	2	6
295	и без	4	6
296	не могла	2	6
297	за пределы	10	6
298	почти все	3	6
299	в себя	9	6
300	от всех	3	6
301	рядом с	9	6
302	оно не	2	6
303	без всякого	3	6
304	даже в	6	6
305	и вся	2	6
306	и ни	4	6
307	только с	3	6
308	она была	6	6
309	так в	4	6
310	он был	3	6
311	образом в	3	6
312	да и	5	6
313	всех этих	10	6
314	к ней	2	6
315	что касается	3	6
316	в эстетике	2	6
317	уже не	3	6
318	приводит к	2	6
319	жизни но	2	6
320	еще и	6	5
321	на эту	2	5
322	человека и	4	5
323	между ними	4	5
324	точку зрения	2	5
325	в других	3	5
326	связь с	8	5
327	и она	2	5
328	которое в	2	5
329	а затем	4	5
330	одновременно и	3	5
331	значение и	3	5
332	смысла и	2	5
333	и самый	2	5
334	и часто	3	5
335	это очень	2	5
336	но они	4	5
337	но даже	2	5
338	слов и	2	5
339	не знает	6	5
340	в очень	2	5
341	здесь с	2	5
342	его к	2	5
343	он дает	4	5
344	к которому	2	5
345	в романе	8	5
346	целом ряде	2	5
347	мы находим	4	5
348	во всей	4	5
349	и еще	5	5
350	хотя и	4	5
351	конечно в	2	5
352	он как	2	5
353	с конца	3	5
354	и сам	2	5
355	нет и	2	5
356	в творчестве	2	5
357	в смысле	2	5
358	и смысл	2	5
359	в эту	6	5
360	не понимает	4	5
361	отношения к	5	5
362	собственном смысле	3	5
363	и за	2	5
364	вплоть до	2	4
365	здравого смысла	2	4
366	также и	3	4
367	от своего	2	4
368	форм и	11	4
369	всех других	2	4
370	всего того	2	4
371	для своего	2	4
372	в ту	2	4
373	благодаря этому	4	4
374	почти не	2	4
375	в живописи	2	4
376	в истории	5	4
377	в применении	3	4
378	но вся	2	4
379	характер и	4	4
380	применении к	3	4
381	не на	2	4
382	имеем в	2	4
383	в день	3	4
384	к числу	2	4
385	уже говорили	12	4
386	но для	3	4
387	на тех	2	4
388	по отношению	2	4
389	в это	2	4
390	взглянуть на	3	4
391	именно эта	2	4
392	говоря о	2	4
393	но эта	2	4
394	его от	2	4
395	подойти к	2	4
396	именно эти	2	4
397	в свете	3	4
398	здесь не	3	4
399	не для	2	4
400	с ними	2	4
401	и смерти	6	4
402	в связи	2	4
403	литературы и	7	4
404	одной из	3	4
405	как например	2	4
406	с этими	2	4
407	в противоположность	3	4
408	с ней	2	4
409	в пределах	3	4
410	автора и	2	4
411	в некоторых	2	4
412	же время	5	4
413	основе своей	2	4
414	не о	2	3
415	его на	2	3
416	одним из	4	3
417	из тех	2	3
418	в новой	2	3
419	они были	6	3
420	значение для	2	3
421	в более	4	3
422	стремление к	2	3
423	как именно	2	3
424	в узком	4	3
425	не была	2	3
426	в большей	8	3
427	связаны с	5	3
428	смерти в	2	3
429	очень хорошо	2	3
430	можно найти	3	3
431	на котором	3	3
432	бы быть	2	3
433	в наши	2	3
434	к себе	3	3
435	кроме того	2	3
436	превращается в	6	3
437	в заключение	2	3
438	ни к	2	3
439	быть только	3	3
440	мы всегда	2	3
441	человеческого тела	2	3
442	и утверждает	2	3
443	еще в	3	3
444	из своей	2	3
445	но с	2	3
446	мы дадим	2	3
447	на что	3	3
448	мы и	4	3
449	мире в	2	3
450	зрения на	3	3
451	и прежде	4	3
452	здесь на	3	3
453	как известно	2	3
454	оно было	2	3
455	связано с	2	3
456	в разных	2	3
457	речи и	2	3
458	нет ничего	3	3
459	здесь же	3	3
460	их с	2	3
461	на них	3	3
462	и др	32	3
463	и многие	2	3
464	всегда в	3	3
465	на язык	2	3
466	же с	2	3
467	бы ни	2	3
468	их от	2	3
469	в таких	2	3
470	связана с	8	3
471	на земле	3	3
472	отношению к	2	3
473	это время	2	3
474	там же	2	3
475	в самые	3	3
476	которых они	2	3
477	он и	3	3
478	есть для	2	3
479	в форме	6	3
480	в книге	3	2
481	выражения и	2	2
482	другими словами	2	2
483	на время	4	2
484	о человеке	2	2
485	или к	2	2
486	жизни в	8	2
487	как ее	2	2
488	своему существу	2	2
489	для которого	2	2
490	преимущественно в	4	2
491	должно было	2	2
492	на других	2	2
493	на эти	2	2
494	но именно	4	2
495	это как	5	2
496	в какой-то	2	2
497	представления о	3	2
498	явление в	2	2
499	от всякого	3	2
500	на этой	5	2
501	мотивов и	4	2
502	находит свое	2	2
503	для них	2	2
504	и новое	4	2
505	о шекспире	2	2
506	отметить что	2	2
507	это ощущение	3	2
508	всего на	3	2
509	значительной мере	3	2
510	выходит за	5	2
511	развития и	2	2
512	интерес к	2	2
513	на всю	4	2
514	во многих	2	2
515	тех же	3	2
516	широкое и	2	2
517	можно только	5	2
518	этого процесса	4	2
519	он называет	2	2
520	в значительной	9	2
521	вовсе нет	2	2
522	в условиях	15	2
523	и со	3	2
524	леонардо да	2	2
525	существенное значение	2	2
526	почти на	3	2
527	этих образов	4	2
528	так называемые	2	2
529	еще далеко	2	2
530	не вполне	3	2
531	жизни как	3	2
532	но у	2	2
533	и глубоко	3	2
534	мы вовсе	2	2
535	это целое	2	2
536	в обычном	3	2
537	он находит	2	2
538	в предисловии	2	2
539	это был	3	2
540	этой же	2	2
541	и становится	2	2
542	и вовсе	5	2
543	а иногда	2	2
544	или иной	5	2
545	смерти и	6	2
546	основе его	2	2
547	по своей	3	2
548	и т.д	2	2
549	его творчество	2	2
550	вся она	2	2
551	игры и	2	2
552	это произведение	2	2
553	в свое	6	2
554	норм и	4	2
555	узком смысле	2	2
556	в прошлое	3	2
557	при всех	2	2
558	всего что	2	2
559	ко всему	2	2
560	даже и	5	2
561	речь и	2	2
562	тело и	5	2
563	это его	2	2
564	тела и	7	2
565	всегда и	2	2
566	наконец в	2	2
567	различия между	2	2
568	чем мы	2	2
569	той или	5	2
570	к какому	2	2
571	мы сказали	2	2
572	этот процесс	5	2
573	некоторые из	3	2
574	есть именно	2	2
575	в начале	4	2
576	поэтому и	5	2
577	а о	2	2
578	образов в	4	2
579	и одновременно	6	2
580	входящих в	2	2
581	вовлекает в	2	2
582	по ходу	3	2
583	о мире	8	2
584	на протяжении	9	2
585	да винчи	2	2
586	это по	2	2
587	в литературе	9	2
588	и искусства	4	2
589	перед смертью	2	2
590	они в	2	2
591	с миром	3	2
592	новое и	3	2
593	ее можно	2	2
594	друг друга	3	2
595	в изображении	2	2
596	вокруг себя	3	2
597	предисловии к	2	2
598	из основных	2	2
599	учение о	2	2
