N	2gram	Bakhtin_Pr	Stilisti
204	к этому	5	2
205	с ней	4	2
206	по отношению	6	2
207	с самим	7	2
208	и конечно	2	2
209	мы найдем	4	2
210	отношение к	14	2
211	друг друга	7	2
212	словами в	2	2
213	слово в	5	2
214	мы конечно	2	2
215	а на	2	2
216	я и	2	2
217	кроме того	6	2
218	но эта	2	2
219	тем что	2	2
220	человека в	6	2
221	в их	7	2
222	да еще	2	2
223	не всегда	3	2
224	и при	2	2
225	в этих	8	2
226	что он	6	2
227	по своей	12	2
228	ничем не	3	2
229	в какой-то	5	2
230	всех его	3	2
231	в беседе	2	2
232	отношению к	5	2
233	себе и	2	2
234	сих пор	8	2
235	в пределах	8	2
236	при всем	3	2
237	одной из	6	2
238	в жизни	14	2
239	в мире	8	2
240	но не	9	2
241	в него	4	2
242	установки на	2	2
243	также и	5	2
244	к нему	3	2
245	тому же	3	2
246	прежде чем	2	2
247	связанные с	3	2
248	в своих	4	2
249	еще более	6	2
250	связь с	4	2
251	даже и	3	2
252	ту же	2	2
253	этот вопрос	3	2
254	в которых	2	2
255	слова здесь	2	2
256	и ту	2	2
257	и он	5	2
258	от которых	2	2
259	место в	3	2
260	о чем	2	2
261	для них	2	2
262	такие как	2	2
263	человека с	3	2
264	не было	5	2
265	смысле этого	3	2
266	между двумя	4	2
267	здесь не	5	2
268	и несколько	3	2
269	но это	7	2
270	и жизнь	2	2
271	в своей	5	2
272	или в	7	2
273	в связи	2	2
274	войти в	3	2
275	он не	5	2
276	значение и	2	2
277	в дальнейшем	8	2
278	перейти к	2	2
279	с ним	3	2
280	мы говорили	2	2
281	стадии своего	2	2
282	тот же	2	2
283	вовсе не	12	2
284	форме и	2	2
285	к миру	2	2
