N	2gram	Tiupa_Teor	DiskursI
127	перед нами	3	7
128	его в	4	7
129	с позиций	4	7
130	о чем	3	7
131	могут быть	5	7
132	и ее	4	7
133	приводит к	6	7
134	в ходе	5	7
135	одной из	2	7
136	и для	3	7
137	что и	2	7
138	в притче	3	7
139	например в	3	7
140	в этой	3	7
141	жанровой традиции	2	7
142	другой стороны	6	7
143	иначе говоря	5	7
144	мира в	3	7
145	лишь в	10	7
146	в рассказе	2	7
147	в пределах	5	7
148	ни для	2	7
149	ни в	5	7
150	я в	18	7
151	в русской	6	7
152	присутствия в	8	7
153	и его	11	7
154	таким образом	3	7
155	нового времени	3	7
156	основе своей	2	7
157	никогда не	4	6
158	к его	3	6
159	значении этого	4	6
160	отношение к	7	6
161	что он	4	6
162	не знает	4	6
163	в контексте	3	6
164	именно в	3	6
165	тому как	3	6
166	времени в	2	6
167	однако в	7	6
168	здесь не	2	6
169	в принципе	7	6
170	в ее	6	6
171	имеет место	3	6
172	и то	3	6
173	то в	2	6
174	дело в	2	6
175	во всех	3	6
176	конечном счете	6	6
177	и одновременно	5	6
178	героя и	6	6
179	времени и	2	6
180	в конечном	6	6
181	однако при	3	6
182	с точки	3	6
183	и того	4	6
184	в сказании	2	6
185	жанровая форма	2	5
186	в другом	4	5
187	писал бахтин	2	5
188	ситуации рассказывания	2	5
189	в виду	5	5
190	в их	4	5
191	не всегда	2	5
192	свою очередь	3	5
193	и потому	3	5
194	того что	5	5
195	биографического дискурса	2	5
196	мира и	4	5
197	во втором	3	5
198	несмотря на	2	5
199	известного рода	2	5
200	один из	2	5
201	не предполагает	5	5
202	по бахтину	2	5
203	русской литературе	2	5
204	сути своей	2	5
205	принадлежит к	3	5
206	как будто	2	5
207	сказать что	4	5
208	но она	2	5
209	по слову	2	5
210	значительной степени	2	5
211	из этих	3	5
212	за пределы	2	5
213	не обязательно	3	5
214	с ее	4	5
215	форма авторства	2	5
216	несет в	3	5
217	во второй	7	5
218	я и	2	5
219	адресата в	2	5
220	в значительной	2	5
221	эстетической деятельности	2	5
222	одного и	4	5
223	известной степени	3	5
224	в свою	4	5
225	в литературе	4	5
226	сказания или	3	5
227	с.с аверинцева	2	5
228	внутренней речи	13	5
229	подобно тому	3	5
230	в акте	3	5
231	строго говоря	2	5
232	и состоит	2	5
233	высказывания не	2	5
234	оно не	2	5
235	следует признать	2	5
236	может служить	2	5
237	на этом	2	5
238	в сторону	3	5
239	не вполне	2	5
240	в той	2	5
241	как раз	3	5
242	перед ним	2	5
243	коммуникативной стратегии	2	5
244	говорить о	4	5
245	своей природе	3	5
246	при котором	2	5
247	между которыми	3	4
248	не могут	2	4
249	слова не	2	4
250	для меня	2	4
251	одну из	2	4
252	а на	3	4
253	коммуникативной природе	2	4
254	силу своей	4	4
255	и прежде	2	4
256	события в	2	4
257	и тем	5	4
258	стороны адресата	2	4
259	или напротив	2	4
260	и составляет	3	4
261	может и	2	4
262	и др	3	4
263	того или	6	4
264	по своему	4	4
265	объекта и	3	4
266	в произведении	3	4
267	как это	10	4
268	и это	2	4
269	в анекдоте	2	4
270	только на	2	4
271	человеческой жизни	3	4
272	частной жизни	2	4
273	в году	2	4
274	к жизни	2	4
275	между двумя	3	4
276	не ограничивается	2	4
277	что они	2	4
278	в первом	2	4
279	для обозначения	2	4
280	во внешнем	2	4
281	особого рода	7	4
282	или иного	6	4
283	а напротив	2	4
284	мы имеем	7	4
285	до известной	2	4
286	в равной	3	4
287	по преимуществу	5	4
288	отличается от	2	4
289	тем не	3	4
290	я не	2	4
291	связи с	3	4
292	коммуникативным событием	2	4
293	и адресата	3	4
294	тот или	3	4
295	в культуре	3	4
296	одним из	3	4
297	этического выбора	2	4
298	в какой	2	4
299	есть в	3	4
300	в жизни	3	4
301	восходит к	2	4
302	во мне	2	4
303	в самом	7	4
304	сути дела	3	4
305	и к	3	4
306	из виду	2	4
307	жизни а	2	4
308	по себе	2	4
309	и весьма	2	4
310	к другому	2	4
311	в основании	2	4
312	высказывания и	2	4
313	или в	3	4
314	коммуникативную стратегию	2	4
315	текста в	3	4
316	с читателем	3	4
317	еще и	2	3
318	и притом	3	3
319	от лат	12	3
320	идет о	2	3
321	понятие о	3	3
322	текста не	2	3
323	эмоциональной рефлексии	8	3
324	в форме	4	3
325	к которому	3	3
326	оказывается в	3	3
327	это и	2	3
328	роли в	5	3
329	в области	7	3
330	в одно	2	3
331	причастности к	3	3
332	мире и	2	3
333	в формах	2	3
334	в момент	3	3
335	литературного произведения	11	3
336	в структуре	2	3
337	рассказ о	2	3
338	но как	2	3
339	в точке	3	3
340	более или	6	3
341	или притчи	2	3
342	об этом	2	3
343	в романе	3	3
344	в лирическом	2	3
345	художественной целостности	3	3
346	в миропорядке	8	3
347	которая в	2	3
348	героя как	2	3
349	на себя	2	3
350	между собой	3	3
351	в сочетании	2	3
352	или анекдота	2	3
353	эстетического завершения	11	3
354	о его	2	3
355	числе и	2	3
356	все эти	3	3
357	о ней	3	3
358	дело не	2	3
359	более не	2	3
360	на языке	3	3
361	том числе	3	3
362	возможность иного	2	3
363	одно и	2	3
364	своего другого	2	3
365	герой не	3	3
366	с их	2	3
367	в которой	3	3
368	уже говорилось	2	3
369	композиционная форма	2	3
370	и по	3	3
371	лирическое я	2	3
372	речевая маска	5	3
373	не просто	2	3
374	внешнем мире	2	3
375	на смену	7	3
376	автора и	2	3
377	а.н веселовского	2	3
378	перед лицом	2	3
379	при всем	2	3
380	заключается в	2	3
381	с человеком	2	3
382	или менее	6	3
383	отношения к	4	3
384	всей своей	2	3
385	не случайно	5	3
386	референтная компетенция	2	3
387	их в	3	3
388	сочетании с	2	3
389	таковы например	2	3
390	входит в	4	3
391	к содержанию	3	3
392	эстетическая деятельность	6	3
393	к чему	2	3
394	личности в	4	3
395	на почве	5	3
396	мира с	2	3
397	лирических текстов	2	3
398	в следующей	2	3
399	к числу	2	3
400	слова в	4	3
401	то ни	2	3
402	имеет дело	2	3
403	или даже	4	3
404	место в	7	3
405	может оказаться	2	3
406	и сам	4	3
407	в большинстве	2	3
408	жизни но	2	3
409	о себе	2	3
410	в организации	3	3
411	и что	4	3
412	равной степени	3	3
413	имеем дело	2	3
414	тем же	2	3
415	вместе с	2	3
416	анекдот не	2	2
417	и свершают	2	2
418	в художественной	3	2
419	я с	5	2
420	я на	3	2
421	в отношении	4	2
422	чтобы не	2	2
423	к одному	2	2
424	м.м бахтиным	2	2
425	этого текста	2	2
426	природе суть	2	2
427	для всех	2	2
428	всего лишь	8	2
429	вступает в	2	2
430	такова например	2	2
431	вслед за	3	2
432	включает в	2	2
433	рамках которого	3	2
434	эстетического субъекта	2	2
435	причастной вненаходимости	2	2
436	как к	5	2
437	мышления и	3	2
438	реализуется в	2	2
439	быть и	2	2
440	сближение но	3	2
441	быть субъектом	2	2
442	мыслится как	5	2
443	художественного мышления	3	2
444	внутритекстовых дискурсов	3	2
445	от своего	2	2
446	к области	3	2
447	высказывания как	2	2
448	конструктивная роль	2	2
449	к своему	2	2
450	во времени	4	2
451	самом деле	2	2
452	этом мире	2	2
453	хотят и	2	2
454	в чем	2	2
455	м.м бахтин	2	2
456	я героя	3	2
457	принципиальное отличие	2	2
458	для понимания	2	2
459	они хотят	2	2
460	в душе	9	2
461	субъекта жизни	2	2
462	к нему	2	2
463	чем и	2	2
464	а только	4	2
465	повесть о	2	2
466	это тоже	2	2
467	вненаходимости бахтин	2	2
468	воспринимающего сознания	5	2
469	своей внутренней	2	2
470	личностного самоопределения	2	2
471	говорит и	3	2
472	самим собой	4	2
473	так в	4	2
474	что может	2	2
475	хоровое слово	2	2
476	или субъектом	2	2
477	такая возможность	2	2
478	речь идет	2	2
479	не могло	2	2
480	преодолеваемая даль	2	2
481	тем или	2	2
482	речевого замысла	2	2
483	ни столь	2	2
484	большей части	2	2
485	ритмических рядов	3	2
486	себя и	2	2
487	все это	2	2
488	не слияние	3	2
489	жизнь личности	2	2
490	который в	2	2
491	я как	2	2
492	этого слова	4	2
493	своей является	2	2
494	вовсе не	3	2
495	одного сознания	3	2
496	бы то	2	2
497	эстетического объекта	3	2
498	не могли	2	2
499	в воображении	4	2
500	не от	2	2
501	могла бы	2	2
502	право на	2	2
503	во множестве	2	2
504	и сближение	2	2
505	с другими	6	2
506	теории литературы	2	2
507	тем более	2	2
508	в первой	6	2
509	что она	2	2
510	это было	2	2
511	о литературе	3	2
512	лично для	2	2
513	на деле	2	2
514	если бы	3	2
515	такого дискурса	2	2
516	и возможность	2	2
517	эстетическое завершение	2	2
518	коммуникативные стратегии	2	2
519	это делает	2	2
520	сознания в	2	2
521	художественное целое	2	2
522	художественного высказывания	3	2
523	ни было	2	2
524	для того	5	2
525	с этой	3	2
526	к сообщаемому	2	2
527	сверхличной заданности	2	2
528	отношении к	4	2
529	текст и	3	2
530	на фоне	2	2
531	эстетического отношения	12	2
532	речи и	4	2
533	как способ	2	2
534	у него	2	2
535	человека с	3	2
536	в дискурсе	2	2
537	всей его	2	2
538	ее в	2	2
539	создает эффект	2	2
540	даль и	2	2
541	речевой деятельности	2	2
542	в самой	2	2
543	в роли	3	2
544	как эстетической	4	2
545	всех подобных	2	2
546	по большей	2	2
547	аналогичным образом	4	2
548	к чужому	2	2
549	или иным	4	2
550	согласно характеристике	2	2
551	жизни как	5	2
552	личности и	4	2
553	но на	2	2
554	деятельности в	5	2
555	из которых	2	2
556	всякий раз	2	2
557	переживание переживания	2	2
558	со своей	4	2
559	ценностного центра	3	2
560	в литературной	2	2
561	в случае	2	2
562	индивидуального речевого	2	2
563	анна каренина	3	2
564	иного рода	3	2
565	суть то	2	2
566	и читателем	2	2
567	только о	2	2
568	в нашем	4	2
569	этих двух	2	2
570	на основе	2	2
