N	2gram	Losev_Prob	Literetu
238	так же	11	3
239	но как	6	3
240	с чем	3	3
241	о чем	4	3
242	как таковое	2	3
243	по себе	36	3
244	крайней мере	9	3
245	в отношении	4	3
246	именно так	4	3
247	еще на	2	3
248	классической литературы	2	3
249	например и	2	3
250	за счет	2	3
251	есть не	13	3
252	нет в	2	3
253	нам представляется	4	3
254	а во	2	3
255	например не	2	3
256	а с	2	3
257	себе в	5	3
258	о нем	2	3
259	и о	8	3
260	стороны и	3	3
261	это уже	4	3
262	но только	10	3
263	той или	22	3
264	из трех	2	3
265	произведение в	2	3
266	однако если	3	3
267	что же	9	3
268	а к	2	3
269	же как	5	3
270	того чтобы	4	3
271	и до	3	3
272	все эти	14	3
273	и тогда	3	3
274	не на	2	3
275	в истории	4	3
276	во время	3	3
277	и т	20	3
278	и еще	2	3
279	который в	2	3
280	ее в	2	3
281	да и	9	3
282	относится к	4	3
283	и от	11	3
284	только то	4	3
285	же это	2	3
286	ту или	3	3
287	можно было	7	3
288	сознания и	2	3
289	бы и	7	3
290	не так	8	3
291	дело в	6	3
292	с их	2	3
293	с ней	5	3
294	художественного произведения	14	3
295	и вовсе	7	3
296	которая не	3	3
297	если бы	9	3
298	и вполне	9	3
299	также и	22	3
300	сказать и	2	3
301	в этих	6	3
302	все равно	6	3
303	себе не	2	3
304	и состоит	2	3
305	по крайней	9	3
306	что для	4	3
307	за ним	2	3
308	в ту	2	3
309	ни с	5	3
310	не имеет	12	3
311	и является	6	3
312	а то	4	3
313	в чем	5	3
314	что такое	4	3
315	он в	3	3
316	или иную	3	3
317	когда он	2	3
318	не есть	57	3
319	если не	7	3
320	из которых	6	3
321	себе как	4	3
322	произведения в	2	3
323	всяком случае	8	3
324	мы в	6	3
325	здесь не	11	3
326	трактуется как	4	3
327	говорить о	7	3
328	не просто	36	3
329	ничего общего	7	3
330	же самое	20	3
331	же и	7	3
332	с ним	11	3
333	мы и	5	3
334	первый взгляд	3	2
335	чтобы не	2	2
336	перед нами	8	2
337	а и	2	2
338	для меня	4	2
339	и сама	4	2
340	от него	2	2
341	для нее	2	2
342	еще раз	2	2
343	это будет	7	2
344	и притом	7	2
345	не был	3	2
346	и у	2	2
347	есть и	2	2
348	и каждый	2	2
349	в чистом	4	2
350	это и	11	2
351	подобного рода	13	2
352	а как	2	2
353	и всегда	2	2
354	нас к	2	2
355	если оно	3	2
356	в любом	3	2
357	отличное от	2	2
358	у них	2	2
359	героя в	2	2
360	и при	2	2
361	то для	4	2
362	самой жизни	2	2
363	при таком	2	2
364	была бы	2	2
365	быть в	2	2
366	его не	2	2
367	для которой	4	2
368	всех других	2	2
369	и будет	2	2
370	из нас	2	2
371	элементов а	2	2
372	собственно говоря	5	2
373	в него	2	2
374	при всех	2	2
375	в сравнении	4	2
376	тому что	5	2
377	к нему	3	2
378	она не	3	2
379	которой она	3	2
380	обойтись без	3	2
381	гораздо более	6	2
382	а только	9	2
383	могло бы	3	2
384	это тоже	4	2
385	и об	3	2
386	своей собственной	3	2
387	от всякой	3	2
388	даже и	33	2
389	и без	9	2
390	что на	2	2
391	же касается	5	2
392	с которой	2	2
393	жизнь и	3	2
394	для них	4	2
395	переходит в	2	2
396	с ними	2	2
397	и весьма	3	2
398	о ней	3	2
399	и самого	2	2
400	и по	3	2
401	дело не	4	2
402	что они	8	2
403	и ее	7	2
404	нами не	2	2
405	и более	6	2
406	от тех	3	2
407	этом случае	8	2
408	только как	3	2
409	уже и	2	2
410	здесь мы	5	2
411	одно и	4	2
412	сказать что	24	2
413	по поводу	3	2
414	кажется что	2	2
415	никак не	13	2
416	он как	2	2
417	бы в	3	2
418	с другими	6	2
419	в нашей	4	2
420	в результате	8	2
421	тем более	8	2
422	однако и	2	2
423	бы быть	5	2
424	чего бы	2	2
425	по мнению	2	2
426	самой и	2	2
427	в значительной	2	2
428	самое можно	2	2
429	значение в	3	2
430	сравнении с	4	2
431	чистом виде	3	2
432	ничего кроме	2	2
433	на нем	3	2
434	тишина и	2	2
435	между собою	5	2
436	в контексте	3	2
437	но даже	7	2
438	есть в	6	2
439	новых и	2	2
440	что у	3	2
441	в котором	3	2
442	путь от	2	2
443	еще более	3	2
444	пока еще	3	2
445	и многих	2	2
446	или иных	7	2
447	свою собственную	3	2
448	есть от	2	2
449	со своим	2	2
450	на первом	2	2
451	только не	6	2
452	и самой	4	2
453	не можем	5	2
454	которое в	3	2
455	внимание на	2	2
456	так чтобы	2	2
457	раз и	6	2
458	в той	8	2
459	тех или	10	2
460	представлений о	2	2
461	в таком	11	2
462	и хотя	3	2
463	жизни но	2	2
464	во всем	2	2
465	на первый	6	2
466	чем он	2	2
467	имеем дело	2	2
468	мы имеем	7	2
