N	2gram	Bakhtin_Pr	DiskursI
187	мире в	3	4
188	в речах	2	4
189	и прежде	2	4
190	не знают	2	4
191	и тем	2	4
192	одном из	3	4
193	в произведении	4	4
194	как это	2	4
195	и это	5	4
196	более того	5	4
197	ни одна	2	4
198	человеческой жизни	4	4
199	его на	2	4
200	на его	7	4
201	что не	6	4
202	и до	5	4
203	и во	2	4
204	по выражению	2	4
205	что они	3	4
206	в первом	3	4
207	во всяком	5	4
208	принципиально не	2	4
209	мы имеем	2	4
210	это в	3	4
211	в результате	6	4
212	по преимуществу	3	4
213	отличается от	3	4
214	я не	7	4
215	одним из	11	4
216	в какой	2	4
217	есть в	10	4
218	в жизни	7	4
219	в е	2	4
220	во мне	2	4
221	в самом	19	4
222	не есть	2	4
223	и к	5	4
224	со своим	4	4
225	жизни а	2	4
226	по себе	13	4
227	к другому	2	4
228	точка зрения	14	4
229	или в	2	4
230	и само	2	4
231	и есть	6	4
232	с ним	13	4
233	вопрос о	4	3
234	и притом	3	3
235	идет о	5	3
236	в полном	2	3
237	в форме	8	3
238	это и	10	3
239	в области	3	3
240	в момент	4	3
241	в каждой	3	3
242	как на	4	3
243	своего времени	3	3
244	а его	3	3
245	они и	3	3
246	но как	4	3
247	значение для	2	3
248	бытия в	3	3
249	в точке	5	3
250	она не	9	3
251	в едином	6	3
252	они не	5	3
253	он говорит	3	3
254	об этом	4	3
255	заметить что	2	3
256	в романе	12	3
257	героя как	2	3
258	на себя	3	3
259	из возможных	2	3
260	но здесь	2	3
261	и он	3	3
262	них в	2	3
263	для этого	4	3
264	все эти	12	3
265	было бы	10	3
266	мы не	3	3
267	должна быть	4	3
268	и герой	2	3
269	на языке	2	3
270	как мы	10	3
271	себе самому	3	3
272	да и	3	3
273	и от	3	3
274	или не	2	3
275	герой не	2	3
276	с этим	2	3
277	диалогические отношения	6	3
278	в начале	3	3
279	бы быть	3	3
280	его как	6	3
281	с их	9	3
282	хотя бы	5	3
283	в которой	6	3
284	а о	4	3
285	и по	4	3
286	с миром	2	3
287	как не	9	3
288	и наконец	5	3
289	как у	4	3
290	автора и	7	3
291	заключается в	3	3
292	и более	2	3
293	но все	8	3
294	отношения к	4	3
295	не имеет	2	3
296	их в	8	3
297	входит в	11	3
298	личности в	7	3
299	на почве	5	3
300	уже в	9	3
301	всяком случае	3	3
302	жизни и	21	3
303	слова в	4	3
304	то ни	3	3
305	или даже	2	3
306	место в	2	3
307	и сам	5	3
308	в большинстве	3	3
309	слова и	2	3
310	о себе	12	3
311	и что	2	3
312	однако не	2	3
313	вместе с	2	3
314	в художественной	4	2
315	точкой зрения	3	2
316	в книге	4	2
317	ему не	2	2
318	в отношении	3	2
319	как можно	3	2
320	его к	4	2
321	мы должны	6	2
322	в построении	5	2
323	остается в	2	2
324	вступает в	5	2
325	не совпадает	2	2
326	неотделим от	2	2
327	в каждом	11	2
328	все то	5	2
329	как к	3	2
330	также не	2	2
331	друг друга	10	2
332	за счет	2	2
333	есть не	3	2
334	сами по	4	2
335	он как	4	2
336	он видел	2	2
337	для художественного	2	2
338	строится на	2	2
339	начала и	3	2
340	художественного мышления	2	2
341	в науке	2	2
342	и вне	2	2
343	в основном	2	2
344	во времени	4	2
345	самом деле	9	2
346	в чем	2	2
347	его не	2	2
348	всего в	2	2
349	по существу	5	2
350	мы видели	3	2
351	для понимания	5	2
352	до его	2	2
353	е годы	2	2
354	со всей	2	2
355	к нему	13	2
356	о мире	6	2
357	только с	2	2
358	с самого	3	2
359	а только	3	2
360	жизнь в	2	2
361	те же	3	2
362	полифонического романа	22	2
363	преступления и	2	2
364	а потому	4	2
365	говорит об	2	2
366	ответ на	2	2
367	углом зрения	2	2
368	что может	2	2
369	позицию в	2	2
370	большинстве случаев	3	2
371	мы его	2	2
372	понимания и	2	2
373	на ее	2	2
374	в особом	3	2
375	сознания с	3	2
376	тем или	2	2
377	самого начала	4	2
378	себя и	4	2
379	все это	12	2
380	жизнь личности	2	2
381	который в	2	2
382	не поддается	3	2
383	этого слова	3	2
384	выходит за	2	2
385	же как	5	2
386	отсюда и	2	2
387	вовсе не	13	2
388	одного сознания	10	2
389	бы то	3	2
390	по поводу	2	2
391	хоть и	3	2
392	не могли	3	2
393	не от	2	2
394	с другими	11	2
395	его с	2	2
396	х годов	2	2
397	только то	3	2
398	же это	2	2
399	тем более	2	2
400	в первой	3	2
401	должно быть	4	2
402	что она	6	2
403	это было	3	2
404	мысли и	5	2
405	мы можем	3	2
406	на него	4	2
407	за ним	2	2
408	как их	3	2
409	переходит к	2	2
410	себя самого	5	2
411	если бы	12	2
412	автора в	4	2
413	не позволяет	2	2
414	и вполне	2	2
415	неотделима от	2	2
416	это делает	2	2
417	в драме	5	2
418	сознания в	2	2
419	ни было	4	2
420	для того	3	2
421	и их	7	2
422	о герое	5	2
423	как его	2	2
424	героев и	7	2
425	не по	3	2
426	себе и	3	2
427	отношении к	3	2
428	том и	2	2
429	на этот	2	2
430	у него	9	2
431	первого лица	2	2
432	точке зрения	5	2
433	всей его	2	2
434	ее в	2	2
435	поэтому в	2	2
436	со своими	6	2
437	в самой	10	2
438	романа в	8	2
439	ни один	5	2
440	человек в	2	2
441	время и	2	2
442	отношения между	3	2
443	к чужому	2	2
444	и с	10	2
445	о них	2	2
446	его характер	2	2
447	но для	2	2
448	героя но	2	2
449	но на	2	2
450	его героев	6	2
451	романа и	5	2
452	из которых	3	2
453	в настоящем	4	2
454	произведения в	2	2
455	он сам	9	2
456	что было	4	2
457	является не	3	2
458	он есть	5	2
459	и только	2	2
460	ну как	2	2
461	в плоскости	5	2
462	в нашем	3	2
463	а как	8	2
464	он ни	2	2
