N	2gram	Bakhtin_Fr	slovoVRo
306	и до	14	3
307	было бы	4	3
308	связи и	2	3
309	этого слова	3	3
310	и они	5	3
311	в корне	3	3
312	почти все	2	3
313	них и	2	3
314	не исчерпывается	2	3
315	и то	2	3
316	и вообще	3	3
317	даны в	2	3
318	к этому	6	3
319	из этих	2	3
320	от этого	2	3
321	дело в	4	3
322	этот процесс	4	3
323	менее всего	2	3
324	это было	2	3
325	xx века	5	3
326	или иных	2	3
327	во второй	2	3
328	и самое	3	3
329	тем что	6	3
330	в связи	7	3
331	и другие	4	3
332	такой же	3	3
333	смысл и	2	3
334	здесь они	2	3
335	силы и	2	3
336	нас в	2	3
337	тех или	2	3
338	правда не	4	3
339	мир и	2	3
340	в этой	15	3
341	к новому	2	3
342	потому что	3	3
343	все что	4	3
344	и это	5	3
345	в эту	7	3
346	с таким	3	3
347	в форме	3	3
348	мы говорили	2	3
349	связана с	4	3
350	чем в	2	3
351	и двух	2	2
352	на самом	7	2
353	ему не	2	2
354	в таких	3	2
355	во все	3	2
356	эти явления	2	2
357	из всех	4	2
358	что уже	2	2
359	образы в	2	2
360	поэтому они	2	2
361	время это	5	2
362	этого романа	2	2
363	в подлинном	2	2
364	образов но	2	2
365	по своей	4	2
366	он также	3	2
367	и у	2	2
368	одному из	2	2
369	и есть	5	2
370	его отношение	2	2
371	это и	4	2
372	почти до	3	2
373	как он	4	2
374	ни одной	2	2
375	это как	2	2
376	и за	3	2
377	в один	2	2
378	своего времени	5	2
379	то что	11	2
380	по своему	3	2
381	эти три	2	2
382	в прошлом	2	2
383	что все	2	2
384	людей с	2	2
385	одного из	3	2
386	при анализе	3	2
387	и такой	2	2
388	жизнь в	3	2
389	связь с	6	2
390	лежит на	2	2
391	и т.п	17	2
392	хотя он	3	2
393	между ними	4	2
394	же он	2	2
395	в основу	2	2
396	на них	3	2
397	в ее	5	2
398	мы видим	9	2
399	в историческом	2	2
400	и самый	2	2
401	них он	2	2
402	протяжении всего	2	2
403	что они	3	2
404	во всей	3	2
405	из самых	2	2
406	своего развития	2	2
407	на языке	2	2
408	пародия на	3	2
409	и свои	3	2
410	в xvii	7	2
411	да и	2	2
412	очень часто	2	2
413	но прежде	2	2
414	все то	2	2
415	из важнейших	2	2
416	до нас	8	2
417	меньше чем	3	2
418	то в	2	2
419	и что	2	2
420	можно было	3	2
421	мировоззрения и	3	2
422	и стиля	3	2
423	же в	2	2
424	перестает быть	2	2
425	он был	5	2
426	такой образ	2	2
427	в последнем	2	2
428	в области	5	2
429	и той	2	2
430	к одному	2	2
431	мира в	2	2
432	об этом	3	2
433	к образу	2	2
434	как о	2	2
435	у нас	4	2
436	без всякой	2	2
437	и со	2	2
438	существенное значение	2	2
439	в течение	3	2
440	но они	4	2
441	путем перевода	2	2
442	наших дней	5	2
443	франции в	3	2
444	как известно	3	2
445	культуры и	7	2
446	понимание и	2	2
447	не видят	3	2
448	вообще в	2	2
449	средние века	2	2
450	xvii века	4	2
451	из различных	2	2
452	что для	2	2
453	мы увидим	3	2
454	века в	3	2
455	в котором	3	2
456	из его	2	2
457	и глубоко	2	2
458	в своих	7	2
459	в мировой	4	2
460	и определенные	2	2
461	серьезности и	2	2
462	во франции	5	2
463	в начале	5	2
464	главным образом	3	2
465	момент в	2	2
466	и одновременно	3	2
467	смысле но	2	2
468	эти элементы	2	2
469	уже говорили	5	2
470	мировой литературе	4	2
471	и особенно	2	2
472	нового времени	2	2
473	них не	2	2
474	не к	2	2
475	в нашем	5	2
476	из древнейших	2	2
477	тона и	2	2
