N	2gram	Vygotskiy_	Dialekti
177	с этой	5	10
178	себе и	2	10
179	и для	5	10
180	что для	3	10
181	оно не	3	10
182	если же	2	10
183	в их	4	10
184	в частности	4	10
185	только потому	3	10
186	можно ли	2	10
187	мы видим	10	10
188	во всяком	2	10
189	то и	5	10
190	в результате	3	10
191	во всем	4	10
192	если мы	6	10
193	возможно только	4	10
194	только как	2	10
195	только о	3	10
196	точка зрения	2	9
197	и по	6	9
198	подобно тому	2	9
199	в этих	2	9
200	и более	2	9
201	в котором	6	9
202	тому как	2	9
203	той же	13	9
204	в одном	4	9
205	или иной	2	9
206	и от	6	9
207	была бы	3	9
208	тому что	14	9
209	же как	14	9
210	при этом	4	9
211	случае не	2	9
212	и он	4	9
213	то время	8	9
214	бы в	7	9
215	мы можем	7	9
216	на этом	4	9
217	и на	4	9
218	на самом	3	8
219	в отношении	9	8
220	и без	2	8
221	то как	3	8
222	в этой	7	8
223	только и	5	8
224	все время	3	8
225	у нас	3	8
226	и из	2	8
227	с одной	7	8
228	но все	2	8
229	что эта	7	8
230	даже в	2	8
231	в одной	6	8
232	один из	3	8
233	вещи и	2	8
234	вот почему	3	8
235	когда мы	2	8
236	что есть	2	8
237	нет и	4	8
238	в сфере	8	8
239	этом смысле	2	8
240	в разных	6	8
241	это мы	6	8
242	тем самым	14	7
243	что уже	2	7
244	что здесь	2	7
245	в конце	5	7
246	из этих	6	7
247	и при	2	7
248	а только	2	7
249	что этот	6	7
250	связи с	4	7
251	его с	3	7
252	тем что	14	7
253	все что	7	7
254	как она	6	7
255	мы и	5	7
256	без всякого	2	7
257	она должна	2	7
258	нуждается в	5	7
259	не знает	3	7
260	точно так	3	7
261	и больше	2	7
262	зависимости от	6	7
263	и их	7	7
264	как в	7	7
265	заключается в	14	7
266	даже если	2	7
267	но для	2	7
268	из которых	3	7
269	и ничего	2	7
270	он сам	2	7
271	как на	8	7
272	только одно	2	7
273	отношения к	5	7
274	но он	3	7
275	оказывается что	2	6
276	в другом	3	6
277	отношение к	8	6
278	на основании	2	6
279	с тем	8	6
280	они не	2	6
281	того чтобы	26	6
282	в зависимости	6	6
283	себя и	2	6
284	того и	2	6
285	никто не	2	6
286	одна из	2	6
287	для этого	4	6
288	в которой	16	6
289	по своей	12	6
290	идет речь	2	6
291	вообще не	6	6
292	она в	2	6
293	друг другу	5	6
294	в себя	4	6
295	но с	4	6
296	вместе с	19	6
297	его в	7	6
298	о чем	8	6
299	как таковое	2	6
300	мере в	2	6
301	по существу	2	6
302	по своему	11	6
303	одной стороны	7	6
304	этой точки	4	6
305	можно было	7	6
306	того как	6	6
307	показывает что	6	6
308	с их	2	6
309	во всех	9	6
310	стороны и	6	6
311	может существовать	2	6
312	для него	6	6
313	не с	3	6
314	ее в	11	6
315	мог бы	6	6
316	уже в	3	6
317	из того	7	5
318	но мы	5	5
319	с той	3	5
320	были бы	5	5
321	точку зрения	4	5
322	но так	2	5
323	гораздо более	4	5
324	что на	5	5
325	нельзя сказать	2	5
326	для нее	3	5
327	и во	5	5
328	если в	6	5
329	по сравнению	23	5
330	но даже	2	5
331	только к	4	5
332	не является	4	5
333	и наконец	4	5
334	сих пор	6	5
335	едва ли	5	5
336	мы всегда	3	5
337	например в	5	5
338	что у	4	5
339	сразу и	3	5
340	учения о	4	5
341	их в	2	5
342	в своих	2	5
343	когда он	2	5
344	от нее	3	5
345	из этого	4	5
346	сравнению с	21	5
347	на другую	3	5
348	я могу	2	5
349	не раз	2	5
350	а это	2	5
351	ведь это	2	5
352	в области	5	5
353	одной и	5	5
354	том смысле	2	5
355	и она	2	5
356	просто как	2	5
357	и другого	2	5
358	что с	7	5
359	в качестве	9	5
360	и той	5	5
361	к этому	2	5
362	к ней	2	5
363	обе стороны	2	5
364	в свете	9	5
365	и другое	4	5
366	одного и	3	5
367	что его	2	5
368	отношении к	4	5
369	в сферу	3	5
370	тому же	2	5
371	что по	2	5
372	зависит от	3	5
373	в понятии	5	5
374	в той	7	5
375	известно что	3	5
376	до сих	6	5
377	данном случае	5	4
378	и слова	6	4
379	в каждом	3	4
380	двух планов	3	4
381	следовательно не	2	4
382	из ее	3	4
383	у них	2	4
384	мы знаем	5	4
385	своей собственной	2	4
386	представить себе	5	4
387	здесь в	2	4
388	поэзии и	2	4
389	в состоянии	4	4
390	это же	2	4
391	в собственном	4	4
392	но совершенно	2	4
393	если оно	2	4
394	себе что	3	4
395	нас в	4	4
396	можно говорить	2	4
397	с другим	3	4
398	меру того	3	4
399	связанные с	3	4
400	не содержит	2	4
401	что их	2	4
402	том как	2	4
403	но именно	3	4
404	но эта	2	4
405	и вместе	2	4
406	почти всегда	3	4
407	по типу	2	4
408	что эти	3	4
409	и самые	2	4
410	необходимо чтобы	2	4
411	в этот	3	4
412	смысле что	3	4
413	в возможности	2	4
414	как они	2	4
415	этом отношении	7	4
416	из двух	3	4
417	у него	2	4
418	такой же	4	4
419	со всеми	2	4
420	не по	7	4
421	и является	5	4
422	и здесь	5	4
423	не можем	4	4
424	друг друга	9	4
425	в одинаковой	3	4
426	же самое	12	4
427	эти последние	2	4
428	представление о	8	4
429	и понимания	2	3
430	в первую	3	3
431	очевидно что	6	3
432	видим в	3	3
433	для нас	4	3
434	от его	2	3
435	могут не	4	3
436	самое что	3	3
437	но всегда	2	3
438	будет в	2	3
439	нас к	10	3
440	нами выше	2	3
441	а из	4	3
442	отличие от	4	3
443	всего в	2	3
444	самого начала	13	3
445	а с	3	3
446	одной из	4	3
447	идет о	3	3
448	вещей как	2	3
449	с самого	13	3
450	понятий и	11	3
451	что можно	2	3
452	и во-вторых	4	3
453	находим в	2	3
454	в первом	6	3
455	об одном	4	3
456	не могли	5	3
457	но то	2	3
458	говорит что	3	3
459	при таком	2	3
460	о своем	2	3
461	мысли и	13	3
462	по мере	10	3
463	исходит из	2	3
464	целый ряд	6	3
465	что как	2	3
466	лишь в	3	3
467	понятно что	3	3
468	в новую	2	3
469	изменения и	2	3
470	как известно	6	3
471	что всякое	2	3
472	человеческого сознания	2	3
473	в свою	3	3
474	форм и	5	3
475	в которых	3	3
476	бы все	2	3
477	является не	4	3
478	и делает	2	3
479	хотя это	2	3
480	момент в	3	3
481	тем же	8	3
482	о которых	3	3
483	для всех	2	3
484	здесь как	2	3
485	для себя	24	3
486	понятия и	5	3
487	в современной	2	3
488	от всякой	2	3
489	происходит в	2	3
490	только с	2	3
491	к этой	2	3
492	он с	2	3
493	не умеет	2	3
494	совсем не	2	3
495	к другому	5	3
496	содержится в	5	3
497	во время	2	3
498	во всей	3	3
499	себя но	2	3
500	на ней	2	3
501	в сознании	11	3
502	с другими	5	3
503	силу этого	2	3
504	и которые	3	3
505	от одного	3	3
506	в какой	6	3
507	знаем что	3	3
508	зрения самого	2	3
509	но на	3	3
510	ко всему	2	3
511	к самому	2	3
512	мы в	3	3
513	что было	2	3
514	не мог	2	3
515	в слове	11	3
516	однако не	2	3
517	между тем	2	3
518	имеем дело	2	3
519	что ему	3	2
520	совершенно в	2	2
521	природе и	2	2
522	она может	2	2
523	все те	2	2
524	этого мы	3	2
525	должно было	2	2
526	наряду с	2	2
527	как к	4	2
528	возникает вопрос	2	2
529	из тех	2	2
530	в новом	2	2
531	факт что	2	2
532	и других	5	2
533	к выводу	4	2
534	этом примере	2	2
535	свою очередь	3	2
536	как такового	2	2
537	друг от	3	2
538	представления о	2	2
539	то о	5	2
540	это значило	2	2
541	больше и	2	2
542	ничего нового	3	2
543	лучшем случае	3	2
544	на его	3	2
545	во втором	5	2
546	и заключается	3	2
547	не могла	2	2
548	тогда мы	2	2
549	в процессе	12	2
550	своей природе	8	2
551	развития и	4	2
552	исторического развития	3	2
553	является как	2	2
554	относится к	5	2
555	мы показали	2	2
556	выводу что	3	2
557	слово и	10	2
558	в чисто	2	2
559	в нашей	4	2
560	и структуру	2	2
561	у нее	5	2
562	и до	3	2
563	всегда в	2	2
564	наоборот в	2	2
565	и слово	4	2
566	собственном смысле	4	2
567	себе ничего	4	2
568	на деле	2	2
569	ее от	2	2
570	что понятие	2	2
571	слова и	10	2
572	которое и	2	2
573	находятся в	2	2
574	наконец в	3	2
575	нашего исследования	10	2
576	она является	2	2
577	прежде чем	3	2
578	на одной	2	2
579	это привело	2	2
580	от друга	3	2
581	этот закон	2	2
582	в такой	6	2
583	этот вопрос	2	2
584	еще в	3	2
585	целиком и	3	2
586	внимание на	4	2
587	эта связь	2	2
588	находится в	3	2
589	друг к	3	2
590	в других	2	2
591	в нашем	6	2
592	и состоит	3	2
593	по самому	2	2
594	чем в	5	2
595	этого вопроса	3	2
596	в каждой	4	2
597	которые в	5	2
598	случае в	4	2
599	и движение	2	2
600	как для	2	2
601	вопроса о	2	2
602	ясным и	2	2
603	общего и	3	2
604	обоих планов	2	2
605	которые мы	4	2
606	остановиться на	4	2
607	заключается только	2	2
608	для каждой	3	2
609	к которому	3	2
610	на каждой	11	2
611	мы могли	15	2
612	друга и	2	2
613	связано с	4	2
614	вывод что	2	2
615	показать что	8	2
616	его от	2	2
617	речь как	4	2
618	на котором	4	2
619	же самая	2	2
620	себе в	5	2
621	образом в	5	2
622	который мы	6	2
623	эти три	2	2
624	о структуре	3	2
625	никаких сомнений	2	2
626	на том	2	2
627	они и	2	2
628	с другом	6	2
629	функций и	2	2
630	всем его	2	2
631	в лучшем	3	2
632	по самой	6	2
633	одного из	2	2
634	в определенном	2	2
635	ближе к	2	2
636	этого термина	2	2
637	между ними	8	2
638	что отношения	2	2
639	и иначе	2	2
640	что отношение	3	2
641	убедиться что	2	2
642	с теми	2	2
643	там где	7	2
644	как два	2	2
645	своего развития	4	2
646	что каждая	2	2
647	имеет место	4	2
648	только по	5	2
649	значений и	3	2
650	как оно	2	2
651	в целом	7	2
652	мере не	2	2
653	мы нашли	9	2
654	в последнее	4	2
655	с ней	3	2
656	котором мы	2	2
657	в порядке	3	2
658	к другу	4	2
659	связана с	4	2
660	это делается	3	2
661	она конечно	2	2
662	содержат в	4	2
663	что то	4	2
664	его и	2	2
665	быть выражена	3	2
666	мысли в	12	2
667	этом вопросе	2	2
668	друг с	6	2
669	как эта	3	2
670	на этот	2	2
671	мы как	2	2
672	понятие и	2	2
673	раз в	4	2
674	чем мы	3	2
675	в мысли	7	2
676	он мог	2	2
677	выражения в	3	2
678	это одно	2	2
679	в наших	8	2
680	к его	3	2
681	в другой	4	2
682	ко всем	6	2
683	какие же	2	2
684	совпадает с	5	2
685	по природе	2	2
686	но также	3	2
687	не для	2	2
688	в любой	2	2
689	и собственно	2	2
690	в пользу	6	2
691	этих двух	4	2
692	последнее время	5	2
693	в системе	3	2
