N	2gram	Propp_Isto	Marksizm
240	они и	3	3
241	как это	5	3
242	они не	4	3
243	потому что	8	3
244	этот случай	15	3
245	так в	8	3
246	между собой	2	3
247	на них	2	3
248	одной и	2	3
249	вступить в	3	3
250	и др	4	3
251	мы видим	15	3
252	и по	6	3
253	не на	2	3
254	есть только	4	3
255	эти формы	2	3
256	и они	4	3
257	к которым	3	3
258	ли это	2	3
259	внутри этой	2	3
260	здесь не	6	3
261	но это	5	3
262	можно было	3	3
263	и этот	2	3
264	в этот	6	3
265	тем не	6	3
266	друг с	2	3
267	мы увидим	6	3
268	и той	2	3
269	человека в	2	3
270	должен был	5	3
271	его и	6	3
272	и о	2	3
273	но они	2	3
274	не с	2	3
275	на нее	4	3
276	в дальнейшем	8	3
277	со своими	2	3
278	с другом	2	3
279	со стороны	3	3
280	в русской	5	3
281	когда он	2	3
282	в другой	6	3
283	в которых	7	3
284	если он	2	3
285	однако не	2	3
286	к жизни	2	3
287	находится в	4	3
288	нам важно	3	3
289	что эта	2	3
290	что было	3	3
291	и есть	3	3
292	и только	6	3
293	не следует	2	3
294	этих двух	2	3
295	на все	2	3
296	того как	3	3
297	в нее	2	2
298	связь и	2	2
299	он должен	3	2
300	во все	4	2
301	указывает на	6	2
302	мы пока	2	2
303	вступает в	4	2
304	его на	6	2
305	так например	3	2
306	для нее	2	2
307	образом в	2	2
308	ни одной	3	2
309	после этого	2	2
310	в состоянии	2	2
311	иное как	6	2
312	должно было	2	2
313	мы рассмотрим	6	2
314	есть и	7	2
315	к более	2	2
316	он же	2	2
317	превращаются в	2	2
318	уже с	3	2
319	мы здесь	7	2
320	в современной	2	2
321	в частности	6	2
322	останавливаться на	2	2
323	и за	3	2
324	этой системы	2	2
325	но по	4	2
326	же мы	2	2
327	видели как	4	2
328	о нем	2	2
329	от них	5	2
330	же не	2	2
331	нее и	2	2
332	к этой	2	2
333	они могут	2	2
334	которую в	2	2
335	где они	2	2
336	и всей	2	2
337	пока не	3	2
338	мы это	2	2
339	не могла	3	2
340	между прочим	4	2
341	их с	2	2
342	теперь к	3	2
343	не то	2	2
344	но здесь	2	2
345	на его	5	2
346	для них	3	2
347	он делает	2	2
348	с переходом	4	2
349	в знак	2	2
350	же как	8	2
351	его не	3	2
352	случай когда	4	2
353	то не	2	2
354	никто не	2	2
355	формы с	2	2
356	принадлежит к	4	2
357	данном случае	6	2
358	что как	2	2
359	например в	3	2
360	можно только	3	2
361	всех этих	3	2
362	с целью	2	2
363	даже не	2	2
364	также в	2	2
365	не что	6	2
366	не просто	4	2
367	мы еще	3	2
368	во второй	2	2
369	превращается в	10	2
370	это делает	2	2
371	с этой	3	2
372	во время	8	2
373	и другие	6	2
374	эта форма	3	2
375	на смену	7	2
376	в чем	4	2
377	что его	2	2
378	себе и	2	2
379	бы что	2	2
380	на него	4	2
381	дело с	2	2
382	в жизни	3	2
383	является и	3	2
384	и так	3	2
385	во всем	3	2
386	вообще не	2	2
387	видели что	8	2
388	их в	6	2
389	не вполне	7	2
390	еще несколько	2	2
391	и если	3	2
392	так он	2	2
393	дочь в	2	2
394	нет еще	2	2
395	а именно	8	2
396	что мы	5	2
397	не совсем	5	2
398	друг другу	2	2
399	тому же	4	2
400	за него	3	2
401	ту же	2	2
402	но он	8	2
