N	2gram	Tiupa_Disk	Myshleni
359	имеем дело	3	6
360	в полном	2	5
361	своей собственной	3	5
362	и состоит	2	5
363	по аналогии	2	5
364	всей его	2	5
365	ближе к	2	5
366	ситуации и	2	5
367	в свое	3	5
368	в контексте	3	5
369	и другого	2	5
370	себя в	8	5
371	научного мышления	3	5
372	к ним	3	5
373	в противоположность	6	5
374	который не	2	5
375	ведет к	6	5
376	в памяти	2	5
377	сами по	2	5
378	в данной	3	5
379	заметить что	2	5
380	об одном	4	5
381	более того	2	5
382	аналогии с	2	5
383	того и	2	5
384	приходит в	2	5
385	в новом	2	5
386	что представляет	2	5
387	или на	3	5
388	человеческого сознания	3	5
389	в ряду	4	5
390	оказывается в	2	5
391	стадии развития	2	5
392	может служить	2	5
393	в значении	2	5
394	значительной степени	3	5
395	дело не	3	5
396	чем у	2	5
397	на протяжении	2	5
398	рассматривать как	2	5
399	свое время	3	5
400	в форме	2	5
401	а потом	2	4
402	просто как	2	4
403	так например	2	4
404	однако в	3	4
405	исходя из	3	4
406	из виду	4	4
407	или не	2	4
408	так сказать	3	4
409	к области	2	4
410	к той	4	4
411	означает не	2	4
412	строго говоря	3	4
413	зрения на	3	4
414	различные формы	2	4
415	собой как	2	4
416	в каждой	3	4
417	не подлежит	2	4
418	в одно	2	4
419	одновременно и	3	4
420	чего не	3	4
421	но при	3	4
422	хотя в	3	4
423	в любой	2	4
424	не к	3	4
425	не требует	3	4
426	в пределе	2	4
427	себя и	2	4
428	того или	3	4
429	однако и	2	4
430	к данному	3	4
431	как будто	3	4
432	самому себе	3	4
433	общения и	4	4
434	другого в	2	4
435	что делает	2	4
436	известной степени	3	4
437	ему в	3	4
438	жизни и	2	4
439	как их	2	4
440	и одновременно	3	4
441	влияния на	2	4
442	не было	9	4
443	нельзя не	2	4
444	к своему	2	3
445	о мире	2	3
446	интерес к	2	3
447	бы быть	3	3
448	этом в	2	3
449	которая и	2	3
450	гораздо менее	3	3
451	поведения в	3	3
452	в языке	2	3
453	до известной	2	3
454	каждый из	2	3
455	соответствии с	5	3
456	было сказано	2	3
457	говорит и	2	3
458	тогда как	28	3
459	это еще	2	3
460	а к	3	3
461	направленность на	2	3
462	как нечто	2	3
463	не приходится	2	3
464	общих чертах	2	3
465	что касается	2	3
466	но уже	3	3
467	и без	2	3
468	в книге	2	3
469	в соответствии	4	3
470	представляет себе	2	3
471	он мог	3	3
472	одном из	2	3
473	привело к	4	3
474	может и	4	3
475	что даже	2	3
476	за которым	2	3
477	по природе	6	3
478	и само	2	3
479	общения с	4	3
480	при отсутствии	2	3
481	указать на	3	3
482	далеко не	10	3
483	языка с	2	3
484	сводится к	7	3
485	в период	2	3
486	момент в	3	3
487	при котором	2	3
488	и фактической	2	3
489	своем значении	2	3
490	о нем	3	3
491	этого термина	2	3
492	живет в	3	3
493	да и	2	3
494	или иного	2	3
495	могла бы	2	3
496	для понимания	2	3
497	чужой речи	2	3
498	но также	2	3
499	он ни	2	3
500	сути дела	3	3
501	по своим	4	3
502	в большинстве	3	3
503	к их	2	3
504	же время	9	3
505	только о	2	3
506	мира и	3	3
507	в построении	2	2
508	большинстве случаев	2	2
509	стороны это	2	2
510	но здесь	2	2
511	мысли о	2	2
512	сомнение в	2	2
513	к такому	2	2
514	начало в	2	2
515	них в	2	2
516	бы это	2	2
517	должно было	2	2
518	себя с	2	2
519	силу своей	2	2
520	себе не	4	2
521	за его	2	2
522	частности в	2	2
523	ни к	11	2
524	в историческом	2	2
525	можно говорить	2	2
526	к числу	2	2
527	в лингвистике	3	2
528	области речевого	2	2
529	значении этого	4	2
530	вплоть до	2	2
531	более чем	3	2
532	по сути	6	2
533	не всегда	2	2
534	своим происхождением	2	2
535	не предполагает	4	2
536	особого рода	3	2
537	подход к	4	2
538	установку на	2	2
539	т.п но	4	2
540	рода в	2	2
541	вследствие этого	4	2
542	не следует	4	2
543	в мире	9	2
544	точкой зрения	2	2
545	личного опыта	2	2
546	тот или	2	2
547	однако это	3	2
548	что ни	3	2
549	они были	2	2
550	для своего	3	2
551	и мн	3	2
552	и вне	2	2
553	мн др	3	2
554	но зато	2	2
555	характер и	3	2
556	его как	3	2
557	если можно	2	2
558	мысль о	3	2
559	как не	3	2
560	ибо это	2	2
561	и предполагает	2	2
562	жизни сознания	2	2
563	в сторону	4	2
564	не более	3	2
565	к себе	2	2
566	в принципе	4	2
567	ни чисто	2	2
568	он всегда	2	2
569	и требует	2	2
570	они и	3	2
571	уже о	2	2
572	на себя	2	2
573	котором он	2	2
574	но она	3	2
575	необходимо чтобы	2	2
576	существенную роль	4	2
577	целое в	2	2
578	не нужно	2	2
579	в специальном	3	2
580	и собственно	2	2
581	обращение к	2	2
582	не обладает	2	2
583	личности в	3	2
584	и должно	2	2
585	в акте	3	2
586	время и	2	2
587	жизни а	2	2
588	и возможность	2	2
589	можно назвать	2	2
590	которое было	2	2
591	можно так	2	2
592	так выразиться	2	2
