N	2gram	Vygotskiy_	Stilisti
154	бы мы	3	3
155	нуждается в	3	3
156	в тех	2	3
157	и поэтому	3	3
158	об этом	3	3
159	и даже	11	3
160	этого слова	5	3
161	от того	6	3
162	и здесь	3	3
163	целый ряд	12	3
164	или иных	2	3
165	роль в	4	3
166	конце концов	6	3
167	в виду	6	3
168	та же	4	3
169	в том	55	3
170	в частности	6	3
171	у них	2	3
172	еще не	2	3
173	только на	7	3
174	вследствие этого	2	3
175	совершенно не	7	3
176	его и	4	3
177	может стать	3	3
178	как в	17	3
179	и вот	5	3
180	этих слов	2	3
181	по своему	2	3
182	не так	2	3
183	как предмет	2	3
184	и для	9	3
185	ни на	3	3
186	видели что	2	3
187	что у	8	3
188	что всякое	7	3
189	в котором	5	3
190	их в	4	3
191	заметить что	3	3
192	зрения на	2	3
193	ответ на	2	3
194	что оно	4	3
195	быть может	2	3
196	между ними	2	3
197	из которых	5	3
198	не будет	4	3
199	главным образом	3	3
200	но что	3	3
201	из них	4	3
202	для нас	5	3
203	представить себе	5	3
204	хотя и	3	3
205	несмотря на	8	3
206	жизни и	5	3
207	что и	27	3
208	в ее	7	3
209	мы в	3	3
210	и уже	2	3
211	все эти	7	3
212	конечно не	2	3
213	связи с	2	3
214	может показаться	2	3
215	что эти	3	3
216	между тем	6	3
217	в основе	13	3
218	что иное	2	2
219	до конца	9	2
220	в каком	3	2
221	в отношении	3	2
222	и вообще	3	2
223	вопрос о	3	2
224	все то	4	2
225	очевидно что	7	2
226	на эти	2	2
227	и потому	2	2
228	приходится иметь	4	2
229	как например	2	2
230	нам придется	2	2
231	которые в	3	2
232	с этим	7	2
233	для всех	5	2
234	переживания и	2	2
235	относится к	4	2
236	с другими	2	2
237	в нашей	4	2
238	на два	2	2
239	мы имеем	7	2
240	из этих	6	2
241	но как	4	2
242	человека и	3	2
243	бы и	5	2
244	но даже	4	2
245	времени и	2	2
246	должно быть	2	2
247	и нет	2	2
248	к этому	5	2
249	и больше	2	2
250	иное как	2	2
251	нашего сознания	3	2
252	должны были	2	2
253	мы найдем	2	2
254	отношение к	3	2
255	ли не	2	2
256	есть не	6	2
257	должен быть	2	2
258	и содержание	3	2
259	все больше	2	2
260	а на	4	2
261	же самой	3	2
262	тем что	7	2
263	не обладает	2	2
264	в языке	3	2
265	этом отношении	7	2
266	в их	4	2
267	том же	4	2
268	не всегда	2	2
269	этими словами	2	2
270	и при	3	2
271	в этих	6	2
272	что он	17	2
273	что то	2	2
274	и сам	3	2
275	нас не	2	2
276	должна была	3	2
277	себе и	2	2
278	к чему	2	2
279	сих пор	8	2
280	легче всего	6	2
281	его не	3	2
282	нашего исследования	4	2
283	в какой	6	2
284	при всем	3	2
285	же самая	2	2
286	подойти к	2	2
287	только тогда	8	2
288	увидим что	3	2
289	в жизни	5	2
290	на этот	2	2
291	только потому	2	2
292	но не	5	2
293	и этот	3	2
294	в него	4	2
295	нуждаются в	4	2
296	материал для	4	2
297	также и	2	2
298	к нему	3	2
299	тому же	4	2
300	но мы	3	2
301	видим что	5	2
302	гораздо более	2	2
303	он говорит	4	2
304	не сумеем	5	2
305	зависит от	2	2
306	в своих	12	2
307	еще более	2	2
308	одни и	3	2
309	ту же	6	2
310	не есть	4	2
311	этот вопрос	2	2
312	в которых	5	2
313	и те	5	2
314	однако в	2	2
315	представляет собой	2	2
316	и ту	2	2
317	о чем	2	2
318	как таковое	2	2
319	действительной жизни	3	2
320	не было	5	2
321	смысле этого	2	2
322	как не	2	2
323	и когда	5	2
324	больше и	2	2
325	но это	3	2
326	что вся	2	2
327	в своей	6	2
328	как нечто	3	2
329	и тогда	3	2
330	в нас	3	2
331	или в	2	2
332	в связи	3	2
333	был бы	6	2
334	не поймем	2	2
335	он не	8	2
336	и форма	2	2
337	значение и	3	2
338	с ним	2	2
339	тот же	8	2
340	вовсе не	7	2
341	тем и	2	2
342	ясно что	22	2
