N	2gram	Potebnia_M	formyVre
116	их в	2	9
117	оно не	4	9
118	отношения к	2	9
119	это не	10	8
120	для себя	4	8
121	и потому	7	8
122	к тому	5	8
123	все его	2	8
124	в целом	3	8
125	один из	2	8
126	что и	16	8
127	во всяком	9	8
128	и то	4	8
129	время как	2	8
130	но эти	4	8
131	и по	8	8
132	если бы	23	8
133	в этих	10	8
134	отношению к	13	8
135	с одной	7	8
136	в жизни	5	8
137	в мире	3	8
138	связанные с	3	8
139	рядом с	3	8
140	в некоторых	4	8
141	в виду	2	8
142	жизни но	2	8
143	для всех	6	7
144	в себе	22	7
145	не как	4	7
146	для других	2	7
147	том же	3	7
148	того что	15	7
149	место в	3	7
150	было бы	21	7
151	себя и	3	7
152	например в	4	7
153	имеет место	4	7
154	к этому	3	7
155	из этих	8	7
156	в которой	5	7
157	с ее	2	7
158	т д	6	7
159	не могло	3	7
160	к ним	3	7
161	еще более	2	7
162	нет ничего	2	7
163	то время	3	7
164	в себя	2	7
165	но он	3	7
166	все они	3	6
167	не могут	10	6
168	есть не	7	6
169	а как	3	6
170	друг от	3	6
171	с тем	9	6
172	одной стороны	6	6
173	мы видим	5	6
174	сказать что	5	6
175	в начале	2	6
176	за пределы	4	6
177	мы не	17	6
178	мы можем	10	6
179	мы находим	3	6
180	и самое	3	6
181	в сущности	2	6
182	только для	7	6
183	о том	6	6
184	именно в	2	6
185	все что	5	6
186	время и	2	6
187	в которых	2	6
188	от друга	3	6
189	бы ни	8	6
190	в таком	7	6
191	слова и	7	6
192	во все	2	5
193	следовательно и	2	5
194	стороны и	3	5
195	не имеют	7	5
196	и вообще	5	5
197	по своей	2	5
198	не без	2	5
199	он должен	2	5
200	только на	4	5
201	так что	23	5
202	ничем не	2	5
203	одно из	5	5
204	от этого	2	5
205	они не	5	5
206	с другими	3	5
207	тела и	2	5
208	что все	4	5
209	там где	8	5
210	не были	2	5
211	с ними	2	5
212	в ряду	6	5
213	не на	3	5
214	что они	6	5
215	тела в	2	5
216	в этой	3	5
217	и они	2	5
218	и от	5	5
219	хотя бы	4	5
220	в своей	3	5
221	тем что	15	5
222	с этой	3	5
223	или как	2	5
224	быть только	7	5
225	не имеет	9	5
226	далеко не	4	5
227	он может	2	5
228	в смысле	4	5
229	но на	3	5
230	в движение	2	5
231	ни были	3	5
232	и уже	6	5
233	или в	4	5
234	и только	6	5
235	той же	3	5
236	мы будем	3	5
237	так в	4	4
238	не для	2	4
239	из того	3	4
240	мы должны	4	4
241	его на	3	4
242	от него	8	4
243	в одной	2	4
244	по себе	24	4
245	по отношению	15	4
246	их к	2	4
247	в другом	3	4
248	которых мы	3	4
249	друг друга	6	4
250	и при	6	4
251	проявляется в	2	4
252	что он	5	4
253	и о	3	4
254	между этими	2	4
255	как он	5	4
256	в одно	5	4
257	о которых	5	4
258	на друга	2	4
259	в один	2	4
260	его от	2	4
261	свет и	5	4
262	в чем	6	4
263	что не	15	4
264	другой стороны	7	4
265	и совершенно	2	4
266	для них	2	4
267	языка и	20	4
268	на ней	4	4
269	тем более	2	4
270	и образ	2	4
271	только что	4	4
272	в последнем	2	4
273	явления в	2	4
274	находятся в	3	4
275	у нас	3	4
276	себе и	2	4
277	друг на	2	4
278	и более	3	4
279	человеческой природы	4	4
280	прежде чем	4	4
281	в своих	4	4
282	их и	2	4
283	как она	3	4
284	несмотря на	5	4
285	всяком случае	7	4
286	же что	2	4
287	друг другу	4	4
288	переходим к	2	4
289	во всем	5	4
290	в нашем	2	4
291	все в	2	4
292	они с	2	4
293	чем в	2	4
294	она еще	2	3
295	и развития	2	3
296	все более	3	3
297	вопрос о	5	3
298	и всегда	3	3
299	при виде	3	3
300	и которые	3	3
301	его к	3	3
302	но мы	3	3
303	жизни все	2	3
304	прикосновения к	2	3
305	том как	6	3
306	есть только	16	3
307	а на	2	3
308	ни с	2	3
309	от прикосновения	2	3
310	связи между	2	3
311	поэтому оно	2	3
312	в другую	2	3
313	самого начала	5	3
314	тому что	4	3
315	она не	3	3
316	но оно	3	3
317	не могла	2	3
318	в более	4	3
319	что на	9	3
320	но это	7	3
321	не столько	3	3
322	на этом	3	3
323	под влиянием	10	3
324	с самого	5	3
325	в человеческой	3	3
326	одна из	4	3
327	но она	3	3
328	все то	2	3
329	с которыми	3	3
330	не могли	2	3
331	бы в	6	3
332	различия в	3	3
333	но при	3	3
334	дело в	3	3
335	это было	3	3
336	к ней	3	3
337	из нее	2	3
338	по мере	10	3
339	в таких	2	3
340	мы увидим	3	3
341	и весь	3	3
342	бы не	11	3
343	нет но	4	3
344	как на	5	3
345	в течение	2	3
346	которой мы	3	3
347	но только	2	3
348	нас в	2	3
349	что есть	3	3
350	сами по	8	3
351	явлений и	3	3
352	все ее	2	3
353	их не	2	3
354	если мы	5	3
355	в свою	8	3
356	связь с	2	3
357	если не	5	3
358	главным образом	4	3
359	что мы	11	3
360	внимание на	3	3
361	находится в	2	3
362	к другому	2	3
363	мы в	2	3
364	человек не	2	3
365	и есть	4	3
366	в слове	21	3
367	с такою	2	3
368	ни был	2	3
369	не мог	3	3
370	тем же	4	3
371	в каком	7	2
372	начиная с	2	2
373	или даже	3	2
374	в полном	2	2
375	в человеке	14	2
376	и поэтому	2	2
377	если в	3	2
378	в каждом	6	2
379	виду что	2	2
380	и притом	6	2
381	в пути	2	2
382	свою очередь	8	2
383	между прочим	5	2
384	язык в	8	2
385	должен быть	2	2
386	столько же	4	2
387	после этого	2	2
388	одном из	3	2
389	чего не	3	2
390	не зная	3	2
391	общей жизни	3	2
392	существует только	2	2
393	самом деле	2	2
394	слова но	4	2
395	друга и	2	2
396	природа и	2	2
397	утверждает что	3	2
398	и вместе	5	2
399	его не	3	2
400	что даже	2	2
401	образом в	5	2
402	от них	2	2
403	человека не	2	2
404	в стороне	5	2
405	в обществе	3	2
406	к нему	2	2
407	а только	8	2
408	могло бы	4	2
409	была бы	3	2
410	имеют в	2	2
411	и непосредственно	2	2
412	во втором	6	2
413	природы в	2	2
414	для создания	2	2
415	слова то	2	2
416	внутренняя форма	2	2
417	но как	4	2
418	видит в	2	2
419	по этому	2	2
420	с нею	6	2
421	жизнь природы	3	2
422	переходит в	2	2
423	слагаются в	3	2
424	о его	2	2
425	и дух	4	2
426	связь между	2	2
427	притом не	5	2
428	быть названы	3	2
429	до того	2	2
430	из одного	3	2
431	никто не	3	2
432	на другой	2	2
433	этого слова	5	2
434	как для	2	2
435	должны быть	11	2
436	только один	3	2
437	вопрос об	3	2
438	мы видели	5	2
439	или не	3	2
440	душе и	3	2
441	когда мы	4	2
442	перестает быть	3	2
443	то в	6	2
444	то и	15	2
445	более и	2	2
446	его с	3	2
447	то он	2	2
448	как оно	2	2
449	и тогда	2	2
450	бытия и	3	2
451	но дело	2	2
452	хотя в	3	2
453	животных и	2	2
454	словом и	2	2
455	о котором	4	2
456	которое мы	5	2
457	бы при	3	2
458	важную роль	2	2
459	которые могут	5	2
460	и может	5	2
461	от их	4	2
462	себе не	3	2
463	где он	2	2
464	для нас	29	2
465	нами в	2	2
466	между собою	10	2
467	этот мир	2	2
468	по степени	2	2
469	но если	4	2
470	человек может	2	2
471	которые мы	7	2
472	должна быть	4	2
473	не можем	5	2
474	и должно	2	2
475	ни для	2	2
476	должны были	2	2
477	но уже	2	2
478	и миром	2	2
479	про себя	2	2
480	что у	2	2
481	эти формы	2	2
482	образом и	2	2
483	этот вопрос	2	2
484	из себя	6	2
485	там же	9	2
486	очень важную	2	2
487	мы говорим	3	2
488	в одних	2	2
489	не существует	2	2
490	тогда когда	15	2
491	языка к	2	2
492	между людьми	2	2
493	в человеческом	3	2
494	от нее	6	2
495	выражается в	2	2
496	и том	3	2
497	служит для	2	2
498	в разные	2	2
499	что во	4	2
500	не совсем	3	2
501	пространство и	2	2
502	в языке	36	2
503	только о	2	2
504	если же	5	2
505	них не	3	2
506	что имеет	2	2
507	и сами	3	2
