N	2gram	Tiupa_Disk	Hudozhes
229	художественного целого	3	3
230	с одной	12	3
231	перед лицом	2	3
232	текста в	2	3
233	известной степени	3	3
234	я героя	2	3
235	имеет место	4	3
236	и состоит	2	3
237	никогда не	3	2
238	о том	12	2
239	одной из	4	2
240	рассказ о	3	2
241	для понимания	2	2
242	анекдот не	2	2
243	в литературе	2	2
244	жизни но	2	2
245	биографического дискурса	5	2
246	как в	16	2
247	чтобы не	2	2
248	с.с аверинцева	5	2
249	жанровая форма	5	2
250	в дискурсе	2	2
251	и др	3	2
252	между которыми	2	2
253	всей своей	2	2
254	одно из	4	2
255	не от	2	2
256	субъекта жизни	2	2
257	и это	3	2
258	могла бы	2	2
259	и потому	3	2
260	а.н веселовского	3	2
261	значительной степени	3	2
262	таковы например	2	2
263	коммуникативное событие	8	2
264	высказывания и	3	2
265	мира с	2	2
266	речевой деятельности	2	2
267	идет о	2	2
268	вследствие этого	4	2
269	слова не	3	2
270	столь же	6	2
271	в чем	2	2
272	или в	2	2
273	строго говоря	3	2
274	именно в	5	2
275	жизни в	4	2
276	но как	2	2
277	все эти	2	2
278	в анекдоте	4	2
279	повесть о	2	2
280	или притчи	3	2
281	всех подобных	2	2
282	времени в	3	2
283	не всегда	2	2
284	коммуникативной природе	2	2
285	мира и	3	2
286	времени и	5	2
287	оно не	2	2
288	с их	3	2
289	за пределы	2	2
290	быть и	2	2
291	высказывания не	2	2
292	известного рода	5	2
293	до известной	2	2
294	совпадает с	4	2
295	частной жизни	4	2
296	дело не	3	2
297	не как	5	2
298	но она	3	2
299	ни столь	2	2
300	во мне	4	2
301	отличается от	3	2
302	об этом	3	2
303	этого термина	2	2
304	может служить	2	2
305	форма авторства	5	2
306	свою очередь	3	2
307	писал бахтин	5	2
308	и по	2	2
309	между собой	2	2
310	всякий раз	2	2
311	или субъектом	2	2
312	отнюдь не	11	2
313	один из	3	2
314	в них	6	2
315	ситуации рассказывания	5	2
316	по себе	3	2
317	сказания это	2	2
318	в сказании	6	2
319	речь идет	2	2
320	не могло	2	2
321	и возможность	2	2
322	такая возможность	2	2
323	ведет к	6	2
324	или анекдота	3	2
325	по бахтину	4	2
326	роль в	10	2
327	коммуникативным событием	4	2
328	и весьма	2	2
329	индивидуального речевого	2	2
330	на этом	3	2
331	в основании	3	2
332	речевого замысла	2	2
333	это и	2	2
334	равной степени	2	2
335	русской литературе	2	2
336	слова и	2	2
337	события в	3	2
338	мира в	6	2
339	возможность иного	3	2
340	все это	2	2
341	к другому	3	2
342	адресата в	5	2
343	в сторону	4	2
344	своей природе	3	2
345	числе и	3	2
346	что и	5	2
347	всей его	2	2
348	в значительной	3	2
349	стороны адресата	2	2
350	эстетической деятельности	3	2
351	в году	3	2
352	ни одно	2	2
353	лично для	2	2
354	в равной	3	2
355	в одно	2	2
356	одним из	2	2
357	и может	3	2
358	и читателем	2	2
359	к своему	2	2
360	или напротив	3	2
361	только о	2	2
362	мире и	2	2
363	по мысли	9	2
364	текста не	2	2
365	нового времени	2	2
366	в формах	2	2
367	в случае	2	2
368	самом деле	2	2
369	художественное целое	2	2
370	этического выбора	3	2
371	к сообщаемому	2	2
372	в нашем	2	2
373	в этой	5	2
374	этом мире	2	2
375	ни к	11	2
376	коммуникативную стратегию	3	2
377	жанровой традиции	2	2
378	в организации	2	2
379	а с	8	2
380	из виду	4	2
381	жизни а	2	2
382	м.м бахтин	2	2
383	хоровое слово	2	2
384	для обозначения	4	2
385	при котором	2	2
386	в какой	2	2
387	ни для	4	2
388	заключается в	3	2
389	имеем дело	3	2
390	основе своей	4	2
391	с читателем	3	2
392	с человеком	3	2
393	не с	4	2
394	при всей	9	2
