N	2gram	Losev_Dial	Narrotol
335	что же	12	2
336	мере в	3	2
337	тем или	3	2
338	когда она	4	2
339	можно назвать	3	2
340	и во	3	2
341	повествование о	2	2
342	было в	2	2
343	в сущности	10	2
344	личности в	9	2
345	никто не	4	2
346	но о	4	2
347	вовсе не	18	2
348	жизни с	2	2
349	не объясняет	2	2
350	не зависит	3	2
351	одно и	6	2
352	себя но	2	2
353	и вообще	7	2
354	и мы	6	2
355	тут же	3	2
356	первые две	2	2
357	говорил о	2	2
358	другой стороны	4	2
359	сознания и	5	2
360	бытия и	5	2
361	нас в	3	2
362	должно быть	7	2
363	его как	6	2
364	бы в	5	2
365	который не	2	2
366	в этот	3	2
367	личностного бытия	4	2
368	мы можем	3	2
369	целый ряд	3	2
370	и личность	2	2
371	субъекта и	5	2
372	и ничего	5	2
373	на первый	4	2
374	же она	3	2
375	превращается в	6	2
376	все это	13	2
377	тем что	5	2
378	та же	5	2
379	не есть	95	2
380	в особенности	9	2
381	и наконец	2	2
382	как о	6	2
383	и есть	24	2
384	себе не	3	2
385	что иное	6	2
386	смысл и	2	2
387	в течение	4	2
388	бытия то	2	2
389	быть только	2	2
390	во всех	2	2
391	должна быть	11	2
392	сами по	3	2
393	есть в	4	2
394	ни с	4	2
395	и является	2	2
396	всей его	2	2
397	с другим	2	2
398	которое не	2	2
399	мир и	6	2
400	он может	2	2
401	когда он	3	2
402	или иначе	2	2
403	не являясь	2	2
404	того кто	4	2
405	у меня	2	2
406	как все	3	2
407	из которых	4	2
408	таком случае	11	2
409	иное как	6	2
410	раз и	3	2
411	к другому	2	2
412	о личности	5	2
413	из другого	2	2
414	это и	12	2
415	и делает	2	2
416	как только	5	2
417	ни от	6	2
418	если же	8	2
419	однако не	2	2
420	и всякий	4	2
421	мы и	4	2
422	и сами	2	2
423	не можем	3	2
424	ясно что	16	2
