N	2gram	Vinokur_St	Psycholo
585	о них	3	3
586	еще в	3	3
587	эпохи в	3	3
588	о которой	3	3
589	но с	7	3
590	меня в	2	3
591	все в	2	3
592	то обстоятельство	3	3
593	на который	2	3
594	русской поэзии	2	3
595	и об	7	3
596	вопроса о	3	3
597	такого рода	2	3
598	даже не	5	3
599	трагедию в	4	3
600	обратить внимание	4	3
601	как известно	2	3
602	места в	3	3
603	убедиться в	2	3
604	и такие	2	3
605	во времена	4	3
606	мере в	3	3
607	что нет	2	3
608	чем у	2	3
609	могло быть	3	3
610	быть в	2	3
611	в прямом	2	3
612	действительно не	3	3
613	на них	2	3
614	тем более	4	3
615	было в	2	3
616	и я	5	3
617	прямом смысле	2	3
618	случае не	3	3
619	этом случае	3	3
620	и можно	2	3
621	в которую	2	3
622	в сцене	7	3
623	а к	2	3
624	не трудно	4	3
625	хотя в	2	3
626	бы ни	3	3
627	перед собой	2	3
628	смысле что	2	3
629	не столько	6	3
630	отношению к	3	3
631	не могло	4	3
632	против того	2	3
633	без всякой	3	3
634	или иначе	3	3
635	повод для	2	3
636	быть и	2	3
637	это время	3	3
638	их и	2	3
639	в каком-то	2	3
640	что оба	2	3
641	и который	3	3
642	то ни	2	3
643	имеем дело	2	3
644	целого ряда	2	3
645	же и	4	3
646	нельзя не	3	3
647	в форме	2	3
648	чем он	3	3
649	материала для	3	2
650	от его	2	2
651	очень мало	4	2
652	хотелось бы	2	2
653	пушкин говорит	3	2
654	о трагедии	2	2
655	это явление	2	2
656	ему не	3	2
657	должно было	5	2
658	совершенно неправильно	2	2
659	с историей	2	2
660	не хочет	2	2
661	на эти	7	2
662	или с	2	2
663	но именно	3	2
664	не надо	2	2
665	п в	4	2
666	относятся к	3	2
667	задний план	3	2
668	сомневаться в	3	2
669	в деле	3	2
670	не являются	3	2
671	ведь и	3	2
672	ли в	3	2
673	это положение	2	2
674	лежащий в	2	2
675	другое дело	3	2
676	только у	2	2
677	с того	2	2
678	а если	2	2
679	во втором	5	2
680	представляет собою	3	2
681	всякого сомнения	2	2
682	только тем	2	2
683	для них	2	2
684	отметить что	4	2
685	тем или	3	2
686	до того	4	2
687	следовало бы	2	2
688	на чем	2	2
689	и была	2	2
690	во многих	3	2
691	я уже	3	2
692	не знаю	2	2
693	только к	2	2
694	трагедия не	2	2
695	вне всякого	2	2
696	в значительной	2	2
697	таком виде	2	2
698	д и	2	2
699	будто на	2	2
700	чем не	2	2
701	в письме	5	2
702	по крайней	2	2
703	свидетельствуют о	2	2
704	то место	2	2
705	самого же	2	2
706	вообще не	5	2
707	на которой	2	2
708	которая была	3	2
709	в предисловии	3	2
710	и ему	2	2
711	это был	3	2
712	это объясняется	2	2
713	многих случаях	2	2
714	его собственной	3	2
715	а иногда	2	2
716	крайней мере	2	2
717	не раз	2	2
718	с нашей	2	2
719	для установления	3	2
720	по своей	2	2
721	давно уже	3	2
722	этой работы	2	2
723	не всегда	2	2
724	в свое	3	2
725	истории литературы	2	2
726	нужно было	2	2
727	в пользу	5	2
728	всего что	2	2
729	виде не	2	2
730	даже и	2	2
731	наконец в	2	2
732	тему о	2	2
733	на которое	2	2
734	и всей	2	2
735	но столь	2	2
736	не приходится	5	2
737	приводит в	2	2
738	научного изучения	4	2
739	в литературном	3	2
740	это слово	6	2
741	на совершенно	3	2
742	место из	2	2
743	в россии	7	2
744	к шекспиру	2	2
745	рядом других	2	2
746	искать не	2	2
747	в начале	5	2
748	евгений онегин	3	2
749	статьи в	8	2
750	виде в	2	2
751	как о	2	2
752	это просто	3	2
753	позволяет себе	2	2
754	о мире	2	2
755	когда речь	2	2
756	нас сейчас	2	2
757	свою трагедию	11	2
758	ни для	2	2
759	или иным	3	2
760	тут не	3	2
761	допустим что	2	2
762	свое мнение	2	2
763	более чем	3	2
764	что было	3	2
765	так или	3	2
766	кто знает	2	2
767	предисловии к	2	2
768	не оставляет	2	2
769	первой части	2	2
