N	2gram	Bakhtin_Fr	Mirosoze
322	этот мотив	2	2
323	хотя он	2	2
324	между ними	4	2
325	не столько	5	2
326	во франции	6	2
327	от мира	2	2
328	с которой	2	2
329	же не	2	2
330	образа и	2	2
331	их было	2	2
332	и вечно	3	2
333	разных местах	2	2
334	жизни она	2	2
335	о своей	2	2
336	связи с	7	2
337	связаны с	8	2
338	в сущности	13	2
339	и ее	2	2
340	во время	15	2
341	делает его	2	2
342	и они	2	2
343	правда в	3	2
344	их в	2	2
345	относится к	3	2
346	ни того	2	2
347	ее как	2	2
348	бы он	2	2
349	то в	3	2
350	происходит в	3	2
351	противоречии с	2	2
352	его как	4	2
353	в необходимости	3	2
354	у нее	3	2
355	это было	4	2
356	к самым	2	2
357	этом отношении	7	2
358	которая не	2	2
359	целый ряд	2	2
360	свои границы	2	2
361	и мысли	2	2
362	подобно тому	2	2
363	только для	4	2
364	кто не	3	2
365	за его	2	2
366	и о	8	2
367	но они	6	2
368	о мире	2	2
369	в пределе	6	2
370	человека с	5	2
371	а за	2	2
372	вообще не	3	2
373	с другой	3	2
374	во втором	3	2
375	характерно для	3	2
376	он и	6	2
377	ко всему	3	2
378	выйти из	3	2
379	нем не	4	2
380	что эта	3	2
381	но эта	3	2
382	исторического процесса	2	2
