N	2gram	Bakhtin_Pr	Tvorches
341	у нас	2	3
342	со всеми	8	3
343	человека к	3	3
344	на протяжении	5	3
345	живет в	3	3
346	в жизни	14	3
347	нет и	3	3
348	но уже	2	3
349	отличен от	2	3
350	в себя	8	3
351	и время	5	3
352	человеческих отношений	2	3
353	жизни не	2	3
354	образом и	3	3
355	и если	4	3
356	и к	13	3
357	достоевского мы	5	3
358	но на	2	3
359	на этом	4	3
360	он и	2	3
361	не боится	2	3
362	по себе	3	3
363	несмотря на	3	3
364	жизни и	13	3
365	вряд ли	2	3
366	сон смешного	7	3
367	в направлении	2	3
368	и что	3	3
369	во всяком	2	3
370	нет ни	2	3
371	и особенно	3	3
372	жизнь на	2	3
373	или в	7	3
374	с высоты	3	3
375	смеха в	2	3
376	тому же	3	3
377	в одном	4	3
378	на площади	7	3
379	площади и	2	2
380	от автора	2	2
381	все более	2	2
382	в отношении	3	2
383	к одному	2	2
384	и притом	2	2
385	во все	5	2
386	не могут	4	2
387	слова не	2	2
388	говорили что	2	2
389	но как	2	2
390	о чем	2	2
391	ее носителя	2	2
392	со смертью	3	2
393	это очень	5	2
394	в тех	2	2
395	еще раз	6	2
396	к античной	2	2
397	и поэтому	2	2
398	эти два	3	2
399	авантюрный сюжет	9	2
400	этого романа	3	2
401	у шекспира	2	2
402	по своей	12	2
403	ведь это	2	2
404	авантюрного романа	3	2
405	а как	4	2
406	его произведений	3	2
407	и всегда	2	2
408	всякого рода	3	2
409	в формах	2	2
410	xviii века	3	2
411	а во	3	2
412	здесь нет	2	2
413	знает что	2	2
414	в сне	9	2
415	образом в	2	2
416	о нем	2	2
417	для этой	2	2
418	она не	4	2
419	не могу	3	2
420	он в	2	2
421	тоже не	2	2
422	того же	5	2
423	мы наблюдаем	4	2
424	жизнь в	4	2
425	произведений достоевского	8	2
426	европейской литературе	3	2
427	и без	4	2
428	в сюжете	3	2
429	то это	4	2
430	весь роман	2	2
431	же он	2	2
432	через пространство	3	2
433	для них	2	2
434	его творчестве	4	2
435	вариация сна	2	2
436	людей в	2	2
437	с чертом	2	2
438	для ее	3	2
439	темы и	4	2
440	числе и	13	2
441	при изображении	2	2
442	было бы	6	2
443	одновременно и	5	2
444	в сущности	15	2
445	в связи	2	2
446	в двух	3	2
447	значение в	4	2
448	рядом с	2	2
449	пиковая дама	2	2
450	мы слышим	4	2
451	в литературу	5	2
452	к достоевскому	4	2
453	к миру	2	2
454	здесь мы	3	2
455	люди на	3	2
456	кажется что	3	2
457	отношений между	2	2
458	и вообще	3	2
459	это еще	2	2
460	но она	3	2
461	сне смешного	6	2
462	всех этих	2	2
463	не могли	2	2
464	он как	2	2
465	этой сцены	3	2
466	в эпоху	12	2
467	но при	2	2
468	с другими	6	2
469	вот что	2	2
470	мышкина и	2	2
471	в гробу	2	2
472	во всех	15	2
473	тон рассказа	3	2
474	с самим	7	2
475	а главное	3	2
476	по мере	3	2
477	тем не	2	2
478	но этот	2	2
479	событий и	2	2
480	в беседе	2	2
481	все позволено	2	2
482	что идея	2	2
483	линии развития	4	2
484	но ведь	3	2
485	этой области	2	2
486	в результате	2	2
487	и о	3	2
488	указывает на	2	2
489	отношении к	2	2
490	причем в	2	2
491	в жизнь	2	2
492	наконец в	3	2
493	жизнь и	3	2
494	человека с	3	2
495	от всех	2	2
496	отчасти и	4	2
497	ни в	4	2
498	и здесь	4	2
499	их в	3	2
500	а между	3	2
501	человек в	2	2
502	мировой литературы	3	2
503	в произведении	3	2
504	к его	2	2
505	в эту	3	2
506	но для	2	2
507	этом романе	2	2
508	жизни а	2	2
509	пиковой дамы	3	2
510	с их	3	2
511	мы все	2	2
512	уже говорили	3	2
513	и уже	2	2
514	представлений о	2	2
515	том числе	15	2
516	человек и	2	2
517	как его	2	2
518	если же	5	2
519	не к	3	2
520	кризисная вариация	2	2
521	как раз	6	2
522	не дает	3	2
523	мы уже	9	2
524	два месяца	2	2
525	впервые появляется	2	2
