N	2gram	Propp_Isto	Problemy
288	мы и	3	4
289	данном случае	2	3
290	или другого	3	3
291	и выходит	2	3
292	только у	2	3
293	как человек	3	3
294	в голове	2	3
295	о чем	6	3
296	человека и	2	3
297	на которой	4	3
298	этого не	2	3
299	в основном	5	3
300	например у	2	3
301	же он	2	3
302	мы знаем	12	3
303	что даже	2	3
304	увидим что	3	3
305	что этот	5	3
306	так в	5	3
307	здесь же	2	3
308	того чтобы	3	3
309	а затем	7	3
310	и герой	2	3
311	между двумя	7	3
312	и по	3	3
313	же в	3	3
314	е в	6	3
315	можно сказать	2	3
316	этом случае	13	3
317	должны быть	2	3
318	еще один	3	3
319	обращается к	2	3
320	в других	4	3
321	ее в	8	3
322	того как	8	3
323	мы видим	12	3
324	очень часто	4	3
325	и вообще	3	3
326	и мы	3	3
327	одной из	3	3
328	в данном	3	3
329	из этих	5	3
330	на одном	2	3
331	то время	3	3
332	мог бы	2	3
333	и происходит	2	3
334	и уже	2	3
335	и при	3	3
336	она в	2	3
337	мы здесь	4	3
338	и есть	3	3
339	себе что	2	3
340	что его	4	3
341	мы можем	6	3
342	он является	2	3
343	на нее	3	3
344	связан с	7	3
345	есть в	2	3
346	но уже	5	3
347	со своими	3	3
348	им в	2	3
349	человек в	2	3
350	все еще	6	3
351	нет здесь	2	3
352	которой он	2	3
353	говорит о	4	3
354	уже после	2	3
355	в таком	2	3
356	именно на	2	3
357	в различных	3	3
358	будто бы	2	3
359	ту же	2	3
360	сам в	2	3
361	не дает	2	3
362	еще и	2	2
363	в книге	3	2
364	он бросает	2	2
365	и заставляет	2	2
366	также не	2	2
367	тех которые	2	2
368	бросает в	2	2
369	к этим	3	2
370	его на	5	2
371	она имеет	2	2
372	одну из	5	2
373	об одном	2	2
374	не потому	5	2
375	этой точки	2	2
376	вид что	3	2
377	без всяких	4	2
378	к этому	5	2
379	должны были	3	2
380	но есть	4	2
381	или же	6	2
382	социальной жизни	3	2
383	должен быть	2	2
384	и других	5	2
385	не всегда	9	2
386	в другое	2	2
387	здесь как	3	2
388	когда уже	2	2
389	тогда когда	3	2
390	по которому	3	2
391	в образе	16	2
392	себе в	3	2
393	одно из	3	2
394	над ним	4	2
395	в особенности	6	2
396	такого же	2	2
397	входящий в	2	2
398	от этого	6	2
399	нем и	3	2
400	здесь он	2	2
401	это уже	2	2
402	на том	5	2
403	и там	3	2
404	для чего	2	2
405	такое же	3	2
406	же как	12	2
407	когда она	2	2
408	же она	2	2
409	образом в	3	2
410	этих случаях	10	2
411	он живет	3	2
412	к его	2	2
413	можно найти	4	2
414	на ней	2	2
415	ли это	2	2
416	ее на	2	2
417	но даже	2	2
418	с ней	2	2
419	в этот	2	2
420	целый ряд	4	2
421	одна и	2	2
422	что здесь	9	2
423	известно что	3	2
424	из нее	2	2
425	что герой	3	2
426	героем и	2	2
427	и быть	2	2
428	в качестве	13	2
429	для того	3	2
430	в истории	7	2
431	имеется и	3	2
432	и другие	5	2
433	а именно	8	2
434	для нас	6	2
435	силы и	2	2
436	к ней	2	2
437	она и	2	2
438	не могло	2	2
439	с одной	7	2
440	на пути	2	2
441	после того	4	2
442	не имеет	4	2
443	и они	5	2
444	чтобы она	2	2
445	в свою	3	2
446	найти в	2	2
447	на первом	2	2
448	и она	3	2
449	роль в	3	2
450	важно не	2	2
451	здесь и	2	2
452	из этого	3	2
453	из него	3	2
454	них не	2	2
455	но оно	3	2
456	меня в	4	2
457	что касается	2	2
458	здесь еще	5	2
459	героя он	2	2
