N	2gram	Losev_Vesc	Stilisti
255	нас не	2	2
256	и ни	3	2
257	понимания и	3	2
258	ни к	3	2
259	теперь же	2	2
260	себе и	2	2
261	к чему	2	2
262	быть понято	2	2
263	нужно было	3	2
264	при всем	2	2
265	себе в	5	2
266	ведь и	6	2
267	который мы	4	2
268	и кроме	3	2
269	только тогда	4	2
270	и сознания	2	2
271	понимание и	3	2
272	в жизни	5	2
273	но не	9	2
274	и этот	2	2
275	также и	9	2
276	к нему	3	2
277	видим что	2	2
278	гораздо более	2	2
279	он говорит	2	2
280	это выражение	2	2
281	равно как	4	2
282	не из	2	2
283	в своих	3	2
284	еще более	4	2
285	с собой	2	2
286	внутри себя	3	2
287	даже и	5	2
288	ту же	2	2
289	не есть	79	2
290	от чего	3	2
291	этот вопрос	6	2
292	о них	4	2
293	однако в	3	2
294	между собой	2	2
295	какой-то смысл	2	2
296	общение в	4	2
297	о чем	2	2
298	общение и	3	2
299	не было	4	2
300	как не	2	2
301	и когда	5	2
302	здесь не	2	2
303	но это	14	2
304	в своей	6	2
305	как нечто	3	2
306	и тогда	7	2
307	существует и	2	2
308	или в	3	2
309	он не	4	2
310	с ним	8	2
311	мы говорили	2	2
312	тот же	4	2
313	для всякого	6	2
314	вовсе не	11	2
315	форме и	2	2
316	как с	7	2
317	ясно что	10	2
