N	2gram	Propp_Isto	slovoVRo
232	именно на	2	4
233	отношения к	2	4
234	в себя	2	4
235	его но	3	4
236	по существу	7	4
237	на первый	2	4
238	как раз	2	4
239	в системе	2	4
240	в нее	2	3
241	нисколько не	3	3
242	но она	2	3
243	как это	6	3
244	в такой	2	3
245	в разных	2	3
246	на котором	5	3
247	со всех	4	3
248	в свете	4	3
249	только с	4	3
250	в более	2	3
251	и социальной	3	3
252	без другого	2	3
253	между собой	4	3
254	не выходит	2	3
255	было бы	11	3
256	а иногда	2	3
257	связи и	3	3
258	и они	5	3
259	и то	3	3
260	к этому	2	3
261	из этих	2	3
262	как оно	3	3
263	от этого	2	3
264	не все	5	3
265	дело в	3	3
266	должно быть	2	3
267	это было	2	3
268	борьбы с	2	3
269	на него	7	3
270	но уже	3	3
271	тем что	7	3
272	в связи	7	3
273	и другие	7	3
274	такой же	2	3
275	нас в	2	3
276	или на	7	3
277	материала и	2	3
278	не есть	2	3
279	в этой	9	3
280	потому что	12	3
281	если мы	4	3
282	и это	2	3
283	в эту	3	3
284	не знаем	3	3
285	с одним	4	3
286	в стороне	4	3
287	в форме	3	3
288	связана с	7	3
289	и тем	2	3
290	чем в	2	3
291	на самом	3	2
292	в таких	4	2
293	из всех	2	2
294	но мы	2	2
295	есть только	3	2
296	к себе	2	2
297	по своей	2	2
298	и есть	5	2
299	есть не	2	2
300	на пути	2	2
301	и эти	4	2
302	как он	5	2
303	ни одной	2	2
304	у них	2	2
305	так что	9	2
306	но по	3	2
307	как уже	2	2
308	с материалом	3	2
309	самого начала	4	2
310	бы его	2	2
311	а с	4	2
312	то что	17	2
313	от этих	2	2
314	в прошлом	2	2
315	и оно	2	2
316	это может	2	2
317	с самого	4	2
318	к ним	4	2
319	могли бы	3	2
320	этого не	6	2
321	связь с	8	2
322	в образе	3	2
323	не могла	2	2
324	хотя он	2	2
325	между ними	2	2
326	в основу	2	2
327	на них	2	2
328	что не	2	2
329	и герой	3	2
330	в ее	2	2
331	когда она	3	2
332	мы видим	16	2
333	войти в	2	2
334	что они	13	2
335	был бы	4	2
336	значение и	2	2
337	во всей	2	2
338	возникает из	2	2
339	чем это	5	2
340	того как	6	2
341	да и	3	2
342	очень часто	7	2
343	время как	3	2
344	и между	3	2
345	необходимо еще	2	2
346	с такими	2	2
347	то и	2	2
348	утверждать что	3	2
349	к которой	2	2
350	и что	14	2
351	время в	2	2
352	можно было	8	2
353	бы быть	4	2
354	что она	10	2
355	с ней	2	2
356	при таком	2	2
357	он был	3	2
358	этим в	2	2
359	в области	2	2
360	правда и	2	2
361	об этом	11	2
362	как о	2	2
363	ни было	2	2
364	в жизни	2	2
365	тем не	7	2
366	иметь в	2	2
367	а именно	5	2
368	и со	2	2
369	ни к	3	2
370	к ней	3	2
371	но они	6	2
372	мы можем	7	2
373	наших дней	2	2
374	в какой	4	2
375	не можем	4	2
376	не видят	4	2
377	чтобы понять	3	2
378	на то	6	2
379	можно говорить	2	2
380	мы увидим	17	2
381	других случаях	2	2
382	столь же	2	2
383	в котором	5	2
384	различные формы	2	2
385	есть на	2	2
386	к материалу	2	2
387	вступает в	2	2
388	приводит к	3	2
389	в начале	3	2
390	где нет	2	2
391	главным образом	2	2
392	и она	4	2
393	не знают	5	2
394	то время	3	2
395	но их	2	2
396	не просто	5	2
397	только о	2	2
398	и только	4	2
399	учителя и	2	2
400	них не	2	2
401	однако не	2	2
402	этих случаях	11	2
403	подчеркнуть что	2	2
