N	2gram	Nazirov_Tv	Istorich
244	героя и	4	9
245	что на	3	9
246	не будет	2	9
247	же не	2	9
248	только на	2	9
249	в чем	4	9
250	вот почему	3	9
251	с его	12	9
252	приводит к	4	9
253	тем самым	10	8
254	не имеют	4	8
255	он же	2	8
256	роль в	2	8
257	только что	2	8
258	именно в	6	8
259	во всяком	2	8
260	или даже	2	8
261	в современной	2	8
262	он говорит	3	8
263	в жизни	3	8
264	что ты	2	8
265	но она	2	8
266	и потому	4	8
267	что его	4	8
268	не так	5	8
269	ту же	4	8
270	смерти в	2	8
271	та же	4	8
272	в целях	2	8
273	меня в	2	8
274	он был	2	8
275	и сам	5	8
276	можно сказать	2	8
277	на берегу	3	8
278	значит что	3	8
279	на самом	3	7
280	в конце	5	7
281	не противоречит	2	7
282	и о	2	7
283	с самого	3	7
284	однако в	3	7
285	не то	2	7
286	этот момент	2	7
287	если в	3	7
288	как у	3	7
289	еще в	3	7
290	вплоть до	2	7
291	есть не	2	7
292	но эта	3	7
293	тому что	2	7
294	как она	2	7
295	одного из	3	7
296	и когда	2	7
297	в начале	2	7
298	где он	2	7
299	что я	4	7
300	того же	2	7
301	со своим	2	7
302	всяком случае	2	7
303	между тем	2	7
304	ее и	2	7
305	он живет	2	7
306	всякого рода	2	7
307	между собой	2	7
308	был бы	3	7
309	ли это	2	7
310	не есть	2	7
311	я буду	2	7
312	самом деле	4	7
313	что оно	2	7
314	не столько	4	7
315	не знал	2	7
316	страх перед	2	7
317	только через	2	7
318	не по	3	7
319	для него	9	7
320	со своими	2	7
321	видим в	2	6
322	отличие от	3	6
323	он стал	2	6
324	говорит что	2	6
325	себе не	3	6
326	отсюда же	2	6
327	этой связи	2	6
328	это еще	2	6
329	что все	4	6
330	с большим	3	6
331	на эту	4	6
332	самого начала	3	6
333	той же	4	6
334	то в	2	6
335	его как	2	6
336	а я	3	6
337	что как	2	6
338	сводится к	2	6
339	этого вопроса	2	6
340	пришел к	2	6
341	меня не	2	6
342	к жизни	4	6
343	и тогда	2	6
344	тому же	2	6
345	не случайно	6	6
346	же и	2	6
347	в область	4	5
348	брак с	2	5
349	это уже	7	5
350	тоже не	2	5
351	тут и	3	5
352	героя с	2	5
353	только как	2	5
354	только для	2	5
355	в своих	8	5
356	из себя	2	5
357	соответствии с	7	5
358	это время	2	5
359	в одно	2	5
360	xix века	13	5
361	для них	2	5
362	эти слова	3	5
363	в которую	2	5
364	это в	3	5
365	с ее	3	5
366	не означает	4	5
367	мы узнаем	3	5
368	о котором	2	5
369	в виду	3	5
370	в один	3	5
371	как уже	2	5
372	этом он	2	5
373	переходит в	2	5
374	через него	2	5
375	в нашей	2	5
376	д в	3	5
377	еще более	3	5
378	нем и	2	5
379	до этого	2	5
380	в лице	4	5
381	но этот	2	5
382	в таком	4	5
383	в отличие	3	5
384	но когда	2	5
385	действия и	3	4
386	людей и	2	4
387	следовало бы	2	4
388	все время	3	4
389	время в	3	4
390	в большой	2	4
391	столь же	2	4
392	свое лицо	2	4
393	а что	2	4
394	во второй	3	4
395	одном из	2	4
396	во всей	2	4
397	свою противоположность	2	4
398	в мир	2	4
399	особенно в	3	4
400	для этой	2	4
401	ведет к	3	4
402	сами по	2	4
403	в ту	4	4
404	но его	2	4
405	не существует	3	4
406	как раз	2	4
407	он сам	8	4
408	в пользу	2	4
409	они имеют	2	4
410	человека и	6	4
411	чтобы вызвать	2	4
412	который в	4	4
413	в литературе	4	4
414	и должно	2	4
415	в наше	4	4
416	него есть	2	4
417	в глаза	2	4
418	мысль о	3	4
419	отнюдь не	9	4
420	в стороне	2	4
421	за то	2	4
422	и через	4	4
423	говорит об	2	4
424	дело в	4	4
425	всему миру	2	4
426	ни к	2	4
427	человека с	2	4
428	с большой	5	4
429	в самом	6	4
430	не могу	2	4
431	в й	2	4
432	влечет за	2	4
433	сливается с	4	3
434	и поэтому	2	3
435	которого он	2	3
436	это как	4	3
437	в такой	2	3
438	из всех	5	3
439	уже говорили	2	3
440	не могли	2	3
441	точка зрения	2	3
442	ранних стадиях	3	3
443	так сказать	4	3
444	переход от	2	3
445	и та	2	3
446	нет ни	3	3
447	причем в	2	3
448	вряд ли	2	3
449	это означало	3	3
450	эта мысль	3	3
451	из других	2	3
452	в античной	2	3
453	на эти	2	3
454	вот в	2	3
455	не дают	2	3
456	он всегда	2	3
457	казалось бы	4	3
458	была бы	2	3
459	мы находим	2	3
460	и я	2	3
461	собой в	2	3
462	него в	2	3
463	всякий раз	2	3
464	в соответствии	7	3
465	когда человек	2	3
466	начиная с	2	3
467	бога и	3	3
468	как к	2	3
469	особое значение	2	3
470	но зато	3	3
471	от всех	2	3
472	время он	2	3
473	имеет в	2	3
474	едва ли	2	3
475	это все	2	3
476	он с	2	3
477	и до	2	3
478	из этой	3	3
479	больше чем	2	3
480	этот факт	2	3
481	даже если	2	3
482	говорили что	2	3
483	никуда не	2	3
484	о своих	2	3
485	в комнату	3	3
486	с которым	2	3
487	все более	2	2
488	в каждом	4	2
489	он еще	2	2
490	свою очередь	2	2
491	в момент	5	2
492	а во	2	2
493	быть назван	2	2
494	он приходит	2	2
495	можно не	2	2
496	особое место	3	2
497	стремление к	2	2
498	свидетельствует о	2	2
499	характер в	2	2
500	проникает в	2	2
501	с другим	3	2
502	прошлого и	2	2
503	уже после	2	2
504	событий в	2	2
505	и всякий	2	2
506	т п	4	2
507	одновременно и	2	2
508	жизнь в	2	2
509	в прямом	2	2
510	себя как	2	2
511	мы понимаем	2	2
512	однако этот	4	2
513	у этого	2	2
514	же с	10	2
515	с каким	2	2
516	и еще	2	2
517	человек с	2	2
518	что человек	3	2
519	самое время	2	2
520	не считать	2	2
521	жизнь и	2	2
522	человек может	2	2
523	перед тем	2	2
524	в мире	8	2
525	говорили о	2	2
526	в конечном	4	2
527	так вот	2	2
528	не к	2	2
529	мифа в	2	2
530	к одному	2	2
531	прямо в	2	2
532	в процессе	3	2
533	и далее	4	2
534	который является	2	2
535	таком случае	2	2
536	этого персонажа	2	2
537	ли в	2	2
538	во главе	2	2
539	для анализа	2	2
540	а может	2	2
541	отказаться от	4	2
542	которого не	2	2
543	и книга	2	2
544	от других	2	2
545	отметим что	2	2
546	сюжета в	2	2
547	что для	3	2
548	связанного с	2	2
549	место в	6	2
550	что с	2	2
551	человек и	2	2
552	и со	2	2
553	мышления и	2	2
554	не знать	2	2
555	но кто	2	2
556	по мнению	4	2
557	на свете	3	2
558	не нужно	2	2
559	к миру	2	2
560	как по	2	2
561	традиции в	2	2
562	во многом	8	2
563	на первом	2	2
564	не значит	2	2
