N	2gram	Trubetskoy	Myshleni
177	независимо от	2	19
178	отличие от	3	18
179	во всем	3	18
180	во всей	2	18
181	одного и	3	18
182	чем в	3	18
183	в психологии	4	18
184	всяком случае	2	18
185	для этого	7	17
186	сих пор	15	17
187	и для	6	17
188	все что	10	17
189	в своих	2	17
190	в свою	2	17
191	и того	3	17
192	и от	5	17
193	то и	2	17
194	и только	2	17
195	ту же	2	17
196	не есть	4	17
197	в этих	3	17
198	их в	2	17
199	тем же	2	17
200	я не	2	17
201	в совершенно	3	17
202	у него	5	17
203	до сих	15	17
204	на этой	3	16
205	вовсе не	2	16
206	одной и	2	16
207	между отдельными	2	16
208	для нас	3	16
209	такой же	2	16
210	между двумя	5	16
211	то в	2	16
212	в которых	2	16
213	которые не	3	16
214	таким же	3	16
215	данном случае	3	15
216	тем более	3	15
217	те же	2	15
218	но как	2	15
219	том же	4	15
220	между этими	2	15
221	по этому	2	15
222	что если	3	15
223	в начале	3	15
224	что при	7	15
225	представить себе	2	15
226	хотя бы	4	15
227	отличается от	6	15
228	на все	5	15
229	и это	3	15
230	в них	2	15
231	он должен	2	14
232	друг от	6	14
233	точку зрения	2	14
234	только тогда	2	14
235	что для	4	14
236	что эти	2	14
237	что у	2	14
238	из этого	7	14
239	это есть	4	14
240	очевидно что	3	14
241	показывают что	2	14
242	от друга	6	14
243	говорили выше	6	14
244	свою очередь	2	14
245	одним из	4	14
246	этих двух	2	14
247	она не	2	13
248	но все	5	13
249	лишь в	5	13
250	в виде	4	13
251	имеет место	2	13
252	в состоянии	5	13
253	факт что	4	13
254	они не	2	13
255	отнюдь не	2	13
256	своем развитии	4	13
257	но на	2	13
258	и потому	3	12
259	а затем	2	12
260	тем не	4	12
261	даже в	3	12
262	с которыми	2	12
263	к другу	2	12
264	ко всем	3	12
265	несмотря на	6	12
266	в ней	3	12
267	том чтобы	2	12
268	на первый	2	12
269	ясно что	8	12
270	которых мы	4	12
271	к нему	2	12
272	тому же	6	12
273	на самом	7	11
274	в конце	4	11
275	одно из	3	11
276	иначе говоря	4	11
277	мы будем	3	11
278	и при	6	11
279	на том	2	11
280	с ее	2	11
281	в один	2	11
282	гораздо более	2	11
283	что на	2	11
284	и наконец	3	11
285	или менее	8	11
286	не знает	2	11
287	ничего общего	3	11
288	есть в	2	11
289	из всех	5	10
290	но вместе	2	10
291	тот факт	4	10
292	у нас	3	10
293	о которых	7	10
294	что его	4	10
295	но для	2	10
296	на друга	2	10
297	на каждом	2	10
298	что как	4	10
299	и у	4	10
300	и может	3	10
301	этот процесс	2	10
302	друг на	2	10
303	и поэтому	2	9
304	также и	2	9
305	друг к	2	9
306	хотя и	4	9
307	всех тех	2	9
308	совершенно не	4	9
309	в тех	3	9
310	не то	3	9
311	более или	8	9
312	по одному	3	9
313	должны быть	3	9
314	та же	4	9
315	в самой	2	9
316	но с	2	9
317	может не	3	9
318	и до	3	9
319	что же	2	9
320	должен быть	2	9
321	говорить о	2	9
322	всех остальных	2	8
323	что только	3	8
324	на одном	2	8
325	из двух	2	8
326	в эту	2	8
327	уже и	3	8
328	поэтому что	4	8
329	и из	2	8
330	рассматриваться как	3	8
331	от нее	2	8
332	во внимание	2	8
333	этой области	4	8
334	образом в	3	8
335	и те	2	8
336	только то	2	8
337	о котором	7	8
338	в течение	4	8
339	и тому	2	8
340	при помощи	3	7
341	у них	6	7
342	это обстоятельство	2	7
343	одну из	2	7
344	должна быть	6	7
345	с ними	2	7
346	именно потому	2	7
347	образом и	2	7
348	с более	3	7
349	том виде	2	7
350	в разных	3	7
351	в общем	6	7
352	психологии в	2	7
353	всех этих	4	7
354	из нее	2	7
355	и особенно	2	7
356	в таком	4	7
357	и сам	2	7
358	но по	3	7
359	общего с	2	7
360	во втором	2	7
361	которой мы	2	7
362	в жизни	3	7
363	на него	2	7
364	ничем не	5	7
365	признать что	4	7
366	знаем что	8	7
367	что оба	2	7
368	образом как	2	6
369	заключает в	2	6
370	только один	2	6
371	и вообще	3	6
372	потому и	2	6
373	которые могут	2	6
374	с в	3	6
375	указывают на	3	6
376	в отдельных	2	6
377	как к	5	6
378	но так	2	6
379	нас что	2	6
380	совершенно так	4	6
381	ответить на	2	6
382	том и	2	6
383	что их	3	6
384	этого явления	2	6
385	одна из	2	6
386	а это	2	6
387	тех же	2	6
388	и там	2	6
389	только одно	3	6
390	этими двумя	2	6
391	от него	3	5
392	в вопросе	2	5
393	исторического развития	2	5
394	и состоит	2	5
395	и весь	2	5
396	все они	6	5
397	как у	3	5
398	эти последние	2	5
399	отдельные элементы	2	5
400	если это	2	5
401	совершенно ясно	2	5
402	ближе к	3	5
403	же что	2	5
404	о которой	2	5
405	есть только	2	5
406	не потому	2	5
407	это представление	3	5
408	все его	2	5
409	к ним	2	5
410	сходство с	2	5
411	другими словами	2	5
412	оказывается что	5	5
413	но даже	3	5
414	конце концов	4	5
415	а потому	5	5
416	никто не	2	5
417	случаях когда	3	5
418	принять во	2	5
419	ни один	4	5
420	может служить	3	5
421	на более	2	5
422	у взрослого	3	5
423	гораздо больше	3	5
424	самого себя	4	5
425	чем у	8	5
426	рассматривать как	2	5
427	что по	3	5
428	выше что	2	5
429	сейчас же	3	5
430	а следовательно	2	5
431	и низших	2	4
432	выше и	4	4
433	только при	2	4
434	только те	3	4
435	в дальнейшем	4	4
436	от тех	3	4
437	которую он	2	4
438	в одну	4	4
439	на нее	2	4
440	двумя крайними	2	4
441	к двум	2	4
442	как при	2	4
443	целом ряде	3	4
444	к той	2	4
445	идет речь	8	4
446	если он	2	4
447	из него	2	4
448	совершенно иной	2	4
449	и если	6	4
450	не подлежит	3	4
451	в одно	2	4
452	же образом	2	4
453	двух разнородных	3	4
454	можно ли	2	4
455	виде как	2	4
456	бы то	3	4
457	ни было	3	4
458	стоят в	2	4
459	вопросе о	2	4
460	все дело	2	4
461	себя и	2	4
462	как для	3	4
463	к которой	3	4
464	в общей	2	4
465	как будто	5	4
466	тем как	2	4
467	дальнейшего развития	2	4
468	по тем	2	4
469	представление об	4	4
470	жизни и	2	4
471	в гораздо	2	4
472	не было	2	4
473	конечно не	3	4
474	а и	8	3
475	следовательно и	2	3
476	сообразно с	2	3
477	в ту	2	3
478	при таком	2	3
479	чем больше	4	3
480	время от	2	3
481	из себя	10	3
482	гораздо менее	2	3
483	то очевидно	3	3
484	каждый из	3	3
485	невозможно и	2	3
486	не надо	3	3
487	части в	2	3
488	тогда как	6	3
489	различия в	3	3
490	они могут	2	3
491	а к	2	3
492	от которого	2	3
493	с уже	2	3
494	раннем детстве	2	3
495	что касается	6	3
496	же мало	2	3
497	даже если	3	3
498	по его	2	3
499	и без	5	3
500	доказать что	2	3
501	что за	2	3
502	всех других	2	3
503	не так	4	3
504	а для	2	3
505	и сейчас	4	3
506	медленно и	2	3
507	же не	3	3
508	и дальше	2	3
509	при отсутствии	2	3
510	по степени	2	3
511	не стоит	2	3
512	далеко не	5	3
513	от них	2	3
514	сводится к	2	3
515	в противоречие	2	3
516	если же	3	3
517	к таким	2	3
518	многих других	2	3
519	для меня	4	3
520	в настоящее	3	3
521	развития все	2	3
522	и будет	2	3
523	настоящее время	3	3
524	конечно в	2	3
525	выше мы	4	3
526	из этой	2	3
527	то ни	4	3
528	этого последнего	2	3
529	или иначе	5	3
530	так чтобы	2	3
531	же время	2	3
532	исключительно из	3	2
533	состоит из	4	2
534	к психологии	2	2
535	все прочие	4	2
536	вступают в	2	2
537	будет иметь	2	2
538	и социальной	2	2
539	к такому	2	2
540	сомнению что	3	2
541	него с	2	2
542	и общей	2	2
543	тем чтобы	2	2
544	такой форме	2	2
545	высших и	2	2
546	них в	2	2
547	для самого	2	2
548	надо различать	2	2
549	от времени	2	2
550	в эти	3	2
551	сказано выше	3	2
552	этот общий	2	2
553	его собственной	5	2
554	на путь	2	2
555	при виде	2	2
556	только мы	2	2
557	вытекают из	2	2
558	эти черты	2	2
559	однако мы	2	2
560	как две	2	2
561	и конец	4	2
562	всякой другой	4	2
563	мы сказали	4	2
564	все то	2	2
565	как сказано	4	2
566	меньше чем	2	2
567	эту черту	2	2
568	него в	2	2
569	вследствие этого	3	2
570	не следует	2	2
571	что такие	2	2
572	в мире	6	2
573	не понимают	2	2
574	между людьми	2	2
575	общую группу	2	2
576	не сознавая	2	2
577	однако это	2	2
578	они должны	3	2
579	другой вид	2	2
580	для этой	2	2
581	следует что	2	2
582	более как	2	2
583	не будет	5	2
584	сильнее чем	4	2
585	которые по	2	2
586	как не	2	2
587	из одного	2	2
588	всех прочих	2	2
589	понять что	2	2
590	в сторону	3	2
591	чтобы быть	2	2
592	не более	2	2
593	путем подражания	3	2
594	это может	2	2
595	отличаются друг	3	2
596	понимают друг	2	2
597	что элементы	2	2
598	эти элементы	3	2
599	наконец не	2	2
600	что та	4	2
601	том случае	4	2
602	случае если	5	2
603	и уже	2	2
604	чем их	2	2
605	работы и	2	2
606	и так	2	2
607	должны рассматриваться	2	2
608	чем другие	2	2
609	ко всему	2	2
610	можно назвать	3	2
611	может лежать	2	2
612	данный момент	4	2
613	иной чем	2	2
