N	2gram	Vinokur_St	FransuaR
230	с полной	2	12
231	наконец в	2	11
232	так например	12	11
233	и более	4	11
234	ни с	3	11
235	в свое	3	11
236	она была	2	11
237	в общем	2	11
238	и самый	2	11
239	того как	8	11
240	и что	8	11
241	на эту	5	11
242	отметить что	4	11
243	в течение	7	11
244	культуры в	3	11
245	что они	9	11
246	очень часто	3	11
247	и так	3	11
248	данном случае	7	10
249	значительной степени	3	10
250	для понимания	2	10
251	на этот	5	10
252	поэтому в	4	10
253	эпохи и	3	10
254	в процессе	3	10
255	конце концов	2	10
256	к тому	9	10
257	целый ряд	3	10
258	во второй	10	10
259	что для	4	10
260	им в	2	10
261	выражение в	2	10
262	по отношению	3	10
263	к которому	4	10
264	даже и	2	10
265	в целом	5	10
266	да и	4	10
267	не просто	2	10
268	свое время	3	9
269	что не	3	9
270	как известно	2	9
271	нужно отметить	2	9
272	это были	3	9
273	говорит о	5	9
274	вплоть до	6	9
275	как это	6	9
276	в основу	5	9
277	и то	6	9
278	отношению к	3	9
279	для нас	7	9
280	в тех	5	9
281	как к	3	9
282	том же	3	9
283	что на	3	9
284	это место	2	9
285	в свет	5	9
286	не имеет	5	9
287	в которых	5	9
288	и вся	2	9
289	о котором	2	9
290	но на	2	9
291	отношения к	2	9
292	с этой	5	8
293	так что	8	8
294	с тем	3	8
295	от этого	2	8
296	с самого	4	8
297	и без	4	8
298	языка и	4	8
299	для этого	2	8
300	если бы	11	8
301	после того	5	8
302	нуждается в	2	8
303	его современников	2	8
304	в это	3	8
305	ведь и	3	8
306	по поводу	13	8
307	это очень	5	8
308	но эти	2	8
309	это был	3	8
310	одном из	4	8
311	более или	2	8
312	того времени	8	8
313	борьба с	2	8
314	но с	7	8
315	или менее	2	8
316	не менее	8	8
317	и те	4	8
318	дело не	4	8
319	как о	2	8
320	тому же	2	8
321	то время	2	8
322	а как	5	7
323	точку зрения	3	7
324	сомнению что	2	7
325	них и	2	7
326	не как	2	7
327	что у	8	7
328	должен быть	3	7
329	первой части	2	7
330	есть только	2	7
331	взглянуть на	2	7
332	и за	3	7
333	его не	3	7
334	только с	4	7
335	по этому	5	7
336	в виде	3	7
337	и всей	2	7
338	во всяком	8	7
339	к концу	3	7
340	где он	2	7
341	в таком	4	7
342	по адресу	3	7
343	том как	4	7
344	в развитии	2	7
345	на него	3	7
346	думать что	2	7
347	что значит	2	7
348	в настоящее	2	7
349	а на	4	7
350	нас не	3	7
351	и очень	5	7
352	настоящее время	2	7
353	представление о	5	7
354	в некоторых	3	7
355	же и	4	7
356	возможно что	4	6
357	что здесь	2	6
358	такого рода	2	6
359	свидетельствует о	2	6
360	не была	2	6
361	нет ни	3	6
362	вряд ли	8	6
363	что эта	5	6
364	это время	3	6
365	не дает	2	6
366	ее в	2	6
367	и такие	2	6
368	во времена	4	6
369	могут быть	5	6
370	для них	2	6
371	было в	2	6
372	что она	5	6
373	находим и	2	6
374	совершенно не	7	6
375	а именно	3	6
376	к его	2	6
377	это прежде	2	6
378	и перед	2	6
379	и эти	2	6
380	в новом	4	6
381	самого начала	3	6
382	в руках	2	6
383	для своего	2	6
384	между прочим	10	6
385	до того	4	6
386	этого слова	2	6
387	хотя бы	8	6
388	сцены в	2	6
389	эта книга	2	6
390	эту тему	4	6
391	как будто	5	6
392	за то	5	6
393	тем же	3	6
394	которые в	2	6
395	во многом	3	6
396	себе в	2	6
397	видно что	3	6
398	не столько	6	6
399	его эпохи	6	6
400	а иногда	2	6
401	и пр	4	6
402	ни для	2	6
403	говорить о	3	6
404	тем самым	2	5
405	к своему	3	5
406	в г	10	5
407	стремление к	3	5
408	нисколько не	3	5
409	в первом	2	5
410	должна быть	3	5
411	которую он	3	5
412	и была	2	5
413	тем более	4	5
414	из его	3	5
415	говорит что	4	5
416	по словам	7	5
417	но только	2	5
418	не является	5	5
419	что мы	5	5
420	чем в	3	5
421	ему не	3	5
422	места в	3	5
423	с нею	3	5
424	совсем не	3	5
425	как например	2	5
426	и стиля	2	5
427	должен был	5	5
428	бы и	4	5
429	которых он	2	5
430	всяком случае	8	5
431	что было	3	5
432	по его	5	5
433	и только	3	5
434	в слове	5	5
435	бы не	2	5
436	от его	2	5
437	и всегда	2	5
438	на эти	7	5
439	без всякой	3	5
440	во втором	5	5
441	не могла	2	5
442	в применении	3	5
443	во многих	3	5
444	применении к	3	5
445	вообще не	5	5
446	все в	2	5
447	который был	2	5
448	у шекспира	3	5
449	то в	3	5
450	же как	5	5
451	в числе	4	5
452	мы имеем	2	5
453	больше чем	3	5
454	было не	3	5
455	не к	2	5
456	на то	5	5
457	времени не	5	5
458	и речи	3	5
459	говорит об	4	4
460	в каждом	3	4
461	он должен	2	4
462	значение для	2	4
463	что этот	3	4
464	такое же	2	4
465	в известном	3	4
466	в уста	3	4
467	борьбы с	3	4
468	но если	5	4
469	что только	2	4
470	но к	2	4
471	г в	10	4
472	на которой	2	4
473	стороны в	2	4
474	о них	3	4
475	до него	3	4
476	где нет	2	4
477	я не	13	4
478	о которой	3	4
479	кажется что	5	4
480	дело с	2	4
481	предисловии к	2	4
482	на это	2	4
483	также в	2	4
484	нигде не	2	4
485	но ведь	8	4
486	что касается	4	4
487	заключается в	5	4
488	и сейчас	6	4
489	но для	3	4
490	их и	2	4
491	и именно	2	4
492	что во	3	4
493	о своей	2	4
494	это явление	2	4
495	не хочет	2	4
496	о которых	3	4
497	ссылается на	2	4
498	не так	2	4
499	ни одного	4	4
500	свидетельствуют о	2	4
501	быть и	2	4
502	в чисто	2	4
503	это вовсе	2	4
504	однако и	2	4
505	в наши	2	4
506	знает и	2	4
507	его жизни	3	4
508	или же	3	4
509	оно не	3	4
510	этот вопрос	6	4
511	только не	2	4
512	внимание на	5	4
513	которая была	3	4
514	в предисловии	3	4
515	в период	2	4
516	что я	3	4
517	у меня	3	4
518	без всякого	2	4
519	в очень	4	4
520	если в	2	4
521	не раз	2	4
522	втором случае	2	4
523	и тем	3	4
524	из этой	2	4
525	бы ни	3	4
526	и вполне	4	4
527	не по	5	4
528	не могло	4	4
529	можно найти	3	4
530	ни на	3	4
531	на тему	2	4
532	по себе	3	4
533	этого образа	2	4
534	в каком	4	3
535	в свой	2	3
536	должно было	5	3
537	относятся к	3	3
538	жил в	3	3
539	смысле этого	2	3
540	она не	3	3
541	с того	2	3
542	на нее	3	3
543	очень широко	2	3
544	за что	4	3
545	известно что	2	3
546	не о	2	3
547	в наших	2	3
548	чем не	2	3
549	те которые	2	3
550	это слово	6	3
551	ни одной	2	3
552	этого рода	2	3
553	не потому	3	3
554	со стороны	7	3
555	этой работы	2	3
556	не всегда	2	3
557	говорит в	3	3
558	тому что	8	3
559	к первому	2	3
560	занимает в	3	3
561	разного рода	2	3
562	быть в	2	3
563	научного изучения	4	3
564	в которую	2	3
565	бы то	2	3
566	царей и	2	3
567	же это	3	3
568	из нее	3	3
569	всех трех	2	3
570	время как	2	3
571	не существует	4	3
572	всякий раз	2	3
573	времени но	2	3
574	и языка	6	3
575	из того	2	3
576	или с	2	3
577	от своего	2	3
578	а с	6	3
579	а потому	2	3
580	что тот	2	3
581	то ни	2	3
582	своей статье	4	3
583	именно поэтому	2	3
584	той эпохи	4	3
585	как своего	2	3
586	является не	4	3
587	ясно что	10	3
588	будто бы	4	3
589	этом смысле	2	3
590	таким путем	2	3
591	и об	7	3
592	г и	3	3
593	что именно	2	3
594	никаких сомнений	3	3
595	первая глава	2	3
596	котором он	2	3
597	что с	4	3
598	на совершенно	3	3
599	и уже	3	3
600	нашло свое	2	3
601	истории и	2	3
602	гораздо больше	2	3
603	то это	3	3
604	и тогда	2	3
605	которые не	3	3
606	больше всего	2	3
607	которой в	3	3
608	здесь совершенно	3	3
609	не для	3	3
610	этих двух	4	3
611	чем он	3	3
612	при помощи	4	2
613	бы мы	2	2
614	совершенно неправильно	2	2
615	присутствует в	3	2
616	что ему	2	2
617	не надо	2	2
618	текст в	2	2
619	иногда и	2	2
620	должна была	6	2
621	нужно искать	4	2
622	материал для	6	2
623	этому поводу	4	2
624	я уже	3	2
625	статье о	3	2
626	при таком	2	2
627	не имели	2	2
628	что нет	2	2
629	и я	5	2
630	так называемой	2	2
631	которой можно	2	2
632	этой главы	3	2
633	что такое	2	2
634	за него	2	2
635	если не	4	2
636	вопрос в	4	2
637	года в	3	2
638	это можно	3	2
639	к числу	3	2
640	уже после	3	2
641	одним и	2	2
642	случае в	4	2
643	в отдельных	2	2
644	с которыми	3	2
645	так называемая	3	2
646	речь идет	6	2
647	на вопрос	7	2
648	суждения о	2	2
649	к сожалению	4	2
650	можно ли	5	2
651	в такой	2	2
652	в каком-то	2	2
653	хотя в	2	2
654	в двух	4	2
655	всего что	2	2
656	в середине	2	2
657	для своей	2	2
658	не приходится	5	2
659	это положение	2	2
660	в какой	4	2
661	работы в	3	2
662	для кого	2	2
663	повод для	2	2
664	совпадает с	3	2
665	выхода в	4	2
666	он по	2	2
667	ли можно	2	2
668	в первую	2	2
669	очень мало	4	2
670	этих словах	2	2
671	была не	2	2
672	что ни	2	2
673	не являются	3	2
674	смотреть на	2	2
675	общего с	3	2
676	гораздо более	5	2
677	раз я	2	2
678	не должен	2	2
679	было для	2	2
680	должны быть	4	2
681	на чем	2	2
682	я бы	2	2
683	что от	2	2
684	только к	2	2
685	в обоих	2	2
686	отличается от	2	2
687	при жизни	2	2
688	свое выражение	2	2
689	ко времени	2	2
690	на почве	2	2
691	оба эти	4	2
692	в сторону	2	2
693	очень хорошо	2	2
694	само собою	2	2
695	могло быть	3	2
696	с нашей	2	2
697	для установления	3	2
698	был для	4	2
699	в письмах	2	2
700	борьбу с	2	2
701	на свой	2	2
702	если б	5	2
703	что оно	4	2
704	действительно не	3	2
705	случае не	3	2
706	этом случае	3	2
707	не все	3	2
708	чем у	2	2
709	который как	2	2
710	но также	13	2
711	тему в	2	2
712	с историей	2	2
713	что при	3	2
714	ничего общего	3	2
715	бы что	3	2
