N	2gram	Bakhtin_Pr	Tvorches
272	достоевского от	2	4
273	далеко не	3	4
274	этот вопрос	3	4
275	в которых	2	4
276	братья карамазовы	3	4
277	мир достоевского	12	4
278	личности в	7	4
279	достоевский и	3	4
280	с точки	21	4
281	говорить о	3	4
282	своей личности	2	4
283	той же	7	4
284	но он	3	4
285	до сих	3	4
286	не есть	2	3
287	ее и	2	3
288	во времени	4	3
289	его к	4	3
290	на самом	5	3
291	в процессе	4	3
292	от него	3	3
293	к себе	2	3
294	отношение к	4	3
295	как к	3	3
296	романного мира	3	3
297	для себя	5	3
298	друг друга	10	3
299	подхода к	2	3
300	в виду	2	3
301	достоевского всегда	2	3
302	и тем	2	3
303	со стороны	6	3
304	в области	3	3
305	стремление достоевского	2	3
306	людей и	2	3
307	в один	2	3
308	идеи и	2	3
309	в искусстве	2	3
310	и мир	4	3
311	к человеку	3	3
312	не по	3	3
313	является одним	2	3
314	в свете	4	3
315	более того	5	3
316	достоевского он	2	3
317	только с	2	3
318	сам достоевский	4	3
319	и человек	2	3
320	в ней	8	3
321	самого автора	7	3
322	на себя	3	3
323	другой стороны	3	3
324	что оно	2	3
325	всяком случае	3	3
326	во мне	2	3
327	идеи в	12	3
328	себя как	5	3
329	по этому	2	3
330	прошлого и	2	3
331	точно так	2	3
332	достоевского может	2	3
333	переходит в	2	3
334	и до	5	3
335	там где	12	3
336	в первом	3	3
337	можно сказать	3	3
338	личности это	2	3
339	заключается в	3	3
340	как мы	10	3
341	вот почему	3	3
342	да и	3	3
343	сказать что	9	3
344	раскольникова в	2	3
345	в мир	4	3
346	бы он	3	3
347	сами по	4	3
348	авторской позиции	8	3
349	его с	2	3
350	из этих	2	3
351	в начале	3	3
352	это в	3	3
353	и еще	2	3
354	не все	2	3
355	его как	6	3
356	с ее	5	3
357	отличается от	3	3
358	в этот	2	3
359	ни на	2	3
360	достоевского его	2	3
361	только что	3	3
362	автора в	4	3
363	я и	2	3
364	кроме того	3	3
365	лишь в	4	3
366	и вот	4	3
367	был бы	6	3
368	не является	2	3
369	только для	2	3
370	ее в	2	3
371	для того	3	3
372	и их	7	3
373	у нас	2	3
374	человека но	2	3
375	на западе	2	3
376	на протяжении	3	3
377	в жизни	7	3
378	на этот	2	3
379	тут и	2	3
380	нет и	4	3
381	автора и	7	3
382	в себя	3	3
383	что для	4	3
384	и к	5	3
385	достоевского мы	5	3
386	но на	2	3
387	его героев	6	3
388	он и	9	3
389	в настоящем	4	3
390	по себе	13	3
391	как она	2	3
392	несмотря на	7	3
393	в й	2	3
394	жизни и	21	3
395	перед ним	2	3
396	и что	2	3
397	во всяком	5	3
398	нет ни	5	3
399	характера и	2	3
400	и особенно	2	3
401	или в	2	3
402	и только	2	3
403	в одном	14	3
404	он все	2	2
405	данном случае	3	2
406	от автора	6	2
407	в отношении	3	2
408	и притом	3	2
409	во все	5	2
410	о человеке	2	2
411	не могут	6	2
412	в построении	5	2
413	или наконец	4	2
414	во что	2	2
415	а что	2	2
416	но как	4	2
417	это очень	4	2
418	еще раз	3	2
419	не потому	4	2
420	он живет	2	2
421	идей а	2	2
422	у шекспира	2	2
423	с героями	3	2
424	не во	3	2
425	этот принцип	3	2
426	есть не	3	2
427	литературе нет	2	2
428	как достоевский	3	2
429	ведь это	3	2
430	начала и	3	2
431	он еще	2	2
432	а как	8	2
433	в большой	3	2
434	живое событие	2	2
435	человека по	2	2
436	пространстве а	2	2
437	его произведений	2	2
438	относится и	2	2
439	в устах	2	2
440	одном из	3	2
441	современной ему	2	2
442	точку зрения	9	2
443	здесь нет	3	2
444	от других	2	2
445	индивидуальном сознании	2	2
446	в другое	3	2
447	смысл и	2	2
448	образом в	2	2
449	о нем	16	2
450	достоевский считает	2	2
451	е годы	2	2
452	нем и	2	2
453	тому что	3	2
454	она не	9	2
455	он в	3	2
456	тоже не	2	2
457	была бы	5	2
458	жизнь в	2	2
459	не он	2	2
460	произведений достоевского	8	2
461	свидригайлова и	2	2
462	точка зрения	14	2
463	героя как	2	2
464	которые были	3	2
465	говорит об	2	2
466	ответ на	2	2
467	в художественном	5	2
468	с героем	2	2
469	целом ряде	3	2
470	что же	5	2
471	для их	2	2
472	авторского сознания	5	2
473	для них	3	2
474	его творчестве	3	2
475	у меня	4	2
476	ли он	2	2
477	героя с	3	2
478	того чтобы	5	2
479	у тургенева	2	2
480	героя а	5	2
481	по выражению	2	2
482	было бы	10	2
483	протяжении всего	2	2
484	мир по	2	2
485	же в	3	2
486	в пространстве	3	2
487	а может	3	2
488	в сущности	11	2
489	раскольников и	2	2
490	сам он	5	2
491	достоевского по	2	2
492	рядом с	16	2
493	входят в	3	2
494	социальной действительности	2	2
495	мы слышим	2	2
496	идея раскольникова	5	2
497	здесь мы	3	2
498	есть у	2	2
499	й главе	2	2
500	по поводу	2	2
501	кажется что	4	2
502	всех этих	3	2
503	не могли	3	2
504	он как	4	2
505	не от	2	2
506	что если	4	2
507	в данном	3	2
508	нет ли	2	2
509	с другими	11	2
510	вот что	2	2
511	достоевский с	2	2
512	только то	3	2
513	же это	2	2
514	и нет	2	2
515	во всех	8	2
516	время не	3	2
517	о своем	2	2
518	высшей степени	2	2
519	с самим	3	2
520	их личности	2	2
521	неотделима от	2	2
522	героем и	2	2
523	в е	2	2
524	достоевского для	2	2
525	мир в	4	2
526	линии развития	2	2
527	достоевский никогда	5	2
528	мира в	6	2
529	он писал	3	2
530	но ведь	4	2
531	другом в	2	2
532	карамазова и	5	2
533	и со	3	2
534	в результате	6	2
535	и о	5	2
536	иваном карамазовым	2	2
537	отношении к	3	2
538	наконец в	2	2
539	жизнь и	3	2
540	непосредственно в	2	2
541	достоевский заставляет	2	2
542	с раскольниковым	4	2
543	то он	3	2
544	не имеет	2	2
545	за пределами	2	2
546	со своими	6	2
547	ни в	5	2
548	и здесь	5	2
549	их в	8	2
550	им в	4	2
551	сам автор	4	2
552	человек в	2	2
553	героев в	4	2
554	все что	6	2
555	мировой литературы	2	2
556	представляется нам	2	2
557	и свою	2	2
558	и герои	2	2
559	в произведении	4	2
560	в сфере	4	2
561	входит в	11	2
562	но для	2	2
563	в диалоге	3	2
564	со своим	4	2
565	жизни а	2	2
566	был не	2	2
567	на первом	2	2
568	не из	3	2
569	отсюда же	2	2
570	произведения в	2	2
571	на мир	10	2
572	с их	9	2
573	уже говорили	2	2
574	и уже	3	2
575	конце концов	7	2
576	авторской речи	2	2
577	и поступков	4	2
578	или даже	2	2
579	мысли достоевского	2	2
580	человек и	2	2
581	автора или	2	2
582	себя на	2	2
583	как на	4	2
584	в высшей	2	2
585	же и	2	2
586	как его	2	2
587	если же	3	2
588	не значит	4	2
589	раскольникова и	4	2
590	достоевского было	3	2
591	как раз	9	2
592	не дает	4	2
593	его произведениях	3	2
594	мы уже	4	2
595	ибо в	2	2
