N	2gram	Potebnia_M	Problema
464	его не	3	5
465	мы видели	5	5
466	тех пор	2	5
467	с теми	2	5
468	там где	8	5
469	когда в	3	5
470	о его	2	5
471	что с	3	5
472	только по	5	5
473	к этому	3	5
474	хотя в	3	5
475	в противоположность	2	5
476	должно быть	9	5
477	по мнению	4	5
478	смысле что	2	5
479	человека в	3	5
480	одним из	2	5
481	от одного	2	5
482	лучше сказать	2	5
483	они не	5	5
484	о предмете	3	5
485	подобно тому	7	5
486	человеческого духа	6	5
487	языке и	2	5
488	не для	2	5
489	то на	4	5
490	в разные	2	5
491	по его	7	5
492	в каждом	6	5
493	собственном смысле	2	5
494	не знали	2	4
495	мы произносим	2	4
496	от него	8	4
497	для нее	4	4
498	именно так	2	4
499	к другим	3	4
500	у человека	2	4
501	мы называем	4	4
502	должны были	2	4
503	но всегда	3	4
504	что бы	2	4
505	должен быть	2	4
506	столько же	4	4
507	действительно есть	2	4
508	следовательно и	2	4
509	а как	3	4
510	что такая	2	4
511	друг от	3	4
512	самого предмета	4	4
513	при таком	5	4
514	одно из	5	4
515	так например	5	4
516	в эту	2	4
517	к одной	3	4
518	могло бы	4	4
519	теперь уже	2	4
520	указывают на	3	4
521	во втором	6	4
522	только тем	2	4
523	переходит в	2	4
524	то не	5	4
525	себя и	3	4
526	под влиянием	10	4
527	и они	2	4
528	существует только	2	4
529	а вместе	7	4
530	не могли	2	4
531	на нее	2	4
532	дает нам	2	4
533	человеческой речи	6	4
534	вопроса о	2	4
535	другим и	3	4
536	за ним	2	4
537	что к	2	4
538	вместе со	3	4
539	свободы и	3	4
540	ни одна	2	4
541	что без	2	4
542	если это	2	4
543	то тем	2	4
544	которых мы	3	4
545	от друга	3	4
546	духа и	8	4
547	от нее	6	4
548	только после	2	4
549	разница между	5	4
550	той же	3	4
551	время и	2	4
552	начиная с	2	4
553	я могу	2	4
554	явлений и	3	4
555	было только	2	4
556	не потому	2	4
557	и независимо	2	4
558	но на	3	4
559	что из	2	4
560	понятий в	3	4
561	тем как	3	4
562	дело с	2	4
563	к этой	3	4
564	но мы	3	4
565	одного из	3	4
566	этой точки	2	4
567	все наше	2	4
568	и вместе	5	4
569	с нею	6	4
570	в разных	2	4
571	в сущности	2	4
572	бы только	2	4
573	например в	4	4
574	но эти	4	4
575	из него	3	4
576	к ним	3	4
577	на это	2	4
578	мы увидим	3	4
579	и самое	3	4
580	от другого	3	4
581	ничего кроме	2	4
582	этот мир	2	4
583	бы что	2	4
584	в свою	8	4
585	без которой	2	4
586	на что	3	4
587	теории и	2	4
588	мог бы	5	4
589	в человеческом	3	4
590	представляется нам	4	4
591	что во	4	4
592	значение слова	2	4
593	для человека	3	3
594	всем этом	2	3
595	из того	3	3
596	что дело	2	3
597	бы для	2	3
598	например что	3	3
599	мысли в	11	3
600	одного и	6	3
601	том же	3	3
602	от своего	2	3
603	язык и	6	3
604	относятся к	2	3
605	но такое	2	3
606	и чувств	2	3
607	сами не	2	3
608	языка как	6	3
609	в душе	28	3
610	на которую	3	3
611	в более	4	3
612	и непосредственно	2	3
613	а потому	14	3
614	видит в	2	3
615	нуждается в	2	3
616	например с	2	3
617	имеет для	2	3
618	то чего	2	3
619	что многие	2	3
620	имея в	3	3
621	в первом	5	3
622	должна быть	4	3
623	нечто новое	2	3
624	как для	2	3
625	развития и	3	3
626	отношений между	5	3
627	одно целое	3	3
628	на такие	2	3
629	его с	3	3
630	есть общее	3	3
631	что нет	2	3
632	предмета а	2	3
633	мысль о	8	3
634	в некотором	2	3
635	превращается в	2	3
636	после того	3	3
637	эти последние	3	3
638	остановимся на	3	3
639	что а	3	3
640	но тем	6	3
641	думать что	6	3
642	он может	2	3
643	столь же	6	3
644	значением слова	2	3
645	связанные с	3	3
646	заметить что	7	3
647	такую же	2	3
648	в определении	2	3
649	как она	3	3
650	он видит	2	3
651	находится в	2	3
652	выражается в	2	3
653	о которой	2	3
654	друг другу	4	3
655	них не	3	3
656	и должно	2	3
657	и других	6	3
658	многих других	2	3
659	чем в	2	3
660	бы с	2	3
661	кого не	2	3
662	помнить что	6	3
663	его к	3	3
664	в одной	2	3
665	только от	2	3
666	же есть	2	3
667	то все	6	3
668	не во	3	3
669	проявляется в	2	3
670	со стороны	11	3
671	образом в	5	3
672	предмета в	3	3
673	от них	2	3
674	и стремление	2	3
675	одной и	4	3
676	как предмет	3	3
677	в природе	11	3
678	может обойтись	2	3
679	выше мы	2	3
680	язык как	7	3
681	не столько	3	3
682	на другой	2	3
683	для их	2	3
684	его только	2	3
685	с ними	2	3
686	мы видим	5	3
687	себе представить	8	3
688	образом что	2	3
689	но при	3	3
690	от которого	2	3
691	из нее	2	3
692	о языке	3	3
693	слова есть	6	3
694	остается только	6	3
695	на основании	3	3
696	где он	2	3
697	мысли и	9	3
698	быть для	2	3
699	в самых	2	3
700	в мысли	13	3
701	и общее	2	3
702	там же	9	3
703	на этом	3	3
704	возможно только	6	3
705	к их	2	3
706	языка в	6	3
707	собою и	2	3
708	место в	3	3
709	жизни но	2	3
710	ни для	2	3
711	и сами	3	3
712	все более	3	2
713	и отдельные	2	2
714	что ему	2	2
715	а и	5	2
716	она может	3	2
717	впасть в	2	2
718	могут не	3	2
719	не нуждается	2	2
720	в состоянии	5	2
721	с другим	3	2
722	от их	4	2
723	нас на	2	2
724	в данное	2	2
725	доказать что	2	2
726	ни были	3	2
727	такие которые	2	2
728	доказывает что	3	2
729	что за	3	2
730	язык не	5	2
731	которое он	2	2
732	на друга	2	2
733	от себя	2	2
734	что отношения	2	2
735	такое же	3	2
736	то она	3	2
737	в другую	2	2
738	в один	2	2
739	такой же	4	2
740	жизни человека	2	2
741	время когда	2	2
742	то оно	3	2
743	с общим	3	2
744	чем более	3	2
745	слова а	3	2
746	мысли о	6	2
747	были и	2	2
748	с и	3	2
749	что до	2	2
750	природы в	2	2
751	между этими	2	2
752	именно что	2	2
753	души а	3	2
754	не имел	2	2
755	в глазах	4	2
756	слова мы	3	2
757	иначе чем	2	2
758	в нас	10	2
759	которой мы	3	2
760	только из	3	2
761	понятие которое	2	2
762	на известное	2	2
763	звука и	9	2
764	самое понятие	2	2
765	для самого	5	2
766	нам и	2	2
767	языка а	3	2
768	внешним и	2	2
769	к нам	3	2
770	необходимые для	2	2
771	тем в	2	2
772	или без	2	2
773	известно что	3	2
774	но во	3	2
775	общество и	2	2
776	языка с	6	2
777	близких к	2	2
778	времен и	2	2
779	мертвых душ	5	2
780	том и	2	2
781	точке зрения	4	2
782	видели что	2	2
783	даже с	2	2
784	более и	2	2
785	это определение	2	2
786	есть если	2	2
787	же что	2	2
788	в стороне	5	2
789	с такою	2	2
790	не дает	2	2
791	а так	4	2
792	утверждает что	3	2
793	такой степени	2	2
794	общее понятие	2	2
795	понятие о	2	2
796	бы они	2	2
797	когда же	2	2
798	вслед за	2	2
799	этим последним	4	2
800	по отношению	15	2
801	на свои	2	2
802	свою очередь	8	2
803	эти предметы	2	2
804	говоря о	3	2
805	или же	7	2
806	слово в	2	2
807	а на	2	2
808	случае оно	2	2
809	на все	5	2
810	когда уже	3	2
811	не зная	3	2
812	т п	6	2
813	друга и	2	2
814	нужно было	3	2
815	есть понятие	2	2
816	может стать	3	2
817	как например	4	2
818	не находит	2	2
819	самый предмет	2	2
820	видно из	3	2
821	даже при	3	2
822	все его	2	2
823	противоположностей в	2	2
824	сколько и	4	2
825	чего не	3	2
826	и такое	2	2
827	и совершенно	2	2
828	невозможен без	2	2
829	познания и	2	2
830	на язык	7	2
831	красный цвет	2	2
832	до такой	2	2
833	что само	4	2
834	не станет	2	2
835	души и	9	2
836	чего бы	2	2
837	словом и	2	2
838	имеет дело	2	2
839	смысле есть	2	2
840	что человек	6	2
841	его содержание	2	2
842	отношению к	13	2
843	друг на	2	2
844	что есть	3	2
845	будет совершенно	2	2
846	не с	2	2
847	что по	3	2
848	выше что	2	2
849	история и	2	2
850	само собою	4	2
851	не должно	2	2
852	к новому	2	2
853	зависит от	6	2
854	нужно будет	4	2
855	слова в	7	2
856	что я	2	2
857	должны быть	11	2
858	чувства и	16	2
859	допустим что	2	2
860	разнообразие и	3	2
861	их и	2	2
862	действительности не	2	2
863	этого не	2	2
864	не из	3	2
865	не понимает	2	2
866	человек не	2	2
867	бы ни	8	2
868	нам не	2	2
