N	2gram	Losev_Prob	Narrotol
341	и который	4	2
342	вовсе не	18	2
343	чем иным	3	2
344	если в	2	2
345	не столь	3	2
346	в мир	3	2
347	и вообще	11	2
348	только по	2	2
349	значимость в	2	2
350	тут же	7	2
351	но все	6	2
352	в россии	2	2
353	время в	2	2
354	другой стороны	8	2
355	однако для	2	2
356	это в	2	2
357	веяло чем-то	2	2
358	нас в	5	2
359	его как	2	2
360	по мнению	3	2
361	на это	2	2
362	бы в	2	2
363	бы на	3	2
364	в этот	4	2
365	мы можем	5	2
366	то чтобы	2	2
367	тот кто	2	2
368	все это	8	2
369	тем что	2	2
370	не есть	3	2
371	жизни то	2	2
372	и наконец	4	2
373	как о	6	2
374	xix в	4	2
375	и есть	4	2
376	по словам	2	2
377	что иное	3	2
378	и наиболее	3	2
379	быть только	6	2
380	во всех	2	2
381	русской литературе	3	2
382	и более	3	2
383	отношение к	3	2
384	есть в	6	2
385	ни с	4	2
386	и является	6	2
387	но уже	3	2
388	мир и	2	2
389	себе но	2	2
390	с такою	2	2
391	когда он	3	2
392	в мировой	3	2
393	того же	7	2
394	или иначе	3	2
395	будто бы	5	2
396	у меня	2	2
397	с которым	2	2
398	из которых	2	2
399	видно что	2	2
400	том смысле	2	2
401	таком случае	2	2
402	иное как	3	2
403	раз и	2	2
404	не для	2	2
405	еще более	4	2
406	в других	5	2
407	к другому	5	2
408	это был	3	2
409	это и	4	2
410	и делает	2	2
411	человек и	2	2
412	дело здесь	2	2
413	это время	3	2
414	однако не	2	2
415	и всякий	2	2
416	мы будем	2	2
417	мы и	2	2
418	с помощью	2	2
419	ясно что	11	2
