N	2gram	Potebnia_M	RusskieA
244	что все	4	3
245	относятся к	2	3
246	видно из	3	3
247	и это	3	3
248	более или	6	3
249	тех пор	2	3
250	на другой	2	3
251	точки зрения	8	3
252	связь с	2	3
253	такое же	3	3
254	же не	2	3
255	в какой	2	3
256	в ее	2	3
257	но вместе	4	3
258	что с	3	3
259	и во	6	3
260	в своей	3	3
261	в природе	11	3
262	до того	2	3
263	свою очередь	8	3
264	значение и	4	3
265	место в	3	3
266	этом не	2	3
267	хотя и	6	3
268	также что	2	3
269	увидим что	4	3
270	имеет место	4	3
271	и то	4	3
272	или не	3	3
273	судить о	3	3
274	независимо от	15	3
275	с другими	3	3
276	по отношению	15	3
277	и наоборот	10	3
278	в которой	5	3
279	которые не	5	3
280	от этого	2	3
281	на него	6	3
282	в эту	2	3
283	если бы	23	3
284	как средство	2	3
285	известно что	3	3
286	они могли	2	3
287	между собою	10	3
288	отношению к	13	3
289	сих пор	5	3
290	что касается	2	3
291	не имеем	3	3
292	с одной	7	3
293	есть в	4	3
294	на этот	2	3
295	думать что	6	3
296	на то	5	3
297	все что	5	3
298	слова в	7	3
299	с таким	3	3
300	их и	2	3
301	находится в	2	3
302	с точки	4	3
303	здесь не	2	3
304	только как	5	3
305	и его	7	3
306	сходство с	2	3
307	по его	7	3
308	на природу	3	3
309	как на	5	3
310	что именно	2	3
311	из основных	2	3
312	при котором	3	3
313	до сих	5	3
314	его мнению	4	2
315	время и	2	2
316	и притом	6	2
317	во все	2	2
318	что ему	2	2
319	следовательно и	2	2
320	ясно и	2	2
321	всем этом	2	2
322	к этим	2	2
323	и следовательно	4	2
324	могло бы	4	2
325	не имеют	7	2
326	в себе	22	2
327	от него	8	2
328	заключить что	3	2
329	и вообще	5	2
330	с другим	3	2
331	в развитии	2	2
332	но даже	2	2
333	не как	4	2
334	не дают	2	2
335	их к	2	2
336	не знали	2	2
337	судя по	5	2
338	должен быть	2	2
339	одним из	2	2
340	и тем	5	2
341	а как	3	2
342	он должен	2	2
343	и всегда	3	2
344	между ними	2	2
345	на основании	3	2
346	самом деле	2	2
347	т п	6	2
348	тем как	3	2
349	в один	2	2
350	утверждает что	3	2
351	его от	2	2
352	сами не	2	2
353	себе в	2	2
354	образом в	5	2
355	не так	6	2
356	на которую	3	2
357	но мы	3	2
358	к этой	3	2
359	воспоминание о	3	2
360	они не	5	2
361	в другую	2	2
362	в более	4	2
363	ни одна	2	2
364	и непосредственно	2	2
365	и без	4	2
366	не дает	2	2
367	одной стороны	6	2
368	ответ на	2	2
369	между прочим	5	2
370	с нею	6	2
371	не были	2	2
372	когда в	3	2
373	мы видим	5	2
374	себя и	3	2
375	у и	2	2
376	под влиянием	10	2
377	для обозначения	2	2
378	для него	13	2
379	относится к	5	2
380	следующее в	2	2
381	с его	3	2
382	сказать что	5	2
383	несомненно что	2	2
384	все то	2	2
385	он не	4	2
386	что если	7	2
387	когда мы	4	2
388	на ней	4	2
389	о происхождении	8	2
390	другой стороны	7	2
391	как оно	2	2
392	в начале	2	2
393	тем более	2	2
394	дело в	3	2
395	в каждом	6	2
396	должно быть	9	2
397	разница между	5	2
398	но совершенно	2	2
399	из своих	2	2
400	из нее	2	2
401	при начале	2	2
402	от другого	3	2
403	и даже	4	2
404	мы можем	10	2
405	случаи когда	2	2
406	общего с	3	2
407	как не	4	2
408	таком виде	2	2
409	д и	2	2
410	не противоречит	3	2
411	и которые	3	2
412	он есть	3	2
413	ее с	2	2
414	с этой	3	2
415	смысле в	5	2
416	от одного	2	2
417	такой взгляд	2	2
418	с и	3	2
419	быть только	7	2
420	нас в	2	2
421	не могло	3	2
422	например с	2	2
423	что есть	3	2
424	в жизни	5	2
425	вытекает из	3	2
426	но тем	6	2
427	ни с	2	2
428	можно считать	2	2
429	к нам	3	2
430	этой цели	3	2
431	предположение что	2	2
432	в чем	6	2
433	что такое	3	2
434	если это	2	2
435	другу и	2	2
436	к новому	2	2
437	и если	6	2
438	оно не	4	2
439	быть не	7	2
440	в другой	4	2
441	и делать	2	2
442	но на	3	2
443	на что	3	2
444	в одних	2	2
445	из всего	2	2
446	но что	2	2
447	такую же	2	2
448	виду что	2	2
449	по себе	24	2
450	в человеческом	3	2
451	к их	2	2
452	в стороне	5	2
453	к другому	2	2
454	от нее	6	2
455	из этого	2	2
456	в противном	3	2
457	не более	4	2
458	у него	3	2
459	друг другу	4	2
460	но оно	3	2
461	в нашем	2	2
462	о которой	2	2
463	что при	6	2
464	все в	2	2
465	значение слова	2	2
466	сходство между	2	2
467	и сами	3	2
468	они с	2	2
469	из одного	3	2
