N	2gram	Bakhtin_sl	Komedia
147	и во	3	7
148	в связи	2	7
149	что они	2	7
150	во всяком	9	7
151	х годов	2	7
152	из этих	3	7
153	мы найдем	3	7
154	хотя бы	6	7
155	в результате	4	7
156	дело с	4	7
157	целый ряд	2	7
158	не является	3	7
159	ни было	2	7
160	в этих	8	7
161	или иначе	2	7
162	для нас	7	7
163	всяком случае	7	7
164	даже в	4	6
165	в виду	2	6
166	и тем	3	6
167	его от	2	6
168	не приходится	2	6
169	так в	2	6
170	о которых	2	6
171	могут быть	25	6
172	здесь в	6	6
173	в сущности	18	6
174	на которые	3	6
175	это было	2	6
176	тем не	2	6
177	и как	3	6
178	человека в	5	6
179	в отличие	12	6
180	в какой	2	6
181	на то	2	6
182	еще более	7	6
183	в другой	2	6
184	на этом	4	6
185	с точки	11	6
186	или в	10	6
187	а не	29	6
188	никогда не	9	5
189	ему не	2	5
190	этом отношении	2	5
191	это не	8	5
192	для всех	2	5
193	его на	2	5
194	в каждом	5	5
195	одним из	5	5
196	роль в	4	5
197	или вовсе	2	5
198	все время	4	5
199	по существу	3	5
200	к ним	2	5
201	не могла	2	5
202	между собой	3	5
203	в ее	2	5
204	в первом	3	5
205	сказать что	4	5
206	и от	5	5
207	для этого	4	5
208	себя в	14	5
209	в сознании	3	5
210	за пределы	6	5
211	т д	7	5
212	мира в	2	5
213	к своему	11	5
214	именно в	5	5
215	приводит к	2	5
216	жизни и	5	5
217	а на	3	5
218	конечно не	7	5
219	друг другу	2	5
220	той же	3	5
221	но он	4	5
222	с помощью	5	5
223	чем в	3	5
224	которые в	4	4
225	в построении	2	4
226	или к	3	4
227	нуждается в	3	4
228	не остается	2	4
229	в духе	3	4
230	не столько	4	4
231	наконец в	5	4
232	по своей	2	4
233	или менее	5	4
234	образом в	4	4
235	и этим	3	4
236	в более	2	4
237	все его	4	4
238	и там	6	4
239	его не	4	4
240	между ними	2	4
241	же как	2	4
242	обстоит дело	4	4
243	не на	6	4
244	из самых	2	4
245	например в	6	4
246	требует от	2	4
247	в основе	8	4
248	одна из	6	4
249	из этого	3	4
250	меньше чем	2	4
251	стороны и	3	4
252	пор не	2	4
253	был бы	2	4
254	и их	6	4
255	у нас	2	4
256	и другие	3	4
257	за его	2	4
258	в пределах	27	4
259	нас в	3	4
260	далеко не	7	4
261	в последние	2	4
262	из себя	3	4
263	новое время	2	4
264	выражение в	4	4
265	с которым	4	4
266	в той	13	4
267	как его	5	4
268	в себя	3	4
269	и речи	4	4
270	если мы	2	3
271	и потому	9	3
272	не могут	7	3
273	от него	5	3
274	нисколько не	3	3
275	в одной	2	3
276	не меньше	2	3
277	не был	2	3
278	как к	5	3
279	должен быть	3	3
280	остается в	5	3
281	на все	3	3
282	а как	3	3
283	речь о	2	3
284	том же	4	3
285	только на	3	3
286	а его	2	3
287	а с	2	3
288	для понимания	3	3
289	от этого	2	3
290	в эту	3	3
291	она не	8	3
292	они не	3	3
293	с другом	2	3
294	он в	6	3
295	его и	5	3
296	на себе	2	3
297	людей и	2	3
298	в известной	3	3
299	не столь	2	3
300	на них	2	3
301	для них	2	3
302	в виде	4	3
303	с ними	8	3
304	в герое	2	3
305	интерес к	3	3
306	конечно в	2	3
307	на всю	3	3
308	только как	2	3
309	мы видели	3	3
310	только два	2	3
311	они были	3	3
312	если она	2	3
313	и эта	2	3
314	в новое	4	3
315	друг с	2	3
316	и одновременно	2	3
317	как о	2	3
318	совершенно не	2	3
319	и внутренней	2	3
320	и более	3	3
321	не с	5	3
322	отношения к	3	3
323	за пределами	3	3
324	более или	5	3
325	или на	2	3
326	связанные с	7	3
327	время и	3	3
328	в большинстве	16	3
329	по себе	4	3
330	в один	2	3
331	в таком	5	3
332	и есть	2	3
333	во всем	3	3
334	в свой	3	2
335	перед нами	7	2
336	те же	3	2
337	и следовательно	8	2
338	одному и	2	2
339	различных жанров	2	2
340	еще раз	3	2
341	человека и	3	2
342	такая же	2	2
343	не как	4	2
344	на правах	2	2
345	связанных с	4	2
346	и формы	4	2
347	которых мы	3	2
348	одному из	2	2
349	в речах	3	2
350	слово в	18	2
351	слов в	2	2
352	бы его	2	2
353	в свое	3	2
354	именно к	3	2
355	у них	2	2
356	и при	2	2
357	в основном	7	2
358	того что	4	2
359	со всеми	3	2
360	которые как	2	2
361	о нем	6	2
362	как уже	2	2
363	что все	2	2
364	характерные для	2	2
365	иногда даже	2	2
366	жизнь в	2	2
367	зависимости от	4	2
368	ли он	4	2
369	ту же	5	2
370	которые были	2	2
371	войти в	2	2
372	разной степени	2	2
373	и те	3	2
374	большинстве случаев	11	2
375	в известном	2	2
376	в состав	3	2
377	здесь не	6	2
378	себя от	2	2
379	не была	3	2
380	мы видим	2	2
381	и мир	9	2
382	в зависимости	4	2
383	и до	2	2
384	все эти	15	2
385	себя и	2	2
386	почти всегда	3	2
387	и может	4	2
388	должна быть	3	2
389	известной степени	6	2
390	эти слова	4	2
391	других случаях	2	2
392	этом случае	4	2
393	рядом с	7	2
394	бы и	6	2
395	художественный образ	3	2
396	особенно в	3	2
397	с которыми	2	2
398	в социальном	2	2
399	первом случае	2	2
400	то в	2	2
401	они могут	7	2
402	с другими	8	2
403	но это	3	2
404	в собственном	2	2
405	однако и	2	2
406	не все	2	2
407	ответственность за	2	2
408	только с	3	2
409	с ней	2	2
410	дело не	2	2
411	образом на	2	2
412	с ее	6	2
413	слова и	21	2
414	жизни в	2	2
415	и со	2	2
416	слова с	3	2
417	зрения на	9	2
418	речь в	2	2
419	отношении к	9	2
420	как только	4	2
421	формы и	3	2
422	для него	8	2
423	в самых	2	2
424	при его	2	2
425	точек зрения	8	2
426	была поставлена	2	2
427	на нем	2	2
428	в смысле	7	2
429	и речевых	2	2
430	слова о	2	2
431	и она	2	2
432	в лучшем	3	2
433	не знаем	3	2
434	связь с	2	2
435	бы ни	3	2
436	мы уже	4	2
437	есть для	2	2
438	и только	2	2
439	в форме	3	2
440	именно на	3	2
441	на фоне	11	2
442	же и	4	2
443	них не	2	2
444	темы в	2	2
445	со словом	4	2
446	без всякого	2	2
