N	2gram	Tiupa_Disk	formyVre
215	чем не	3	5
216	но они	3	5
217	далеко не	10	5
218	да и	2	5
219	романа и	2	5
220	точка зрения	3	5
221	или в	2	5
222	нового времени	2	5
223	как его	2	5
224	той же	2	5
225	перед нами	4	4
226	в одной	4	4
227	по себе	3	4
228	при всей	9	4
229	по отношению	13	4
230	в другом	5	4
231	друг друга	2	4
232	и т.д	5	4
233	проявляется в	2	4
234	что он	6	4
235	и о	4	4
236	в одно	2	4
237	они были	2	4
238	в историческом	2	4
239	в тексте	5	4
240	и было	3	4
241	в чем	2	4
242	что не	4	4
243	другой стороны	5	4
244	и вне	2	4
245	на его	4	4
246	языка и	3	4
247	принадлежит к	3	4
248	своей собственной	3	4
249	быть и	2	4
250	в данном	9	4
251	вследствие этого	4	4
252	стадии развития	2	4
253	или на	3	4
254	всей его	2	4
255	этом случае	3	4
256	в своих	6	4
257	жизни как	2	4
258	момент в	3	4
259	со своей	2	4
260	случая и	2	4
261	всяком случае	2	4
262	это и	2	4
263	же самое	2	4
264	во всем	2	4
265	в нашем	2	4
266	вопрос о	2	3
267	в соответствии	4	3
268	в сферу	3	3
269	в тех	2	3
270	вплоть до	2	3
271	в классическом	2	3
272	до известной	2	3
273	картины мира	8	3
274	в новом	2	3
275	как это	2	3
276	самого начала	2	3
277	неотделимо от	3	3
278	как уже	5	3
279	ему в	3	3
280	что на	3	3
281	но это	3	3
282	не столько	3	3
283	здесь также	2	3
284	как нечто	2	3
285	на этом	3	3
286	того и	2	3
287	известной степени	3	3
288	с самого	2	3
289	романного жанра	3	3
290	в литературу	3	3
291	но она	3	3
292	но при	3	3
293	существенную роль	4	3
294	дело в	3	3
295	это было	2	3
296	в данной	3	3
297	в значительной	3	3
298	по мере	2	3
299	целый ряд	2	3
300	тот или	2	3
301	он ни	2	3
302	ни к	11	3
303	нас в	2	3
304	по своему	3	3
305	сами по	2	3
306	можно говорить	2	3
307	можно сказать	7	3
308	строго говоря	3	3
309	в творчестве	4	3
310	на почве	3	3
311	жизни не	2	3
312	в свою	3	3
313	жизни а	2	3
314	внимание на	5	3
315	к другому	3	3
316	человек не	2	3
317	и есть	2	3
318	не к	3	3
319	на ранних	2	3
320	не обязательно	4	3
321	не о	2	2
322	данном случае	6	2
323	или даже	2	2
324	идет о	2	2
325	на себя	2	2
326	в полном	2	2
327	одну из	2	2
328	каждый из	2	2
329	если в	2	2
330	а потом	2	2
331	в каждом	2	2
332	виду что	2	2
333	свою очередь	3	2
334	но одновременно	4	2
335	никого не	2	2
336	весьма существенную	3	2
337	он всегда	2	2
338	разумеется не	2	2
339	произведения как	2	2
340	одном из	2	2
341	героя в	6	2
342	чего не	3	2
343	из жизни	3	2
344	самом деле	2	2
345	литературного произведения	3	2
346	что даже	2	2
347	для своего	3	2
348	за которым	2	2
349	картине мира	2	2
350	они и	3	2
351	разного рода	2	2
352	живет в	3	2
353	во втором	5	2
354	картина мира	7	2
355	лежит на	2	2
356	но как	2	2
357	на ее	2	2
358	можно назвать	2	2
359	своей природе	3	2
360	было в	4	2
361	должны быть	3	2
362	к данному	3	2
363	и иные	2	2
364	не столь	2	2
365	с их	3	2
366	или не	2	2
367	тут же	3	2
368	стремится к	3	2
369	его с	2	2
370	события в	3	2
371	в строгом	5	2
372	необходимо чтобы	2	2
373	по аналогии	2	2
374	указать на	3	2
375	хотя в	3	2
376	его как	3	2
377	себя в	8	2
378	о котором	2	2
379	отличается от	3	2
380	речи в	2	2
381	как их	2	2
382	себя самого	2	2
383	и точность	2	2
384	и может	3	2
385	которой нет	2	2
386	жанров в	5	2
387	жанров и	2	2
388	себе не	4	2
389	опирается на	2	2
390	к своему	2	2
391	одновременно с	2	2
392	должна быть	2	2
393	в пределе	2	2
394	к сыну	2	2
395	с человеком	3	2
396	и строго	2	2
397	и должно	2	2
398	ни для	4	2
399	но уже	3	2
400	частности в	2	2
401	и слушателей	3	2
402	жизнь как	2	2
403	зрения на	3	2
404	но для	2	2
405	рассказывания в	4	2
406	соответствии с	5	2
407	там же	3	2
408	еще в	6	2
409	это прежде	3	2
410	он видел	2	2
411	влияния на	2	2
412	определяется не	2	2
413	по природе	6	2
414	эпохи и	2	2
415	он сам	2	2
416	служит для	2	2
417	в разные	2	2
418	говорить о	3	2
419	является не	2	2
420	в языке	2	2
421	только о	2	2
422	и сам	2	2
423	тому же	5	2
424	природе своей	6	2
425	в организации	2	2
426	основе своей	4	2
