N	2gram	Bakhtin_Fr	Tvorches
215	к тому	3	3
216	связь с	8	3
217	в ней	7	3
218	всяком случае	2	3
219	развития в	2	3
220	и др	32	3
221	и до	6	3
222	там где	3	3
223	можно сказать	4	3
224	как мы	12	3
225	да и	5	3
226	сказать что	12	3
227	в мир	2	3
228	во многих	2	3
229	время в	3	3
230	из этих	7	3
231	в начале	4	3
232	это в	5	3
233	и еще	5	3
234	к ней	2	3
235	с ее	3	3
236	ни на	3	3
237	во второй	2	3
238	кроме того	2	3
239	лишь в	4	3
240	и вот	5	3
241	не является	4	3
242	ее в	2	3
243	для того	2	3
244	и их	3	3
245	году в	3	3
246	со всеми	2	3
247	в будущее	2	3
248	на протяжении	9	3
249	в жизни	7	3
250	на этот	3	3
251	нет и	2	3
252	автора и	2	3
253	в себя	9	3
254	что для	3	3
255	для которого	2	3
256	человеческих отношений	2	3
257	и к	7	3
258	но на	3	3
259	на этом	2	3
260	он и	3	3
261	несмотря на	5	3
262	жизни и	14	3
263	во всяком	2	3
264	и особенно	4	3
265	или в	2	3
266	смеха в	11	3
267	жизни но	2	3
268	в одном	8	3
269	на площади	3	3
270	ту эпоху	2	3
271	в свой	2	2
272	в отношении	7	2
273	в таких	2	2
274	во все	2	2
275	сама жизнь	3	2
276	о человеке	2	2
277	не могут	4	2
278	говорили что	3	2
279	но как	3	2
280	о чем	3	2
281	со смертью	3	2
282	это очень	2	2
283	в тех	5	2
284	еще раз	4	2
285	лицо его	2	2
286	эти два	2	2
287	включает в	3	2
288	но даже	2	2
289	но прежде	3	2
290	у шекспира	3	2
291	по своей	3	2
292	не во	2	2
293	он еще	3	2
294	он всегда	2	2
295	на эти	2	2
296	в устах	2	2
297	в формах	3	2
298	точку зрения	2	2
299	xviii века	2	2
300	связано с	2	2
301	и очень	2	2
302	образом в	3	2
303	о нем	4	2
304	их с	2	2
305	она не	2	2
306	он в	2	2
307	мы наблюдаем	3	2
308	стремление к	2	2
309	точка зрения	3	2
310	и без	4	2
311	между прочим	2	2
312	смерти в	2	2
313	это его	2	2
314	и та	2	2
315	целом ряде	2	2
316	же он	2	2
317	для них	2	2
318	того чтобы	3	2
319	числе и	7	2
320	это время	2	2
321	было бы	4	2
322	протяжении всего	5	2
323	же в	4	2
324	связи с	5	2
325	одновременно и	3	2
326	в сущности	20	2
327	в связи	2	2
328	он был	3	2
329	во время	14	2
330	первом плане	4	2
331	рядом с	9	2
332	проникает в	2	2
333	к миру	2	2
334	здесь мы	2	2
335	на ранних	2	2
336	содержит в	2	2
337	по поводу	2	2
338	и вообще	5	2
339	всех этих	10	2
340	некоторые из	3	2
341	к необходимости	2	2
342	он как	2	2
343	в эпоху	17	2
344	но при	2	2
345	во всех	13	2
346	при таком	2	2
347	страх перед	2	2
348	мир в	3	2
349	линии развития	2	2
350	мира в	3	2
351	вокруг себя	3	2
352	должен был	2	2
353	и со	3	2
354	и о	4	2
355	ни к	2	2
356	в целях	2	2
357	наконец в	2	2
358	жизнь и	3	2
359	с одной	2	2
360	культуры и	11	2
361	от всех	3	2
362	отчасти и	2	2
363	и здесь	4	2
364	их в	3	2
365	здравого смысла	2	2
366	человек в	2	2
367	все что	2	2
368	мировой литературы	7	2
369	входит в	4	2
370	было очень	2	2
371	в эту	6	2
372	но для	3	2
373	с темой	2	2
374	на первом	4	2
375	ко всему	2	2
376	на мир	7	2
377	с их	7	2
378	уже говорили	12	2
379	бы ни	2	2
380	или даже	2	2
381	том числе	10	2
382	не просто	3	2
383	как на	4	2
384	этот момент	3	2
385	не к	2	2
386	как раз	3	2
387	мы уже	18	2
