N	2gram	Ircho_Kome	KulturaY
193	как он	5	7
194	свою очередь	10	7
195	всякого рода	3	7
196	и потому	2	7
197	была бы	2	7
198	не знает	7	7
199	а с	2	7
200	как например	2	7
201	к вопросу	2	7
202	она не	3	7
203	следует что	3	7
204	одной стороны	4	7
205	нисколько не	3	7
206	например в	3	7
207	никак не	2	7
208	до тех	5	7
209	как о	3	7
210	же и	2	7
211	в истории	2	7
212	все равно	3	7
213	не следует	2	7
214	что касается	5	7
215	в г	3	7
216	чуть ли	2	7
217	на этот	6	7
218	столь же	5	7
219	в котором	6	7
220	когда он	5	7
221	с ним	10	7
222	в одном	3	7
223	только как	2	7
224	даже в	3	6
225	слов в	2	6
226	в себе	4	6
227	нуждается в	2	6
228	как к	3	6
229	роль в	3	6
230	на этом	3	6
231	е в	2	6
232	говоря уже	2	6
233	не всегда	2	6
234	отличие от	5	6
235	мы знаем	2	6
236	в свое	2	6
237	уже о	2	6
238	на себя	10	6
239	в отличие	3	6
240	однако что	2	6
241	не столько	3	6
242	в ее	3	6
243	что с	4	6
244	первую очередь	2	6
245	не на	3	6
246	как будто	3	6
247	то это	5	6
248	за пределы	3	6
249	дело не	2	6
250	мы не	6	6
251	прежде чем	4	6
252	только для	2	6
253	же время	12	6
254	не с	2	6
255	только что	11	6
256	приводит к	4	6
257	если не	7	6
258	главным образом	2	6
259	чтобы не	3	6
260	тем же	3	6
261	никогда не	5	5
262	в конечном	2	5
263	в отношении	4	5
264	к его	4	5
265	как же	2	5
266	и к	4	5
267	мой взгляд	2	5
268	а на	3	5
269	к себе	9	5
270	в другом	2	5
271	в конце	14	5
272	но если	3	5
273	и у	4	5
274	не надо	2	5
275	или менее	2	5
276	так что	7	5
277	по своему	3	5
278	не так	4	5
279	бы на	2	5
280	материал для	2	5
281	более или	2	5
282	на вопрос	5	5
283	всего лишь	2	5
284	в двух	7	5
285	и от	3	5
286	из того	3	5
287	и он	5	5
288	и еще	4	5
289	не как	2	5
290	на мой	2	5
291	и даже	6	5
292	как не	2	5
293	я и	2	5
294	у него	10	5
295	отношение к	7	5
296	еще более	4	5
297	или иначе	3	5
298	мы в	3	5
299	на примере	2	5
300	чем в	5	5
301	не о	3	4
302	его в	9	4
303	остается в	3	4
304	о чем	11	4
305	в каждом	3	4
306	сразу же	5	4
307	ответственность за	2	4
308	одно из	3	4
309	на месте	3	4
310	и все	6	4
311	к нему	8	4
312	к этой	2	4
313	с большим	4	4
314	во втором	2	4
315	и без	2	4
316	одного из	4	4
317	между ними	4	4
318	однако в	5	4
319	аналогии с	2	4
320	для обозначения	2	4
321	представление о	2	4
322	по сравнению	3	4
323	это в	2	4
324	на это	3	4
325	конечном счете	3	4
326	как можно	2	4
327	и по	3	4
328	этих слов	2	4
329	мы можем	7	4
330	бы не	3	4
331	такой же	2	4
332	я говорю	2	4
333	ли в	3	4
334	отношения к	2	4
335	иначе как	2	4
336	что для	7	4
337	в смысле	2	4
338	отношения между	2	4
339	и это	4	4
340	выражение в	3	4
341	из которых	7	4
342	из них	11	4
343	в лучшем	2	4
344	до того	4	4
345	только после	3	4
346	но еще	2	4
347	так или	3	4
348	как только	2	4
349	если же	2	4
350	но он	3	4
351	не дает	5	4
352	не мог	2	4
353	еще один	2	3
354	действия и	2	3
355	чаще всего	2	3
356	том как	5	3
357	в это	2	3
358	что здесь	2	3
359	наряду с	4	3
360	который в	3	3
361	не хочет	6	3
362	всю свою	2	3
363	конце концов	3	3
364	и мы	5	3
365	а как	2	3
366	ответа на	2	3
367	от себя	2	3
368	том же	2	3
369	на долю	4	3
370	и со	2	3
371	тем как	2	3
372	знает что	2	3
373	себе в	6	3
374	образом в	2	3
375	все время	3	3
376	его и	3	3
377	от них	2	3
378	не приходится	5	3
379	на него	6	3
380	она была	2	3
381	к ним	5	3
382	меня и	2	3
383	на них	3	3
384	представить себе	2	3
385	на его	5	3
386	в начале	5	3
387	еще одно	2	3
388	о его	4	3
389	и дальше	2	3
390	под влиянием	2	3
391	и может	2	3
392	и я	3	3
393	в устах	2	3
394	во время	8	3
395	из самых	2	3
396	в дальнейшем	5	3
397	даже не	5	3
398	признать что	5	3
399	если в	4	3
400	чтобы в	3	3
401	не знаю	2	3
402	нет и	4	3
403	то время	3	3
404	в которые	2	3
405	пока он	2	3
406	можно считать	2	3
407	также в	2	3
408	в других	4	3
409	одним из	2	3
410	более чем	6	3
411	не по	7	3
412	что его	10	3
413	именно потому	2	3
414	идет речь	2	3
415	что у	2	3
416	каждой из	4	3
417	он в	2	3
418	какой мере	2	3
419	все что	6	3
420	меньше всего	5	3
421	себя внимание	3	3
422	больше всего	4	3
423	со своей	2	3
424	то ни	4	3
425	таким же	2	3
426	бы то	3	3
427	без всякого	2	3
428	что их	4	2
429	трудно было	2	2
430	не стал	2	2
431	таким путем	2	2
432	которого они	2	2
433	возможно что	4	2
434	из всех	3	2
435	в греческой	2	2
436	понимает что	2	2
437	от него	2	2
438	в одной	2	2
439	приходит к	2	2
440	который по	2	2
441	такая же	2	2
442	она должна	2	2
443	конечно в	2	2
444	в глаза	3	2
445	является его	2	2
446	не был	2	2
447	г и	2	2
448	что между	2	2
449	того в	3	2
450	строится на	2	2
451	обращает на	3	2
452	на пути	2	2
453	они будут	2	2
454	себе не	2	2
455	к своему	4	2
456	нет никаких	2	2
457	ничем не	4	2
458	возможность и	2	2
459	с полным	4	2
460	одной из	4	2
461	сто лет	3	2
462	в руки	2	2
463	отрицать что	2	2
464	любви к	5	2
465	он говорит	3	2
466	мысли что	2	2
467	том числе	2	2
468	как впрочем	2	2
469	ответ на	7	2
470	не могла	3	2
471	к сожалению	2	2
472	по этому	3	2
473	же не	3	2
474	к другому	2	2
475	из своего	5	2
476	здесь в	2	2
477	его от	5	2
478	по тому	4	2
479	и когда	2	2
480	и до	2	2
481	было в	2	2
482	поскольку за	2	2
483	которой мы	2	2
484	никто не	2	2
485	он называет	4	2
486	на которые	3	2
487	меньше чем	2	2
488	любовь к	4	2
489	с другими	2	2
490	х годов	2	2
491	у нее	2	2
492	бы к	2	2
493	и там	3	2
494	с уже	2	2
495	и тот	6	2
496	мы найдем	3	2
497	дело с	4	2
498	сам же	2	2
499	целого ряда	2	2
500	общего с	2	2
501	в объяснении	2	2
502	после чего	2	2
503	является ли	3	2
504	и мысли	3	2
505	должен был	6	2
506	по его	2	2
507	не является	5	2
508	ни было	3	2
509	отказаться от	3	2
510	начнем с	2	2
511	в известной	3	2
512	в глазах	10	2
513	время как	3	2
514	едва ли	16	2
515	его жизни	2	2
516	сомневаться что	2	2
517	не будет	2	2
518	за то	2	2
519	равно как	7	2
520	меня в	2	2
521	отрывки из	2	2
522	имеем в	2	2
523	даже при	2	2
524	ему все	2	2
525	а по	5	2
526	того кто	2	2
527	видно что	2	2
528	речь шла	2	2
529	он и	5	2
530	покончить с	2	2
531	к числу	2	2
532	и теперь	2	2
533	в случае	2	2
534	чтобы дать	2	2
535	разумеется что	3	2
536	ли ты	4	2
537	что эта	2	2
538	без конца	2	2
539	друг другу	3	2
540	сравнению с	3	2
541	во всем	2	2
542	и после	2	2
543	один и	3	2
544	чем же	2	2
545	это время	2	2
546	каждом из	2	2
