N	2gram	Vygotskiy_	EvropaiC
179	бы в	5	3
180	которые не	5	3
181	ни было	2	3
182	от того	8	3
183	только что	5	3
184	с этой	6	3
185	в этих	4	3
186	и других	4	3
187	в связи	9	3
188	одного и	5	3
189	как у	2	3
190	но по	3	3
191	сомнению что	2	3
192	прежде всего	6	3
193	отличие от	8	3
194	с одной	8	3
195	как известно	7	3
196	одно из	2	3
197	в жизни	3	3
198	но не	7	3
199	рассматриваться как	4	3
200	и это	7	3
201	на этой	7	3
202	а в	7	3
203	может служить	2	3
204	в нем	4	3
205	указывают на	4	3
206	в ней	3	3
207	с более	2	3
208	что оно	8	3
209	тогда когда	10	3
210	у взрослого	3	3
211	ко всем	2	3
212	для нас	6	3
213	же не	3	3
214	с в	2	3
215	по одному	3	3
216	было бы	15	3
217	и по	5	3
218	и может	4	3
219	таким же	4	3
220	ничего общего	4	3
221	в истории	9	3
222	во всем	7	3
223	от тех	2	3
224	в нашем	2	3
225	в совершенно	5	3
226	же как	10	3
227	и того	5	3
228	заключается в	22	3
229	уже и	5	3
230	тот же	10	3
231	как мы	14	3
232	мы будем	4	3
233	чем в	4	3
234	конечно в	2	2
235	одна из	2	2
236	другими словами	3	2
237	с которыми	4	2
238	общую группу	2	2
239	этого явления	3	2
240	тех же	2	2
241	то в	3	2
242	то и	5	2
243	они могут	3	2
244	независимо от	5	2
245	в процессе	33	2
246	но как	4	2
247	между этими	2	2
248	этот процесс	4	2
249	на одном	2	2
250	то время	5	2
251	и поэтому	4	2
252	что она	7	2
253	высшей степени	11	2
254	в другом	3	2
255	из нее	2	2
256	свою очередь	3	2
257	но если	2	2
258	на него	2	2
259	для себя	2	2
260	на каждом	4	2
261	которые могут	3	2
262	друг друга	7	2
263	зависимости от	7	2
264	всех остальных	2	2
265	может лежать	2	2
266	на первый	5	2
267	в виду	4	2
268	между отдельными	6	2
269	в частности	4	2
270	что они	23	2
271	на друга	3	2
272	такой же	4	2
273	тем как	4	2
274	одной и	6	2
275	том виде	4	2
276	с уже	2	2
277	в один	4	2
278	в высшей	11	2
279	эти последние	2	2
280	друг на	3	2
281	к той	2	2
282	показывают что	6	2
283	не стоит	2	2
284	для него	6	2
285	мы видели	8	2
286	что такие	2	2
287	дальнейшего развития	2	2
288	том чтобы	2	2
289	в эту	3	2
290	не имеет	3	2
291	же образом	2	2
292	отдельные элементы	2	2
293	общего с	3	2
294	это обстоятельство	4	2
295	но так	2	2
296	также и	3	2
297	что у	3	2
298	тому что	3	2
299	же мало	3	2
300	выше что	3	2
301	на том	3	2
302	они не	4	2
303	в котором	3	2
304	если это	2	2
305	их в	6	2
306	что развитие	4	2
307	все его	2	2
308	те же	6	2
309	вступают в	2	2
310	только при	2	2
311	ту же	2	2
312	в своих	3	2
313	в свою	4	2
314	этот вопрос	5	2
315	и тому	6	2
316	что на	2	2
317	в которых	3	2
318	одной стороны	8	2
319	но для	2	2
320	но на	3	2
321	на этом	3	2
322	и те	3	2
323	исторического развития	2	2
324	между ними	6	2
325	отнюдь не	6	2
326	должны рассматриваться	2	2
327	по этому	6	2
328	в них	3	2
329	только не	2	2
330	представить себе	3	2
331	можно ли	2	2
332	так чтобы	2	2
333	совершенно ясно	3	2
334	всяком случае	10	2
335	же что	2	2
336	виде как	3	2
337	а затем	4	2
338	с ними	3	2
339	от нее	4	2
340	во всяком	10	2
341	на более	3	2
342	во внимание	2	2
343	в общей	2	2
344	и особенно	4	2
345	и его	5	2
346	сходство с	4	2
347	в сущности	3	2
348	и только	4	2
349	с ее	5	2
350	и сам	4	2
351	во всей	3	2
352	заключает в	3	2
353	и более	4	2
354	образом как	2	2
355	что эти	4	2
356	этого слова	13	2
357	в себя	3	2
358	которую он	2	2
359	той же	8	2
360	имеет место	4	2
361	принять во	2	2
362	вовсе не	5	2
363	мы и	4	2
364	в основе	32	2
365	тем же	8	2
366	что элементы	2	2
367	многих других	3	2
