N	2gram	Potebnia_M	Komedia
348	от этого	2	3
349	в эту	2	3
350	она не	3	3
351	к этой	3	3
352	ли в	2	3
353	они не	5	3
354	или по	2	3
355	на себе	3	3
356	только при	3	3
357	таким же	3	3
358	для создания	2	3
359	для их	2	3
360	искать в	3	3
361	по этому	2	3
362	для них	2	3
363	с ними	2	3
364	и самого	2	3
365	также что	2	3
366	только как	5	3
367	мы видели	5	3
368	могла бы	5	3
369	но при	3	3
370	человека не	2	3
371	его с	3	3
372	на что	3	3
373	не совсем	3	3
374	и уже	6	3
375	мы находим	3	3
376	стало быть	6	3
377	только для	7	3
378	не один	2	3
379	и более	3	3
380	не с	2	3
381	отношения к	2	3
382	этой цели	3	3
383	более или	6	3
384	в самой	5	3
385	предположение что	2	3
386	связанные с	3	3
387	если это	2	3
388	к одной	3	3
389	время и	2	3
390	такую же	2	3
391	по себе	24	3
392	находится в	2	3
393	относится к	5	3
394	только после	2	3
395	в один	2	3
396	не более	4	3
397	в таком	7	3
398	и есть	4	3
399	как на	5	3
400	во всем	5	3
401	в нашем	2	3
402	о которой	2	3
403	от друга	3	3
404	образом и	2	2
405	его мнению	4	2
406	в каком	7	2
407	к одному	3	2
408	тем самым	6	2
409	те же	4	2
410	каким образом	3	2
411	очевидно что	5	2
412	таким путем	4	2
413	помнить что	6	2
414	для человека	3	2
415	не для	2	2
416	и следовательно	4	2
417	ни одна	2	2
418	менее в	2	2
419	человека и	2	2
420	не достигает	2	2
421	не как	4	2
422	даже при	3	2
423	которых мы	3	2
424	никак не	3	2
425	на те	2	2
426	из всего	2	2
427	слово в	2	2
428	об отношении	3	2
429	не могли	2	2
430	в разговоре	2	2
431	к ее	2	2
432	от себя	2	2
433	доказывает что	3	2
434	к мысли	3	2
435	и при	6	2
436	этого не	2	2
437	дает нам	2	2
438	что даже	2	2
439	того что	15	2
440	время когда	2	2
441	не находит	2	2
442	только потому	4	2
443	в душе	28	2
444	что все	4	2
445	общего с	3	2
446	служит для	2	2
447	друга и	2	2
448	к первому	3	2
449	судить о	3	2
450	была бы	3	2
451	указывают на	3	2
452	во втором	6	2
453	нам не	2	2
454	чувства в	5	2
455	этой точки	2	2
456	в известном	2	2
457	же что	2	2
458	точно так	18	2
459	здесь не	2	2
460	не была	2	2
461	в полном	2	2
462	за тем	2	2
463	мы видим	5	2
464	все эти	3	2
465	себя и	3	2
466	уважение к	2	2
467	и может	5	2
468	не иначе	4	2
469	под влиянием	10	2
470	должна быть	4	2
471	рядом с	3	2
472	для обозначения	2	2
473	с которыми	3	2
474	то в	6	2
475	быть не	7	2
476	как например	4	2
477	с другими	3	2
478	при таком	5	2
479	но это	7	2
480	в собственном	4	2
481	не все	3	2
482	ни был	2	2
483	в противоположность	2	2
484	о котором	4	2
485	от которого	2	2
486	совсем в	2	2
487	между прочим	5	2
488	остается только	6	2
489	к новым	2	2
490	с ее	2	2
491	как не	4	2
492	слова и	7	2
493	превращается в	2	2
494	от их	4	2
495	себе не	3	2
496	где он	2	2
497	слова с	2	2
498	представлений в	3	2
499	которой мы	3	2
500	начнем с	4	2
501	указания на	5	2
502	друг на	2	2
503	для него	13	2
504	в жизни	5	2
505	иначе как	2	2
506	можно считать	2	2
507	в самых	2	2
508	этот вопрос	2	2
509	его к	3	2
510	подобно тому	7	2
511	то мы	4	2
512	что речь	2	2
513	не будет	2	2
514	представляется нам	4	2
515	в смысле	4	2
516	внимание что	2	2
517	того кто	2	2
518	этом смысле	4	2
519	к первой	2	2
520	ко всем	4	2
521	как она	3	2
522	тому как	8	2
523	она могла	2	2
524	не знаем	2	2
525	между людьми	2	2
526	скажет что	2	2
527	в стороне	5	2
528	к другому	2	2
529	известных нам	3	2
530	связь с	2	2
531	бы ни	8	2
532	есть для	2	2
533	и только	6	2
534	эта мысль	3	2
535	если же	5	2
536	них не	3	2
537	со словом	4	2
538	сходство между	2	2
539	они с	2	2
