N	2gram	Bakhtin_Pr	Komedia
147	в своих	2	6
148	на этом	2	6
149	с точки	6	6
150	или в	2	6
151	а не	5	6
152	не дает	2	6
153	никогда не	5	5
154	этом отношении	2	5
155	это не	5	5
156	том как	2	5
157	в каждом	2	5
158	по существу	2	5
159	от них	2	5
160	мы имеем	2	5
161	в ее	4	5
162	сказать что	4	5
163	и от	3	5
164	что это	2	5
165	себя в	2	5
166	в мире	3	5
167	за пределы	12	5
168	к своему	2	5
169	приводит к	3	5
170	здесь нет	2	5
171	конечно не	5	5
172	же самое	2	5
173	с помощью	7	5
174	чем в	2	5
175	нуждается в	2	4
176	не остается	2	4
177	к которому	4	4
178	не всегда	6	4
179	тем как	5	4
180	и этим	6	4
181	в более	4	4
182	от ее	2	4
183	его не	2	4
184	между ними	4	4
185	не на	5	4
186	здесь мы	2	4
187	например в	3	4
188	в основе	5	4
189	одна из	2	4
190	я не	2	4
191	бы не	2	4
192	у нас	2	4
193	и другие	2	4
194	можно сделать	2	4
195	за его	3	4
196	в пределах	6	4
197	следует что	2	4
198	далеко не	5	4
199	что эта	2	4
200	этой области	2	4
201	не следует	2	4
202	как его	3	4
203	в себя	2	4
204	и потому	4	3
205	не могут	2	3
206	от него	3	3
207	как к	2	3
208	должен быть	2	3
209	положение вещей	2	3
210	а как	3	3
211	том же	2	3
212	мы в	3	3
213	для понимания	2	3
214	она не	2	3
215	они не	3	3
216	только при	2	3
217	в известной	3	3
218	в высшей	5	3
219	на них	3	3
220	в виде	2	3
221	с ними	4	3
222	только как	6	3
223	является конечно	2	3
224	а к	2	3
225	и эта	2	3
226	конечном счете	4	3
227	совершенно не	7	3
228	чем не	2	3
229	и более	2	3
230	не с	4	3
231	отношения к	6	3
232	в самой	2	3
233	какой мере	2	3
234	в большинстве	5	3
235	относится к	4	3
236	высшей степени	5	3
237	не более	2	3
238	в таком	3	3
239	и есть	2	3
240	во всем	2	3
241	не к	6	3
242	в нашем	4	3
243	тем самым	4	2
244	помнить что	3	2
245	ни одна	2	2
246	в конечном	4	2
247	которых мы	4	2
248	слово в	2	2
249	ничего нет	2	2
250	не могли	2	2
251	за последние	2	2
252	и при	2	2
253	дает нам	2	2
254	в форму	2	2
255	того что	2	2
256	со всеми	3	2
257	что все	2	2
258	здесь же	2	2
259	была бы	2	2
260	войти в	2	2
261	не входит	10	2
262	это касается	2	2
263	и те	2	2
264	большинстве случаев	5	2
265	здесь не	4	2
266	содержания и	6	2
267	и мир	2	2
268	все эти	5	2
269	себя и	3	2
270	мир в	2	2
271	должна быть	4	2
272	известной степени	4	2
273	рядом с	5	2
274	именно поэтому	2	2
275	особенно в	2	2
276	с другими	3	2
277	но это	3	2
278	не все	2	2
279	о котором	2	2
280	слова и	3	2
281	сказать и	3	2
282	себе не	2	2
283	слова с	2	2
284	но они	4	2
285	как только	3	2
286	формы и	5	2
287	от всех	4	2
288	не вполне	2	2
289	представляется нам	2	2
290	этом смысле	3	2
291	не обходится	2	2
292	в лучшем	2	2
293	связь с	3	2
294	на первый	2	2
295	основе своей	3	2
296	и только	4	2
297	в форме	4	2
298	на фоне	3	2
299	первый план	2	2
300	со словом	5	2
