N	2gram	Losev_Dial	DiskursI
378	мы можем	5	2
379	на него	2	2
380	на деле	2	2
381	если бы	12	2
382	в меру	5	2
383	что как	2	2
384	ни было	2	2
385	для того	2	2
386	и их	5	2
387	с этой	3	2
388	обратим внимание	2	2
389	такой же	2	2
390	понимать как	2	2
391	не по	2	2
392	себе и	5	2
393	отношении к	3	2
394	не был	3	2
395	и должно	3	2
396	у него	2	2
397	ни с	8	2
398	ее в	2	2
399	со своими	2	2
400	на то	5	2
401	еще более	3	2
402	время и	2	2
403	и с	10	2
404	но для	2	2
405	личности и	2	2
406	как все	2	2
407	есть его	2	2
408	и ему	2	2
409	как таковая	2	2
410	времени но	2	2
411	он сам	6	2
412	не знаю	3	2
413	реальности и	2	2
414	является не	3	2
415	он есть	6	2
416	только о	3	2
417	и только	5	2
418	во всем	3	2
419	чем он	2	2
420	как с	2	2
