N	2gram	Losev_Prob	Problemy
268	что может	4	5
269	в такой	3	5
270	в зависимости	2	5
271	мы не	6	5
272	и самого	5	5
273	той или	10	5
274	функции в	4	5
275	в ее	3	5
276	но при	2	5
277	его как	2	5
278	то есть	61	5
279	мира в	2	5
280	совершенно не	7	5
281	между собою	9	5
282	по крайней	8	5
283	нет и	5	5
284	человека с	2	5
285	ни на	5	5
286	подобно тому	2	5
287	именно в	5	5
288	тому как	3	5
289	тотчас же	3	5
290	поэтому и	2	5
291	сам по	7	5
292	с собой	3	5
293	я и	2	5
294	быть и	5	5
295	вместе с	4	5
296	тем не	25	4
297	стороны и	3	4
298	тому чтобы	2	4
299	сознании и	4	4
300	конечно в	2	4
301	от того	2	4
302	является в	3	4
303	у вас	2	4
304	которого он	2	4
305	он должен	2	4
306	в одно	5	4
307	из которых	2	4
308	или менее	7	4
309	каждый из	3	4
310	не то	4	4
311	для понимания	2	4
312	в эту	2	4
313	только с	3	4
314	обойтись без	2	4
315	но только	3	4
316	а то	2	4
317	более или	7	4
318	тоже не	12	4
319	не значит	4	4
320	даже и	18	4
321	и без	6	4
322	что оно	4	4
323	то это	3	4
324	здесь в	4	4
325	переходит в	2	4
326	находится в	2	4
327	связи с	8	4
328	он был	2	4
329	войти в	3	4
330	в первом	2	4
331	во всей	4	4
332	не знал	5	4
333	мы сказали	2	4
334	быть даже	2	4
335	уже и	6	4
336	совпадает с	2	4
337	время как	2	4
338	как нам	2	4
339	то в	6	4
340	что с	2	4
341	то и	7	4
342	в литературе	4	4
343	это в	3	4
344	особенно в	3	4
345	всех этих	11	4
346	в которой	2	4
347	о своем	4	4
348	это было	3	4
349	от другого	4	4
350	своего собственного	5	4
351	только что	2	4
352	к другу	2	4
353	что если	5	4
354	об этом	10	4
355	бы не	4	4
356	этом отношении	2	4
357	если оно	2	4
358	нами в	3	4
359	другим и	2	4
360	всем этим	3	4
361	сами по	5	4
362	то он	3	4
363	вообще не	5	4
364	также и	22	4
365	поэтому в	2	4
366	себе но	3	4
367	что такое	23	4
368	все что	2	4
369	образом и	3	4
370	и если	9	4
371	оно не	6	4
372	не есть	49	4
373	если не	6	4
374	еще в	2	4
375	будет и	2	4
376	друг к	2	4
377	перестает быть	3	4
378	здесь нет	3	4
379	мы и	8	4
380	он тоже	2	4
381	данном случае	10	3
382	чтобы не	3	3
383	или даже	3	3
384	следовательно и	3	3
385	или другого	2	3
386	не для	3	3
387	в конкретном	2	3
388	как человек	2	3
389	в голове	2	3
390	тут и	3	3
391	о чем	11	3
392	в настоящее	17	3
393	есть только	16	3
394	к другим	2	3
395	которые в	4	3
396	всеми своими	2	3
397	человека но	2	3
398	которых мы	2	3
399	есть нечто	13	3
400	и всегда	3	3
401	что вы	3	3
402	а его	2	3
403	совсем другое	2	3
404	же нам	2	3
405	он говорит	2	3
406	могли бы	2	3
407	именно как	7	3
408	что этот	2	3
409	и само	3	3
410	что на	4	3
411	тут не	2	3
412	настоящее время	17	3
413	является для	3	3
414	и та	2	3
415	между собой	5	3
416	совсем не	9	3
417	сознания с	2	3
418	того чтобы	10	3
419	собою но	2	3
420	и по	3	3
421	же в	5	3
422	самый факт	2	3
423	можно сказать	9	3
424	этом случае	6	3
425	должны быть	2	3
426	в других	5	3
427	говорят что	2	3
428	ее в	2	3
429	того как	3	3
430	мы видим	2	3
431	и вообще	13	3
432	с которыми	4	3
433	есть то	5	3
434	того или	8	3
435	в сознании	5	3
436	в данном	16	3
437	только то	6	3
438	из этих	5	3
439	говорить о	14	3
440	это вовсе	3	3
441	и еще	3	3
442	дело в	3	3
443	на одном	2	3
444	то время	2	3
445	по преимуществу	4	3
446	и больше	2	3
447	и уже	4	3
448	как такового	4	3
449	сказать о	2	3
450	значение в	4	3
451	а может	3	3
452	и всякое	2	3
453	все они	2	3
454	не является	12	3
455	если и	2	3
456	и при	4	3
457	мы здесь	4	3
458	и есть	7	3
459	у нас	31	3
460	себе не	3	3
461	себе что	4	3
462	что его	4	3
463	в чисто	2	3
464	что тут	4	3
465	мы можем	8	3
466	он является	2	3
467	на нее	2	3
468	есть в	9	3
469	но уже	9	3
470	как символ	6	3
471	им в	2	3
472	в смысле	2	3
473	если мы	16	3
474	о них	3	3
475	как таковой	4	3
476	все еще	5	3
477	но что	3	3
478	только не	4	3
479	правда в	3	3
480	которой он	4	3
481	сводится к	3	3
482	говорит о	4	3
483	и особенно	4	3
484	и делает	3	3
485	в таком	18	3
486	именно на	3	3
487	будто бы	4	3
488	однако не	3	3
489	мы будем	3	3
490	без всякого	5	3
491	тем же	2	3
492	художественный образ	9	2
493	еще и	9	2
494	ясно и	2	2
495	что их	4	2
496	указывает на	16	2
497	и сама	2	2
498	самого себя	2	2
499	на всю	2	2
500	для всего	2	2
501	предполагает что	4	2
502	как для	2	2
503	не потому	2	2
504	собой и	3	2
505	виду и	3	2
506	вот в	2	2
507	без всяких	2	2
508	но она	3	2
509	одного и	2	2
510	не раз	2	2
511	должны были	3	2
512	не был	4	2
513	но есть	2	2
514	для построения	3	2
515	во всякой	2	2
516	оно и	3	2
517	входящих в	2	2
518	уже с	4	2
519	бы оно	3	2
520	в другое	2	2
521	здесь как	3	2
522	тогда когда	4	2
523	и пусть	3	2
524	может и	3	2
525	и ни	7	2
526	же касается	3	2
527	мы говорили	5	2
528	к сожалению	6	2
529	человека а	2	2
530	предмет и	2	2
531	хотя правда	2	2
532	речь не	2	2
533	внутренняя жизнь	2	2
534	одно из	2	2
535	для такого	2	2
536	от этого	2	2
537	для своего	3	2
538	на том	5	2
539	мы наблюдаем	2	2
540	с большим	2	2
541	же тут	2	2
542	мы это	3	2
543	с которой	3	2
544	которого оно	2	2
545	же мы	4	2
546	для чего	2	2
547	в значительной	2	2
548	этих двух	2	2
549	отношение между	2	2
550	отнюдь не	15	2
551	между этими	2	2
552	с нею	2	2
553	смысле слова	11	2
554	нельзя сказать	3	2
555	для них	5	2
556	тем или	4	2
557	же как	2	2
558	и очень	3	2
559	своему смыслу	4	2
560	со всем	2	2
561	этот раз	2	2
562	всего как	2	2
563	же это	3	2
564	имеет значение	3	2
565	делает его	2	2
566	известной степени	2	2
567	случае не	6	2
568	этих случаях	4	2
569	в корне	2	2
570	что значит	3	2
571	представим себе	2	2
572	не возникает	2	2
573	к его	2	2
574	она является	3	2
575	или не	5	2
576	а уж	2	2
577	независимо от	2	2
578	ли это	2	2
579	вывод из	2	2
580	и весь	4	2
581	не все	4	2
582	но даже	3	2
583	и этот	4	2
584	другом случае	2	2
585	не нужно	6	2
586	еще очень	3	2
587	определение и	3	2
588	при условии	5	2
589	что здесь	4	2
590	иной раз	3	2
591	и вполне	6	2
592	или точнее	4	2
593	в качестве	3	2
594	а следовательно	2	2
595	для того	10	2
596	в истории	6	2
597	иметь в	5	2
598	в условиях	2	2
599	а именно	16	2
600	для нас	11	2
601	и хочет	2	2
602	отказаться от	2	2
603	было и	2	2
604	с одной	4	2
605	лучше сказать	2	2
606	только его	4	2
607	не имеет	8	2
608	и является	9	2
609	о самом	2	2
610	от всех	2	2
611	прежде чем	3	2
612	в нашем	3	2
613	что для	4	2
614	понять его	2	2
615	ничем не	2	2
616	представляется нам	2	2
617	только и	5	2
618	пока еще	12	2
619	был не	2	2
620	во что	2	2
621	себе все	2	2
622	роль в	2	2
623	настоящего времени	3	2
624	и того	5	2
625	только как	2	2
626	из этого	2	2
627	его именно	3	2
628	и должно	2	2
629	является не	4	2
630	этой действительности	2	2
631	предмет в	2	2
632	знал что	3	2
633	же самое	9	2
634	эти последние	2	2
635	но оно	2	2
636	и речи	3	2
637	свой собственный	2	2
638	а потому	2	2
