N	2gram	Tiupa_Disk	Komedia
123	с самого	2	8
124	место в	2	8
125	не знает	4	8
126	связи с	4	8
127	да и	2	8
128	что ни	3	8
129	другой стороны	5	8
130	с этой	2	8
131	в которых	5	8
132	не было	9	8
133	во всех	6	8
134	вопрос о	2	7
135	в первую	3	7
136	до конца	2	7
137	в себе	22	7
138	в другом	5	7
139	и к	4	7
140	самого начала	2	7
141	и о	4	7
142	и это	3	7
143	и во	2	7
144	во всяком	3	7
145	если в	2	7
146	х годов	2	7
147	из этих	3	7
148	хотя бы	3	7
149	в результате	3	7
150	дело с	2	7
151	целый ряд	2	7
152	не является	5	7
153	в этих	4	7
154	к его	5	7
155	отнюдь не	11	7
156	всяком случае	2	7
157	перед лицом	2	7
158	в силу	5	6
159	в виду	2	6
160	и тем	2	6
161	уже о	2	6
162	в области	3	6
163	всего в	2	6
164	не приходится	2	6
165	том числе	3	6
166	не говоря	2	6
167	на ее	2	6
168	могут быть	5	6
169	здесь в	4	6
170	что не	4	6
171	говоря уже	2	6
172	в сущности	3	6
173	и он	2	6
174	это было	2	6
175	и как	9	6
176	как правило	5	6
177	человека в	6	6
178	как будто	3	6
179	в отличие	13	6
180	в какой	2	6
181	в своих	6	6
182	когда он	3	6
183	а по	2	6
184	там же	3	6
185	на этом	3	6
186	представляет собой	24	6
187	с точки	3	6
188	то ли	2	6
189	или в	2	6
190	а не	35	6
191	никогда не	3	5
192	этом отношении	4	5
193	это не	5	5
194	для всех	2	5
195	в каждом	2	5
196	одним из	2	5
197	роль в	10	5
198	одном из	2	5
199	к ним	3	5
200	и без	2	5
201	мы имеем	4	5
202	что на	3	5
203	между собой	2	5
204	в ее	4	5
205	в первом	4	5
206	под названием	2	5
207	в действительности	3	5
208	совпадают с	2	5
209	сказать что	4	5
210	и от	2	5
211	себя в	8	5
212	в мире	9	5
213	за пределы	2	5
214	мира в	6	5
215	из двух	5	5
216	в период	2	5
217	к своему	2	5
218	восходит к	4	5
219	именно в	5	5
220	приводит к	4	5
221	со своей	2	5
222	жизни и	2	5
223	же самое	2	5
224	той же	2	5
225	не о	2	4
226	чтобы не	2	4
227	в построении	2	4
228	не столько	3	4
229	кто из	2	4
230	к которому	2	4
231	в принципе	4	4
232	по своей	15	4
233	не всегда	2	4
234	или менее	2	4
235	а сам	4	4
236	может служить	2	4
237	времени в	3	4
238	не позволяет	2	4
239	аналогии с	2	4
240	что же	4	4
241	что с	2	4
242	не на	3	4
243	к числу	2	4
244	например в	4	4
245	требует от	2	4
246	в основе	11	4
247	хотя в	3	4
248	одно из	4	4
249	каждый из	2	4
250	с их	3	4
251	стороны и	3	4
252	в греческой	2	4
253	времени и	5	4
254	за его	2	4
255	одновременно с	2	4
256	в пределах	4	4
257	нас в	2	4
258	том чтобы	2	4
259	не случайно	2	4
260	далеко не	10	4
261	их в	2	4
262	ближе к	2	4
263	в той	2	4
264	к их	2	4
265	перед ним	2	4
266	не следует	4	4
267	как его	2	4
268	в себя	7	4
269	в античной	2	3
270	в соответствии	4	3
271	своему происхождению	2	3
272	следует признать	3	3
273	и потому	3	3
274	в каждой	3	3
275	не могут	2	3
276	указывает на	2	3
277	в одной	4	3
278	мой взгляд	3	3
279	вплоть до	2	3
280	при всей	9	3
281	должно было	2	3
282	с той	3	3
283	как к	2	3
284	для себя	6	3
285	в году	3	3
286	ни одно	2	3
287	из уст	2	3
288	только на	2	3
289	из жизни	3	3
290	представления о	2	3
291	своего времени	2	3
292	а с	8	3
293	для понимания	2	3
294	они не	2	3
295	состоит в	20	3
296	в голову	2	3
297	к своим	3	3
298	не столь	2	3
299	одну из	2	3
300	о ней	2	3
301	представляют собой	2	3
302	было в	4	3
303	принадлежит к	3	3
304	по свидетельству	3	3
305	интерес к	2	3
306	в рамках	11	3
307	они были	2	3
308	числе и	3	3
309	могла бы	2	3
310	в эпоху	5	3
311	но при	3	3
312	его с	2	3
313	а к	3	3
314	это в	4	3
315	исходя из	3	3
316	конечном счете	2	3
317	о любви	2	3
318	и одновременно	3	3
319	для своего	3	3
320	на мой	3	3
321	чем не	3	3
322	не с	4	3
323	отношения к	2	3
324	из наиболее	2	3
325	более или	2	3
326	или на	3	3
327	будто бы	3	3
328	время и	2	3
329	в большинстве	3	3
330	соответствии с	5	3
331	по себе	3	3
332	первого и	2	3
333	на рубеже	2	3
334	не более	3	3
335	является не	2	3
336	восходят к	2	3
337	ему в	3	3
338	и есть	2	3
339	нельзя не	2	3
340	во всем	2	3
341	не к	3	3
342	в нашем	2	3
343	перед нами	4	2
344	к одному	2	2
345	тем самым	6	2
346	а потом	2	2
347	не как	5	2
348	в конечном	2	2
349	в свое	3	2
350	обращаясь к	2	2
351	к мысли	2	2
352	событий а	2	2
353	в современном	3	2
354	что даже	2	2
355	того что	4	2
356	о нем	3	2
357	как уже	5	2
358	служит для	2	2
359	во втором	5	2
360	котором он	2	2
361	большинстве случаев	2	2
362	же касается	4	2
363	живет в	3	2
364	них в	2	2
365	в полном	2	2
366	и до	2	2
367	все эти	2	2
368	себя и	2	2
369	и может	3	2
370	образа жизни	2	2
371	текста не	2	2
372	должна быть	2	2
373	известной степени	3	2
374	который по	3	2
375	этом случае	3	2
376	приходит в	2	2
377	для обозначения	4	2
378	ей в	2	2
379	это еще	2	2
380	нашего времени	2	2
381	в литературе	2	2
382	но это	3	2
383	однако и	2	2
384	в противоположность	6	2
385	с ней	3	2
386	о котором	2	2
387	дело не	3	2
388	этот человек	2	2
389	а о	2	2
390	за которым	2	2
391	то чтобы	2	2
392	обращение к	2	2
393	с ее	3	2
394	как не	3	2
395	я и	3	2
396	слова и	2	2
397	сказать и	2	2
398	жизни в	4	2
399	себе не	4	2
400	зрения на	3	2
401	но они	3	2
402	представляет себе	2	2
403	х гг	2	2
404	с человеком	3	2
405	наше время	4	2
406	для него	9	2
407	в жизни	2	2
408	подобно тому	4	2
409	частности в	2	2
410	принадлежат к	3	2
411	в жанре	3	2
412	случая и	2	2
413	тому как	5	2
414	в случае	2	2
415	сводится к	7	2
416	к другому	3	2
417	на примере	3	2
418	основе своей	4	2
419	в форме	2	2
420	к лицу	2	2
