N	2gram	Bakhtin_Pr	Mirosoze
382	на этот	2	3
383	мир и	6	3
384	выходит за	2	3
385	он может	4	3
386	только один	2	3
387	достоевского был	2	3
388	на почве	5	3
389	он знает	3	3
390	о себе	12	3
391	входит в	11	3
392	но для	2	3
393	в преступлении	2	3
394	приводит к	4	3
395	жизни а	2	3
396	их и	3	3
397	в одном	14	3
398	ко всем	2	3
399	тому как	5	3
400	всяком случае	3	3
401	роль в	2	3
402	нет ни	5	3
403	сравнению с	2	3
404	и перед	3	3
405	но с	4	3
406	он все	2	2
407	не о	3	2
408	на самом	5	2
409	в каком	2	2
410	как ее	2	2
411	последний день	2	2
412	в плане	5	2
413	как можно	3	2
414	или иной	3	2
415	его к	4	2
416	нисколько не	2	2
417	преступление и	2	2
418	есть только	5	2
419	не потому	4	2
420	не раз	3	2
421	как раскольников	2	2
422	за собой	3	2
423	достоевского говорит	4	2
424	его творчество	4	2
425	со своим	4	2
426	а как	8	2
427	и других	8	2
428	другого человека	4	2
429	романы достоевского	3	2
430	и был	3	2
431	начала и	3	2
432	самом деле	9	2
433	тем как	4	2
434	своей жизни	2	2
435	была бы	5	2
436	быть в	2	2
437	сознание не	2	2
438	смысле этого	2	2
439	в последний	2	2
440	о нем	16	2
441	от них	3	2
442	которые в	2	2
443	е годы	2	2
444	не менее	3	2
445	тем самым	3	2
446	могли бы	3	2
447	по природе	4	2
448	а потому	4	2
449	героев достоевского	5	2
450	и сам	5	2
451	нет бессмертия	2	2
452	как достоевский	3	2
453	во мне	2	2
454	ни одного	4	2
455	между ними	4	2
456	не столько	3	2
457	с которой	4	2
458	карамазова и	5	2
459	сам был	2	2
460	дано в	3	2
461	вот почему	3	2
462	художник и	2	2
463	в сущности	11	2
464	был не	2	2
465	и ее	5	2
466	во всей	2	2
467	этого слова	3	2
468	данте и	2	2
469	правда в	2	2
470	подполья и	2	2
471	записной книжке	2	2
472	в обычном	3	2
473	их в	8	2
474	к идее	4	2
475	есть у	2	2
476	относится к	2	2
477	самим собою	3	2
478	ни того	2	2
479	в романах	15	2
480	всего что	2	2
481	с которыми	2	2
482	не могли	3	2
483	есть то	4	2
484	ее как	3	2
485	что если	4	2
486	достоевский прежде	4	2
487	бы он	3	2
488	своей книге	2	2
489	в свои	2	2
490	его творчества	8	2
491	достоевский но	2	2
492	бы быть	3	2
493	его как	6	2
494	с их	9	2
495	воля к	2	2
496	противоречия и	2	2
497	это было	3	2
498	обращено к	3	2
499	он ни	2	2
500	этом отношении	7	2
501	потому и	2	2
502	которая не	2	2
503	мире в	3	2
504	творческого пути	3	2
505	то перед	2	2
506	про себя	3	2
507	природе своей	3	2
508	мира в	6	2
509	подобно тому	5	2
510	сознания в	2	2
511	только для	2	2
512	его художественного	6	2
513	ее в	2	2
514	себя на	2	2
515	смысл и	2	2
516	и о	5	2
517	не по	3	2
518	этот мир	3	2
519	но они	4	2
520	о мире	6	2
521	в какой	2	2
522	на западе	2	2
523	можно найти	3	2
524	в е	2	2
525	к нам	2	2
526	с другой	3	2
527	достоевский как	2	2
528	в сфере	4	2
529	ни один	5	2
530	была идея	2	2
531	в смысле	4	2
532	что я	2	2
533	не оставляет	4	2
534	братья карамазовы	3	2
535	идей в	5	2
536	тут не	2	2
537	свои мысли	2	2
538	если не	2	2
539	его романах	5	2
540	характерно для	2	2
541	он и	9	2
542	что мы	2	2
543	по себе	13	2
544	романах достоевского	12	2
545	же что	5	2
546	момент его	3	2
547	тотчас же	3	2
548	и уже	3	2
549	достоевского а	2	2
550	и наказания	2	2
551	у ивана	2	2
552	человека из	4	2
553	но эта	4	2
554	раскольникова и	4	2
555	своих героев	5	2
556	у самого	3	2
557	творчества достоевского	8	2
