N	2gram	Bakhtin_Fr	Komedia
164	мы найдем	4	7
165	в результате	7	7
166	целый ряд	4	7
167	и вот	3	7
168	ни было	2	7
169	в этих	6	7
170	не имеет	4	7
171	к его	2	7
172	конце концов	5	7
173	для нас	2	7
174	даже в	4	6
175	за то	4	6
176	в виду	4	6
177	и тем	3	6
178	в области	3	6
179	всего в	5	6
180	том числе	4	6
181	здесь в	9	6
182	в сущности	8	6
183	до того	3	6
184	никто не	11	6
185	в дальнейшем	3	6
186	и он	4	6
187	это было	4	6
188	и как	5	6
189	во второй	3	6
190	человека в	3	6
191	по всему	2	6
192	после того	6	6
193	еще более	4	6
194	с собой	2	6
195	в другой	2	6
196	на этом	6	6
197	мы встречаем	3	6
198	с точки	4	6
199	то ли	2	6
200	или в	5	6
201	а не	2	6
202	не мог	2	6
203	никогда не	6	5
204	ему не	2	5
205	что их	2	5
206	этом отношении	3	5
207	это не	7	5
208	из всех	2	5
209	для всех	3	5
210	том как	3	5
211	в изображении	4	5
212	одним из	3	5
213	в следующем	3	5
214	роль в	4	5
215	в развитии	2	5
216	одном из	5	5
217	все время	4	5
218	по существу	8	5
219	от них	2	5
220	мы имеем	2	5
221	не могла	2	5
222	между собой	2	5
223	в ее	6	5
224	сказать что	4	5
225	представление о	3	5
226	и от	10	5
227	для этого	2	5
228	что это	9	5
229	себя в	3	5
230	в мире	3	5
231	в первой	4	5
232	на сцену	2	5
233	мира в	6	5
234	отрывок из	2	5
235	что по	2	5
236	раз в	2	5
237	да еще	3	5
238	именно в	4	5
239	здесь нет	3	5
240	он и	2	5
241	в это	3	5
242	жизни и	6	5
243	здесь и	5	5
244	а на	4	5
245	конечно не	2	5
246	у меня	2	5
247	той же	9	5
248	но он	8	5
249	с помощью	11	5
250	которые в	2	4
251	к этим	3	4
252	в построении	2	4
253	в духе	4	4
254	в глаза	2	4
255	к которому	2	4
256	ничем не	3	4
257	или менее	3	4
258	там и	3	4
259	образом в	2	4
260	к человеку	2	4
261	и этим	2	4
262	в более	4	4
263	все его	3	4
264	времени в	2	4
265	между ними	2	4
266	один раз	2	4
267	того времени	2	4
268	не на	5	4
269	из самых	4	4
270	например в	8	4
271	в основе	3	4
272	в состоянии	2	4
273	одна из	7	4
274	из этого	2	4
275	одно из	2	4
276	каждый из	2	4
277	изображен в	2	4
278	в средней	2	4
279	я не	3	4
280	отца и	2	4
281	него в	2	4
282	и их	5	4
283	у нас	4	4
284	времени и	2	4
285	и другие	3	4
286	такой же	3	4
287	нас в	3	4
288	далеко не	2	4
289	найдем в	2	4
290	их в	5	4
291	он знает	2	4
292	выражение в	3	4
293	что мы	2	4
294	в той	8	4
295	этой же	3	4
296	как его	2	4
297	в себя	3	4
298	чем же	2	4
299	в античной	2	3
300	если мы	2	3
301	нет ни	3	3
302	при виде	5	3
303	и потому	6	3
304	в каждой	2	3
305	не могут	3	3
306	от него	3	3
307	в одной	5	3
308	всего это	2	3
309	не был	2	3
310	должен быть	4	3
311	что именно	2	3
312	на все	2	3
313	в году	12	3
314	только на	2	3
315	которым он	4	3
316	такое же	2	3
317	своего времени	3	3
318	мы в	2	3
319	от этого	3	3
320	в эту	2	3
321	для этой	3	3
322	они не	2	3
323	он говорит	2	3
324	он в	2	3
325	людей и	3	3
326	таким же	4	3
327	по этому	4	3
328	на них	3	3
329	в виде	2	3
330	на землю	2	3
331	с ними	4	3
332	и когда	3	3
333	одну из	2	3
334	и самого	2	3
335	принадлежит к	2	3
336	сам он	3	3
337	интерес к	2	3
338	всего этого	3	3
339	также что	3	3
340	конечно в	2	3
341	на всю	2	3
342	мы видели	7	3
343	они были	5	3
344	числе и	2	3
345	в эпоху	13	3
346	это в	4	3
347	и эта	4	3
348	в лице	2	3
349	не совсем	2	3
350	его за	2	3
351	пародией на	2	3
352	мы находим	3	3
353	как о	5	3
354	было и	2	3
355	и из	2	3
356	жизнь и	3	3
357	более или	3	3
358	связанные с	4	3
359	в большинстве	9	3
360	но там	2	3
361	по себе	2	3
362	в эти	2	3
363	роль играет	3	3
364	находится в	2	3
365	по ее	2	3
366	у женщин	2	3
367	однако по	2	3
368	ему в	2	3
369	и есть	3	3
370	во всем	5	3
371	в нашем	2	3
372	образом и	2	2
373	находим в	2	2
374	еще и	2	2
375	перед нами	5	2
376	тем самым	3	2
377	те же	3	2
378	таким путем	2	2
379	пока он	2	2
380	и новые	2	2
381	человека и	3	2
382	своего героя	4	2
383	свою жизнь	2	2
384	не как	2	2
385	связанных с	5	2
386	которых мы	2	2
387	бы его	2	2
388	в свое	2	2
389	в новой	7	2
390	во времени	2	2
391	у них	3	2
392	начинается с	2	2
393	в основном	2	2
394	нас не	5	2
395	во времена	2	2
396	и очень	2	2
397	того что	5	2
398	со всеми	4	2
399	о нем	3	2
400	что все	3	2
401	здесь же	2	2
402	в ту	3	2
403	ту же	3	2
404	которые были	2	2
405	выступает в	2	2
406	друг за	2	2
407	и те	5	2
408	большинстве случаев	9	2
409	и сама	2	2
410	же что	2	2
411	в основу	2	2
412	совсем не	3	2
413	у кого	3	2
414	здесь не	2	2
415	главным источником	2	2
416	мы видим	13	2
417	и до	14	2
418	все эти	24	2
419	этому вопросу	2	2
420	и может	2	2
421	в центре	2	2
422	из четырех	2	2
423	должна быть	3	2
424	в реальном	2	2
425	рядом с	9	2
426	еще один	2	2
427	особенно в	2	2
428	предполагать что	2	2
429	на волю	2	2
430	в литературе	5	2
431	но это	3	2
432	и так	2	2
433	только с	2	2
434	о котором	5	2
435	дело не	2	2
436	между прочим	2	2
437	с ее	3	2
438	слова и	2	2
439	превращается в	2	2
440	сказать и	2	2
441	сцены в	3	2
442	на земле	5	2
443	от их	2	2
444	и со	2	2
445	а для	2	2
446	они так	3	2
447	но они	3	2
448	со своими	2	2
449	для него	7	2
450	почти все	2	2
451	это уже	3	2
452	человека с	2	2
453	его к	3	2
454	от всех	3	2
455	это была	4	2
456	нашей эры	5	2
457	отсюда и	2	2
458	имеем в	2	2
459	вещей и	2	2
460	за другом	2	2
461	что между	2	2
462	места в	2	2
463	и снова	2	2
464	к самому	2	2
465	как она	2	2
466	не знаем	2	2
467	между людьми	2	2
468	и новая	2	2
469	которой он	2	2
470	к жизни	4	2
471	три раза	2	2
472	говорит о	2	2
473	связь с	2	2
474	мы уже	25	2
475	земли и	7	2
476	на первый	2	2
477	в форме	6	2
478	именно на	2	2
479	первый план	2	2
480	и всякий	2	2
