N	2gram	Potebnia_M	Istorich
455	о котором	2	5
456	несмотря на	2	5
457	мы в	3	5
458	указывают на	3	5
459	но даже	3	5
460	или с	2	5
461	от своего	2	5
462	в один	4	5
463	не могло	3	5
464	оно не	7	5
465	что между	2	5
466	со своей	2	5
467	них не	4	5
468	к своей	2	5
469	без всякого	2	5
470	можно видеть	6	5
471	одним словом	3	5
472	на все	3	5
473	и может	4	5
474	других случаях	2	5
475	да и	2	5
476	он как	2	5
477	и мы	3	5
478	могла бы	2	5
479	до этого	2	5
480	к другой	4	5
481	всех сторон	3	5
482	но этот	2	5
483	как о	3	5
484	в таком	6	5
485	можно назвать	2	5
486	не говорит	2	5
487	по тому	7	4
488	связанное с	3	4
489	на пути	2	4
490	здесь как	3	4
491	людей и	2	4
492	что одна	2	4
493	из одного	3	4
494	следовало бы	2	4
495	и вообще	4	4
496	время в	3	4
497	тем более	9	4
498	находятся в	3	4
499	в наших	2	4
500	быть только	5	4
501	формы в	3	4
502	столь же	8	4
503	до него	2	4
504	себя и	4	4
505	люди не	2	4
506	чем в	2	4
507	заключить что	3	4
508	идет от	2	4
509	что собственно	2	4
510	одном из	4	4
511	в разных	4	4
512	другой и	2	4
513	тела и	2	4
514	не от	3	4
515	они могут	2	4
516	в животном	3	4
517	что есть	3	4
518	сами по	3	4
519	в ту	2	4
520	слова в	7	4
521	не существует	5	4
522	прибавить что	5	4
523	он сам	2	4
524	очевидно что	9	4
525	что уже	2	4
526	человека и	8	4
527	на свою	2	4
528	так или	2	4
529	могло бы	2	4
530	только из	2	4
531	который в	2	4
532	в глаза	2	4
533	мысль о	12	4
534	иметь в	2	4
535	нас в	3	4
536	вытекает из	2	4
537	здесь только	4	4
538	что например	5	4
539	с точки	3	4
540	от нее	2	4
541	или другое	2	4
542	все в	3	4
543	многих других	2	4
544	в действительности	7	4
545	а это	2	4
546	происходит при	2	4
547	находит в	2	4
548	с которой	2	4
549	когда в	2	4
550	и между	4	4
551	не один	2	4
552	есть в	6	4
553	человека с	2	4
554	в самом	11	4
555	того кто	2	4
556	но на	2	4
557	к тем	4	4
558	быть не	4	4
559	по содержанию	2	4
560	что именно	5	4
561	есть одно	2	3
562	сливается с	2	3
563	в свой	2	3
564	относятся к	2	3
565	от нас	4	3
566	в такой	2	3
567	только при	2	3
568	представить себе	5	3
569	нельзя сказать	5	3
570	и многие	3	3
571	только один	3	3
572	на языке	2	3
573	при всей	2	3
574	так сказать	6	3
575	есть представление	7	3
576	еще до	3	3
577	наоборот в	2	3
578	переход от	3	3
579	и та	5	3
580	нет ни	2	3
581	и быть	3	3
582	себе что	2	3
583	непосредственно в	2	3
584	к одной	4	3
585	мы могли	2	3
586	вряд ли	4	3
587	эта мысль	2	3
588	и после	2	3
589	точно таким	2	3
590	у царя	3	3
591	ему не	2	3
592	до появления	2	3
593	сравнительно с	6	3
594	том смысле	6	3
595	была бы	5	3
596	одна и	2	3
597	и другая	2	3
598	совсем не	2	3
599	что даже	5	3
600	и я	3	3
601	есть акт	2	3
602	так называемых	3	3
603	бы то	2	3
604	все то	3	3
605	в первобытном	2	3
606	как оно	2	3
607	должно быть	9	3
608	на одном	2	3
609	из нее	2	3
610	ни было	2	3
611	силы природы	2	3
612	многие другие	3	3
613	к самому	2	3
614	к другому	3	3
615	тем же	6	3
616	в системе	2	3
617	из двух	4	3
618	из того	2	3
619	или от	4	3
620	об одном	2	3
621	когда человек	3	3
622	этой мысли	2	3
623	могли бы	3	3
624	общих чертах	2	3
625	выражения как	2	3
626	первых порах	2	3
627	входят в	3	3
628	несомненно что	3	3
629	требует чтобы	2	3
630	на первых	2	3
631	пор не	2	3
632	каждого из	2	3
633	в языке	19	3
634	все равно	5	3
635	только не	5	3
636	внимание на	2	3
637	один и	2	3
638	при котором	2	3
639	души в	2	3
640	к его	2	3
641	оно есть	4	3
642	такая же	2	3
643	в науке	3	3
644	когда например	4	3
645	тем как	4	3
646	основаны на	2	3
647	бы она	2	3
648	тогда и	3	3
649	и до	2	3
650	и той	4	3
651	бы не	6	3
652	и вполне	2	3
653	а от	2	3
654	этот образ	7	3
655	само по	6	3
656	есть следствие	2	3
657	тех пор	5	3
658	как кажется	2	3
659	видно и	2	3
660	с которым	3	3
661	животного и	3	3
662	на другие	7	3
663	всего человека	2	2
664	вне связи	2	2
665	как ее	2	2
666	не были	4	2
667	образов и	2	2
668	а и	5	2
669	например что	2	2
670	все более	2	2
671	относиться к	2	2
672	в каждом	6	2
673	свою очередь	6	2
674	о человеке	5	2
675	друг от	2	2
676	при каждом	2	2
677	и силы	2	2
678	представлений в	2	2
679	быть назван	3	2
680	если ему	2	2
681	бы для	2	2
682	видеть что	2	2
683	предмета который	2	2
684	не дается	5	2
685	от своих	4	2
686	них в	2	2
687	вопрос об	2	2
688	в общих	2	2
689	человека а	2	2
690	ее от	2	2
691	лишь в	2	2
692	как при	3	2
693	с другим	2	2
694	что одно	3	2
695	но нет	2	2
696	есть выражение	3	2
697	к нам	2	2
698	ними в	3	2
699	когда с	3	2
700	есть уже	13	2
701	уже есть	2	2
702	свое место	2	2
703	или если	2	2
704	тем и	5	2
705	посредником между	2	2
706	указанием на	3	2
707	себя от	2	2
708	под ним	2	2
709	т п	7	2
710	одной и	6	2
711	не стало	2	2
712	что к	2	2
713	на себе	3	2
714	общие черты	2	2
715	на ее	2	2
716	на мысль	7	2
717	в сущности	3	2
718	то оно	4	2
719	есть вместе	3	2
720	от земли	2	2
721	все остальные	3	2
722	самого себя	3	2
723	оно имеет	3	2
724	как например	2	2
725	него самого	3	2
726	же с	7	2
727	с каким	3	2
728	входящий в	2	2
729	что человек	4	2
730	сама по	3	2
731	то или	2	2
732	человек может	2	2
733	воспоминание о	4	2
734	в мире	3	2
735	находящихся в	2	2
736	именно из	2	2
737	не из	4	2
738	более чем	2	2
739	человек не	4	2
740	перестает быть	5	2
741	форму но	2	2
742	не к	4	2
743	к одному	7	2
744	предмет и	2	2
745	и следовательно	3	2
746	в процессе	2	2
747	к другим	4	2
748	таком случае	2	2
749	что нельзя	2	2
750	предположим что	2	2
751	такие же	2	2
752	мы назвали	2	2
753	быть названо	2	2
754	несколько слов	2	2
755	за тем	3	2
756	одно и	7	2
757	в приведенном	3	2
758	себе а	4	2
759	виду что	2	2
760	а может	2	2
761	отказаться от	2	2
762	форма есть	2	2
763	которые мы	3	2
764	которого не	2	2
765	положение что	2	2
766	сказать о	2	2
767	мысль что	4	2
768	только одну	2	2
769	предмета и	2	2
770	то к	4	2
771	от друга	2	2
772	не исчерпывают	2	2
773	почему он	2	2
774	и другим	2	2
775	по-видимому не	2	2
776	сам по	9	2
777	не следует	6	2
778	весь круг	3	2
779	а тем	3	2
780	на который	2	2
781	в последнем	4	2
782	что для	5	2
783	духа в	2	2
784	есть нечто	6	2
785	непосредственно не	2	2
786	нужно было	2	2
787	только потому	8	2
788	одно целое	3	2
789	на свое	3	2
790	камня и	2	2
791	место в	4	2
792	что с	2	2
793	что вообще	3	2
794	человек и	2	2
795	себе представить	4	2
796	образом что	2	2
797	из сознания	3	2
798	в сознании	36	2
799	силу того	2	2
800	например не	2	2
801	случае если	2	2
802	от другого	3	2
803	говоря что	2	2
804	остается только	2	2
805	ничего общего	2	2
806	никем не	2	2
807	от одного	5	2
808	образ в	2	2
809	нет и	2	2
810	одно время	3	2
811	во многом	3	2
812	за словом	2	2
813	могла быть	2	2
814	влияния на	2	2
815	говорить о	6	2
816	бы ни	6	2
817	природы и	2	2
818	образа и	6	2
819	в большей	3	2
