N	2gram	Bakhtin_Pr	Literetu
195	быть это	2	4
196	все время	3	4
197	не всегда	2	4
198	от своего	2	4
199	к своему	2	4
200	только на	3	4
201	в формах	3	4
202	знает что	2	4
203	в руках	3	4
204	для своего	2	4
205	и все	6	4
206	на том	2	4
207	на его	2	4
208	могли бы	2	4
209	и само	2	4
210	ту же	2	4
211	а потому	2	4
212	могут быть	9	4
213	в них	5	4
214	во всей	3	4
215	хотя и	5	4
216	как мы	13	4
217	себе самому	6	4
218	во всяком	7	4
219	бы то	3	4
220	самим собою	3	4
221	но при	4	4
222	то это	3	4
223	но это	6	4
224	чужого сознания	3	4
225	за пределы	7	4
226	во второй	2	4
227	бы не	2	4
228	художественного мира	5	4
229	совершенно не	5	4
230	такой же	4	4
231	со всеми	2	4
232	в пределах	24	4
233	то он	3	4
234	все они	2	4
235	него не	4	4
236	можно сказать	2	4
237	на то	5	4
238	жизни не	2	4
239	приводит к	8	4
240	в единстве	9	4
241	на этом	2	4
242	в сторону	2	4
243	жизни а	3	4
244	вовсе не	12	4
245	и что	5	4
246	то ни	3	4
247	что было	6	4
248	таким образом	15	4
249	и есть	3	4
250	отношения к	5	4
251	героя как	2	4
252	и нет	6	4
253	от автора	6	3
254	на самом	5	3
255	вопрос о	3	3
256	ничего не	8	3
257	и потому	7	3
258	бытия в	3	3
259	для его	4	3
260	так же	8	3
261	но как	4	3
262	по себе	16	3
263	крайней мере	2	3
264	в отношении	5	3
265	не раз	2	3
266	отношение к	4	3
267	из тех	2	3
268	в первом	2	3
269	том же	4	3
270	т п	10	3
271	своей жизни	2	3
272	сознания не	4	3
273	а с	2	3
274	о нем	15	3
275	и о	7	3
276	установка на	4	3
277	стороны и	4	3
278	в сознании	3	3
279	они не	5	3
280	что же	9	3
281	сознания с	3	3
282	там где	12	3
283	же как	2	3
284	того чтобы	2	3
285	и до	6	3
286	все эти	13	3
287	сколько в	2	3
288	не на	7	3
289	он был	2	3
290	в истории	2	3
291	должна быть	8	3
292	из его	3	3
293	и т	14	3
294	на языке	2	3
295	и еще	2	3
296	тот же	2	3
297	за их	2	3
298	ее в	3	3
299	да и	2	3
300	и от	3	3
301	как например	2	3
302	не становится	6	3
303	ним и	3	3
304	на два	3	3
305	только то	3	3
306	можно было	3	3
307	сознания и	8	3
308	в первой	3	3
309	бы и	6	3
310	дело в	2	3
311	с их	7	3
312	о своем	3	3
313	мысли и	6	3
314	художественного произведения	2	3
315	если бы	12	3
316	художественном мире	4	3
317	превращается в	5	3
318	и вполне	2	3
319	также и	3	3
320	был бы	6	3
321	он ищет	2	3
322	героя и	14	3
323	в этих	5	3
324	все равно	2	3
325	себе не	2	3
326	вследствие этого	2	3
327	по крайней	2	3
328	речь в	2	3
329	отношении к	5	3
330	не могло	2	3
331	в какой	2	3
332	что для	2	3
333	за ним	4	3
334	а за	3	3
335	не имеет	2	3
336	и является	2	3
337	а то	3	3
338	целом ряде	3	3
339	он говорит	2	3
340	что такое	2	3
341	он в	3	3
342	в творчестве	6	3
343	когда он	2	3
344	не есть	4	3
345	из которых	3	3
346	себе как	2	3
347	произведения в	2	3
348	всяком случае	4	3
349	все что	4	3
350	здесь не	7	3
351	и уже	3	3
352	же и	5	3
353	и перед	2	3
354	мира и	7	3
355	с ним	8	3
356	мы и	2	3
357	сознание в	3	3
358	он все	3	2
359	перед нами	12	2
360	у достоевского	29	2
361	если б	2	2
362	как человек	3	2
363	и сама	2	2
364	человека и	2	2
365	с идеей	4	2
366	не был	2	2
367	и у	3	2
368	есть и	5	2
369	а лишь	3	2
370	остается в	2	2
371	ведь это	4	2
372	это и	5	2
373	а как	11	2
374	и всегда	2	2
375	если оно	3	2
376	героя в	7	2
377	и при	2	2
378	к идее	2	2
379	чтобы в	2	2
380	была бы	5	2
381	своего времени	2	2
382	на вопрос	2	2
383	культурной традиции	2	2
384	что может	4	2
385	тем как	5	2
386	для понимания	4	2
387	это последнее	2	2
388	не согласиться	2	2
389	в него	6	2
390	при всех	2	2
391	тому что	3	2
392	к нему	11	2
393	она не	10	2
394	романа с	2	2
395	художественного видения	8	2
396	оно должно	2	2
397	себя как	3	2
398	с которой	2	2
399	и художественного	2	2
400	и другого	3	2
401	героя с	6	2
402	с ними	2	2
403	и самого	4	2
404	и ее	5	2
405	человек и	2	2
406	только как	2	2
407	уже и	2	2
408	этом не	2	2
409	не за	3	2
410	автора а	2	2
411	здесь мы	4	2
412	сказать что	4	2
413	сознания как	2	2
414	кажется что	4	2
415	все то	5	2
416	нового типа	2	2
417	никак не	4	2
418	герой не	2	2
419	и мы	2	2
420	произведения как	2	2
421	не об	2	2
422	слово не	8	2
423	бы в	7	2
424	как нам	3	2
425	чувствуем что	2	2
426	с другими	8	2
427	в результате	7	2
428	и души	2	2
429	из этих	3	2
430	так сказать	9	2
431	ведь мы	2	2
432	автора как	5	2
433	человек с	2	2
434	время не	3	2
435	который не	2	2
436	его сознания	2	2
437	значение в	2	2
438	себя самого	3	2
439	лишь на	5	2
440	автора в	4	2
441	явления в	2	2
442	он писал	2	2
443	и всякое	3	2
444	и чужого	2	2
445	ибо в	2	2
446	него в	5	2
447	так я	2	2
448	собственного сознания	3	2
449	последнее слово	8	2
450	между собою	5	2
451	в контексте	2	2
452	не поддается	2	2
453	непосредственно в	2	2
454	есть в	2	2
455	слово как	5	2
456	что у	2	2
457	мир и	5	2
458	к более	2	2
459	в котором	7	2
460	еще более	2	2
461	слова в	12	2
462	со своими	2	2
463	его интенции	2	2
464	оно не	3	2
465	в большинстве	11	2
466	среди других	2	2
467	на почве	5	2
468	со своим	2	2
469	романа и	3	2
470	он пишет	2	2
471	только не	2	2
472	так чтобы	7	2
473	раз и	6	2
474	в той	5	2
475	в авторском	5	2
476	в таком	3	2
477	нового времени	3	2
478	друг другу	3	2
479	на слово	2	2
480	ни был	2	2
481	его герой	3	2
482	но он	4	2
483	но зато	2	2
