N	2gram	Bakhtin_Pr	slovoVRo
109	далеко не	3	10
110	уже не	14	10
111	зрения на	12	10
112	его в	6	9
113	и от	3	9
114	у толстого	3	9
115	одним из	11	9
116	и других	8	9
117	в основном	2	9
118	более того	5	9
119	к нему	13	9
120	здесь в	3	9
121	в их	5	9
122	и мир	4	9
123	в своей	17	9
124	сказать что	9	9
125	одна из	4	9
126	так как	11	9
127	поэтому и	3	9
128	с ее	5	9
129	героя и	11	9
130	но не	13	9
131	к чужому	2	9
132	романа в	8	9
133	в смысле	4	9
134	на почве	5	9
135	конечно не	7	9
136	он не	11	9
137	не могут	6	8
138	в одной	9	8
139	человека и	2	8
140	для понимания	5	8
141	в зависимости	5	8
142	в ней	8	8
143	не на	6	8
144	все время	4	8
145	с этим	2	8
146	они могут	2	8
147	зависимости от	5	8
148	человека в	8	8
149	в самом	19	8
150	входит в	11	8
151	для нас	3	8
152	всяком случае	3	8
153	на мир	10	8
154	стиля и	4	7
155	перед нами	8	7
156	том что	15	7
157	от него	3	7
158	о слове	2	7
159	друг друга	10	7
160	но именно	5	7
161	по преимуществу	3	7
162	его не	2	7
163	о нем	16	7
164	сливается с	6	7
165	но здесь	2	7
166	в целом	8	7
167	у тургенева	2	7
168	например в	5	7
169	у него	9	7
170	здесь не	2	7
171	за пределы	10	7
172	но все	8	7
173	автора и	7	7
174	в романах	15	7
175	жизни и	21	7
176	на своем	2	7
177	не было	5	7
178	в таком	2	7
179	кроме того	3	7
180	же и	2	7
181	мы уже	4	7
182	даже в	7	6
183	ничего не	8	6
184	которые в	2	6
185	наконец в	2	6
186	как к	3	6
187	роль в	2	6
188	точку зрения	9	6
189	бы и	6	6
190	например у	2	6
191	что в	14	6
192	ни в	5	6
193	нем и	2	6
194	в контексте	2	6
195	в чисто	2	6
196	нем в	2	6
197	мы сказали	2	6
198	можно сказать	3	6
199	автор не	5	6
200	одной плоскости	7	6
201	другой стороны	3	6
202	лежит в	3	6
203	говорить о	3	6
204	и здесь	5	6
205	хотя бы	5	6
206	конечно и	5	6
207	он в	3	6
208	именно в	8	6
209	человек в	2	6
210	себя и	4	6
211	подхода к	2	6
212	по себе	13	6
213	в одном	14	6
214	со всею	3	6
215	мира и	8	6
216	по своим	4	6
217	между тем	5	6
218	в каждом	11	5
219	не как	15	5
220	в рамки	2	5
221	а как	8	5
222	героя в	9	5
223	не знает	5	5
224	характерно что	2	5
225	не менее	3	5
226	отношению к	17	5
227	остается в	2	5
228	мы не	3	5
229	и по	4	5
230	для этого	4	5
231	в данном	3	5
232	роман в	2	5
233	по отношению	17	5
234	с их	9	5
235	в результате	6	5
236	борьба с	2	5
237	с авторским	6	5
238	вне его	2	5
239	этом отношении	7	5
240	не является	2	5
241	слова его	2	5
242	для того	3	5
243	его и	4	5
244	должна быть	4	5
245	и более	2	5
246	на протяжении	3	5
247	они не	5	5
248	в дальнейшем	2	5
249	о том	5	5
250	авторским словом	3	5
251	оно может	2	5
252	и этим	2	5
253	него нет	3	5
254	той же	7	5
255	в чужом	2	5
256	уже в	9	5
257	или даже	2	5
258	и сам	5	5
259	как его	2	5
260	но он	3	5
261	слов о	2	5
262	вместе с	2	5
263	от автора	6	4
264	лежат в	2	4
265	следовательно и	2	4
266	точками зрения	4	4
267	в построении	5	4
268	так же	10	4
269	его на	2	4
270	но как	4	4
271	целое романа	3	4
272	образом в	2	4
273	и ее	5	4
274	что и	10	4
275	ни были	2	4
276	в виду	2	4
277	что он	16	4
278	однако в	2	4
279	в частности	2	4
280	остается вне	2	4
281	от других	2	4
282	того что	4	4
283	мы видели	3	4
284	как предмет	3	4
285	до сих	3	4
286	сочетается с	6	4
287	но конечно	3	4
288	лучшем случае	3	4
289	с другом	4	4
290	романа но	3	4
291	голоса и	2	4
292	все его	4	4
293	те же	3	4
294	даже и	2	4
295	в чем	2	4
296	сознание и	7	4
297	что оно	2	4
298	тогда когда	2	4
299	не столько	3	4
300	момент его	3	4
301	того чтобы	5	4
302	ли он	2	4
303	и во	2	4
304	из одного	4	4
305	же как	5	4
306	в речах	2	4
307	но эти	2	4
308	друг о	2	4
309	но это	7	4
310	его как	6	4
311	в которой	6	4
312	и слово	6	4
313	и как	10	4
314	если бы	12	4
315	в условиях	4	4
316	и о	5	4
317	или как	5	4
318	сих пор	3	4
319	быть только	3	4
320	друг с	4	4
321	зрения и	2	4
322	в литературе	7	4
323	которая не	2	4
324	он может	4	4
325	о себе	12	4
326	о друге	2	4
327	в другой	4	4
328	выражение в	6	4
329	его романах	5	4
330	из них	8	4
331	художественный образ	2	4
332	в лучшем	3	4
333	и уже	3	4
334	с образом	3	4
335	как только	2	4
336	именно на	2	4
337	отношения к	4	4
338	в себя	3	4
339	его но	2	4
340	по существу	5	4
341	самого автора	7	4
342	как раз	9	4
343	романа который	3	3
344	данном случае	3	3
345	время и	2	3
346	лишь одним	2	3
347	или к	2	3
348	нисколько не	2	3
349	еще раз	3	3
350	материал и	2	3
351	с идеей	4	3
352	в духе	3	3
353	в чужих	3	3
354	идеологической жизни	2	3
355	а лишь	3	3
356	этого диалога	2	3
357	но эта	4	3
358	и вне	2	3
359	изображения в	3	3
360	условия для	2	3
361	как это	2	3
362	является лишь	5	3
363	людей и	2	3
364	как таковые	2	3
365	на котором	3	3
366	со всех	2	3
367	в свете	4	3
368	тому что	3	3
369	в зоне	2	3
370	всем этим	2	3
371	только с	2	3
372	авторского слова	9	3
373	его с	2	3
374	не его	3	3
375	переходит в	2	3
376	идеологического творчества	2	3
377	отметить что	2	3
378	именно к	2	3
379	и до	5	3
380	было бы	10	3
381	в первом	3	3
382	этого слова	3	3
383	выходит за	2	3
384	входят в	3	3
385	как слово	4	3
386	не исчерпывается	3	3
387	конечно в	2	3
388	к этому	6	3
389	в сознании	4	3
390	ним и	4	3
391	из этих	2	3
392	подход к	2	3
393	от этого	2	3
394	не все	2	3
395	должно быть	4	3
396	менее всего	4	3
397	другом случае	2	3
398	это было	3	3
399	отличается от	3	3
400	на него	4	3
401	и изображения	7	3
402	сама по	3	3
403	лишь на	3	3
404	и идеологической	2	3
405	и самое	4	3
406	тем что	5	3
407	сознания в	2	3
408	жизни в	3	3
409	и другие	4	3
410	нами в	5	3
411	смысл и	2	3
412	лишь как	6	3
413	и единство	2	3
414	не укладывается	2	3
415	где она	2	3
416	за пределами	2	3
417	эта форма	4	3
418	автора но	2	3
419	не есть	2	3
420	мир и	6	3
421	в этой	5	3
422	потому что	20	3
423	все что	6	3
424	плоскости с	4	3
425	слово героя	7	3
426	знают друг	2	3
427	и это	5	3
428	в диалоге	3	3
429	произведения и	2	3
430	в устах	2	3
431	словом о	2	3
432	глубокое и	3	3
433	по ту	2	3
434	с одним	2	3
435	и художественно	3	3
436	ту сторону	2	3
437	романа как	3	3
438	в форме	8	3
439	данного произведения	2	3
440	и тем	2	3
441	и нет	2	3
442	чем в	3	3
443	в художественной	4	2
444	на самом	5	2
445	ему не	2	2
446	во все	5	2
447	слова но	2	2
448	заставляет его	2	2
449	слова а	3	2
450	голосов и	2	2
451	диалог в	4	2
452	есть только	5	2
453	вот что	2	2
454	к себе	2	2
455	и внутренне	3	2
456	на ряд	2	2
457	и у	6	2
458	и могут	2	2
459	и есть	6	2
460	есть не	3	2
461	от характера	3	2
462	на пути	2	2
463	это и	10	2
464	он еще	2	2
465	даже там	2	2
466	как он	5	2
467	ни одной	3	2
468	это как	2	2
469	так что	3	2
470	тем как	4	2
471	изображения и	6	2
472	в один	2	2
473	своего времени	3	2
474	а его	3	2
475	есть в	10	2
476	самого начала	4	2
477	а с	4	2
478	то что	21	2
479	х годов	2	2
480	самое слово	2	2
481	никак нельзя	2	2
482	эти три	2	2
483	что все	5	2
484	значение для	2	2
485	и оно	2	2
486	не излагает	2	2
487	с самого	3	2
488	в едином	6	2
489	к ним	3	2
490	произведения в	2	2
491	построения образа	2	2
492	понимает и	2	2
493	могли бы	3	2
494	жизнь в	2	2
495	на себе	2	2
496	не из	3	2
497	дело идет	12	2
498	и само	2	2
499	в образе	4	2
500	которые были	3	2
501	романа с	2	2
502	достоевский был	5	2
503	этой точки	3	2
504	и т.п	8	2
505	и оценки	2	2
506	между ними	4	2
507	себя как	5	2
508	диалога в	2	2
509	из которого	2	2
510	в единство	8	2
511	что не	6	2
512	место в	2	2
513	для них	3	2
514	они уже	4	2
515	их основе	2	2
516	звучит в	2	2
517	и герой	2	2
518	в ее	4	2
519	мы видим	5	2
520	протяжении всего	2	2
521	нужно сказать	2	2
522	войти в	2	2
523	что они	3	2
524	был бы	6	2
525	в драме	5	2
526	во всей	2	2
527	его мире	3	2
528	и другими	6	2
529	для автора	6	2
530	на языке	2	2
531	себе самому	3	2
532	да и	3	2
533	это очень	4	2
534	в монологическом	8	2
535	все то	5	2
536	с которыми	2	2
537	время как	2	2
538	как например	2	2
539	с такими	2	2
540	оценки и	2	2
541	то и	2	2
542	и что	2	2
543	существенно и	3	2
544	диалогические отношения	6	2
545	можно было	5	2
546	и эта	3	2
547	в предшествующей	3	2
548	бы быть	3	2
549	что она	6	2
550	же в	3	2
551	перестает быть	4	2
552	такой образ	2	2
553	автора в	4	2
554	в области	3	2
555	и всякой	2	2
556	мира в	6	2
557	об этом	4	2
558	романа не	4	2
559	он стремится	4	2
560	его художественного	6	2
561	значит конечно	3	2
562	ни было	4	2
563	в жизни	7	2
564	ее с	3	2
565	у нас	2	2
566	на материале	6	2
567	другом в	2	2
568	совершенно не	2	2
569	как у	4	2
570	а именно	4	2
571	и со	3	2
572	героев и	7	2
573	становится предметом	2	2
574	в чужую	2	2
575	конечно что	3	2
576	но они	4	2
577	с авторской	2	2
578	мы можем	3	2
579	предшествующей главе	3	2
580	в какой	2	2
581	образа человека	2	2
582	заключается в	3	2
583	том и	2	2
584	образ в	2	2
585	за ним	2	2
586	нет и	4	2
587	можно говорить	2	2
588	диалогическое отношение	2	2
589	что для	4	2
590	в котором	6	2
591	из его	4	2
592	в своих	5	2
593	и свою	2	2
594	в сфере	4	2
595	вступает в	5	2
596	и становится	2	2
597	голоса в	2	2
598	героя но	2	2
599	приводит к	4	2
600	в начале	3	2
601	точке зрения	5	2
602	разобранные нами	2	2
603	и одновременно	5	2
604	дано в	3	2
605	не знают	2	2
606	несмотря на	7	2
607	смысл его	2	2
608	уже говорили	2	2
609	его именно	2	2
610	то время	3	2
611	и особенно	2	2
612	он есть	5	2
613	и только	2	2
614	автора или	2	2
615	нового времени	4	2
616	друг другу	3	2
617	в плоскости	5	2
618	них не	2	2
619	в нашем	3	2
620	они ни	2	2
621	не значит	4	2
622	плана в	2	2
623	однако не	2	2
624	мы и	2	2
625	подчеркнуть что	4	2
626	ибо в	2	2
