N	2gram	Bakhtin_Pr	Vvedenie
242	тем более	2	2
243	еще раз	6	2
244	при всей	3	2
245	должно быть	4	2
246	языка а	2	2
247	бы в	2	2
248	которые не	2	2
249	в форме	6	2
250	мысли и	2	2
251	этой почве	2	2
252	в соответствии	3	2
253	художественной литературы	2	2
254	не могли	2	2
255	вообще в	2	2
256	что именно	2	2
257	единого и	2	2
258	в связи	2	2
259	казалось бы	4	2
260	так называемая	2	2
261	известной мере	3	2
262	и при	2	2
263	и другие	14	2
264	в формах	2	2
265	так и	9	2
266	самой своей	2	2
267	к своему	4	2
268	отношении к	2	2
269	наших дней	3	2
270	и др	18	2
271	на протяжении	5	2
272	и так	4	2
273	значение в	4	2
274	но уже	2	2
275	это уже	2	2
276	на то	2	2
277	могло бы	3	2
278	и истории	2	2
279	в своих	4	2
280	себе и	2	2
281	и без	4	2
282	и с	10	2
283	к действительности	3	2
284	жизни как	4	2
285	котором он	2	2
286	соответствии с	2	2
287	но это	7	2
288	до наших	3	2
289	а между	3	2
290	и из	3	2
291	он и	2	2
292	что мы	2	2
293	от которых	2	2
294	и совершенно	3	2
295	мы можем	9	2
296	несмотря на	3	2
297	для них	2	2
298	жизни и	13	2
299	смысле и	3	2
300	а затем	5	2
301	не было	5	2
302	мы не	7	2
303	в тех	2	2
304	что они	2	2
305	романов достоевского	3	2
306	значение и	2	2
307	именно на	2	2
308	все равно	6	2
309	например в	8	2
310	во всем	5	2
311	в дальнейшем	8	2
312	этого слова	3	2
313	если же	5	2
314	не к	3	2
315	рядом с	2	2
316	по существу	7	2
317	этих двух	5	2
318	мы уже	9	2
319	с помощью	4	2
320	быть и	2	2
