N	2gram	Propp_Isto	Analitik
363	так же	18	2
364	для нас	17	2
365	в одной	3	2
366	на эту	3	2
367	бы мы	2	2
368	даже не	2	2
369	в иной	9	2
370	герой в	2	2
371	к себе	2	2
372	и должно	3	2
373	не могла	2	2
374	к которому	5	2
375	на пути	2	2
376	и эти	4	2
377	в чистом	2	2
378	только по	2	2
379	к чему	4	2
380	доказывает что	2	2
381	когда мы	4	2
382	в обратном	2	2
383	в стране	2	2
384	или менее	5	2
385	пока же	3	2
386	в разных	2	2
387	образом в	2	2
388	так например	7	2
389	в прошлом	2	2
390	не сам	2	2
391	вступление в	2	2
392	тот кто	3	2
393	на этой	2	2
394	только с	4	2
395	этом он	2	2
396	в ту	2	2
397	а только	3	2
398	с другом	3	2
399	более или	5	2
400	в изложении	2	2
401	что этот	5	2
402	без другого	2	2
403	между прочим	3	2
404	хотя он	2	2
405	по этому	2	2
406	смысле этого	2	2
407	не видно	2	2
408	и др	11	2
409	там где	5	2
410	по одному	2	2
411	войти в	2	2
412	здесь мы	9	2
413	во всей	2	2
414	по существу	7	2
415	чем это	5	2
416	в которую	3	2
417	ей в	2	2
418	мы видим	16	2
419	этой роли	2	2
420	в мир	2	2
421	что это	12	2
422	не сами	2	2
423	власть над	4	2
424	т е	30	2
425	во многих	2	2
426	там и	3	2
427	оно в	2	2
428	не будем	7	2
429	то и	2	2
430	утверждать что	3	2
431	время в	2	2
432	нет ничего	2	2
433	таких случаях	4	2
434	но дело	2	2
435	на это	3	2
436	всех сторон	4	2
437	мы можем	7	2
438	в глаза	2	2
439	не одного	2	2
440	исходит из	3	2
441	себя за	2	2
442	только через	3	2
443	на первый	2	2
444	это делает	2	2
445	и вот	2	2
446	должен был	6	2
447	имеет свою	2	2
448	с одним	4	2
449	легко может	2	2
450	встречается в	3	2
451	не по	2	2
452	не означает	2	2
453	обратимся к	3	2
454	но они	6	2
455	сих пор	12	2
456	но если	4	2
457	своей дочери	2	2
458	друг с	4	2
459	от его	2	2
460	со всех	4	2
461	в дальнейшем	6	2
462	он может	2	2
463	с мотивом	3	2
464	их в	7	2
465	к ним	4	2
466	зависит от	3	2
467	не вполне	3	2
468	что при	3	2
469	есть на	2	2
470	обратном порядке	2	2
471	этот вопрос	7	2
472	бы дать	3	2
473	не можем	4	2
474	безотносительно к	2	2
475	не просто	5	2
476	на природу	2	2
477	и только	4	2
478	в форме	3	2
479	них не	2	2
480	у меня	4	2
481	до сих	11	2
482	связь между	4	2
483	мы будем	5	2
484	в системе	2	2
