N	2gram	Tiupa_Anal	Mirosoze
307	перед собой	2	2
308	природе своей	3	2
309	мира в	2	2
310	подобно тому	5	2
311	сознания в	4	2
312	только для	3	2
313	ее в	2	2
314	смысл и	3	2
315	и о	3	2
316	не означает	2	2
317	в какой	3	2
318	быть не	3	2
319	одни и	2	2
320	вообще не	2	2
321	с другой	7	2
322	прежде чем	2	2
323	я всегда	3	2
324	но к	3	2
325	лишь одна	2	2
326	не оставляет	2	2
327	если не	2	2
328	он и	3	2
329	что мы	3	2
330	по себе	6	2
331	на лице	2	2
332	и п	2	2
333	бы ни	2	2
334	знаю что	2	2
